ObjectId,province,technology,critical_2060_price_for_6p5,right_censored_at_60
W7125,Shanxi,wind,39.443053901195526,False
W7127,Shanxi,wind,39.443053901195526,False
W7177,Shanxi,wind,42.76667296886444,False
W7183,Shanxi,wind,42.76667296886444,False
W7194,Xinjiang,wind,42.76692353188992,False
W7196,Shanxi,wind,39.443053901195526,False
W7213,Xinjiang,wind,33.10105986893177,False
W7224,Xinjiang,wind,36.19935058057308,False
W7233,Xinjiang,wind,33.91064912080765,False
W7243,Xinjiang,wind,33.91064912080765,False
W7248,Shanxi,wind,36.74221023917198,False
W7253,Shanxi,wind,38.0102963000536,False
W7256,Xinjiang,wind,33.10105986893177,False
W7258,Xinjiang,wind,33.10105986893177,False
W7260,Shanxi,wind,36.7422104626894,False
W7268,Xinjiang,wind,34.57169696688652,False
W7269,Shanxi,wind,38.44424843788147,False
W7273,Xinjiang,wind,40.6023944914341,False
W7276,Xinjiang,wind,33.10105986893177,False
W7277,Shanxi,wind,36.1028415709734,False
W7281,Xinjiang,wind,33.167507126927376,False
W7285,Xinjiang,wind,33.10105986893177,False
W7371,Shanxi,wind,36.445498913526535,False
W7380,Xinjiang,wind,33.91064912080765,False
W7382,Shanxi,wind,37.26252123713493,False
W7383,Xinjiang,wind,34.57169696688652,False
W7399,Xinjiang,wind,33.91064912080765,False
W7408,Shanxi,wind,36.74221180379391,False
W7410,Xinjiang,wind,41.68824948370457,False
W7421,Xinjiang,wind,36.22656494379044,False
W7424,Xinjiang,wind,33.91064912080765,False
W7431,Xinjiang,wind,33.91064912080765,False
W7439,Xinjiang,wind,33.91064777970314,False
W7447,Xinjiang,wind,33.91064912080765,False
W7460,Xinjiang,wind,33.91064912080765,False
W7468,Xinjiang,wind,33.91064912080765,False
W7470,Xinjiang,wind,36.22656337916851,False
W7474,Shanxi,wind,35.773099064826965,False
W7477,Xinjiang,wind,33.91064912080765,False
W7479,Shanxi,wind,42.76667296886444,False
W7480,Xinjiang,wind,33.91064912080765,False
W7487,Xinjiang,wind,33.91064912080765,False
W7492,Shanxi,wind,37.080185785889626,False
W7495,Xinjiang,wind,33.91064912080765,False
W7508,Xinjiang,wind,33.91064912080765,False
W7514,Shanxi,wind,35.48897422850132,False
W7515,Shanxi,wind,39.51091334223747,False
W7516,Xinjiang,wind,33.91064912080765,False
W7520,Shanxi,wind,35.48897422850132,False
W7521,Shanxi,wind,36.7422104626894,False
W7522,Xinjiang,wind,33.91064912080765,False
W7535,Shanxi,wind,35.48897221684456,False
W7545,Xinjiang,wind,33.91064912080765,False
W7546,Xinjiang,wind,42.79390700161457,False
W7559,Xinjiang,wind,41.30947507917881,False
W7560,Xinjiang,wind,33.91064912080765,False
W7568,Xinjiang,wind,33.91064912080765,False
W7578,Xinjiang,wind,33.91064912080765,False
W7592,Xinjiang,wind,33.91064912080765,False
W7600,Xinjiang,wind,33.10105986893177,False
W7603,Shanxi,wind,41.59852981567383,False
W7606,Xinjiang,wind,33.10105986893177,False
W7611,Shanxi,wind,41.59852981567383,False
W7626,Shanxi,wind,38.65720421075821,False
W7639,Shanxi,wind,38.48876595497131,False
W7661,Shanxi,wind,41.59852981567383,False
W7664,Xinjiang,wind,34.592387080192566,False
W7683,Xinjiang,wind,33.91064912080765,False
W7693,Shanxi,wind,36.51498690247536,False
W7695,Xinjiang,wind,41.181059405207634,False
W7700,Shanxi,wind,36.51498690247536,False
W7725,Xinjiang,wind,40.34430406987667,False
W7727,Xinjiang,wind,39.65051338076592,False
W7729,Xinjiang,wind,32.68652178347111,False
W7735,Xinjiang,wind,38.50365690886974,False
W7754,Shanxi,wind,41.59852981567383,False
W7757,Xinjiang,wind,41.68824948370457,False
W7776,Xinjiang,wind,39.65051338076592,False
W7784,Xinjiang,wind,38.503657802939415,False
W7787,Xinjiang,wind,38.50365735590458,False
W7788,Shanxi,wind,38.11341695487499,False
W7789,Shanxi,wind,39.443053901195526,False
W7793,Xinjiang,wind,32.68652178347111,False
W7794,Shanxi,wind,37.26252123713493,False
W7799,Shanxi,wind,39.443053901195526,False
W7804,Xinjiang,wind,35.521347373723984,False
W7806,Xinjiang,wind,38.50365690886974,False
W7812,Shanxi,wind,39.443053901195526,False
W7816,Xinjiang,wind,38.50365690886974,False
W7819,Shanxi,wind,42.76667296886444,False
W7828,Xinjiang,wind,34.57169696688652,False
W7829,Shanxi,wind,42.76667296886444,False
W7830,Shanxi,wind,42.76667296886444,False
W7838,Shanxi,wind,39.443053901195526,False
W7840,Xinjiang,wind,41.273196414113045,False
W7844,Xinjiang,wind,39.65051338076592,False
W7850,Shanxi,wind,39.51091334223747,False
W7851,Xinjiang,wind,39.65051338076592,False
W7852,Shanxi,wind,39.443053901195526,False
W7865,Xinjiang,wind,38.92918400466442,False
W7876,Xinjiang,wind,33.167507126927376,False
W7877,Shanxi,wind,39.443053901195526,False
W7883,Xinjiang,wind,36.44622601568699,False
W7884,Shanxi,wind,39.443053901195526,False
W7890,Xinjiang,wind,38.23619306087494,False
W7897,Xinjiang,wind,32.68652178347111,False
W7904,Xinjiang,wind,33.167507126927376,False
W7911,Xinjiang,wind,33.167507126927376,False
W7914,Xinjiang,wind,33.167507126927376,False
W7921,Xinjiang,wind,33.167507126927376,False
W7927,Xinjiang,wind,36.44622601568699,False
W7935,Shanxi,wind,39.443053901195526,False
W7941,Shanxi,wind,39.443053901195526,False
W7948,Shanxi,wind,36.7422104626894,False
W7953,Shanxi,wind,39.443053901195526,False
W7958,Shanxi,wind,36.7422104626894,False
W7978,Shanxi,wind,39.443053901195526,False
W8000,Xinjiang,wind,39.65051338076592,False
W8045,Yunnan,wind,36.6645285487175,False
W8050,Yunnan,wind,36.66452743113041,False
W8096,Yunnan,wind,39.04015503823757,False
W8098,Yunnan,wind,39.04015503823757,False
W8111,Yunnan,wind,39.30109441280365,False
W8153,Yunnan,wind,40.14780879020691,False
W8162,Yunnan,wind,38.61542411148548,False
W8214,Yunnan,wind,39.04953449964523,False
W89,Gansu,wind,33.49155329167843,False
W912,Gansu,wind,37.66054406762123,False
W922,Gansu,wind,37.66054406762123,False
W925,Gansu,wind,36.54599569737911,False
W97,Gansu,wind,33.49155284464359,False
W985,Gansu,wind,34.149570018053055,False
W994,Gansu,wind,37.66054406762123,False
