learning_case,direct_capex_share_of_installed_capex,stack_share_of_direct_capex,stack_share_of_installed_capex,new_build_cost_pass_through_elasticity,incumbent_nonstack_learning_transfer_share,terminal_price_cny_per_kg,strict_record_count,retain_low_count,reach_6p5_count,aggregate_tax_free_transfer_100m_cny,npv_6p5_100m_cny
base,0.675,0.25,0.16875,0.5,0.49,21.370072531463247,710,0,0,0.18678385733681713,-59.828134126725466
base,0.675,0.25,0.16875,0.5,0.5,21.370072531463247,710,0,0,0.19059577279267054,-59.8274937007663
base,0.675,0.25,0.16875,0.5,0.51,21.370072531463247,710,0,0,0.19440768824852395,-59.82685327480711
base,0.675,0.25,0.16875,0.5,0.52,21.370072531463247,710,0,0,0.19821960370437733,-59.826212848847945
base,0.675,0.25,0.16875,0.5,0.53,21.370072531463247,710,0,0,0.20203151916023077,-59.825572422888754
base,0.675,0.25,0.16875,0.5,0.54,21.370072531463247,710,0,0,0.2058434346160842,-59.82493199692958
base,0.675,0.25,0.16875,0.5,0.55,21.370072531463247,710,0,0,0.20965535007193764,-59.8242915709704
base,0.675,0.25,0.16875,0.5,0.56,21.370072531463247,710,0,0,0.21346726552779105,-59.82365114501123
base,0.675,0.25,0.16875,0.5,0.57,21.370072531463247,710,0,0,0.21727918098364438,-59.82301071905205
base,0.675,0.25,0.16875,0.5,0.58,21.370072531463247,710,0,0,0.22109109643949781,-59.82237029309288
base,0.675,0.25,0.16875,0.5,0.59,21.370072531463247,710,0,0,0.22490301189535122,-59.82172986713369
base,0.675,0.25,0.16875,0.5,0.6,21.370072531463247,710,0,0,0.22871492735120463,-59.821089441174514
base,0.675,0.25,0.16875,0.5,0.61,21.370072531463247,710,0,0,0.23252684280705807,-59.82044901521534
base,0.675,0.25,0.16875,0.5,0.62,21.370072531463247,710,0,0,0.23633875826291145,-59.81980858925617
base,0.675,0.25,0.16875,0.5,0.63,21.370072531463247,710,0,0,0.2401506737187649,-59.819168163296986
base,0.675,0.25,0.16875,0.5,0.64,21.370072531463247,710,0,0,0.24396258917461827,-59.81852773733782
base,0.675,0.25,0.16875,0.5,0.65,21.370072531463247,710,0,0,0.24777450463047168,-59.817887311378634
base,0.675,0.25,0.16875,0.5,0.66,21.370072531463247,710,0,0,0.2515864200863251,-59.817246885419465
base,0.675,0.25,0.16875,0.5,0.67,21.370072531463247,710,0,0,0.2553983355421785,-59.816606459460274
base,0.675,0.25,0.16875,0.5,0.68,21.370072531463247,710,0,0,0.25921025099803197,-59.81596603350111
base,0.675,0.25,0.16875,0.5,0.69,21.370072531463247,710,0,0,0.2630221664538854,-59.81532560754192
base,0.675,0.25,0.16875,0.5,0.7,21.370072531463247,710,0,0,0.26683408190973873,-59.81468518158275
base,0.675,0.25,0.16875,0.5,0.71,21.370072531463247,710,0,0,0.27064599736559214,-59.81404475562357
base,0.675,0.25,0.16875,0.5,0.72,21.370072531463247,710,0,0,0.2744579128214456,-59.8134043296644
base,0.675,0.25,0.16875,0.5,0.73,21.370072531463247,710,0,0,0.278269828277299,-59.81276390370522
base,0.675,0.25,0.16875,0.5,0.74,21.370072531463247,710,0,0,0.28208174373315237,-59.81212347774604
base,0.675,0.25,0.16875,0.5,0.75,21.370072531463247,710,0,0,0.2858936591890058,-59.81148305178686
base,0.675,0.25,0.16875,0.5,0.76,21.370072531463247,710,0,0,0.28970557464485924,-59.810842625827696
base,0.675,0.25,0.16875,0.5,0.77,21.370072531463247,710,0,0,0.29351749010071265,-59.81020219986852
base,0.675,0.25,0.16875,0.5,0.78,21.370072531463247,710,0,0,0.29732940555656606,-59.80956177390934
base,0.675,0.25,0.16875,0.5,0.79,21.370072531463247,710,0,0,0.3011413210124194,-59.808921347950154
base,0.675,0.25,0.16875,0.5,0.8,21.370072531463247,710,0,0,0.3049532364682729,-59.808280921990985
base,0.675,0.25,0.16875,0.5,0.81,21.370072531463247,710,0,0,0.3087651519241263,-59.80764049603181
base,0.675,0.25,0.16875,0.5,0.82,21.370072531463247,710,0,0,0.3125770673799797,-59.80700007007263
base,0.675,0.25,0.16875,0.5,0.83,21.370072531463247,710,0,0,0.3163889828358331,-59.80635964411344
base,0.675,0.25,0.16875,0.5,0.84,21.370072531463247,710,0,0,0.32020089829168646,-59.80571921815428
base,0.675,0.25,0.16875,0.5,0.85,21.370072531463247,710,0,0,0.32401281374754,-59.80507879219509
base,0.675,0.25,0.16875,0.5,0.86,21.370072531463247,710,0,0,0.3278247292033933,-59.80443836623592
base,0.675,0.25,0.16875,0.5,0.87,21.370072531463247,710,1,0,0.33163664465924675,-59.803797940276745
base,0.675,0.25,0.16875,0.5,0.88,21.370072531463247,710,2,0,0.33544856011510016,-59.80315751431757
base,0.675,0.25,0.16875,0.5,0.89,21.370072531463247,710,4,0,0.33926047557095357,-59.802517088358385
base,0.675,0.25,0.16875,0.5,0.9,21.370072531463247,710,4,0,0.343072391026807,-59.801876662399216
base,0.675,0.25,0.16875,0.5,0.91,21.370072531463247,710,4,0,0.3468843064826604,-59.80123623644004
base,0.675,0.25,0.16875,0.5,0.92,21.370072531463247,710,4,0,0.3506962219385138,-59.800595810480864
base,0.675,0.25,0.16875,0.5,0.93,21.370072531463247,710,4,0,0.35450813739436715,-59.79995538452169
base,0.675,0.25,0.16875,0.5,0.94,21.370072531463247,710,4,0,0.35832005285022056,-59.799314958562505
base,0.675,0.25,0.16875,0.5,0.95,21.370072531463247,710,4,0,0.36213196830607397,-59.79867453260333
base,0.675,0.25,0.16875,0.5,0.96,21.370072531463247,710,4,0,0.36594388376192744,-59.79803410664415
base,0.675,0.25,0.16875,0.5,0.97,21.370072531463247,710,4,0,0.36975579921778085,-59.797393680684976
base,0.675,0.25,0.16875,0.5,0.98,21.370072531463247,710,4,0,0.37356771467363425,-59.7967532547258
base,0.675,0.25,0.16875,0.5,0.99,21.370072531463247,710,4,0,0.37737963012948766,-59.79611282876661
base,0.675,0.25,0.16875,0.5,1.0,21.370072531463247,710,4,0,0.3811915455853411,-59.79547240280745
base,0.675,0.25,0.16875,0.75,0.0,18.669383572795475,710,0,0,0.0,-76.8214862960823
base,0.675,0.25,0.16875,0.75,0.01,18.669383572795475,710,0,0,0.0038119154558534105,-76.82084587012312
base,0.675,0.25,0.16875,0.75,0.02,18.669383572795475,710,0,0,0.007623830911706821,-76.82020544416395
base,0.675,0.25,0.16875,0.75,0.03,18.669383572795475,710,0,0,0.011435746367560232,-76.81956501820477
base,0.675,0.25,0.16875,0.75,0.04,18.669383572795475,710,0,0,0.015247661823413642,-76.8189245922456
base,0.675,0.25,0.16875,0.75,0.05,18.669383572795475,710,0,0,0.019059577279267055,-76.81828416628642
base,0.675,0.25,0.16875,0.75,0.06,18.669383572795475,710,0,0,0.022871492735120465,-76.81764374032724
base,0.675,0.25,0.16875,0.75,0.07,18.669383572795475,710,0,0,0.02668340819097388,-76.81700331436805
base,0.675,0.25,0.16875,0.75,0.08,18.669383572795475,710,0,0,0.030495323646827284,-76.81636288840889
base,0.675,0.25,0.16875,0.75,0.09,18.669383572795475,710,0,0,0.0343072391026807,-76.8157224624497
base,0.675,0.25,0.16875,0.75,0.1,18.669383572795475,710,0,0,0.03811915455853411,-76.81508203649052
base,0.675,0.25,0.16875,0.75,0.11,18.669383572795475,710,0,0,0.04193107001438752,-76.81444161053135
base,0.675,0.25,0.16875,0.75,0.12,18.669383572795475,710,0,0,0.04574298547024093,-76.81380118457218
base,0.675,0.25,0.16875,0.75,0.13,18.669383572795475,710,0,0,0.04955490092609433,-76.813160758613
base,0.675,0.25,0.16875,0.75,0.14,18.669383572795475,710,0,0,0.05336681638194776,-76.81252033265383
base,0.675,0.25,0.16875,0.75,0.15,18.669383572795475,710,0,0,0.05717873183780116,-76.81187990669464
base,0.675,0.25,0.16875,0.75,0.16,18.669383572795475,710,0,0,0.06099064729365457,-76.81123948073547
base,0.675,0.25,0.16875,0.75,0.17,18.669383572795475,710,0,0,0.06480256274950799,-76.81059905477629
base,0.675,0.25,0.16875,0.75,0.18,18.669383572795475,710,0,0,0.0686144782053614,-76.80995862881711
base,0.675,0.25,0.16875,0.75,0.19,18.669383572795475,710,0,0,0.07242639366121481,-76.80931820285794
base,0.675,0.25,0.16875,0.75,0.2,18.669383572795475,710,0,0,0.07623830911706822,-76.80867777689876
base,0.675,0.25,0.16875,0.75,0.21,18.669383572795475,710,0,0,0.08005022457292162,-76.80803735093959
base,0.675,0.25,0.16875,0.75,0.22,18.669383572795475,710,0,0,0.08386214002877504,-76.8073969249804
base,0.675,0.25,0.16875,0.75,0.23,18.669383572795475,710,0,0,0.08767405548462845,-76.80675649902122
base,0.675,0.25,0.16875,0.75,0.24,18.669383572795475,710,0,0,0.09148597094048186,-76.80611607306204
base,0.675,0.25,0.16875,0.75,0.25,18.669383572795475,710,0,0,0.09529788639633527,-76.80547564710288
base,0.675,0.25,0.16875,0.75,0.26,18.669383572795475,710,0,0,0.09910980185218866,-76.8048352211437
base,0.675,0.25,0.16875,0.75,0.27,18.669383572795475,710,0,0,0.1029217173080421,-76.80419479518451
base,0.675,0.25,0.16875,0.75,0.28,18.669383572795475,710,0,0,0.10673363276389553,-76.80355436922534
base,0.675,0.25,0.16875,0.75,0.29,18.669383572795475,710,0,0,0.11054554821974891,-76.80291394326618
base,0.675,0.25,0.16875,0.75,0.3,18.669383572795475,710,0,0,0.11435746367560232,-76.80227351730699
base,0.675,0.25,0.16875,0.75,0.31,18.669383572795475,710,0,0,0.11816937913145573,-76.80163309134782
base,0.675,0.25,0.16875,0.75,0.32,18.669383572795475,710,0,0,0.12198129458730914,-76.80099266538865
base,0.675,0.25,0.16875,0.75,0.33,18.669383572795475,710,0,0,0.12579321004316255,-76.80035223942946
base,0.675,0.25,0.16875,0.75,0.34,18.669383572795475,710,0,0,0.12960512549901598,-76.79971181347028
base,0.675,0.25,0.16875,0.75,0.35,18.669383572795475,710,0,0,0.13341704095486936,-76.7990713875111
base,0.675,0.25,0.16875,0.75,0.36,18.669383572795475,710,0,0,0.1372289564107228,-76.79843096155193
base,0.675,0.25,0.16875,0.75,0.37,18.669383572795475,710,0,0,0.14104087186657618,-76.79779053559275
base,0.675,0.25,0.16875,0.75,0.38,18.669383572795475,710,0,0,0.14485278732242962,-76.79715010963358
base,0.675,0.25,0.16875,0.75,0.39,18.669383572795475,710,0,0,0.14866470277828303,-76.79650968367439
base,0.675,0.25,0.16875,0.75,0.4,18.669383572795475,710,0,0,0.15247661823413644,-76.79586925771522
base,0.675,0.25,0.16875,0.75,0.41,18.669383572795475,710,0,0,0.15628853368998985,-76.79522883175603
base,0.675,0.25,0.16875,0.75,0.42,18.669383572795475,710,0,0,0.16010044914584323,-76.79458840579687
base,0.675,0.25,0.16875,0.75,0.43,18.669383572795475,710,0,0,0.16391236460169664,-76.7939479798377
base,0.675,0.25,0.16875,0.75,0.44,18.669383572795475,710,0,0,0.16772428005755008,-76.79330755387852
base,0.675,0.25,0.16875,0.75,0.45,18.669383572795475,710,0,0,0.1715361955134035,-76.79266712791933
base,0.675,0.25,0.16875,0.75,0.46,18.669383572795475,710,0,0,0.1753481109692569,-76.79202670196017
base,0.675,0.25,0.16875,0.75,0.47,18.669383572795475,710,0,0,0.17916002642511028,-76.79138627600099
base,0.675,0.25,0.16875,0.75,0.48,18.669383572795475,710,0,0,0.18297194188096372,-76.79074585004182
base,0.675,0.25,0.16875,0.75,0.49,18.669383572795475,710,0,0,0.18678385733681713,-76.79010542408263
base,0.675,0.25,0.16875,0.75,0.5,18.669383572795475,710,0,0,0.19059577279267054,-76.78946499812345
base,0.675,0.25,0.16875,0.75,0.51,18.669383572795475,710,0,0,0.19440768824852395,-76.78882457216427
base,0.675,0.25,0.16875,0.75,0.52,18.669383572795475,710,0,0,0.19821960370437733,-76.7881841462051
base,0.675,0.25,0.16875,0.75,0.53,18.669383572795475,710,0,0,0.20203151916023077,-76.78754372024592
base,0.675,0.25,0.16875,0.75,0.54,18.669383572795475,710,0,0,0.2058434346160842,-76.78690329428674
base,0.675,0.25,0.16875,0.75,0.55,18.669383572795475,710,0,0,0.20965535007193764,-76.78626286832755
base,0.675,0.25,0.16875,0.75,0.56,18.669383572795475,710,0,0,0.21346726552779105,-76.78562244236838
base,0.675,0.25,0.16875,0.75,0.57,18.669383572795475,710,0,0,0.21727918098364438,-76.78498201640922
base,0.675,0.25,0.16875,0.75,0.58,18.669383572795475,710,0,0,0.22109109643949781,-76.78434159045004
base,0.675,0.25,0.16875,0.75,0.59,18.669383572795475,710,0,0,0.22490301189535122,-76.78370116449086
base,0.675,0.25,0.16875,0.75,0.6,18.669383572795475,710,0,0,0.22871492735120463,-76.78306073853169
base,0.675,0.25,0.16875,0.75,0.61,18.669383572795475,710,0,0,0.23252684280705807,-76.7824203125725
base,0.675,0.25,0.16875,0.75,0.62,18.669383572795475,710,0,0,0.23633875826291145,-76.78177988661332
base,0.675,0.25,0.16875,0.75,0.63,18.669383572795475,710,0,0,0.2401506737187649,-76.78113946065416
base,0.675,0.25,0.16875,0.75,0.64,18.669383572795475,710,0,0,0.24396258917461827,-76.78049903469498
base,0.675,0.25,0.16875,0.75,0.65,18.669383572795475,710,0,0,0.24777450463047168,-76.7798586087358
base,0.675,0.25,0.16875,0.75,0.66,18.669383572795475,710,0,0,0.2515864200863251,-76.77921818277662
base,0.675,0.25,0.16875,0.75,0.67,18.669383572795475,710,0,0,0.2553983355421785,-76.77857775681744
base,0.675,0.25,0.16875,0.75,0.68,18.669383572795475,710,0,0,0.25921025099803197,-76.77793733085826
base,0.675,0.25,0.16875,0.75,0.69,18.669383572795475,710,0,0,0.2630221664538854,-76.77729690489909
base,0.675,0.25,0.16875,0.75,0.7,18.669383572795475,710,0,0,0.26683408190973873,-76.77665647893991
base,0.675,0.25,0.16875,0.75,0.71,18.669383572795475,710,0,0,0.27064599736559214,-76.77601605298074
base,0.675,0.25,0.16875,0.75,0.72,18.669383572795475,710,0,0,0.2744579128214456,-76.77537562702156
base,0.675,0.25,0.16875,0.75,0.73,18.669383572795475,710,0,0,0.278269828277299,-76.77473520106237
base,0.675,0.25,0.16875,0.75,0.74,18.669383572795475,710,0,0,0.28208174373315237,-76.77409477510321
base,0.675,0.25,0.16875,0.75,0.75,18.669383572795475,710,0,0,0.2858936591890058,-76.77345434914403
base,0.675,0.25,0.16875,0.75,0.76,18.669383572795475,710,0,0,0.28970557464485924,-76.77281392318486
base,0.675,0.25,0.16875,0.75,0.77,18.669383572795475,710,0,0,0.29351749010071265,-76.77217349722568
base,0.675,0.25,0.16875,0.75,0.78,18.669383572795475,710,0,0,0.29732940555656606,-76.7715330712665
base,0.675,0.25,0.16875,0.75,0.79,18.669383572795475,710,0,0,0.3011413210124194,-76.77089264530733
base,0.675,0.25,0.16875,0.75,0.8,18.669383572795475,710,0,0,0.3049532364682729,-76.77025221934815
base,0.675,0.25,0.16875,0.75,0.81,18.669383572795475,710,0,0,0.3087651519241263,-76.76961179338898
base,0.675,0.25,0.16875,0.75,0.82,18.669383572795475,710,0,0,0.3125770673799797,-76.76897136742978
base,0.675,0.25,0.16875,0.75,0.83,18.669383572795475,710,0,0,0.3163889828358331,-76.76833094147061
base,0.675,0.25,0.16875,0.75,0.84,18.669383572795475,710,0,0,0.32020089829168646,-76.76769051551143
base,0.675,0.25,0.16875,0.75,0.85,18.669383572795475,710,0,0,0.32401281374754,-76.76705008955226
base,0.675,0.25,0.16875,0.75,0.86,18.669383572795475,710,0,0,0.3278247292033933,-76.76640966359308
base,0.675,0.25,0.16875,0.75,0.87,18.669383572795475,710,0,0,0.33163664465924675,-76.76576923763392
base,0.675,0.25,0.16875,0.75,0.88,18.669383572795475,710,0,0,0.33544856011510016,-76.76512881167473
base,0.675,0.25,0.16875,0.75,0.89,18.669383572795475,710,0,0,0.33926047557095357,-76.76448838571555
base,0.675,0.25,0.16875,0.75,0.9,18.669383572795475,710,0,0,0.343072391026807,-76.76384795975638
base,0.675,0.25,0.16875,0.75,0.91,18.669383572795475,710,0,0,0.3468843064826604,-76.7632075337972
base,0.675,0.25,0.16875,0.75,0.92,18.669383572795475,710,0,0,0.3506962219385138,-76.76256710783802
base,0.675,0.25,0.16875,0.75,0.93,18.669383572795475,710,0,0,0.35450813739436715,-76.76192668187885
base,0.675,0.25,0.16875,0.75,0.94,18.669383572795475,710,0,0,0.35832005285022056,-76.76128625591967
base,0.675,0.25,0.16875,0.75,0.95,18.669383572795475,710,0,0,0.36213196830607397,-76.7606458299605
base,0.675,0.25,0.16875,0.75,0.96,18.669383572795475,710,0,0,0.36594388376192744,-76.76000540400132
base,0.675,0.25,0.16875,0.75,0.97,18.669383572795475,710,0,0,0.36975579921778085,-76.75936497804213
base,0.675,0.25,0.16875,0.75,0.98,18.669383572795475,710,0,0,0.37356771467363425,-76.75872455208297
base,0.675,0.25,0.16875,0.75,0.99,18.669383572795475,710,0,0,0.37737963012948766,-76.75808412612378
base,0.675,0.25,0.16875,0.75,1.0,18.669383572795475,710,0,0,0.3811915455853411,-76.7574437001646
base,0.675,0.25,0.16875,1.0,0.0,16.310000000000002,710,0,0,0.0,-92.61526939380985
base,0.675,0.25,0.16875,1.0,0.01,16.310000000000002,710,0,0,0.0038119154558534105,-92.61462896785066
base,0.675,0.25,0.16875,1.0,0.02,16.310000000000002,710,0,0,0.007623830911706821,-92.61398854189147
base,0.675,0.25,0.16875,1.0,0.03,16.310000000000002,710,0,0,0.011435746367560232,-92.61334811593231
base,0.675,0.25,0.16875,1.0,0.04,16.310000000000002,710,0,0,0.015247661823413642,-92.61270768997315
base,0.675,0.25,0.16875,1.0,0.05,16.310000000000002,710,0,0,0.019059577279267055,-92.61206726401396
base,0.675,0.25,0.16875,1.0,0.06,16.310000000000002,710,0,0,0.022871492735120465,-92.61142683805477
base,0.675,0.25,0.16875,1.0,0.07,16.310000000000002,710,0,0,0.02668340819097388,-92.6107864120956
base,0.675,0.25,0.16875,1.0,0.08,16.310000000000002,710,0,0,0.030495323646827284,-92.61014598613643
base,0.675,0.25,0.16875,1.0,0.09,16.310000000000002,710,0,0,0.0343072391026807,-92.60950556017725
base,0.675,0.25,0.16875,1.0,0.1,16.310000000000002,710,0,0,0.03811915455853411,-92.60886513421808
base,0.675,0.25,0.16875,1.0,0.11,16.310000000000002,710,0,0,0.04193107001438752,-92.6082247082589
base,0.675,0.25,0.16875,1.0,0.12,16.310000000000002,710,0,0,0.04574298547024093,-92.60758428229973
base,0.675,0.25,0.16875,1.0,0.13,16.310000000000002,710,0,0,0.04955490092609433,-92.60694385634054
base,0.675,0.25,0.16875,1.0,0.14,16.310000000000002,710,0,0,0.05336681638194776,-92.60630343038136
base,0.675,0.25,0.16875,1.0,0.15,16.310000000000002,710,0,0,0.05717873183780116,-92.60566300442218
base,0.675,0.25,0.16875,1.0,0.16,16.310000000000002,710,0,0,0.06099064729365457,-92.60502257846302
base,0.675,0.25,0.16875,1.0,0.17,16.310000000000002,710,0,0,0.06480256274950799,-92.60438215250383
base,0.675,0.25,0.16875,1.0,0.18,16.310000000000002,710,0,0,0.0686144782053614,-92.60374172654464
base,0.675,0.25,0.16875,1.0,0.19,16.310000000000002,710,0,0,0.07242639366121481,-92.60310130058548
base,0.675,0.25,0.16875,1.0,0.2,16.310000000000002,710,0,0,0.07623830911706822,-92.60246087462632
base,0.675,0.25,0.16875,1.0,0.21,16.310000000000002,710,0,0,0.08005022457292162,-92.60182044866714
base,0.675,0.25,0.16875,1.0,0.22,16.310000000000002,710,0,0,0.08386214002877504,-92.60118002270794
base,0.675,0.25,0.16875,1.0,0.23,16.310000000000002,710,0,0,0.08767405548462845,-92.60053959674877
base,0.675,0.25,0.16875,1.0,0.24,16.310000000000002,710,0,0,0.09148597094048186,-92.5998991707896
base,0.675,0.25,0.16875,1.0,0.25,16.310000000000002,710,0,0,0.09529788639633527,-92.59925874483042
base,0.675,0.25,0.16875,1.0,0.26,16.310000000000002,710,0,0,0.09910980185218866,-92.59861831887123
base,0.675,0.25,0.16875,1.0,0.27,16.310000000000002,710,0,0,0.1029217173080421,-92.59797789291207
base,0.675,0.25,0.16875,1.0,0.28,16.310000000000002,710,0,0,0.10673363276389553,-92.5973374669529
base,0.675,0.25,0.16875,1.0,0.29,16.310000000000002,710,0,0,0.11054554821974891,-92.5966970409937
base,0.675,0.25,0.16875,1.0,0.3,16.310000000000002,710,0,0,0.11435746367560232,-92.59605661503454
base,0.675,0.25,0.16875,1.0,0.31,16.310000000000002,710,0,0,0.11816937913145573,-92.59541618907535
base,0.675,0.25,0.16875,1.0,0.32,16.310000000000002,710,0,0,0.12198129458730914,-92.59477576311619
base,0.675,0.25,0.16875,1.0,0.33,16.310000000000002,710,0,0,0.12579321004316255,-92.59413533715703
base,0.675,0.25,0.16875,1.0,0.34,16.310000000000002,710,0,0,0.12960512549901598,-92.59349491119781
base,0.675,0.25,0.16875,1.0,0.35,16.310000000000002,710,0,0,0.13341704095486936,-92.59285448523865
base,0.675,0.25,0.16875,1.0,0.36,16.310000000000002,710,0,0,0.1372289564107228,-92.59221405927948
base,0.675,0.25,0.16875,1.0,0.37,16.310000000000002,710,0,0,0.14104087186657618,-92.5915736333203
base,0.675,0.25,0.16875,1.0,0.38,16.310000000000002,710,0,0,0.14485278732242962,-92.59093320736113
base,0.675,0.25,0.16875,1.0,0.39,16.310000000000002,710,0,0,0.14866470277828303,-92.59029278140194
base,0.675,0.25,0.16875,1.0,0.4,16.310000000000002,710,0,0,0.15247661823413644,-92.58965235544277
base,0.675,0.25,0.16875,1.0,0.41,16.310000000000002,710,0,0,0.15628853368998985,-92.58901192948359
base,0.675,0.25,0.16875,1.0,0.42,16.310000000000002,710,0,0,0.16010044914584323,-92.58837150352441
base,0.675,0.25,0.16875,1.0,0.43,16.310000000000002,710,0,0,0.16391236460169664,-92.58773107756524
base,0.675,0.25,0.16875,1.0,0.44,16.310000000000002,710,0,0,0.16772428005755008,-92.58709065160606
base,0.675,0.25,0.16875,1.0,0.45,16.310000000000002,710,0,0,0.1715361955134035,-92.5864502256469
base,0.675,0.25,0.16875,1.0,0.46,16.310000000000002,710,0,0,0.1753481109692569,-92.5858097996877
base,0.675,0.25,0.16875,1.0,0.47,16.310000000000002,710,0,0,0.17916002642511028,-92.58516937372852
base,0.675,0.25,0.16875,1.0,0.48,16.310000000000002,710,0,0,0.18297194188096372,-92.58452894776936
base,0.675,0.25,0.16875,1.0,0.49,16.310000000000002,710,0,0,0.18678385733681713,-92.5838885218102
base,0.675,0.25,0.16875,1.0,0.5,16.310000000000002,710,0,0,0.19059577279267054,-92.583248095851
base,0.675,0.25,0.16875,1.0,0.51,16.310000000000002,710,0,0,0.19440768824852395,-92.58260766989181
base,0.675,0.25,0.16875,1.0,0.52,16.310000000000002,710,0,0,0.19821960370437733,-92.58196724393265
base,0.675,0.25,0.16875,1.0,0.53,16.310000000000002,710,0,0,0.20203151916023077,-92.58132681797348
base,0.675,0.25,0.16875,1.0,0.54,16.310000000000002,710,0,0,0.2058434346160842,-92.58068639201427
base,0.675,0.25,0.16875,1.0,0.55,16.310000000000002,710,0,0,0.20965535007193764,-92.58004596605511
base,0.675,0.25,0.16875,1.0,0.56,16.310000000000002,710,0,0,0.21346726552779105,-92.57940554009593
base,0.675,0.25,0.16875,1.0,0.57,16.310000000000002,710,0,0,0.21727918098364438,-92.57876511413676
base,0.675,0.25,0.16875,1.0,0.58,16.310000000000002,710,0,0,0.22109109643949781,-92.57812468817757
base,0.675,0.25,0.16875,1.0,0.59,16.310000000000002,710,0,0,0.22490301189535122,-92.5774842622184
base,0.675,0.25,0.16875,1.0,0.6,16.310000000000002,710,0,0,0.22871492735120463,-92.57684383625923
base,0.675,0.25,0.16875,1.0,0.61,16.310000000000002,710,0,0,0.23252684280705807,-92.57620341030007
base,0.675,0.25,0.16875,1.0,0.62,16.310000000000002,710,0,0,0.23633875826291145,-92.57556298434088
base,0.675,0.25,0.16875,1.0,0.63,16.310000000000002,710,0,0,0.2401506737187649,-92.57492255838169
base,0.675,0.25,0.16875,1.0,0.64,16.310000000000002,710,0,0,0.24396258917461827,-92.57428213242252
base,0.675,0.25,0.16875,1.0,0.65,16.310000000000002,710,0,0,0.24777450463047168,-92.57364170646336
base,0.675,0.25,0.16875,1.0,0.66,16.310000000000002,710,0,0,0.2515864200863251,-92.57300128050417
base,0.675,0.25,0.16875,1.0,0.67,16.310000000000002,710,0,0,0.2553983355421785,-92.57236085454498
base,0.675,0.25,0.16875,1.0,0.68,16.310000000000002,710,0,0,0.25921025099803197,-92.57172042858582
base,0.675,0.25,0.16875,1.0,0.69,16.310000000000002,710,0,0,0.2630221664538854,-92.57108000262663
base,0.675,0.25,0.16875,1.0,0.7,16.310000000000002,710,0,0,0.26683408190973873,-92.57043957666747
base,0.675,0.25,0.16875,1.0,0.71,16.310000000000002,710,0,0,0.27064599736559214,-92.56979915070828
base,0.675,0.25,0.16875,1.0,0.72,16.310000000000002,710,0,0,0.2744579128214456,-92.5691587247491
base,0.675,0.25,0.16875,1.0,0.73,16.310000000000002,710,0,0,0.278269828277299,-92.56851829878994
base,0.675,0.25,0.16875,1.0,0.74,16.310000000000002,710,0,0,0.28208174373315237,-92.56787787283075
base,0.675,0.25,0.16875,1.0,0.75,16.310000000000002,710,0,0,0.2858936591890058,-92.56723744687157
base,0.675,0.25,0.16875,1.0,0.76,16.310000000000002,710,0,0,0.28970557464485924,-92.5665970209124
base,0.675,0.25,0.16875,1.0,0.77,16.310000000000002,710,0,0,0.29351749010071265,-92.56595659495324
base,0.675,0.25,0.16875,1.0,0.78,16.310000000000002,710,0,0,0.29732940555656606,-92.56531616899404
base,0.675,0.25,0.16875,1.0,0.79,16.310000000000002,710,0,0,0.3011413210124194,-92.56467574303485
base,0.675,0.25,0.16875,1.0,0.8,16.310000000000002,710,0,0,0.3049532364682729,-92.56403531707569
base,0.675,0.25,0.16875,1.0,0.81,16.310000000000002,710,0,0,0.3087651519241263,-92.56339489111653
base,0.675,0.25,0.16875,1.0,0.82,16.310000000000002,710,0,0,0.3125770673799797,-92.56275446515734
base,0.675,0.25,0.16875,1.0,0.83,16.310000000000002,710,0,0,0.3163889828358331,-92.56211403919816
base,0.675,0.25,0.16875,1.0,0.84,16.310000000000002,710,0,0,0.32020089829168646,-92.56147361323899
base,0.675,0.25,0.16875,1.0,0.85,16.310000000000002,710,0,0,0.32401281374754,-92.56083318727981
base,0.675,0.25,0.16875,1.0,0.86,16.310000000000002,710,0,0,0.3278247292033933,-92.56019276132064
base,0.675,0.25,0.16875,1.0,0.87,16.310000000000002,710,0,0,0.33163664465924675,-92.55955233536145
base,0.675,0.25,0.16875,1.0,0.88,16.310000000000002,710,0,0,0.33544856011510016,-92.55891190940227
base,0.675,0.25,0.16875,1.0,0.89,16.310000000000002,710,0,0,0.33926047557095357,-92.55827148344311
base,0.675,0.25,0.16875,1.0,0.9,16.310000000000002,710,0,0,0.343072391026807,-92.55763105748392
base,0.675,0.25,0.16875,1.0,0.91,16.310000000000002,710,0,0,0.3468843064826604,-92.55699063152474
base,0.675,0.25,0.16875,1.0,0.92,16.310000000000002,710,0,0,0.3506962219385138,-92.55635020556556
base,0.675,0.25,0.16875,1.0,0.93,16.310000000000002,710,0,0,0.35450813739436715,-92.5557097796064
base,0.675,0.25,0.16875,1.0,0.94,16.310000000000002,710,0,0,0.35832005285022056,-92.55506935364723
base,0.675,0.25,0.16875,1.0,0.95,16.310000000000002,710,0,0,0.36213196830607397,-92.55442892768802
base,0.675,0.25,0.16875,1.0,0.96,16.310000000000002,710,0,0,0.36594388376192744,-92.55378850172886
base,0.675,0.25,0.16875,1.0,0.97,16.310000000000002,710,0,0,0.36975579921778085,-92.55314807576967
base,0.675,0.25,0.16875,1.0,0.98,16.310000000000002,710,0,0,0.37356771467363425,-92.55250764981051
