ObjectId,power_type_cn,province_cn,merge_province_cn,capacity_mw,status,start_year,project_name,latitude,longitude,wind_utilization_2025,solar_utilization_2025,potential_mwh_2020_weather_replay,curtailed_mwh_2025_calibrated,delivered_mwh_2025_calibrated,curtailment_rate_2025_calibrated,curtailed_positive_hours_2025_calibrated,curtailed_h2_potential_t_55kwh
3410,光伏,江西,江西,150.0,operating,2022.0,Jiangxi Gao'an Fuyang solar farm,28.5561,115.4211,0.996,0.989,161750.81461250686,1779.2553329052926,159971.55927960158,0.010999977571474421,720,32.35009696191441
3413,光伏,吉林,吉林,30.0,operating,2015.0,Inner Mongolia Qahar Right Front Banner Tuguiwula Guodian solar farm,44.0944,126.4751,0.918,0.966,32326.269271852492,1099.092492371559,31227.176779480935,0.03399997949434189,1029,19.983499861301077
3417,光伏,江苏,江苏,45.0,operating,2021.0,Jiangsu Guanyun Bailu (Feizhan) solar farm,34.0396,119.5519,0.983,0.994,55953.737312405945,335.7214373918772,55618.01587501407,0.005999982369675273,549,6.104026134397767
3419,光伏,江西,江西,100.0,operating,2022.0,Jiangxi Nanchang Tachengxiang (Baoneng) Fishery solar farm,28.5592,115.9287,0.996,0.989,109763.02792490865,1207.3908437479733,108555.63708116066,0.010999977556868937,700,21.9525607954177
342,光伏,安徽,安徽,20.0,operating,2017.0,Anhui Langxi Shengshi Feili distributed Photovoltaic solar farm,31.1186,119.0354,0.99,0.985,22664.029188299657,339.9601143027544,22324.069073996903,0.014999985725321047,785,6.181092987322807
3420,光伏,江苏,江苏,98.0,operating,2020.0,Jiangsu Guanyun Nangang Agriculture solar farm,34.297,119.248,0.983,0.994,122767.5879793787,736.6033614394664,122030.98461793923,0.0059999823533487835,558,13.392788389808482
3421,光伏,蒙西,内蒙古,50.0,operating,2013.0,Inner Mongolia Wulanchabu Shangdu County solar farm,41.5141,113.9443,0.923,0.9165000000000001,73579.01899410081,6143.850113818407,67435.1688802824,0.08350002755963612,1428,111.70636570578921
3422,光伏,蒙西,内蒙古,200.0,operating,2016.0,Inner Mongolia Hangjin Banner Kubuqi Desert solar farm,40.2743,108.6159,0.923,0.9165000000000001,331023.7329726491,27640.49084972763,303383.24212292145,0.08350002763098388,1457,502.5543790859569
3425,光伏,蒙西,内蒙古,50.0,operating,2016.0,Inner Mongolia BaotouTuyou Banner Miaoliuyingcun solar farm,40.5256,110.4109,0.923,0.9165000000000001,80808.67881885779,6747.5269211330415,74061.15189772475,0.08350002771680529,1424,122.68230765696438
3427,光伏,蒙西,内蒙古,50.0,operating,2014.0,Inner Mongolia Wulanchabu Shangdu County solar farm,41.5141,113.9443,0.923,0.9165000000000001,73579.01899410081,6143.850113818407,67435.1688802824,0.08350002755963612,1428,111.70636570578921
3428,光伏,蒙西,内蒙古,200.0,operating,2023.0,Inner Mongolia Hangjin Banner Shanghaimiao Desert Control solar power plant,40.501,108.669,0.923,0.9165000000000001,326655.2560850425,27275.722861968996,299379.53322307346,0.08350002748729059,1463,495.9222338539817
3432,光伏,湖南,湖南,100.0,operating,2019.0,Hunan Yuanjiang Beigang Changhe (Datang) solar farm,28.9298,112.696,0.934,0.98,104146.78447970342,2082.933701847553,102063.85077785587,0.019999980913990526,943,37.87152185177369
3433,光伏,江西,江西,20.0,operating,2017.0,Jiangxi Gao'an Jinjian Distributed solar farm,28.4492,115.3622,0.996,0.989,21516.738005600273,236.68363525474072,21280.054370345533,0.010999977561335637,713,4.303338822813467
3435,光伏,蒙西,内蒙古,40.0,operating,2011.0,Inner Mongolia Wulanchabu Siziwang Banner Grid-Connected solar farm,41.7217,111.7557,0.923,0.9165000000000001,59730.24451999724,4987.477067513466,54742.76745248377,0.08350002762576496,1476,90.68140122751757
3437,光伏,江苏,江苏,20.0,operating,2014.0,Jiangsu Haian Celan solar farm,32.5423,120.5299,0.983,0.994,23773.428435139955,142.64015124592186,23630.78828389403,0.0059999823599310035,551,2.5934572953803974
3438,光伏,湖南,湖南,100.0,operating,2019.0,Hunan Yuanjiang Datang solar farm,29.0998,112.6698,0.934,0.98,104420.78938796186,2088.4137914426474,102332.37559651921,0.01999998088200059,949,37.97115984441178
3439,光伏,江西,江西,40.0,operating,2022.0,Jiangxi Gao'an Roosevelt Ceramics Distributed solar farm,28.2079,115.4497,0.996,0.989,43700.68031987238,480.7065048339367,43219.973815038444,0.010999977604818682,722,8.74011826970794
344,光伏,安徽,安徽,20.0,operating,2015.0,Anhui Lingbi Huigou Fengshan solar farm,33.7561,117.5613,0.99,0.985,24314.270550188838,364.71371064442394,23949.556839544417,0.014999985703523044,773,6.631158375353163
3441,光伏,蒙东,内蒙古,100.0,operating,2020.0,Inner Mongolia Bayannao'er (Huaneng) solar farm,44.7288,122.0098,0.923,0.9165000000000001,122126.62497852159,10197.576548894882,111929.04842962671,0.08350002753853494,1538,185.41048270717968
3444,光伏,湖南,湖南,50.0,operating,2022.0,Hunan Yuanjiang Dazhalan Lake solar farm,28.8449,112.3564,0.934,0.98,50879.96057217312,1017.5982399402261,49862.36233223289,0.019999980905975056,931,18.501786180731383
3446,光伏,蒙西,内蒙古,20.0,operating,2015.0,Inner Mongolia Qahar Right Middle Banner Kulun Huadian solar farm,41.9097,113.4697,0.923,0.9165000000000001,29946.088709014177,2500.49923080349,27445.589478210688,0.08350002750278389,1459,45.46362237824526
3447,光伏,蒙西,内蒙古,60.0,operating,2012.0,Inner Mongolia Wulanchabu Siziwang Banner Grid-Connected solar farm,41.7217,111.7557,0.923,0.9165000000000001,89595.36676589632,7481.215602962613,82114.1511629337,0.08350002765779481,1476,136.0221018720475
3448,光伏,蒙西,内蒙古,50.0,operating,2014.0,Inner Mongolia Bayannaoer Dengkou County solar farm,40.2171,107.0908,0.923,0.9165000000000001,84419.08426991511,7048.99586531353,77370.08840460157,0.08350002758589055,1446,128.16356118751872
345,光伏,安徽,安徽,20.0,operating,2015.0,Anhui Lingbi Huigou Lingyang solar farm,33.6482,116.9588,0.99,0.985,23952.597210174798,359.28861596751216,23593.308594207287,0.014999985714070718,783,6.532520290318403
3450,光伏,江西,江西,20.0,operating,2017.0,Jiangxi Gao'an Xiangcheng solar farm,28.1966,115.1689,0.996,0.989,21608.565894335865,237.69374041170627,21370.87215392416,0.010999977581761296,727,4.321704371121932
3451,光伏,蒙西,内蒙古,50.0,operating,2014.0,Inner Mongolia Wulanchabu Siziwang Banner Huadian Hongge'er solar farm,41.5417,111.7063,0.923,0.9165000000000001,75514.02501629316,6305.423174636602,69208.60184165656,0.08350002762104287,1460,114.6440577206655
3452,光伏,蒙西,内蒙古,850.0,operating,2023.0,Inner Mongolia Bayannaoer Solar/Storage/Ecological Management complex,40.3322,107.0132,0.923,0.9165000000000001,1432232.0288747177,119591.41379889679,1312640.6150758208,0.0835000275010313,1448,2174.3893417981235
3457,光伏,蒙西,内蒙古,20.0,operating,2016.0,Inner Mongolia Qahar Right Rear Banner Hanhaizi solar farm,41.6914,112.9349,0.923,0.9165000000000001,29195.694283290864,2437.841275173545,26757.85300811732,0.0835000274875723,1444,44.324386821337185
3458,光伏,蒙西,内蒙古,20.0,operating,2015.0,Inner Mongolia Hangjin Houqi Taiyangmiao Farm solar farm,40.807,106.7013,0.923,0.9165000000000001,30028.584131999374,2507.3875976952313,27521.19653430414,0.08350002739633944,1458,45.58886541264057
3459,光伏,江苏,江苏,65.0,operating,,Jiangsu Rudong Tongwei Fishery solar farm,32.5175,121.1404,0.983,0.994,76411.42602334368,458.4672066927552,75952.95881665092,0.005999982339718324,576,8.33576739441373
3460,光伏,蒙西,内蒙古,20.0,operating,2015.0,Inner Mongolia Qahar Right Rear Banner Xile Datang solar farm,41.2754,112.9324,0.923,0.9165000000000001,31544.667149272263,2633.9805794897097,28910.686569782556,0.08350002765999945,1487,47.89055599072199
3461,光伏,蒙西,内蒙古,100.0,operating,2015.0,Inner Mongolia Wulanchabu Siziwang Banner Jiang'ansumu solar farm,41.5417,111.7063,0.923,0.9165000000000001,151028.04987999843,12610.846328642368,138417.20355135607,0.08350002756880262,1460,229.2881150662249
3462,光伏,江西,江西,80.0,operating,2022.0,Jiangxi Gongqingcheng Jiangyi Demonstration Base solar farm,29.252,115.8275,0.996,0.989,86406.34115069485,950.4678174402267,85455.87333325463,0.01099997760329403,708,17.281233044367756
3463,光伏,蒙西,内蒙古,150.0,operating,2024.0,Inner Mongolia Bayannaoer Solar/Storage/Ecological Management complex,41.8613,108.9099,0.923,0.9165000000000001,226078.14581191255,18877.53141954613,207200.6143923664,0.08350002761988076,1521,343.22784399174776
3468,光伏,江苏,江苏,200.0,operating,2023.0,Jiangsu Rudong Wainong (China Resources) Fishery solar farm,32.5262,121.1235,0.983,0.994,235112.08075672196,1410.668339605987,233701.412417116,0.0059999823703897675,576,25.6485152655634
3469,光伏,蒙西,内蒙古,300.0,operating,2023.0,Inner Mongolia Qingshuihe (Guangdong Wind Power) solar farm,39.9543,112.0621,0.923,0.9165000000000001,520129.5191535759,43430.82923968125,476698.68991389463,0.08350002766687359,1465,789.6514407214771
3470,光伏,江西,江西,90.0,operating,2021.0,Jiangxi Gongqingcheng Jiangyi Demonstration Base solar farm,29.252,115.8275,0.996,0.989,97207.13362541294,1069.2762942314223,96137.85733118153,0.010999977618431498,708,19.44138716784404
3471,光伏,蒙西,内蒙古,50.0,operating,2015.0,Inner Mongolia Bayannaoer Wulateqian Banner Guangda solar farm,40.9192,108.9266,0.923,0.9165000000000001,83099.18148305798,6938.783947099089,76160.39753595888,0.08350002759670683,1428,126.15970812907435
3473,光伏,蒙西,内蒙古,100.0,operating,2020.0,Inner Mongolia Bayannaoer Wulatezhong Banner solar farm,41.5742,108.5196,0.923,0.9165000000000001,148677.96477769542,12414.614171940893,136263.35060575453,0.08350002766383931,1471,225.7202576716526
3474,光伏,蒙西,内蒙古,50.0,operating,2022.0,Inner Mongolia Qingshuihe Kangshengzhuang solar farm,40.0711,111.7287,0.923,0.9165000000000001,84525.09027408993,7057.847363976001,77467.24291011393,0.08350002751951503,1439,128.32449752683638
3475,光伏,蒙西,内蒙古,50.0,operating,2014.0,Inner Mongolia Wulanchabu Xinghe County Eco-Herding solar farm,40.9153,113.9373,0.923,0.9165000000000001,80804.66467428685,6747.191724113464,74057.47295017338,0.08350002752081853,1445,122.67621316569935
348,光伏,安徽,安徽,50.0,operating,2018.0,Anhui Lingbi Qinyang Yugou solar farm,33.742,118.963,0.99,0.985,61596.98572858393,923.953903626442,60673.03182495749,0.014999985676209531,781,16.799161884117126
3482,光伏,江苏,江苏,20.0,operating,2015.0,Jiangsu Haizhou Punan Zhongxiang solar farm,34.6463,119.1124,0.983,0.994,24907.114135988235,149.44224558724463,24757.67189040099,0.005999982365332154,586,2.7171317379499023
3484,光伏,江苏,江苏,50.0,operating,2017.0,Jiangsu Rudong Yangkougang Photovoltaic solar farm,32.334,121.1803,0.983,0.994,58861.66015405512,353.16892177164556,58508.49123228347,0.005999982345848173,571,6.421253123120827
3485,光伏,蒙西,内蒙古,50.0,operating,2015.0,Inner Mongolia Bayannaoer Wuyuan County solar farm,41.1139,107.3901,0.923,0.9165000000000001,76334.06543300855,6373.896560608864,69960.16887239969,0.08350002747073194,1429,115.88902837470661
3487,光伏,江苏,江苏,20.0,operating,2016.0,Jiangsu Rudong Yangkougang solar farm,32.4027,121.2906,0.983,0.994,23456.334703177094,140.73759439981728,23315.597108777278,0.0059999823578896485,579,2.558865352723951
3488,光伏,蒙西,内蒙古,50.0,operating,2015.0,Inner Mongolia Bayannaouer Wulatehou Banner (Dun'an) Ecosolar Project,41.4418,106.9845,0.923,0.9165000000000001,72757.36704239667,6075.242160918951,66682.1248814777,0.08350002766563595,1542,110.45894838034457
349,光伏,安徽,安徽,50.0,operating,2018.0,Anhui Lixin Xinyi solar farm,33.0392,116.125,0.99,0.985,58781.00220578003,881.714191419527,57899.2880143605,0.014999985681306172,828,16.031167116718674
3494,光伏,蒙东,内蒙古,45.0,operating,2019.0,Inner Mongolia Wulanhaote Juneng solar farm,46.0729,122.0927,0.923,0.9165000000000001,55478.92681660462,4632.491917126179,50846.43489947844,0.08350002754090212,1495,84.22712576593052
3495,光伏,蒙西,内蒙古,30.0,operating,2014.0,Inner Mongolia Bayannaouer Wulatehou Banner (Wulate Hoqi Yuanhai) Ecosolar Project,40.8178,106.7016,0.923,0.9165000000000001,45042.876180869105,3761.081406367898,41281.794774501206,0.08350002764622141,1458,68.38329829759815
3498,光伏,江西,江西,150.0,operating,2023.0,Jiangxi Ningdu Shishang Agricultural solar power plant,26.6196,116.0671,0.996,0.989,162651.29064674853,1789.160552573681,160862.13009417485,0.01099997759291956,691,32.53019186497602
35,光伏,安徽,安徽,50.0,operating,2017.0,Anhui Wangjiang Xinyi Poverty Alleviation solar farm,32.0001,117.0001,0.99,0.985,57303.27017043018,859.548231194973,56443.72193923521,0.014999985666411754,804,15.628149658090418
350,光伏,安徽,安徽,70.0,operating,2017.0,Anhui Lu'an Yu'an solar farm,31.634,116.344,0.99,0.985,77867.23113417375,1168.0073493373393,76699.22378483642,0.014999985646397714,788,21.2364972606789
3500,光伏,蒙西,内蒙古,20.0,operating,2015.0,Inner Mongolia Bayannaouer Wulatehou Banner (Wulate Hoqi Yuanhai) Ecosolar Project,40.8178,106.7016,0.923,0.9165000000000001,30028.584131999374,2507.3875976952313,27521.19653430414,0.08350002739633944,1458,45.58886541264057
3501,光伏,蒙西,内蒙古,20.0,operating,2014.0,Inner Mongolia Shangdu Tianhui solar farm,41.4807,113.3049,0.923,0.9165000000000001,30346.66409679693,2533.947292138457,27812.716804658474,0.08350002768198544,1445,46.07176894797195
3503,光伏,江苏,江苏,30.0,operating,2012.0,Jiangsu Sheyang Jiyang solar farm,33.7713,120.2531,0.983,0.994,37165.9597467947,222.995102784276,36942.964644010426,0.005999982357606351,565,4.054456414259564
3506,光伏,江西,江西,60.0,operating,2020.0,Jiangxi Pengze Maozishan Nuclear Power Plant Site solar farm,30.0322,116.7122,0.996,0.989,65428.53096476173,719.7123748720884,64708.81858988965,0.010999977597841966,683,13.085679543128881
3507,光伏,蒙西,内蒙古,250.0,operating,2022.0,Inner Mongolia Wulanmulun (Guodian) solar farm,39.4818,110.0099,0.923,0.9165000000000001,422534.3449323349,35281.62945795059,387252.7154743843,0.08350002758616137,1449,641.4841719627381
351,光伏,安徽,安徽,20.0,operating,2016.0,Anhui Lujiang Baihu Meishan Distributed solar farm,31.2218,117.3965,0.99,0.985,22571.47178541267,338.57175317156316,22232.900032241105,0.01499998566289208,811,6.155850057664785
3511,光伏,蒙西,内蒙古,150.0,operating,2021.0,Inner Mongolia Wulanmulun (Risen Energy) solar farm,39.2904,110.2067,0.923,0.9165000000000001,250559.00401842402,20921.68376506233,229637.32025336172,0.08350002765625587,1430,380.39425027386056
3512,光伏,江苏,江苏,20.0,operating,2014.0,Jiangsu Sheyang Jiyang solar farm,33.8035,120.2926,0.983,0.994,24779.163329934836,148.67454288987815,24630.488787044957,0.005999982360593656,562,2.7031735070886937
3513,光伏,蒙西,内蒙古,100.0,operating,2021.0,Inner Mongolia Wulanmulun Guodiantou solar farm,39.286,110.1789,0.923,0.9165000000000001,167007.45309123944,13945.12691798401,153062.32617325545,0.0835000274530593,1425,253.54776214516377
3514,光伏,江苏,江苏,80.0,operating,2023.0,Jiangsu Hanjiang Gongdao Fishery solar farm,32.5984,119.3608,0.983,0.994,97348.14751037168,584.0871683268547,96764.06034204483,0.005999982364991843,559,10.619766696851904
3516,光伏,蒙西,内蒙古,30.0,operating,2014.0,Inner Mongolia Hohhot Dayou solar farm,40.2383,112.2668,0.923,0.9165000000000001,50698.23349136472,4233.303891023755,46464.92960034096,0.08350002750578679,1437,76.96916165497736
3517,光伏,江西,江西,20.0,operating,2016.0,Jiangxi Pingxiang Gaokeng solar farm,27.6209,113.948,0.996,0.989,21480.683960605144,236.28704275733233,21244.39691784781,0.010999977616665971,696,4.296128050133315
3519,光伏,蒙西,内蒙古,20.0,operating,2016.0,Inner Mongolia Bayannaouer Wulatehou Banner (Wulate Hoqi Yuanhai) Ecosolar Project,40.8178,106.7016,0.923,0.9165000000000001,30028.584131999374,2507.3875976952313,27521.19653430414,0.08350002739633944,1458,45.58886541264057
352,光伏,安徽,安徽,20.0,operating,2015.0,Anhui Lujiang Baihu Shengli Polder Distributed solar farm,31.2142,117.44,0.99,0.985,22594.681906899154,338.91990509045127,22255.762001808704,0.014999985681894642,811,6.162180092553659
3521,光伏,蒙西,内蒙古,60.0,operating,2014.0,Inner Mongolia Hohhot Helin Shenzhou solar farm,40.3208,111.5334,0.923,0.9165000000000001,98047.58909877014,8186.976400832176,89860.61269793796,0.08350002765070405,1443,148.85411637876683
3523,光伏,陕西,陕西,500.0,operating,2021.0,Inner Mongolia Wulanmulun Tianjiao Lvneng solar farm,39.3022,110.2068,0.953,0.91,835044.9180743485,75154.02058283996,759890.8974915085,0.08999997360159805,1487,1366.4367378698175
3525,光伏,蒙东,内蒙古,20.0,operating,2014.0,Inner Mongolia Shebotu (Kezuo) solar farm,44.0316,121.9898,0.923,0.9165000000000001,23692.356302169323,1978.3124062541128,21714.04389591521,0.08350002764701686,1552,35.969316477347505
3527,光伏,江西,江西,120.0,operating,2016.0,Jiangxi Poyang Raofeng Jingke solar farm,28.9492,116.8639,0.996,0.989,134290.96976531314,1477.1976558525562,132813.77210946058,0.010999977574323175,709,26.858139197319204
3528,光伏,江西,江西,60.0,operating,2020.0,Jiangxi Guixi Binjiangzhen solar farm,28.1866,117.094,0.996,0.989,66350.59622227144,729.8550720682144,65620.74115020323,0.01099997759813994,706,13.27009221942208
3529,光伏,蒙西,内蒙古,50.0,operating,2020.0,Inner Mongolia Bayannur Dengkou Yangtai solar farm,40.3315,107.0089,0.923,0.9165000000000001,84248.94296518182,7034.7890515823365,77214.1539135995,0.08350002746609717,1448,127.90525548331522
353,光伏,安徽,安徽,20.0,operating,2015.0,Anhui Lujiang Chuangyuan Xuejiawei Lusheng Distributed solar farm,31.2592,117.2828,0.99,0.985,22571.175098019005,338.5673034388721,22232.607794580133,0.014999985688320987,832,6.155769153434038
3531,光伏,蒙西,内蒙古,35.0,operating,2017.0,Inner Mongolia Hohhot Saihan District (Shenghang) solar farm,40.7991,111.7031,0.923,0.9165000000000001,55518.599146490335,4635.804567417144,50882.79457907319,0.08350002771476993,1397,84.28735577122082
3532,光伏,蒙西,内蒙古,20.0,operating,2017.0,Inner Mongolia Wulate Front Banner Xiaoshetaizhen (Jinding) solar farm,41.1651,109.5328,0.923,0.9165000000000001,31038.865511443793,2591.7461324478386,28447.119378995954,0.08350002777943935,1438,47.12265695359707
3537,光伏,江苏,江苏,30.0,operating,2012.0,Jiangsu Sheyang Tidal Flat solar farm,33.8259,120.432,0.983,0.994,36792.95079245043,220.7570557806194,36572.19373666981,0.005999982361455953,568,4.013764650556716
3538,光伏,江苏,江苏,20.0,operating,2012.0,Jiangsu Hongze Baimahu solar farm,33.2685,119.1236,0.983,0.994,24423.87825800848,146.5428381191194,24277.33541988936,0.00599998233577293,553,2.6644152385294437
3539,光伏,蒙西,内蒙古,20.0,operating,2015.0,Inner Mongolia Hohhot Saihan District (Zhonghuan) solar farm,40.7923,111.695,0.923,0.9165000000000001,31759.43368344146,2651.91358689785,29107.52009654361,0.08350002752978837,1397,48.216610670870004
3540,光伏,蒙西,内蒙古,20.0,operating,2014.0,Inner Mongolia Wulate Front Banner Xiehe solar farm,40.8578,108.9198,0.923,0.9165000000000001,33087.76443108541,2762.8292410807608,30324.935190004646,0.08350002753540908,1427,50.23325892874111
3542,光伏,江西,江西,50.0,operating,2016.0,Jiangxi Guixi Duimenling solar farm,28.2277,117.2749,0.996,0.989,55136.03995939171,606.4952034549713,54529.54475593674,0.010999977580937289,668,11.027185517363115
3543,光伏,蒙西,内蒙古,40.0,operating,2018.0,Inner Mongolia Bayannur Guodian solar farm,40.7727,107.4126,0.923,0.9165000000000001,67388.28223055553,5626.923429041863,61761.35880151367,0.08350002764264668,1431,102.30769870985205
3545,光伏,江苏,江苏,124.0,operating,2022.0,Jiangsu Shuyang (Tongkun) Distributed solar farm,34.1139,118.8011,0.983,0.994,154376.07072023296,926.2537003970147,153449.81701983596,0.005999982355268077,564,16.84097637085481
3547,光伏,蒙西,内蒙古,30.0,operating,2017.0,Inner Mongolia Hohhot Shanlu solar farm,40.546,111.7353,0.923,0.9165000000000001,47961.06877685428,4004.750560231209,43956.31821662307,0.08350002746735864,1421,72.81364654965834
3548,光伏,蒙西,内蒙古,100.0,operating,2014.0,Inner Mongolia Hohhot Tuoketuo County solar farm,40.3751,111.3563,0.923,0.9165000000000001,160020.69096528005,13361.732101864458,146658.9588634156,0.08350002753558647,1430,242.94058367026287
3549,光伏,江西,江西,44.0,operating,,Jiangxi Poyang Tianfanjiezhen (CGN) solar farm,29.3167,116.7501,0.996,0.989,48287.4205768044,531.1605435748398,47756.26003322956,0.010999977576561439,721,9.657464428633451
3552,光伏,蒙西,内蒙古,20.0,operating,2017.0,Inner Mongolia Siwangziqi SPIC solar farm,41.533,111.7061,0.923,0.9165000000000001,30205.610016905368,2522.1692674496176,27683.44074945575,0.08350002751270438,1460,45.8576230445385
3554,光伏,江苏,江苏,25.0,operating,2015.0,Jiangsu Shuyang Liuji Qingshuihe solar farm,33.9994,118.6222,0.983,0.994,31048.660147997678,186.29141263771058,30862.368735359967,0.005999982342224338,563,3.3871165934129195
3555,光伏,蒙西,内蒙古,100.0,operating,2015.0,Inner Mongolia Hohhot Tuoketuo County solar farm,40.3751,111.3563,0.923,0.9165000000000001,160020.69096528005,13361.732101864458,146658.9588634156,0.08350002753558647,1430,242.94058367026287
3556,光伏,蒙西,内蒙古,20.0,operating,2017.0,Inner Mongolia Wulate Middle Banner (Mengfa) solar farm,41.5747,108.5525,0.923,0.9165000000000001,29831.00282912582,2490.88956162405,27340.113267501772,0.08350002766893386,1466,45.288901120437274
356,光伏,安徽,安徽,20.0,operating,2016.0,Anhui Lujiang Luohe Dongfencun Distributed solar farm,31.2592,117.2828,0.99,0.985,22571.175098019005,338.5673034388721,22232.607794580133,0.014999985688320987,832,6.155769153434038
3561,光伏,江苏,江苏,30.0,operating,2018.0,Jiangsu Huaiyin (Huaneng) solar farm,33.6343,119.0435,0.983,0.994,36842.96729413414,221.05715376889705,36621.910140365246,0.005999982357666727,567,4.01922097761631
3562,光伏,江西,江西,50.0,operating,2022.0,Jiangxi Guixi Liukou (CECEP) Fishery solar farm,28.2847,117.2024,0.996,0.989,54824.47333620369,603.0679760732055,54221.40536013049,0.0109999775533633,691,10.964872292240099
3563,光伏,蒙西,内蒙古,20.0,operating,2017.0,Inner Mongolia Siziwangqi Huaneng solar farm,41.7262,111.7579,0.923,0.9165000000000001,29865.12224992782,2493.738534639567,27371.38371528825,0.08350002768348268,1476,45.340700629810314
3565,光伏,蒙西,内蒙古,100.0,operating,2016.0,Inner Mongolia Hohhot Wuchuan County solar farm,41.1927,111.2992,0.923,0.9165000000000001,156612.59922398353,13077.15635238552,143535.442871598,0.08350002756599992,1489,237.76647913428218
3566,光伏,蒙西,内蒙古,20.0,operating,2015.0,Inner Mongolia Wulate Middle Banner Chuanjing Huadian solar farm,41.8895,108.2366,0.923,0.9165000000000001,28004.299511503697,2338.3597770407496,25665.939734462947,0.08350002741829664,1532,42.515632309831815
3567,光伏,江苏,江苏,700.0,operating,,Jiangsu Sihong Dongci Eco-solar farm,33.595,118.198,0.983,0.994,853176.2558263474,5119.042470863343,848057.213355484,0.005999982343513853,550,93.0734994702426
3569,光伏,蒙西,内蒙古,50.0,operating,2020.0,Inner Mongolia Bayannur Xinhuazhen solar farm,41.0588,107.5963,0.923,0.9165000000000001,79292.34531159676,6620.913016340256,72671.4322952565,0.083500027528785,1442,120.38023666073192
357,光伏,安徽,安徽,20.0,operating,2017.0,Anhui Lujiang Nihezhen Balicun agricultural Photovoltaic solar farm,31.0459,117.3296,0.99,0.985,22278.754470596134,334.1809982886612,21944.573472307475,0.014999985691736887,810,6.076018150702932
3572,光伏,蒙西,内蒙古,20.0,operating,2014.0,Inner Mongolia Sonid Right Banner Jingneng solar farm,42.7409,112.6351,0.923,0.9165000000000001,27020.849204973758,2256.241656118393,24764.607548855365,0.08350002766393752,1576,41.02257556578896
3573,光伏,蒙西,内蒙古,100.0,operating,2017.0,Inner Mongolia Hohhot Wuchuan County solar farm,41.1927,111.2992,0.923,0.9165000000000001,156612.59922398353,13077.15635238552,143535.442871598,0.08350002756599992,1489,237.76647913428218
3574,光伏,蒙西,内蒙古,20.0,operating,2014.0,Inner Mongolia Wulate Middle Banner Chuanjing solar farm,41.5679,108.5256,0.923,0.9165000000000001,29735.59290762323,2482.9228278515525,27252.67007977168,0.08350002757856603,1471,45.14405141548278
3576,光伏,江西,江西,30.0,operating,2019.0,Jiangxi Poyang Xingyang New Energy solar farm,29.384,116.8256,0.996,0.989,32708.060699846028,359.78793552815915,32348.27276431787,0.010999977614993628,688,6.5415988277847115
3579,光伏,蒙西,内蒙古,20.0,operating,2015.0,Inner Mongolia Sonid Right Banner Saihan Jingneng solar farm,42.7234,112.6878,0.923,0.9165000000000001,27135.163404135346,2265.7868911057712,24869.376513029576,0.08350002752371373,1559,41.1961252928322
358,光伏,安徽,安徽,20.0,operating,2016.0,Anhui Lujiang Nihezhen Shagangcun agricultural Photovoltaic solar farm,31.099,117.273,0.99,0.985,22292.44834952736,334.38640651869775,21958.061943008663,0.01499998570259275,785,6.079752845794505
3580,光伏,蒙西,内蒙古,50.0,operating,2016.0,Inner Mongolia Hohhot Wuliangtai Kangshengzhuang solar farm,40.0708,111.7289,0.923,0.9165000000000001,84525.09027408993,7057.847363976001,77467.24291011393,0.08350002751951503,1439,128.32449752683638
3581,光伏,江苏,江苏,36.0,operating,2018.0,Jiangsu Sihong Yongsheng solar farm,33.0001,120.0001,0.983,0.994,44744.89238031554,268.46856450617315,44476.42381580937,0.00599998234936597,574,4.881246627384966
3582,光伏,江西,江西,80.0,operating,2020.0,Jiangxi Poyang Youchengxiang Jingyang solar farm,29.235,116.8357,0.996,0.989,88571.66753425145,974.2863558232784,87597.38117842817,0.010999977565585668,711,17.71429737860506
3584,光伏,蒙西,内蒙古,200.0,operating,2023.0,Inner Mongolia Chagannaoer Thermal/Wind/Solar/Storage/Hydrogen Demonstration Project Abaga Banner solar farm,44.0319,114.9402,0.923,0.9165000000000001,273395.70220885135,22828.548687004088,250567.15352184724,0.08350002762503193,1503,415.0645215818925
3585,光伏,蒙西,内蒙古,40.0,operating,2014.0,Inner Mongolia Wulate Middle Banner Jianli Zhaosheng solar farm,41.5678,108.5254,0.923,0.9165000000000001,59471.18580162036,4965.845656203784,54505.34014541658,0.0835000276061165,1471,90.28810284006879
3586,光伏,江西,江西,20.0,operating,2015.0,Jiangxi Guixi Liukouzhen CECEP solar farm,28.2847,117.2024,0.996,0.989,21929.789335020127,241.22719100371003,21688.562144016414,0.010999977579287067,691,4.385948927340182
3587,光伏,蒙西,内蒙古,30.0,operating,2016.0,Inner Mongolia Chaha'er Right Front Banner (Xiangdao) solar farm,40.9476,113.1208,0.923,0.9165000000000001,47146.736345289944,3936.7537877982854,43209.98255749166,0.08350002763641083,1395,71.57734159633246
3589,光伏,蒙西,内蒙古,40.0,operating,2014.0,Inner Mongolia Wulate Middle Banner Wulan Yiligeng solar farm,41.5911,108.5391,0.923,0.9165000000000001,59471.18580162036,4965.845656203784,54505.34014541658,0.0835000276061165,1471,90.28810284006879
359,光伏,安徽,安徽,20.0,operating,2016.0,Anhui Lujiang Nihezhen Shenglicun solar farm,31.0837,117.3172,0.99,0.985,22332.555977385582,334.9880201576501,21997.56795722793,0.01499998569339157,804,6.090691275593638
