learning_case,direct_capex_share_of_installed_capex,stack_share_of_direct_capex,stack_share_of_installed_capex,new_build_cost_pass_through_elasticity,incumbent_nonstack_learning_transfer_share,terminal_price_cny_per_kg,strict_record_count,retain_low_count,reach_6p5_count,aggregate_tax_free_transfer_100m_cny,npv_6p5_100m_cny
base,0.675,0.5,0.3375,1.0,0.25,16.310000000000002,710,0,0,0.07411089061014177,-92.60281829442054
base,0.675,0.5,0.3375,1.0,0.5,16.310000000000002,710,0,0,0.14822178122028354,-92.59036719503125
base,0.675,0.5,0.3375,1.0,0.75,16.310000000000002,710,0,0,0.22233267183042535,-92.57791609564194
base,0.675,0.5,0.3375,1.0,1.0,16.310000000000002,710,0,0,0.2964435624405671,-92.56546499625263
base,0.7,0.2,0.13999999999999999,0.0,0.0,28.0,710,710,3,0.0,-18.90334527734156
base,0.7,0.2,0.13999999999999999,0.0,0.25,28.0,710,710,4,0.09960503698003058,-18.886610999762336
base,0.7,0.2,0.13999999999999999,0.0,0.5,28.0,710,710,6,0.19921007396006116,-18.86987672218311
base,0.7,0.2,0.13999999999999999,0.0,0.75,28.0,710,710,7,0.29881511094009167,-18.853142444603886
base,0.7,0.2,0.13999999999999999,0.0,1.0,28.0,710,710,8,0.3984201479201223,-18.83640816702466
base,0.7,0.2,0.13999999999999999,0.25,0.0,24.4351511454243,710,4,0,0.0,-40.89549094863947
base,0.7,0.2,0.13999999999999999,0.25,0.25,24.4351511454243,710,7,0,0.09960503698003058,-40.878756671060245
base,0.7,0.2,0.13999999999999999,0.25,0.5,24.4351511454243,710,8,0,0.19921007396006116,-40.86202239348102
base,0.7,0.2,0.13999999999999999,0.25,0.75,24.4351511454243,710,8,0,0.29881511094009167,-40.845288115901795
base,0.7,0.2,0.13999999999999999,0.25,1.0,24.4351511454243,710,9,0,0.3984201479201223,-40.82855383832257
base,0.7,0.2,0.13999999999999999,0.5,0.0,21.324164696418944,710,0,0,0.0,-60.34788972154075
base,0.7,0.2,0.13999999999999999,0.5,0.25,21.324164696418944,710,0,0,0.09960503698003058,-60.331155443961535
base,0.7,0.2,0.13999999999999999,0.5,0.5,21.324164696418944,710,0,0,0.19921007396006116,-60.31442116638231
base,0.7,0.2,0.13999999999999999,0.5,0.75,21.324164696418944,710,0,0,0.29881511094009167,-60.297686888803085
base,0.7,0.2,0.13999999999999999,0.5,1.0,21.324164696418944,710,5,0,0.3984201479201223,-60.28095261122386
base,0.7,0.2,0.13999999999999999,0.75,0.0,18.609256693104207,710,0,0,0.0,-77.46556337979665
base,0.7,0.2,0.13999999999999999,0.75,0.25,18.609256693104207,710,0,0,0.09960503698003058,-77.44882910221743
base,0.7,0.2,0.13999999999999999,0.75,0.5,18.609256693104207,710,0,0,0.19921007396006116,-77.4320948246382
base,0.7,0.2,0.13999999999999999,0.75,0.75,18.609256693104207,710,0,0,0.29881511094009167,-77.41536054705898
base,0.7,0.2,0.13999999999999999,0.75,1.0,18.609256693104207,710,0,0,0.3984201479201223,-77.39862626947975
base,0.7,0.2,0.13999999999999999,1.0,0.0,16.240000000000002,710,0,0,0.0,-93.42768222719681
base,0.7,0.2,0.13999999999999999,1.0,0.25,16.240000000000002,710,0,0,0.09960503698003058,-93.41094794961758
base,0.7,0.2,0.13999999999999999,1.0,0.5,16.240000000000002,710,0,0,0.19921007396006116,-93.39421367203835
base,0.7,0.2,0.13999999999999999,1.0,0.75,16.240000000000002,710,0,0,0.29881511094009167,-93.37747939445913
base,0.7,0.2,0.13999999999999999,1.0,1.0,16.240000000000002,710,0,0,0.3984201479201223,-93.3607451168799
base,0.7,0.25,0.175,0.0,0.0,28.0,710,710,3,0.0,-18.90334527734156
base,0.7,0.25,0.175,0.0,0.25,28.0,710,710,4,0.0952106971132645,-18.887349276714364
base,0.7,0.25,0.175,0.0,0.5,28.0,710,710,5,0.190421394226529,-18.87135327608716
base,0.7,0.25,0.175,0.0,0.75,28.0,710,710,7,0.2856320913397935,-18.855357275459962
base,0.7,0.25,0.175,0.0,1.0,28.0,710,710,8,0.380842788453058,-18.83936127483276
base,0.7,0.25,0.175,0.25,0.0,24.4351511454243,710,4,0,0.0,-40.89549094863947
base,0.7,0.25,0.175,0.25,0.25,24.4351511454243,710,7,0,0.0952106971132645,-40.879494948012265
base,0.7,0.25,0.175,0.25,0.5,24.4351511454243,710,8,0,0.190421394226529,-40.86349894738506
base,0.7,0.25,0.175,0.25,0.75,24.4351511454243,710,8,0,0.2856320913397935,-40.84750294675788
base,0.7,0.25,0.175,0.25,1.0,24.4351511454243,710,9,0,0.380842788453058,-40.83150694613067
base,0.7,0.25,0.175,0.5,0.0,21.324164696418944,710,0,0,0.0,-60.34788972154075
base,0.7,0.25,0.175,0.5,0.25,21.324164696418944,710,0,0,0.0952106971132645,-60.33189372091356
base,0.7,0.25,0.175,0.5,0.5,21.324164696418944,710,0,0,0.190421394226529,-60.31589772028636
base,0.7,0.25,0.175,0.5,0.75,21.324164696418944,710,0,0,0.2856320913397935,-60.299901719659154
base,0.7,0.25,0.175,0.5,1.0,21.324164696418944,710,4,0,0.380842788453058,-60.283905719031964
base,0.7,0.25,0.175,0.75,0.0,18.609256693104207,710,0,0,0.0,-77.46556337979665
base,0.7,0.25,0.175,0.75,0.25,18.609256693104207,710,0,0,0.0952106971132645,-77.44956737916945
base,0.7,0.25,0.175,0.75,0.5,18.609256693104207,710,0,0,0.190421394226529,-77.43357137854225
base,0.7,0.25,0.175,0.75,0.75,18.609256693104207,710,0,0,0.2856320913397935,-77.41757537791504
base,0.7,0.25,0.175,0.75,1.0,18.609256693104207,710,0,0,0.380842788453058,-77.40157937728785
base,0.7,0.25,0.175,1.0,0.0,16.240000000000002,710,0,0,0.0,-93.42768222719681
base,0.7,0.25,0.175,1.0,0.25,16.240000000000002,710,0,0,0.0952106971132645,-93.41168622656961
base,0.7,0.25,0.175,1.0,0.5,16.240000000000002,710,0,0,0.190421394226529,-93.3956902259424
base,0.7,0.25,0.175,1.0,0.75,16.240000000000002,710,0,0,0.2856320913397935,-93.3796942253152
base,0.7,0.25,0.175,1.0,1.0,16.240000000000002,710,0,0,0.380842788453058,-93.363698224688
base,0.7,0.35,0.24499999999999997,0.0,0.0,28.0,710,710,3,0.0,-18.90334527734156
base,0.7,0.35,0.24499999999999997,0.0,0.25,28.0,710,710,4,0.08642201737973239,-18.88882583061841
base,0.7,0.35,0.24499999999999997,0.0,0.5,28.0,710,710,5,0.17284403475946478,-18.87430638389526
base,0.7,0.35,0.24499999999999997,0.0,0.75,28.0,710,710,7,0.2592660521391971,-18.859786937172107
base,0.7,0.35,0.24499999999999997,0.0,1.0,28.0,710,710,7,0.34568806951892955,-18.845267490448958
base,0.7,0.35,0.24499999999999997,0.25,0.0,24.4351511454243,710,4,0,0.0,-40.89549094863947
base,0.7,0.35,0.24499999999999997,0.25,0.25,24.4351511454243,710,7,0,0.08642201737973239,-40.88097150191632
base,0.7,0.35,0.24499999999999997,0.25,0.5,24.4351511454243,710,8,0,0.17284403475946478,-40.866452055193164
base,0.7,0.35,0.24499999999999997,0.25,0.75,24.4351511454243,710,8,0,0.2592660521391971,-40.85193260847002
base,0.7,0.35,0.24499999999999997,0.25,1.0,24.4351511454243,710,9,0,0.34568806951892955,-40.837413161746866
base,0.7,0.35,0.24499999999999997,0.5,0.0,21.324164696418944,710,0,0,0.0,-60.34788972154075
base,0.7,0.35,0.24499999999999997,0.5,0.25,21.324164696418944,710,0,0,0.08642201737973239,-60.33337027481761
base,0.7,0.35,0.24499999999999997,0.5,0.5,21.324164696418944,710,0,0,0.17284403475946478,-60.318850828094455
base,0.7,0.35,0.24499999999999997,0.5,0.75,21.324164696418944,710,0,0,0.2592660521391971,-60.304331381371306
base,0.7,0.35,0.24499999999999997,0.5,1.0,21.324164696418944,710,4,0,0.34568806951892955,-60.28981193464815
base,0.7,0.35,0.24499999999999997,0.75,0.0,18.609256693104207,710,0,0,0.0,-77.46556337979665
base,0.7,0.35,0.24499999999999997,0.75,0.25,18.609256693104207,710,0,0,0.08642201737973239,-77.4510439330735
base,0.7,0.35,0.24499999999999997,0.75,0.5,18.609256693104207,710,0,0,0.17284403475946478,-77.43652448635035
base,0.7,0.35,0.24499999999999997,0.75,0.75,18.609256693104207,710,0,0,0.2592660521391971,-77.4220050396272
base,0.7,0.35,0.24499999999999997,0.75,1.0,18.609256693104207,710,0,0,0.34568806951892955,-77.40748559290404
base,0.7,0.35,0.24499999999999997,1.0,0.0,16.240000000000002,710,0,0,0.0,-93.42768222719681
base,0.7,0.35,0.24499999999999997,1.0,0.25,16.240000000000002,710,0,0,0.08642201737973239,-93.41316278047366
base,0.7,0.35,0.24499999999999997,1.0,0.5,16.240000000000002,710,0,0,0.17284403475946478,-93.39864333375051
base,0.7,0.35,0.24499999999999997,1.0,0.75,16.240000000000002,710,0,0,0.2592660521391971,-93.38412388702736
base,0.7,0.35,0.24499999999999997,1.0,1.0,16.240000000000002,710,0,0,0.34568806951892955,-93.3696044403042
base,0.7,0.5,0.35,0.0,0.0,28.0,710,710,3,0.0,-18.90334527734156
base,0.7,0.5,0.35,0.0,0.25,28.0,710,710,4,0.07323899777943424,-18.891040661474484
base,0.7,0.5,0.35,0.0,0.5,28.0,710,710,5,0.14647799555886848,-18.878736045607408
base,0.7,0.5,0.35,0.0,0.75,28.0,710,710,6,0.21971699333830272,-18.866431429740327
base,0.7,0.5,0.35,0.0,1.0,28.0,710,710,7,0.29295599111773696,-18.854126813873254
base,0.7,0.5,0.35,0.25,0.0,24.4351511454243,710,4,0,0.0,-40.89549094863947
base,0.7,0.5,0.35,0.25,0.25,24.4351511454243,710,7,0,0.07323899777943424,-40.8831863327724
base,0.7,0.5,0.35,0.25,0.5,24.4351511454243,710,8,0,0.14647799555886848,-40.870881716905316
base,0.7,0.5,0.35,0.25,0.75,24.4351511454243,710,8,0,0.21971699333830272,-40.858577101038236
base,0.7,0.5,0.35,0.25,1.0,24.4351511454243,710,8,0,0.29295599111773696,-40.84627248517116
base,0.7,0.5,0.35,0.5,0.0,21.324164696418944,710,0,0,0.0,-60.34788972154075
base,0.7,0.5,0.35,0.5,0.25,21.324164696418944,710,0,0,0.07323899777943424,-60.33558510567367
base,0.7,0.5,0.35,0.5,0.5,21.324164696418944,710,0,0,0.14647799555886848,-60.323280489806606
base,0.7,0.5,0.35,0.5,0.75,21.324164696418944,710,0,0,0.21971699333830272,-60.31097587393953
base,0.7,0.5,0.35,0.5,1.0,21.324164696418944,710,0,0,0.29295599111773696,-60.29867125807245
base,0.7,0.5,0.35,0.75,0.0,18.609256693104207,710,0,0,0.0,-77.46556337979665
base,0.7,0.5,0.35,0.75,0.25,18.609256693104207,710,0,0,0.07323899777943424,-77.45325876392958
base,0.7,0.5,0.35,0.75,0.5,18.609256693104207,710,0,0,0.14647799555886848,-77.4409541480625
base,0.7,0.5,0.35,0.75,0.75,18.609256693104207,710,0,0,0.21971699333830272,-77.42864953219542
base,0.7,0.5,0.35,0.75,1.0,18.609256693104207,710,0,0,0.29295599111773696,-77.41634491632834
base,0.7,0.5,0.35,1.0,0.0,16.240000000000002,710,0,0,0.0,-93.42768222719681
base,0.7,0.5,0.35,1.0,0.25,16.240000000000002,710,0,0,0.07323899777943424,-93.41537761132973
base,0.7,0.5,0.35,1.0,0.5,16.240000000000002,710,0,0,0.14647799555886848,-93.40307299546265
base,0.7,0.5,0.35,1.0,0.75,16.240000000000002,710,0,0,0.21971699333830272,-93.39076837959557
base,0.7,0.5,0.35,1.0,1.0,16.240000000000002,710,0,0,0.29295599111773696,-93.37846376372849
optimistic,0.5,0.2,0.1,0.0,0.0,28.0,710,710,4,0.0,-18.898468024182407
optimistic,0.5,0.2,0.1,0.0,0.25,28.0,710,710,5,0.13113268173841558,-18.876436902439448
optimistic,0.5,0.2,0.1,0.0,0.5,28.0,710,710,7,0.26226536347683116,-18.854405780696492
optimistic,0.5,0.2,0.1,0.0,0.75,28.0,710,710,8,0.39339804521524685,-18.832374658953533
optimistic,0.5,0.2,0.1,0.0,1.0,28.0,710,710,8,0.5245307269536623,-18.810343537210578
optimistic,0.5,0.2,0.1,0.25,0.0,23.245100797413993,710,0,0,0.0,-48.070012757939764
optimistic,0.5,0.2,0.1,0.25,0.25,23.245100797413993,710,4,0,0.13113268173841558,-48.047981636196816
optimistic,0.5,0.2,0.1,0.25,0.5,23.245100797413993,710,8,0,0.26226536347683116,-48.02595051445386
optimistic,0.5,0.2,0.1,0.25,0.75,23.245100797413993,710,8,0,0.39339804521524685,-48.003919392710905
optimistic,0.5,0.2,0.1,0.25,1.0,23.245100797413993,710,9,0,0.5245307269536623,-47.98188827096794
optimistic,0.5,0.2,0.1,0.5,0.0,19.29766825292631,710,0,0,0.0,-72.69415122494037
optimistic,0.5,0.2,0.1,0.5,0.25,19.29766825292631,710,0,0,0.13113268173841558,-72.67212010319743
optimistic,0.5,0.2,0.1,0.5,0.5,19.29766825292631,710,0,0,0.26226536347683116,-72.65008898145447
optimistic,0.5,0.2,0.1,0.5,0.75,19.29766825292631,710,0,0,0.39339804521524685,-72.6280578597115
optimistic,0.5,0.2,0.1,0.5,1.0,19.29766825292631,710,0,0,0.5245307269536623,-72.60602673796856
optimistic,0.5,0.2,0.1,0.75,0.0,16.02058013194029,710,0,0,0.0,-94.47576068725196
optimistic,0.5,0.2,0.1,0.75,0.25,16.02058013194029,710,0,0,0.13113268173841558,-94.45372956550904
optimistic,0.5,0.2,0.1,0.75,0.5,16.02058013194029,710,0,0,0.26226536347683116,-94.43169844376607
optimistic,0.5,0.2,0.1,0.75,0.75,16.02058013194029,710,0,0,0.39339804521524685,-94.40966732202311
optimistic,0.5,0.2,0.1,0.75,1.0,16.02058013194029,710,0,0,0.5245307269536623,-94.38763620028016
optimistic,0.5,0.2,0.1,1.0,0.0,13.299999999999999,710,0,0,0.0,-113.67852106368431
optimistic,0.5,0.2,0.1,1.0,0.25,13.299999999999999,710,0,0,0.13113268173841558,-113.65648994194133
optimistic,0.5,0.2,0.1,1.0,0.5,13.299999999999999,710,0,0,0.26226536347683116,-113.63445882019839
optimistic,0.5,0.2,0.1,1.0,0.75,13.299999999999999,710,0,0,0.39339804521524685,-113.61242769845543
optimistic,0.5,0.2,0.1,1.0,1.0,13.299999999999999,710,0,0,0.5245307269536623,-113.59039657671245
optimistic,0.5,0.25,0.125,0.0,0.0,28.0,710,710,4,0.0,-18.898468024182407
optimistic,0.5,0.25,0.125,0.0,0.25,28.0,710,710,5,0.12729635328330238,-18.87708142993725
optimistic,0.5,0.25,0.125,0.0,0.5,28.0,710,710,7,0.25459270656660477,-18.85569483569209
optimistic,0.5,0.25,0.125,0.0,0.75,28.0,710,710,8,0.3818890598499072,-18.83430824144693
optimistic,0.5,0.25,0.125,0.0,1.0,28.0,710,710,8,0.5091854131332095,-18.812921647201772
optimistic,0.5,0.25,0.125,0.25,0.0,23.245100797413993,710,0,0,0.0,-48.070012757939764
optimistic,0.5,0.25,0.125,0.25,0.25,23.245100797413993,710,4,0,0.12729635328330238,-48.048626163694614
optimistic,0.5,0.25,0.125,0.25,0.5,23.245100797413993,710,8,0,0.25459270656660477,-48.027239569449456
optimistic,0.5,0.25,0.125,0.25,0.75,23.245100797413993,710,8,0,0.3818890598499072,-48.0058529752043
optimistic,0.5,0.25,0.125,0.25,1.0,23.245100797413993,710,9,0,0.5091854131332095,-47.98446638095914
optimistic,0.5,0.25,0.125,0.5,0.0,19.29766825292631,710,0,0,0.0,-72.69415122494037
optimistic,0.5,0.25,0.125,0.5,0.25,19.29766825292631,710,0,0,0.12729635328330238,-72.67276463069521
optimistic,0.5,0.25,0.125,0.5,0.5,19.29766825292631,710,0,0,0.25459270656660477,-72.65137803645005
optimistic,0.5,0.25,0.125,0.5,0.75,19.29766825292631,710,0,0,0.3818890598499072,-72.62999144220491
optimistic,0.5,0.25,0.125,0.5,1.0,19.29766825292631,710,0,0,0.5091854131332095,-72.60860484795975
optimistic,0.5,0.25,0.125,0.75,0.0,16.02058013194029,710,0,0,0.0,-94.47576068725196
optimistic,0.5,0.25,0.125,0.75,0.25,16.02058013194029,710,0,0,0.12729635328330238,-94.45437409300682
optimistic,0.5,0.25,0.125,0.75,0.5,16.02058013194029,710,0,0,0.25459270656660477,-94.43298749876165
optimistic,0.5,0.25,0.125,0.75,0.75,16.02058013194029,710,0,0,0.3818890598499072,-94.41160090451649
optimistic,0.5,0.25,0.125,0.75,1.0,16.02058013194029,710,0,0,0.5091854131332095,-94.39021431027133
optimistic,0.5,0.25,0.125,1.0,0.0,13.299999999999999,710,0,0,0.0,-113.67852106368431
optimistic,0.5,0.25,0.125,1.0,0.25,13.299999999999999,710,0,0,0.12729635328330238,-113.65713446943914
optimistic,0.5,0.25,0.125,1.0,0.5,13.299999999999999,710,0,0,0.25459270656660477,-113.63574787519397
optimistic,0.5,0.25,0.125,1.0,0.75,13.299999999999999,710,0,0,0.3818890598499072,-113.61436128094883
optimistic,0.5,0.25,0.125,1.0,1.0,13.299999999999999,710,0,0,0.5091854131332095,-113.59297468670368
optimistic,0.5,0.35,0.175,0.0,0.0,28.0,710,710,4,0.0,-18.898468024182407
optimistic,0.5,0.35,0.175,0.0,0.25,28.0,710,710,5,0.11962369637307593,-18.878370484932848
optimistic,0.5,0.35,0.175,0.0,0.5,28.0,710,710,7,0.23924739274615187,-18.858272945683286
optimistic,0.5,0.35,0.175,0.0,0.75,28.0,710,710,8,0.35887108911922777,-18.838175406433727
optimistic,0.5,0.35,0.175,0.0,1.0,28.0,710,710,8,0.47849478549230373,-18.81807786718417
optimistic,0.5,0.35,0.175,0.25,0.0,23.245100797413993,710,0,0,0.0,-48.070012757939764
optimistic,0.5,0.35,0.175,0.25,0.25,23.245100797413993,710,4,0,0.11962369637307593,-48.04991521869022
optimistic,0.5,0.35,0.175,0.25,0.5,23.245100797413993,710,7,0,0.23924739274615187,-48.029817679440654
optimistic,0.5,0.35,0.175,0.25,0.75,23.245100797413993,710,8,0,0.35887108911922777,-48.0097201401911
optimistic,0.5,0.35,0.175,0.25,1.0,23.245100797413993,710,9,0,0.47849478549230373,-47.989622600941544
optimistic,0.5,0.35,0.175,0.5,0.0,19.29766825292631,710,0,0,0.0,-72.69415122494037
optimistic,0.5,0.35,0.175,0.5,0.25,19.29766825292631,710,0,0,0.11962369637307593,-72.67405368569082
optimistic,0.5,0.35,0.175,0.5,0.5,19.29766825292631,710,0,0,0.23924739274615187,-72.65395614644125
optimistic,0.5,0.35,0.175,0.5,0.75,19.29766825292631,710,0,0,0.35887108911922777,-72.63385860719171
optimistic,0.5,0.35,0.175,0.5,1.0,19.29766825292631,710,0,0,0.47849478549230373,-72.61376106794214
optimistic,0.5,0.35,0.175,0.75,0.0,16.02058013194029,710,0,0,0.0,-94.47576068725196
optimistic,0.5,0.35,0.175,0.75,0.25,16.02058013194029,710,0,0,0.11962369637307593,-94.45566314800243
optimistic,0.5,0.35,0.175,0.75,0.5,16.02058013194029,710,0,0,0.23924739274615187,-94.43556560875287
optimistic,0.5,0.35,0.175,0.75,0.75,16.02058013194029,710,0,0,0.35887108911922777,-94.41546806950329
optimistic,0.5,0.35,0.175,0.75,1.0,16.02058013194029,710,0,0,0.47849478549230373,-94.39537053025373
optimistic,0.5,0.35,0.175,1.0,0.0,13.299999999999999,710,0,0,0.0,-113.67852106368431
optimistic,0.5,0.35,0.175,1.0,0.25,13.299999999999999,710,0,0,0.11962369637307593,-113.65842352443474
optimistic,0.5,0.35,0.175,1.0,0.5,13.299999999999999,710,0,0,0.23924739274615187,-113.63832598518516
optimistic,0.5,0.35,0.175,1.0,0.75,13.299999999999999,710,0,0,0.35887108911922777,-113.61822844593563
optimistic,0.5,0.35,0.175,1.0,1.0,13.299999999999999,710,0,0,0.47849478549230373,-113.59813090668605
optimistic,0.5,0.5,0.25,0.0,0.0,28.0,710,710,4,0.0,-18.898468024182407
optimistic,0.5,0.5,0.25,0.0,0.25,28.0,710,710,5,0.10811471100773627,-18.88030406742625
optimistic,0.5,0.5,0.25,0.0,0.5,28.0,710,710,7,0.21622942201547254,-18.862140110670087
optimistic,0.5,0.5,0.25,0.0,0.75,28.0,710,710,7,0.3243441330232088,-18.84397615391392
optimistic,0.5,0.5,0.25,0.0,1.0,28.0,710,710,8,0.4324588440309451,-18.82581219715776
optimistic,0.5,0.5,0.25,0.25,0.0,23.245100797413993,710,0,0,0.0,-48.070012757939764
optimistic,0.5,0.5,0.25,0.25,0.25,23.245100797413993,710,4,0,0.10811471100773627,-48.0518488011836
optimistic,0.5,0.5,0.25,0.25,0.5,23.245100797413993,710,7,0,0.21622942201547254,-48.033684844427455
optimistic,0.5,0.5,0.25,0.25,0.75,23.245100797413993,710,8,0,0.3243441330232088,-48.015520887671286
optimistic,0.5,0.5,0.25,0.25,1.0,23.245100797413993,710,9,0,0.4324588440309451,-47.997356930915124
optimistic,0.5,0.5,0.25,0.5,0.0,19.29766825292631,710,0,0,0.0,-72.69415122494037
optimistic,0.5,0.5,0.25,0.5,0.25,19.29766825292631,710,0,0,0.10811471100773627,-72.67598726818422
optimistic,0.5,0.5,0.25,0.5,0.5,19.29766825292631,710,0,0,0.21622942201547254,-72.65782331142805
optimistic,0.5,0.5,0.25,0.5,0.75,19.29766825292631,710,0,0,0.3243441330232088,-72.63965935467189
optimistic,0.5,0.5,0.25,0.5,1.0,19.29766825292631,710,0,0,0.4324588440309451,-72.62149539791574
optimistic,0.5,0.5,0.25,0.75,0.0,16.02058013194029,710,0,0,0.0,-94.47576068725196
optimistic,0.5,0.5,0.25,0.75,0.25,16.02058013194029,710,0,0,0.10811471100773627,-94.45759673049581
optimistic,0.5,0.5,0.25,0.75,0.5,16.02058013194029,710,0,0,0.21622942201547254,-94.43943277373967
optimistic,0.5,0.5,0.25,0.75,0.75,16.02058013194029,710,0,0,0.3243441330232088,-94.42126881698348
optimistic,0.5,0.5,0.25,0.75,1.0,16.02058013194029,710,0,0,0.4324588440309451,-94.40310486022732
optimistic,0.5,0.5,0.25,1.0,0.0,13.299999999999999,710,0,0,0.0,-113.67852106368431
optimistic,0.5,0.5,0.25,1.0,0.25,13.299999999999999,710,0,0,0.10811471100773627,-113.66035710692815
optimistic,0.5,0.5,0.25,1.0,0.5,13.299999999999999,710,0,0,0.21622942201547254,-113.64219315017196
optimistic,0.5,0.5,0.25,1.0,0.75,13.299999999999999,710,0,0,0.3243441330232088,-113.62402919341581
optimistic,0.5,0.5,0.25,1.0,1.0,13.299999999999999,710,0,0,0.4324588440309451,-113.60586523665965
optimistic,0.675,0.2,0.135,0.0,0.0,28.0,710,710,4,0.0,-18.898468024182407
optimistic,0.675,0.2,0.135,0.0,0.25,28.0,710,710,5,0.12820312182723823,-18.87692908707413
optimistic,0.675,0.2,0.135,0.0,0.5,28.0,710,710,7,0.25640624365447645,-18.855390149965856
optimistic,0.675,0.2,0.135,0.0,0.75,28.0,710,710,8,0.3846093654817146,-18.83385121285758
optimistic,0.675,0.2,0.135,0.0,1.0,28.0,710,710,8,0.5128124873089529,-18.81231227574931
optimistic,0.675,0.2,0.135,0.25,0.0,23.13730345400925,710,0,0,0.0,-49.53138953438311
optimistic,0.675,0.2,0.135,0.25,0.25,23.13730345400925,710,4,0,0.12820312182723823,-49.509850597274834
optimistic,0.675,0.2,0.135,0.25,0.5,23.13730345400925,710,7,0,0.25640624365447645,-49.488311660166566
optimistic,0.675,0.2,0.135,0.25,0.75,23.13730345400925,710,8,0,0.3846093654817146,-49.46677272305829
optimistic,0.675,0.2,0.135,0.25,1.0,23.13730345400925,710,9,0,0.5128124873089529,-49.44523378595001
optimistic,0.675,0.2,0.135,0.5,0.0,19.11910039724673,710,0,0,0.0,-75.16083668701326
optimistic,0.675,0.2,0.135,0.5,0.25,19.11910039724673,710,0,0,0.12820312182723823,-75.13929774990497
optimistic,0.675,0.2,0.135,0.5,0.5,19.11910039724673,710,0,0,0.25640624365447645,-75.11775881279671
optimistic,0.675,0.2,0.135,0.5,0.75,19.11910039724673,710,0,0,0.3846093654817146,-75.09621987568843
optimistic,0.675,0.2,0.135,0.5,1.0,19.11910039724673,710,0,0,0.5128124873089529,-75.07468093858016
optimistic,0.675,0.2,0.135,0.75,0.0,15.798729559241655,710,0,0,0.0,-97.74800401466057
optimistic,0.675,0.2,0.135,0.75,0.25,15.798729559241655,710,0,0,0.12820312182723823,-97.7264650775523
optimistic,0.675,0.2,0.135,0.75,0.5,15.798729559241655,710,0,0,0.25640624365447645,-97.70492614044403
optimistic,0.675,0.2,0.135,0.75,0.75,15.798729559241655,710,0,0,0.3846093654817146,-97.68338720333576
optimistic,0.675,0.2,0.135,0.75,1.0,15.798729559241655,710,0,0,0.5128124873089529,-97.6618482662275
optimistic,0.675,0.2,0.135,1.0,0.0,13.055,710,0,0,0.0,-117.3623557747339
optimistic,0.675,0.2,0.135,1.0,0.25,13.055,710,0,0,0.12820312182723823,-117.34081683762564
optimistic,0.675,0.2,0.135,1.0,0.5,13.055,710,0,0,0.25640624365447645,-117.31927790051736
optimistic,0.675,0.2,0.135,1.0,0.75,13.055,710,0,0,0.3846093654817146,-117.29773896340907
optimistic,0.675,0.2,0.135,1.0,1.0,13.055,710,0,0,0.5128124873089529,-117.27620002630081
optimistic,0.675,0.25,0.16875,0.0,0.0,28.0,710,710,4,0.0,-18.898468024182407
optimistic,0.675,0.25,0.16875,0.0,0.25,28.0,710,710,5,0.1230240784128354,-18.87779919919616
optimistic,0.675,0.25,0.16875,0.0,0.5,28.0,710,710,7,0.2460481568256708,-18.857130374209916
optimistic,0.675,0.25,0.16875,0.0,0.75,28.0,710,710,8,0.36907223523850613,-18.83646154922367
optimistic,0.675,0.25,0.16875,0.0,1.0,28.0,710,710,8,0.4920963136513416,-18.815792724237426
optimistic,0.675,0.25,0.16875,0.25,0.0,23.13730345400925,710,0,0,0.0,-49.53138953438311
optimistic,0.675,0.25,0.16875,0.25,0.25,23.13730345400925,710,4,0,0.1230240784128354,-49.51072070939687
optimistic,0.675,0.25,0.16875,0.25,0.5,23.13730345400925,710,7,0,0.2460481568256708,-49.490051884410626
optimistic,0.675,0.25,0.16875,0.25,0.75,23.13730345400925,710,8,0,0.36907223523850613,-49.46938305942438
optimistic,0.675,0.25,0.16875,0.25,1.0,23.13730345400925,710,9,0,0.4920963136513416,-49.448714234438135
optimistic,0.675,0.25,0.16875,0.5,0.0,19.11910039724673,710,0,0,0.0,-75.16083668701326
optimistic,0.675,0.25,0.16875,0.5,0.25,19.11910039724673,710,0,0,0.1230240784128354,-75.14016786202701
optimistic,0.675,0.25,0.16875,0.5,0.5,19.11910039724673,710,0,0,0.2460481568256708,-75.11949903704077
optimistic,0.675,0.25,0.16875,0.5,0.75,19.11910039724673,710,0,0,0.36907223523850613,-75.09883021205452
optimistic,0.675,0.25,0.16875,0.5,1.0,19.11910039724673,710,0,0,0.4920963136513416,-75.07816138706828
optimistic,0.675,0.25,0.16875,0.75,0.0,15.798729559241655,710,0,0,0.0,-97.74800401466057
optimistic,0.675,0.25,0.16875,0.75,0.25,15.798729559241655,710,0,0,0.1230240784128354,-97.72733518967433
optimistic,0.675,0.25,0.16875,0.75,0.5,15.798729559241655,710,0,0,0.2460481568256708,-97.70666636468809
optimistic,0.675,0.25,0.16875,0.75,0.75,15.798729559241655,710,0,0,0.36907223523850613,-97.68599753970186
optimistic,0.675,0.25,0.16875,0.75,1.0,15.798729559241655,710,0,0,0.4920963136513416,-97.66532871471561
optimistic,0.675,0.25,0.16875,1.0,0.0,13.055,710,0,0,0.0,-117.3623557747339
optimistic,0.675,0.25,0.16875,1.0,0.25,13.055,710,0,0,0.1230240784128354,-117.34168694974765
optimistic,0.675,0.25,0.16875,1.0,0.5,13.055,710,0,0,0.2460481568256708,-117.32101812476142
