ObjectId,merge_province_cn,power_type_cn,method,low_return_entry,conventional_6p5,strict_marginal,selected_capacity_mw,selected_h2_t_per_year
10354,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10357,江苏,光伏,daily_peak,False,False,False,1.0,0.23237009882187257
10358,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10359,辽宁,光伏,daily_peak,False,False,False,1.0,2.0820738693388385
10361,辽宁,光伏,daily_peak,False,False,False,1.0,2.9886058151719515
10362,辽宁,光伏,daily_peak,False,False,False,1.0,6.53167033193592
10364,吉林,光伏,daily_peak,False,False,False,1.0,3.7997633822004033
10365,四川,光伏,daily_peak,False,False,False,0.0008462967997457022,0.011056798115451702
10366,江苏,光伏,daily_peak,False,False,False,1.0,0.04634433402629059
10367,江苏,光伏,daily_peak,False,False,False,1.0,0.0460633762705987
10369,江苏,光伏,daily_peak,False,False,False,1.0,0.3093173746205387
1037,广西,光伏,daily_peak,False,False,False,1.0,12.922951496066393
10374,山东,光伏,daily_peak,False,False,False,1.0,2.0658143308854657
10377,河北,光伏,daily_peak,False,False,False,1.0,1.4979362003915597
1038,广西,光伏,daily_peak,False,False,False,1.0,17.40440767885545
10380,甘肃,光伏,daily_peak,False,False,False,1.0,20.81051150947941
10382,甘肃,光伏,daily_peak,False,False,False,1.0,18.99287847494389
10384,甘肃,光伏,daily_peak,False,False,False,1.0,21.701403850711262
10385,河北,光伏,daily_peak,False,False,False,1.0,0.0054557735986459155
10386,山东,光伏,daily_peak,False,False,False,1.0,3.9441639035972824
10388,浙江,光伏,daily_peak,False,False,False,0.0,0.0
1039,广西,光伏,daily_peak,False,False,False,1.0,16.08009969685987
10390,河南,光伏,daily_peak,False,False,False,0.00030702890107967636,0.004564980651668662
10391,云南,光伏,daily_peak,False,False,False,1.0,12.26847329724745
10394,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10398,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10399,山西,光伏,daily_peak,False,False,False,1.0,5.331582606645795
104,甘肃,光伏,daily_peak,False,False,False,1.0,26.315020404901066
10403,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10404,山东,光伏,daily_peak,False,False,False,1.0,2.808895468581032
10408,河北,光伏,daily_peak,False,False,False,1.0,6.263350751438845
1041,广西,光伏,daily_peak,False,False,False,1.0,9.545664925396366
10414,安徽,光伏,daily_peak,False,False,False,0.0004431417183095889,0.006045201861520653
10417,浙江,光伏,daily_peak,False,False,False,0.0,0.0
10419,河南,光伏,daily_peak,False,False,False,1.0,0.06715595479363937
1042,广西,光伏,daily_peak,False,False,False,1.0,9.631160302651192
10420,四川,光伏,daily_peak,False,False,False,0.0001771935499237956,0.002479984376112254
10427,河南,光伏,daily_peak,False,False,False,0.0005122417041918384,0.0072604867251672665
1043,广西,光伏,daily_peak,False,False,False,1.0,16.311361123045334
10436,福建,光伏,daily_peak,False,False,False,0.0,0.0
10437,山东,光伏,daily_peak,False,False,False,0.0006573567299148686,0.012220983772831177
10441,河南,光伏,daily_peak,False,False,False,0.0007683624433014924,0.010890729041158629
10444,山东,光伏,daily_peak,False,False,False,1.0,9.990479715755022
10446,山东,光伏,daily_peak,False,False,False,1.0,1.8846397563424595
10448,山东,光伏,daily_peak,False,False,False,0.0007435907112360889,0.01339223832418879
1045,广西,光伏,daily_peak,False,False,False,1.0,16.311361123045334
10451,山东,光伏,daily_peak,False,False,False,0.00047912807071321,0.008921973130373215
10452,河南,光伏,daily_peak,False,False,False,1.0,0.44388218962924497
10454,山东,光伏,daily_peak,False,False,False,0.0005800207390951176,0.01078322238326907
10459,河南,光伏,daily_peak,False,False,False,1.0,0.3257542933784596
1046,广西,光伏,daily_peak,False,False,False,1.0,13.373340892227118
10466,河南,光伏,daily_peak,False,False,False,1.0,0.3257542933784596
