method,low_record_count,low_capacity_gw,low_capex_100m_cny,low_h2_mt_per_year,conventional_6p5_record_count,conventional_6p5_capacity_gw,conventional_6p5_capex_100m_cny,conventional_6p5_h2_mt_per_year,strict_record_count,strict_capacity_gw,strict_capex_100m_cny,strict_h2_mt_per_year,r1_capacity_at_90pct_gw,r1_h2_at_90pct_mt_per_year,median_positive_hours,median_top10_energy_share,strict_retain_low_P22,strict_reach_6p5_P22,strict_retain_low_P18,strict_reach_6p5_P18,r4_locked_durable_6p5_P18,r4_locked_at_risk_capex_100m_cny_P18,strict_retain_low_P15,strict_reach_6p5_P15,strict_retain_low_P12,strict_reach_6p5_P12,r4_forward_P18_record_count,r4_forward_P18_capacity_gw,r4_forward_P18_capex_100m_cny,r4_forward_P18_h2_mt_per_year,r4_forward_strict_marginal_count_P18,jaccard_vs_daily_low_return_entry,jaccard_vs_daily_strict_marginal
daily_peak,1809,8.435457194134798,607.3529179777055,0.31842110355394293,1099,4.59033394088411,330.5040437436559,0.19512644255606032,710,1.5323743358677253,110.33095218247621,0.047617217651852346,64.27422011811267,1.0788800001502674,1298.5,0.9120973281961076,45,0,0,0,274,439.846090064532,0,0,0,0,761,2.5610974617240947,184.3990172441348,0.12008304798868066,0,1.0,1.0
annual_peak,475,3.5804216257821864,257.7903570563174,0.11769946325590516,146,0.5961782191476084,42.92483177862781,0.02283260011114208,329,1.9130761838231782,137.7414852352688,0.06002063940348909,118.14014459295778,1.1068426512241343,460.0,1.0,9,0,0,0,2,256.24274064616117,0,0,0,0,23,0.07417715333708085,5.340755040269821,0.003195887623395202,0,0.2625760088446656,0.0028957528957528956
proportional,5544,14.119918339086132,1016.6341204142016,0.8098033851289801,5154,12.26041164684517,882.7496385728522,0.7500420601166251,390,0.39,28.08,0.013016186137556379,22.927153839938455,1.0150420462100826,5182.0,0.43482204588337264,247,0,37,0,4776,55.296,0,0,0,0,4776,10.6862494417665,769.4099598071881,0.7188766179319991,0,0.3262987012987013,0.0009099181073703367
