ObjectId,merge_province_cn,power_type_cn,capacity_mw,latitude,longitude,audited_boundary,low_npv_to_capex_128,high_npv_to_capex_128,low_128,high_128,strict_128,low_256,high_256,strict_256,low_adaptive,high_adaptive,strict_adaptive,low_capacity_mw_128,high_capacity_mw_128,low_capacity_mw_256,high_capacity_mw_256,low_capacity_mw_adaptive,low_npv_adaptive,high_capacity_mw_adaptive,high_npv_adaptive,low_final_bracket_relative_width,high_final_bracket_relative_width
10050,河南,光伏,5.5,34.3913,111.6451,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.0013294913271439744,0.0013294913271439744,0.0013294913271439744,0.0013294913271439744,,,,,,
10051,河南,光伏,2.0,34.3913,111.6451,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.0004834514194898169,0.0004834514194898169,0.0004834514194898169,0.0004834514194898169,,,,,,
10052,宁夏,光伏,9.0,39.3414,106.7224,False,-1.3621251823235332,-0.9836314851683273,False,False,False,False,False,False,False,False,False,1.0000521444748018,1.0000521444748018,1.0000521444748018,1.0000521444748018,,,,,,
10053,山东,光伏,7.4,34.7116,117.5562,False,-2.4146758442442,-1.517647419715921,False,False,False,False,False,False,False,False,False,1.1326689453125,1.1326689453125,1.1326689453125,1.1326689453125,,,,,,
10054,湖北,光伏,5.9,30.9608,115.4683,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.0019330173270139064,0.0019330173270139064,0.0019330173270139064,0.0019330173270139064,,,,,,
1006,广西,光伏,20.0,21.718,109.329,False,-1.652130577257476,-1.131458044091911,False,False,False,False,False,False,False,False,False,1.0098110371173465,1.0098110371173465,1.0028382918912437,1.0028382918912437,,,,,,
10062,河南,光伏,1.6,34.6197,112.4477,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.00037205628842894366,0.00037205628842894366,0.00037205628842894366,0.00037205628842894366,,,,,,
10065,河南,光伏,3.0,33.7417,112.7269,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.0006988760782008763,0.0006988760782008763,0.0006988760782008763,0.0006988760782008763,,,,,,
10066,河南,光伏,15.3,33.9748,110.9859,False,-2.2826645018522327,-1.4509642582385265,False,False,False,False,False,False,False,False,False,1.0192723853595982,1.0192723853595982,1.0192723853595982,1.0192723853595982,,,,,,
10068,江苏,光伏,5.0,31.7991,121.4408,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.0006111928755958737,0.0006111928755958737,0.0006111928755958737,0.0006111928755958737,,,,,,
10069,江西,光伏,1.2,29.6654,115.9475,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.00020496554503372116,0.00020496554503372116,0.00020496554503372116,0.00020496554503372116,,,,,,
1007,广西,光伏,20.0,21.7204,109.1337,False,-1.6550023536936105,-1.1329371732369575,False,False,False,False,False,False,False,False,False,1.001960585595149,1.001960585595149,1.001960585595149,1.001960585595149,,,,,,
10070,河南,光伏,16.5,33.899,115.511,False,-2.249302945888234,-1.4340957488344368,False,False,False,False,False,False,False,False,False,1.0251143267318839,1.0251143267318839,1.0251143267318839,1.0251143267318839,,,,,,
10071,河南,光伏,1.5,33.8908,115.3806,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.00037167785010495236,0.00037167785010495236,0.00037167785010495236,0.00037167785010495236,,,,,,
10075,安徽,光伏,10.0,33.5305,117.8779,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.002344960730469902,0.002344960730469902,0.002344960730469902,0.002344960730469902,,,,,,
10076,宁夏,光伏,10.0,37.527,105.075,False,-1.4188515957969359,-1.0125146914215528,False,False,False,False,False,False,False,False,False,1.0011296356511339,1.0011296356511339,1.0011296356511339,1.0011296356511339,,,,,,
10077,西藏,光伏,12.0,29.769,91.889,False,0.5029470767770565,0.14270003388722305,True,True,False,True,True,False,True,True,False,1.8270620626400216,1.0403896574923184,1.8130079600158682,1.0403896574923184,,,,,,
10078,宁夏,光伏,8.0,37.835,106.879,False,-1.635631363505421,-1.1226664993440567,False,False,False,False,False,False,False,False,False,1.0286847839092401,1.0286847839092401,1.0092825542864492,1.0092825542864492,,,,,,
10079,宁夏,光伏,6.0,37.8201,106.712,False,-2.242443697640529,-1.4303823532915687,False,False,False,False,False,False,False,False,False,1.5422568359375,1.5422568359375,1.0628621568352101,1.0628621568352101,,,,,,
10080,宁夏,光伏,5.0,37.766,106.726,False,-2.25665515312268,-1.4375668503434778,False,False,False,False,False,False,False,False,False,1.3166217041015624,1.3166217041015624,1.3166217041015624,1.3166217041015624,,,,,,
10081,河北,光伏,15.0,41.265,114.621,False,-1.327771428054546,-0.9663505378569153,False,False,False,False,False,False,False,False,False,1.0104351601313541,1.0104351601313541,1.0104351601313541,1.0104351601313541,,,,,,
10082,甘肃,光伏,9.0,38.7536,103.1689,False,-0.8218602062035633,-0.7011247435526907,False,False,False,False,False,False,False,False,False,1.003134740722293,1.003134740722293,1.003134740722293,1.003134740722293,,,,,,
10083,山东,光伏,15.0,37.3538,120.4282,False,-1.8312499143813685,-1.22225034930988,False,False,False,False,False,False,False,False,False,1.0151264082950973,1.0151264082950973,1.0151264082950973,1.0151264082950973,,,,,,
10084,黑龙江,光伏,10.0,44.677,130.509,False,-1.9565493966754142,-1.2856354498167626,False,False,False,False,False,False,False,False,False,1.0201910852213145,1.0201910852213145,1.0201910852213145,1.0201910852213145,,,,,,
10085,内蒙古,光伏,1.1,42.9594,120.8395,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.0006841076700619964,0.0006841076700619964,0.0006841076700619964,0.0006841076700619964,,,,,,
1010,广西,光伏,40.0,21.5195,109.3999,False,-1.3283159653751058,-0.9669364591710546,False,False,False,False,False,False,False,False,False,1.009864619762188,1.009864619762188,1.0008732487208873,1.0008732487208873,,,,,,
10103,山东,光伏,5.0,36.7994,116.7439,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.0019460845997349727,0.0019460845997349727,0.0019460845997349727,0.0019460845997349727,,,,,,
10105,浙江,光伏,3.0,29.108,119.6486,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,,,,,,
10106,山东,光伏,13.0,36.0598,117.8054,False,-1.9654532675583538,-1.2902244967169094,False,False,False,False,False,False,False,False,False,1.029794262319244,1.029794262319244,1.0078885110304356,1.0078885110304356,,,,,,
1011,广西,光伏,20.0,21.659,109.433,False,-1.650875034835407,-1.1308390379739672,False,False,False,False,False,False,False,False,False,1.0061890547738417,1.0061890547738417,1.0061890547738417,1.0061890547738417,,,,,,
10110,江西,光伏,1.9,28.6472,116.0348,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.0003174996354217524,0.0003174996354217524,0.0003174996354217524,0.0003174996354217524,,,,,,
10111,浙江,光伏,1.1,29.8622,121.6204,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,,,,,,
10112,山东,光伏,2.0,36.215,117.6698,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.0007641728220017409,0.0007641728220017409,0.0007641728220017409,0.0007641728220017409,,,,,,
10113,江苏,光伏,5.8,31.9828,120.8905,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.0007231917176921735,0.0007231917176921735,0.0007231917176921735,0.0007231917176921735,,,,,,
10119,辽宁,光伏,1.9,41.2374,122.9955,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.0007468610687481801,0.0007468610687481801,0.0007468610687481801,0.0007468610687481801,,,,,,
10120,江苏,光伏,1.2,34.2665,117.181,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.00016052318883824434,0.00016052318883824434,0.00016052318883824434,0.00016052318883824434,,,,,,
10125,河南,光伏,4.2,33.7375,113.2981,False,-inf,-inf,False,False,False,False,False,False,False,False,False,0.000975442400487367,0.000975442400487367,0.000975442400487367,0.000975442400487367,,,,,,
