operating_years,low_record_count,low_capacity_gw,low_capex_100m_cny,low_h2_mt_per_year,conventional_6p5_record_count,conventional_6p5_capacity_gw,conventional_6p5_capex_100m_cny,conventional_6p5_h2_mt_per_year,strict_record_count,strict_capacity_gw,strict_capex_100m_cny,strict_h2_mt_per_year,strict_retain_low_P22,strict_reach_6p5_P22,strict_retain_low_P18,strict_reach_6p5_P18
15,787,2.6387545175789393,189.99032526568362,0.12110104028505943,543,1.684326454296308,121.27150470933418,0.08060623250708986,244,0.2742092770766059,19.743067949515623,0.011601327785665102,29,0,0,0
20,1164,5.0565527012708325,364.07179449149993,0.21156746021223719,901,3.165176859968447,227.8927339177282,0.14112342654432922,263,0.3605616396438717,25.960438054358768,0.01340333276020697,105,0,0,0
25,1441,6.865959423278582,494.3490784760579,0.27022680202052524,1058,4.111607529839353,296.03574214843354,0.1767923086043033,383,0.6292332565868854,45.30479447425575,0.02091450940989838,85,0,0,0
30,1791,8.422973421453497,606.4540863446518,0.3180457978194099,1098,4.591393079003398,330.5803016882446,0.19516059307265865,693,1.5328943279608915,110.36839161318419,0.04766559738895485,45,0,0,0
35,2073,9.805457576343052,705.9929454966996,0.3578914533913635,1177,5.189378842252391,373.63527664217224,0.21631578169896834,896,2.0866970157332947,150.24218513279723,0.06193567091588103,98,0,0,0
