nominal_equity_return_hurdle,nominal_equity_return_hurdle_pct,record_count,electrolyzer_capacity_gw,gross_capex_100m_cny,h2_mt_per_year,additional_records_vs_6p5
0.01,1.0,1884,8.803958435990697,633.8850073913301,0.3291551067904571,786
0.0125,1.25,1835,8.607328323588716,619.7276392983875,0.32346952224045,737
0.01447315,1.4473150000000001,1791,8.422973421453497,606.4540863446518,0.3180457978194099,693
0.015000000000000001,1.5000000000000002,1781,8.37577721999817,603.0559598398684,0.3166465024011919,683
0.0175,1.7500000000000002,1736,8.11460201838773,584.2513453239164,0.308951158442317,638
0.020000000000000004,2.0000000000000004,1684,7.84718933251202,564.9976319408655,0.30099808192895144,586
0.022500000000000003,2.2500000000000004,1653,7.601138583629456,547.2819780213208,0.29351821155733954,555
0.025,2.5,1600,7.3935489340411324,532.3355232509615,0.28719274978777565,502
0.027500000000000004,2.7500000000000004,1546,7.124972241836273,512.9980014122118,0.27895670164683073,448
0.030000000000000006,3.0000000000000004,1508,6.911347898631113,497.6170487014401,0.2723588455579538,410
0.03250000000000001,3.250000000000001,1455,6.6987857000200695,482.312570401445,0.2656931972407299,357
0.035,3.5000000000000004,1423,6.432349803426639,463.1291858467181,0.25736193308580974,325
0.037500000000000006,3.7500000000000004,1388,6.248819585996213,449.9150101917273,0.25147366425322654,290
0.04000000000000001,4.000000000000001,1357,6.095479776384538,438.87454389968667,0.24651624456905954,259
0.04250000000000001,4.250000000000001,1325,5.8852944194906955,423.7411982033301,0.23962008780889105,227
0.045000000000000005,4.500000000000001,1306,5.7198209173441175,411.8271060487764,0.2341251035969769,208
0.04750000000000001,4.750000000000001,1267,5.541696013430156,399.0021129669713,0.22818459983438982,169
0.05000000000000001,5.000000000000001,1225,5.406788288601972,389.28875677934207,0.2236378794459255,127
0.05250000000000001,5.250000000000001,1202,5.2808889214684935,380.2240023457315,0.2193445205660907,104
0.055000000000000014,5.500000000000002,1170,5.124938295992543,368.995557311463,0.21396720238019265,72
0.05750000000000001,5.750000000000001,1153,5.0082497719644685,360.5939835814417,0.20992402890111728,55
0.06000000000000001,6.000000000000001,1135,4.850682757628001,349.249158549216,0.20438932895272577,37
0.06250000000000001,6.250000000000002,1113,4.73455060280065,340.88764340164687,0.20027521620817137,15
0.065,6.5,1098,4.591393079003398,330.5803016882446,0.19516059307265865,0
0.0675,6.75,1082,4.477449595929555,322.37637090692795,0.19105417852126658,-16
0.07,7.000000000000001,1074,4.369408624187082,314.59742094147,0.18712853077192693,-24
0.07250000000000001,7.250000000000001,1063,4.242732083435513,305.4767100073569,0.18249082800059183,-35
0.07500000000000001,7.500000000000001,1056,4.122952727949036,296.85259641233057,0.17806571826473422,-42
0.07750000000000001,7.750000000000002,1044,4.016187058454474,289.16546820872213,0.17409573854557783,-54
0.08,8.0,1034,3.9016054273934357,280.91559077232733,0.16979855699900334,-64
0.0825,8.25,1025,3.789326149009987,272.83148272871904,0.16555538605533396,-73
0.085,8.5,1002,3.6513358818481305,262.8961834930654,0.16030345911747754,-96
0.08750000000000001,8.75,980,3.530139805820425,254.1700660190706,0.1556556383613946,-118
0.09000000000000001,9.000000000000002,956,3.411368941322711,245.61856377523517,0.15106613640973823,-142
0.09250000000000001,9.250000000000002,941,3.303097826865196,237.82304353429413,0.14684803524671822,-157
0.09500000000000001,9.500000000000002,901,3.1745215473257744,228.56555140745576,0.1418125064148773,-197
0.09750000000000002,9.750000000000002,887,3.0598423389569076,220.30864840489735,0.13727898150410314,-211
0.1,10.0,869,2.929183299193001,210.90119754189607,0.1320853597460061,-229
0.10000000000000002,10.000000000000002,869,2.929183299193001,210.90119754189607,0.1320853597460061,-229
