ObjectId,merge_province_cn,power_type_cn,initial_6p5_gap_100m_cny,operating_learning_gain_100m_cny,gap_share_of_initial_capex,gain_share_of_initial_capex,learning_gain_share_of_gap,closes_gap_at_baseline_learning,selected_electrolyser_capacity_mw,annual_active_hours_at_fid,operating_horizon_years,initial_stack_life_hours,cumulative_operating_hours,first_stack_replacement_year_no_learning,first_stack_replacement_year_with_learning,stack_replacements_no_learning,stack_replacements_with_learning,triggers_stack_replacement_no_learning,triggers_stack_replacement_with_learning,has_positive_operating_learning_gain,replacement_gain_identity_mismatch
6068,新疆,光伏,0.01599432303068426,0.0,0.22050541170760815,0.0,0.0,False,1.007428224576792,1803.0,30,60000.0,54090.0,,,0,0,False,False,False,False
6069,新疆,光伏,0.012276145906277663,0.0,0.16690212070292387,0.0,0.0,False,1.0215689636416447,1842.0,30,60000.0,55260.0,,,0,0,False,False,False,False
6070,新疆,光伏,0.019567423329158586,0.0,0.16379305665155372,0.0,0.0,False,1.6592264288631429,1846.0,30,60000.0,55380.0,,,0,0,False,False,False,False
6076,新疆,光伏,0.01859572503393962,0.0,0.18632071783031268,0.0,0.0,False,1.386179496366765,1807.0,30,60000.0,54210.0,,,0,0,False,False,False,False
6082,新疆,光伏,0.07040784076760162,0.0,0.17867435164713416,0.0,0.0,False,5.473010917980209,1811.0,30,60000.0,54330.0,,,0,0,False,False,False,False
6083,新疆,光伏,0.02219858391496052,0.0,0.1982898879671478,0.0,0.0,False,1.5548632794459165,1769.0,30,60000.0,53070.0,,,0,0,False,False,False,False
6086,新疆,光伏,0.0543410686706075,0.0,0.22724565138521743,0.0,0.0,False,3.321238757568784,1719.0,30,60000.0,51570.0,,,0,0,False,False,False,False
6089,新疆,光伏,0.017380552295768074,0.0,0.23813778090206353,0.0,0.0,False,1.0136844256675177,1709.0,30,60000.0,51270.0,,,0,0,False,False,False,False
6098,新疆,光伏,0.01741979257999646,0.0,0.1953960168982357,0.0,0.0,False,1.238211338448458,1772.0,30,60000.0,53160.0,,,0,0,False,False,False,False
6101,新疆,光伏,0.01615164398460232,0.0,0.21781661212440484,0.0,0.0,False,1.0298956837456834,1751.0,30,60000.0,52530.0,,,0,0,False,False,False,False
6102,新疆,光伏,0.10433099465881075,0.0,0.21979404706067077,0.0,0.0,False,6.592724470301496,1735.0,30,60000.0,52050.0,,,0,0,False,False,False,False
6104,新疆,光伏,0.017167863533483506,0.0,0.23514659567142568,0.0,0.0,False,1.0140165899290314,1783.0,30,60000.0,53490.0,,,0,0,False,False,False,False
6111,新疆,光伏,0.01316211036342449,0.0,0.18188759545741479,0.0,0.0,False,1.0050552810991236,1811.0,30,60000.0,54330.0,,,0,0,False,False,False,False
6112,新疆,光伏,0.06292960144930608,0.0,0.21533697003381252,0.0,0.0,False,4.058858273218171,1740.0,30,60000.0,52200.0,,,0,0,False,False,False,False
6114,新疆,光伏,0.016881395284224915,0.0,0.18909836522117385,0.0,0.0,False,1.2399040209458096,1792.0,30,60000.0,53760.0,,,0,0,False,False,False,False
6120,新疆,光伏,0.013560661842075947,0.0,0.18360005971553972,0.0,0.0,False,1.025830415720976,1801.0,30,60000.0,54030.0,,,0,0,False,False,False,False
6123,新疆,光伏,0.018775683623437445,0.0,0.2494987089031455,0.0,0.0,False,1.0451893110199808,1779.0,30,60000.0,53370.0,,,0,0,False,False,False,False
6124,新疆,光伏,0.016881395284224915,0.0,0.18909836522117385,0.0,0.0,False,1.2399040209458096,1792.0,30,60000.0,53760.0,,,0,0,False,False,False,False
6129,新疆,光伏,0.0923683697316379,0.0,0.2119148664204585,0.0,0.0,False,6.05381795869454,1746.0,30,60000.0,52380.0,,,0,0,False,False,False,False
6131,新疆,光伏,0.18019764695467613,0.0,0.1982452937381736,0.0,0.0,False,12.624486813281672,1765.0,30,60000.0,52950.0,,,0,0,False,False,False,False
6133,新疆,光伏,0.04598401030780523,0.0,0.22158777017841486,0.0,0.0,False,2.882229508047288,1734.0,30,60000.0,52020.0,,,0,0,False,False,False,False
6140,新疆,光伏,0.013522140170985547,0.0,0.18036306846264824,0.0,0.0,False,1.041274713141691,1801.0,30,60000.0,54030.0,,,0,0,False,False,False,False
6143,新疆,光伏,0.03003293626682893,0.0,0.19824526536930717,0.0,0.0,False,2.1040810938915295,1765.0,30,60000.0,52950.0,,,0,0,False,False,False,False
6149,新疆,光伏,0.059621401552072864,0.0,0.1847938671550483,0.0,0.0,False,4.481074151999778,1809.0,30,60000.0,54270.0,,,0,0,False,False,False,False
6159,新疆,光伏,0.12013174514234075,0.0,0.19824526546952034,0.0,0.0,False,8.416324376567847,1765.0,30,60000.0,52950.0,,,0,0,False,False,False,False
6160,新疆,光伏,0.11269220883125128,0.0,0.2099745391295752,0.0,0.0,False,7.4540921655975,1752.0,30,60000.0,52560.0,,,0,0,False,False,False,False
6165,新疆,光伏,0.06368383474865602,0.0,0.18773392175777276,0.0,0.0,False,4.71144317745455,1801.0,30,60000.0,54030.0,,,0,0,False,False,False,False
6178,新疆,光伏,0.026648840930771002,0.0,0.2074025070526281,0.0,0.0,False,1.7845627613905104,1751.0,30,60000.0,52530.0,,,0,0,False,False,False,False
6183,新疆,光伏,0.012791719723955137,0.0,0.17611123595554928,0.0,0.0,False,1.008809988640723,1813.0,30,60000.0,54390.0,,,0,0,False,False,False,False
6189,新疆,光伏,0.02220957433773138,0.0,0.2181205125850941,0.0,0.0,False,1.4142012898760679,1742.0,30,60000.0,52260.0,,,0,0,False,False,False,False
6190,新疆,光伏,0.01856727913366252,0.0,0.19157003785446622,0.0,0.0,False,1.3461336634089502,1788.0,30,60000.0,53640.0,,,0,0,False,False,False,False
6191,新疆,光伏,0.01547432869652565,0.0,0.2095413604334043,0.0,0.0,False,1.0256745086108914,1767.0,30,60000.0,53010.0,,,0,0,False,False,False,False
6197,新疆,光伏,0.1421271427121836,0.0,0.2074024959602872,0.0,0.0,False,9.517667972533683,1751.0,30,60000.0,52530.0,,,0,0,False,False,False,False
6199,新疆,光伏,0.35535318917115016,0.0,0.2181205125039886,0.0,0.0,False,22.62722063162294,1742.0,30,60000.0,52260.0,,,0,0,False,False,False,False
6214,新疆,光伏,0.03184191743858062,0.0,0.18773392209927978,0.0,0.0,False,2.355721589195501,1801.0,30,60000.0,54030.0,,,0,0,False,False,False,False
6215,新疆,光伏,0.01958551893269032,0.0,0.1996392695788238,0.0,0.0,False,1.3625630711895744,1765.0,30,60000.0,52950.0,,,0,0,False,False,False,False
6219,新疆,光伏,0.014303104277088705,0.0,0.1973609164342656,0.0,0.0,False,1.0065530179925042,1772.0,30,60000.0,53160.0,,,0,0,False,False,False,False
6224,新疆,光伏,0.04488003951231425,0.0,0.2033676995549573,0.0,0.0,False,3.0650584310072717,1760.0,30,60000.0,52800.0,,,0,0,False,False,False,False
6230,新疆,光伏,0.013860862457535416,0.0,0.19128382664107477,0.0,0.0,False,1.0064205738528564,1799.0,30,60000.0,53970.0,,,0,0,False,False,False,False
6247,新疆,光伏,0.10191270142222676,0.0,0.21583408368996812,0.0,0.0,False,6.558066095126225,1741.0,30,60000.0,52230.0,,,0,0,False,False,False,False
6253,新疆,光伏,0.03184191743858062,0.0,0.18773392209927978,0.0,0.0,False,2.355721589195501,1801.0,30,60000.0,54030.0,,,0,0,False,False,False,False
6259,新疆,光伏,0.09353462724827424,0.0,0.21226546700167986,0.0,0.0,False,6.120129022704568,1743.0,30,60000.0,52290.0,,,0,0,False,False,False,False
6268,新疆,光伏,0.10752130802863957,0.0,0.18058623610001234,0.0,0.0,False,8.269464675982965,1801.0,30,60000.0,54030.0,,,0,0,False,False,False,False
6270,新疆,光伏,0.016881395284224915,0.0,0.18909836522117385,0.0,0.0,False,1.2399040209458096,1792.0,30,60000.0,53760.0,,,0,0,False,False,False,False
6276,新疆,光伏,0.07093065667141439,0.0,0.1788963375114798,0.0,0.0,False,5.50680926747303,1810.0,30,60000.0,54300.0,,,0,0,False,False,False,False
6288,新疆,光伏,0.15305529826719172,0.0,0.1686760040359963,0.0,0.0,False,12.6026700931042,1831.0,30,60000.0,54930.0,,,0,0,False,False,False,False
6290,新疆,光伏,0.01659046158505767,0.0,0.23017571169927287,0.0,0.0,False,1.001074682767988,1783.0,30,60000.0,53490.0,,,0,0,False,False,False,False
6294,新疆,光伏,0.013695099536489265,0.0,0.165993813333373,0.0,0.0,False,1.145884367404502,1834.0,30,60000.0,55020.0,,,0,0,False,False,False,False
6295,新疆,光伏,0.018874865185331265,0.0,0.2568975147839354,0.0,0.0,False,1.0204493631334117,1695.0,30,60000.0,50850.0,,,0,0,False,False,False,False
6321,新疆,光伏,0.015733099134956872,0.0,0.21795464623307512,0.0,0.0,False,1.0025721843507538,1787.0,30,60000.0,53610.0,,,0,0,False,False,False,False
6322,新疆,光伏,0.02493203513492438,0.0,0.1990304015058234,0.0,0.0,False,1.73982599212466,1770.0,30,60000.0,53100.0,,,0,0,False,False,False,False
6323,新疆,光伏,0.01912526376610132,0.0,0.2568146560199839,0.0,0.0,False,1.0343204999850326,1734.0,30,60000.0,52020.0,,,0,0,False,False,False,False
6328,新疆,光伏,0.01912526376610132,0.0,0.2568146560199839,0.0,0.0,False,1.0343204999850326,1734.0,30,60000.0,52020.0,,,0,0,False,False,False,False
6358,新疆,光伏,0.01728119097965817,0.0,0.20014535698039992,0.0,0.0,False,1.1992111383710284,1762.0,30,60000.0,52860.0,,,0,0,False,False,False,False
6360,新疆,光伏,0.017286773465046465,0.0,0.23705282563006627,0.0,0.0,False,1.0128294200470864,1741.0,30,60000.0,52230.0,,,0,0,False,False,False,False
6361,新疆,光伏,0.021741301553141187,0.0,0.1971535056661744,0.0,0.0,False,1.531611221170454,1773.0,30,60000.0,53190.0,,,0,0,False,False,False,False
6362,新疆,光伏,0.10645324545788871,0.0,0.20997043205269147,0.0,0.0,False,7.041550010504348,1753.0,30,60000.0,52590.0,,,0,0,False,False,False,False
6365,新疆,光伏,0.017504689354182052,0.0,0.23871115112694793,0.0,0.0,False,1.0184722595780948,1744.0,30,60000.0,52320.0,,,0,0,False,False,False,False
6380,新疆,光伏,0.018680768112392703,0.0,0.2544390377358721,0.0,0.0,False,1.0197142505367272,1748.0,30,60000.0,52440.0,,,0,0,False,False,False,False
6387,新疆,光伏,0.01560938906284719,0.0,0.21391434506945073,0.0,0.0,False,1.0134760726165206,1761.0,30,60000.0,52830.0,,,0,0,False,False,False,False
6388,新疆,光伏,0.025417517087506395,0.0,0.18147616403949485,0.0,0.0,False,1.9452751413843126,1814.0,30,60000.0,54420.0,,,0,0,False,False,False,False
6389,新疆,光伏,0.0203033674267931,0.0,0.15450759671184844,0.0,0.0,False,1.825096113474081,1861.0,30,60000.0,55830.0,,,0,0,False,False,False,False
6394,新疆,光伏,0.03155131511903162,0.0,0.1791556108533782,0.0,0.0,False,2.4459893156524455,1810.0,30,60000.0,54300.0,,,0,0,False,False,False,False
6405,新疆,光伏,0.17199467849146624,0.0,0.20745815091786754,0.0,0.0,False,11.514683652964166,1755.0,30,60000.0,52650.0,,,0,0,False,False,False,False
6415,新疆,光伏,0.019113939262195602,0.0,0.2592535914700242,0.0,0.0,False,1.0239834176889322,1710.0,30,60000.0,51300.0,,,0,0,False,False,False,False
6428,新疆,光伏,0.016500449635935575,0.0,0.22468875339932037,0.0,0.0,False,1.0199571992058127,1749.0,30,60000.0,52470.0,,,0,0,False,False,False,False
6435,新疆,光伏,0.030925750517995614,0.0,0.18388347511670275,0.0,0.0,False,2.3358505296755943,1801.0,30,60000.0,54030.0,,,0,0,False,False,False,False
6447,新疆,光伏,0.042009721743985255,0.0,0.20972673519052165,0.0,0.0,False,2.7820409115953275,1759.0,30,60000.0,52770.0,,,0,0,False,False,False,False
6451,新疆,光伏,0.01334837980271437,0.0,0.16809528244547953,0.0,0.0,False,1.1029111657950288,1822.0,30,60000.0,54660.0,,,0,0,False,False,False,False
6465,新疆,光伏,0.016675931230226138,0.0,0.2223846143246464,0.0,0.0,False,1.0414846219408362,1749.0,30,60000.0,52470.0,,,0,0,False,False,False,False
6467,新疆,光伏,0.018299863619290896,0.0,0.2537150071925143,0.0,0.0,False,1.0017727185420129,1737.0,30,60000.0,52110.0,,,0,0,False,False,False,False
6468,新疆,光伏,0.015261847614727122,0.0,0.20678911018608537,0.0,0.0,False,1.025054489423313,1766.0,30,60000.0,52980.0,,,0,0,False,False,False,False
6475,新疆,光伏,0.026687876392971977,0.0,0.20312121070996844,0.0,0.0,False,1.8248461035004933,1765.0,30,60000.0,52950.0,,,0,0,False,False,False,False
6476,新疆,光伏,0.015261847614727122,0.0,0.20678911018608537,0.0,0.0,False,1.025054489423313,1766.0,30,60000.0,52980.0,,,0,0,False,False,False,False
6485,新疆,光伏,0.018091575487752358,0.0,0.24095999011445404,0.0,0.0,False,1.0427950368647767,1764.0,30,60000.0,52920.0,,,0,0,False,False,False,False
6528,新疆,光伏,0.02001820633908273,0.0,0.16043898093991754,0.0,0.0,False,1.732936983079507,1849.0,30,60000.0,55470.0,,,0,0,False,False,False,False
6536,新疆,光伏,0.019567423329158586,0.0,0.16379305665155372,0.0,0.0,False,1.6592264288631429,1846.0,30,60000.0,55380.0,,,0,0,False,False,False,False
6538,新疆,光伏,0.01638764197978608,0.0,0.22348029963513097,0.0,0.0,False,1.018461756941194,1740.0,30,60000.0,52200.0,,,0,0,False,False,False,False
6548,新疆,光伏,0.01638764197978608,0.0,0.22348029963513097,0.0,0.0,False,1.018461756941194,1740.0,30,60000.0,52200.0,,,0,0,False,False,False,False
6559,新疆,光伏,0.02344206467770551,0.0,0.19371462983810528,0.0,0.0,False,1.6807415728326867,1783.0,30,60000.0,53490.0,,,0,0,False,False,False,False
6564,新疆,光伏,0.016825665996205618,0.0,0.22531376668579567,0.0,0.0,False,1.0371749979606915,1731.0,30,60000.0,51930.0,,,0,0,False,False,False,False
6565,新疆,光伏,0.03985280792979828,0.0,0.22158776584067952,0.0,0.0,False,2.497932226299759,1734.0,30,60000.0,52020.0,,,0,0,False,False,False,False
6566,新疆,光伏,0.0157676487752823,0.0,0.21479227693455846,0.0,0.0,False,1.0195670207716214,1749.0,30,60000.0,52470.0,,,0,0,False,False,False,False
6574,新疆,光伏,0.015268603326020811,0.0,0.2059971773429199,0.0,0.0,False,1.029450683834387,1772.0,30,60000.0,53160.0,,,0,0,False,False,False,False
6576,新疆,光伏,0.03752939433945717,0.0,0.22149887383080405,0.0,0.0,False,2.3532471250674445,1732.0,30,60000.0,51960.0,,,0,0,False,False,False,False
6579,新疆,光伏,0.1500897084270708,0.0,0.19543522970611923,0.0,0.0,False,10.666343457338526,1775.0,30,60000.0,53250.0,,,0,0,False,False,False,False
6582,新疆,光伏,0.13932199535130102,0.0,0.19505730589834971,0.0,0.0,False,9.920303698959708,1783.0,30,60000.0,53490.0,,,0,0,False,False,False,False
6590,新疆,光伏,0.014283137975710668,0.0,0.195629770317293,0.0,0.0,False,1.0140425764829464,1786.0,30,60000.0,53580.0,,,0,0,False,False,False,False
6598,新疆,光伏,0.11661159625923838,0.0,0.20366247776656174,0.0,0.0,False,7.952400075663067,1766.0,30,60000.0,52980.0,,,0,0,False,False,False,False
6602,新疆,光伏,0.016365550984039082,0.0,0.2185251029118921,0.0,0.0,False,1.0401519834286985,1774.0,30,60000.0,53220.0,,,0,0,False,False,False,False
6607,新疆,光伏,0.01988298041872528,0.0,0.2080927231205693,0.0,0.0,False,1.327064693442575,1765.0,30,60000.0,52950.0,,,0,0,False,False,False,False
6609,新疆,光伏,0.14823373810591955,0.0,0.20337308407759735,0.0,0.0,False,10.12327628051425,1761.0,30,60000.0,52830.0,,,0,0,False,False,False,False
6625,新疆,光伏,0.02383749236840868,0.0,0.21058935422717756,0.0,0.0,False,1.5721415933371907,1758.0,30,60000.0,52740.0,,,0,0,False,False,False,False
6628,新疆,光伏,0.020551947073733565,0.0,0.20748342086147006,0.0,0.0,False,1.3757422553197254,1754.0,30,60000.0,52620.0,,,0,0,False,False,False,False
6634,新疆,光伏,0.018213742196926126,0.0,0.24827162900142022,0.0,0.0,False,1.0189188456266458,1702.0,30,60000.0,51060.0,,,0,0,False,False,False,False
6638,新疆,光伏,0.023658176634799823,0.0,0.20622840913682183,0.0,0.0,False,1.5933100001583314,1747.0,30,60000.0,52410.0,,,0,0,False,False,False,False
6644,新疆,光伏,0.01490262950071426,0.0,0.20495594342808585,0.0,0.0,False,1.0098802787845123,1761.0,30,60000.0,52830.0,,,0,0,False,False,False,False
6659,新疆,光伏,0.018657100746759425,0.0,0.25904757985554244,0.0,0.0,False,1.000304266131531,1738.0,30,60000.0,52140.0,,,0,0,False,False,False,False
6669,新疆,光伏,0.015133283685086877,0.0,0.19892637078859732,0.0,0.0,False,1.0565944313616094,1770.0,30,60000.0,53100.0,,,0,0,False,False,False,False
6672,新疆,光伏,0.01484595529874292,0.0,0.1795251631514957,0.0,0.0,False,1.1485510998792472,1808.0,30,60000.0,54240.0,,,0,0,False,False,False,False
6675,新疆,光伏,0.014484584760286703,0.0,0.19800662550174755,0.0,0.0,False,1.0160002869981732,1790.0,30,60000.0,53700.0,,,0,0,False,False,False,False
6707,新疆,光伏,0.016465460483871045,0.0,0.22754272219299138,0.0,0.0,False,1.0050286335720013,1792.0,30,60000.0,53760.0,,,0,0,False,False,False,False
6720,新疆,光伏,0.016318126710571916,0.0,0.21997979506699278,0.0,0.0,False,1.0302793885634907,1781.0,30,60000.0,53430.0,,,0,0,False,False,False,False
6739,新疆,光伏,0.12694077133242254,0.0,0.17935478901716875,0.0,0.0,False,9.830048465207689,1811.0,30,60000.0,54330.0,,,0,0,False,False,False,False
6740,新疆,光伏,0.014475971067009085,0.0,0.19616333685225035,0.0,0.0,False,1.024937467595658,1796.0,30,60000.0,53880.0,,,0,0,False,False,False,False
6745,新疆,光伏,0.016508632214825254,0.0,0.2262934033366911,0.0,0.0,False,1.0132268778427234,1725.0,30,60000.0,51750.0,,,0,0,False,False,False,False
6747,新疆,光伏,0.11422706588482703,0.0,0.21147065120155625,0.0,0.0,False,7.502161728655413,1751.0,30,60000.0,52530.0,,,0,0,False,False,False,False
6753,新疆,光伏,0.011256949566470949,0.0,0.15165214001732846,0.0,0.0,False,1.030954932377981,1875.0,30,60000.0,56250.0,,,0,0,False,False,False,False
6755,新疆,光伏,0.016226686249165616,0.0,0.21883001515442166,0.0,0.0,False,1.0298890771016271,1738.0,30,60000.0,52140.0,,,0,0,False,False,False,False
6760,新疆,光伏,0.01571842355252391,0.0,0.17026456450691596,0.0,0.0,False,1.2821895082028723,1839.0,30,60000.0,55170.0,,,0,0,False,False,False,False
6764,新疆,光伏,0.016168266862067987,0.0,0.22035253635972385,0.0,0.0,False,1.019090888096587,1816.0,30,60000.0,54480.0,,,0,0,False,False,False,False
6766,新疆,光伏,0.08478761969808038,0.0,0.15370518758730944,0.0,0.0,False,7.661457935315864,1852.0,30,60000.0,55560.0,,,0,0,False,False,False,False
6777,新疆,光伏,0.01769786229120726,0.0,0.23983511419726583,0.0,0.0,False,1.0248859669950547,1723.0,30,60000.0,51690.0,,,0,0,False,False,False,False
6790,新疆,光伏,0.055663191185038305,0.0,0.21242578723604827,0.0,0.0,False,3.6393880782040138,1747.0,30,60000.0,52410.0,,,0,0,False,False,False,False
6793,新疆,光伏,0.01874878113322516,0.0,0.2516945430164676,0.0,0.0,False,1.0345863475650459,1709.0,30,60000.0,51270.0,,,0,0,False,False,False,False
6799,新疆,光伏,0.05453559968702154,0.0,0.21545266525249215,0.0,0.0,False,3.5155698058054288,1740.0,30,60000.0,52200.0,,,0,0,False,False,False,False
6802,新疆,光伏,0.016631097375234976,0.0,0.2295673461225861,0.0,0.0,False,1.0061860601968442,1740.0,30,60000.0,52200.0,,,0,0,False,False,False,False
6804,新疆,光伏,0.02725096151810306,0.0,0.19752631620936778,0.0,0.0,False,1.9161273490219144,1778.0,30,60000.0,53340.0,,,0,0,False,False,False,False
6806,新疆,光伏,0.014404307846293613,0.0,0.19074111859331477,0.0,0.0,False,1.0488552896928132,1783.0,30,60000.0,53490.0,,,0,0,False,False,False,False
6812,新疆,光伏,0.2607062853972881,0.0,0.21511332746843054,0.0,0.0,False,16.832618755568674,1744.0,30,60000.0,52320.0,,,0,0,False,False,False,False
6815,新疆,光伏,0.01626932208731693,0.0,0.2216909574225302,0.0,0.0,False,1.0192693892228477,1801.0,30,60000.0,54030.0,,,0,0,False,False,False,False
6819,新疆,光伏,0.04680890743289788,0.0,0.21199837410719385,0.0,0.0,False,3.0666448131204933,1742.0,30,60000.0,52260.0,,,0,0,False,False,False,False
6824,新疆,光伏,0.16358363611014862,0.0,0.19452108962152143,0.0,0.0,False,11.67994149320721,1782.0,30,60000.0,53460.0,,,0,0,False,False,False,False
6827,新疆,光伏,0.10907119925694572,0.0,0.21545266516786254,0.0,0.0,False,7.031139606824146,1740.0,30,60000.0,52200.0,,,0,0,False,False,False,False
6831,新疆,光伏,0.015395650498799625,0.0,0.2086623385552064,0.0,0.0,False,1.0247583758073409,1761.0,30,60000.0,52830.0,,,0,0,False,False,False,False
6839,新疆,光伏,0.024240298716405807,0.0,0.18797820298952708,0.0,0.0,False,1.7910098625870643,1783.0,30,60000.0,53490.0,,,0,0,False,False,False,False
6845,新疆,光伏,0.018974883861731857,0.0,0.25848336133192185,0.0,0.0,False,1.0195629315449417,1722.0,30,60000.0,51660.0,,,0,0,False,False,False,False
6852,新疆,光伏,0.018974883861731857,0.0,0.25848336133192185,0.0,0.0,False,1.0195629315449417,1722.0,30,60000.0,51660.0,,,0,0,False,False,False,False
6854,新疆,光伏,0.03838050277106955,0.0,0.20564785431720628,0.0,0.0,False,2.5921133009481463,1760.0,30,60000.0,52800.0,,,0,0,False,False,False,False
6867,新疆,光伏,0.02558700061549926,0.0,0.2056478453213353,0.0,0.0,False,1.7280755263606542,1760.0,30,60000.0,52800.0,,,0,0,False,False,False,False
6883,新疆,光伏,0.01459940668332305,0.0,0.20182984986009408,0.0,0.0,False,1.0046558396041665,1839.0,30,60000.0,55170.0,,,0,0,False,False,False,False
6885,新疆,光伏,0.02558700061549926,0.0,0.2056478453213353,0.0,0.0,False,1.7280755263606542,1760.0,30,60000.0,52800.0,,,0,0,False,False,False,False
6895,新疆,光伏,0.020929235291848418,0.0,0.19078011611940235,0.0,0.0,False,1.5236589085414238,1787.0,30,60000.0,53610.0,,,0,0,False,False,False,False
6898,新疆,光伏,0.06159120223812883,0.0,0.18545087469516666,0.0,0.0,False,4.612722187612042,1807.0,30,60000.0,54210.0,,,0,0,False,False,False,False
6907,新疆,光伏,0.022381007555409945,0.0,0.21474236737593425,0.0,0.0,False,1.447536091535645,1738.0,30,60000.0,52140.0,,,0,0,False,False,False,False
6913,新疆,光伏,0.029236886614639458,0.0,0.18527982394944167,0.0,0.0,False,2.191646456651298,1800.0,30,60000.0,54000.0,,,0,0,False,False,False,False
6916,新疆,光伏,0.19068347833683863,0.0,0.1901672629457321,0.0,0.0,False,13.92659074197734,1788.0,30,60000.0,53640.0,,,0,0,False,False,False,False
6918,新疆,光伏,0.036601916113952145,0.0,0.22344264380924433,0.0,0.0,False,2.2751250046123963,1726.0,30,60000.0,51780.0,,,0,0,False,False,False,False
6928,新疆,光伏,0.02314827998234266,0.0,0.1534359304619253,0.0,0.0,False,2.095362459599568,1868.0,30,60000.0,56040.0,,,0,0,False,False,False,False
6938,新疆,光伏,0.015340866129192754,0.0,0.21105301502517382,0.0,0.0,False,1.0095453272831143,1757.0,30,60000.0,52710.0,,,0,0,False,False,False,False
6959,新疆,光伏,0.015565056054610218,0.0,0.17430789036159694,0.0,0.0,False,1.2402268976082857,1816.0,30,60000.0,54480.0,,,0,0,False,False,False,False
6963,新疆,光伏,0.03184191743858062,0.0,0.18773392209927978,0.0,0.0,False,2.355721589195501,1801.0,30,60000.0,54030.0,,,0,0,False,False,False,False
697,甘肃,光伏,0.020345738162233097,0.0,0.2520580522540698,0.0,0.0,False,1.1210897417109567,1673.0,30,60000.0,50190.0,,,0,0,False,False,False,False
6981,新疆,光伏,0.025681243904724843,0.0,0.17516757717240478,0.0,0.0,False,2.0362440862564433,1812.0,30,60000.0,54360.0,,,0,0,False,False,False,False
7325,新疆,光伏,0.016387135655126017,0.0,0.2270436157187579,0.0,0.0,False,1.0024466250710387,1758.0,30,60000.0,52740.0,,,0,0,False,False,False,False
7332,新疆,光伏,0.02870781218938585,0.0,0.1885209898322469,0.0,0.0,False,2.1149879071623054,1791.0,30,60000.0,53730.0,,,0,0,False,False,False,False
W100,甘肃,风电,0.049039802772763076,0.0,0.10366392167150539,0.0,0.0,False,6.570351197037061,1950.0,30,60000.0,58500.0,,,0,0,False,False,False,False
W1057,广西,风电,0.008492379123365215,0.0,0.10442435361382808,0.0,0.0,False,1.1295230084251147,1948.0,30,60000.0,58440.0,,,0,0,False,False,False,False
W1069,广西,风电,0.013150434340876952,0.0,0.1784508005444888,0.0,0.0,False,1.0235029534402922,1817.0,30,60000.0,54510.0,,,0,0,False,False,False,False
W1073,广西,风电,0.014410151340952256,0.0,0.198298278758904,0.0,0.0,False,1.0092926277484007,1796.0,30,60000.0,53880.0,,,0,0,False,False,False,False
W1083,广西,风电,0.016440629852449058,0.0,0.22730441510024477,0.0,0.0,False,1.0045650947136786,1771.0,30,60000.0,53130.0,,,0,0,False,False,False,False
W1130,河北,风电,0.01723538808361874,0.0,0.2391753058250055,0.0,0.0,False,1.0008574640452423,1712.0,30,60000.0,51360.0,,,0,0,False,False,False,False
W1134,河北,风电,0.019542205467546533,0.0,0.2547713430315261,0.0,0.0,False,1.065345564979828,1702.0,30,60000.0,51060.0,,,0,0,False,False,False,False
W124,甘肃,风电,0.0487958279205991,0.0,0.10366393005111946,0.0,0.0,False,6.537662925728759,1950.0,30,60000.0,58500.0,,,0,0,False,False,False,False
W125,甘肃,风电,0.0487958279205991,0.0,0.10366393005111946,0.0,0.0,False,6.537662925728759,1950.0,30,60000.0,58500.0,,,0,0,False,False,False,False
W1273,广西,风电,0.01819778676025141,0.0,0.24662348512574275,0.0,0.0,False,1.0248295623912713,1760.0,30,60000.0,52800.0,,,0,0,False,False,False,False
W1280,河北,风电,0.016348461025729576,0.0,0.21959632390565814,0.0,0.0,False,1.0339970845242281,1789.0,30,60000.0,53670.0,,,0,0,False,False,False,False
W1284,河北,风电,0.01774125391469534,0.0,0.24577266363126726,0.0,0.0,False,1.00257815792098,1762.0,30,60000.0,52860.0,,,0,0,False,False,False,False
W130,甘肃,风电,0.045193480041005714,0.0,0.13418714841421636,0.0,0.0,False,4.677699989973453,1899.0,30,60000.0,56970.0,,,0,0,False,False,False,False
W1340,河北,风电,0.015103607847511859,0.0,0.20759504808923868,0.0,0.0,False,1.0104881265051557,1838.0,30,60000.0,55140.0,,,0,0,False,False,False,False
W1356,河北,风电,0.015256170515242081,0.0,0.20759505842518125,0.0,0.0,False,1.020695091509161,1838.0,30,60000.0,55140.0,,,0,0,False,False,False,False
W1358,河北,风电,0.015256170515242081,0.0,0.20759505842518125,0.0,0.0,False,1.020695091509161,1838.0,30,60000.0,55140.0,,,0,0,False,False,False,False
W136,甘肃,风电,0.011298369476422725,0.0,0.13418714225163947,0.0,0.0,False,1.1694249959461502,1899.0,30,60000.0,56970.0,,,0,0,False,False,False,False
W1360,河北,风电,0.014350231973053728,0.0,0.19374049344469438,0.0,0.0,False,1.028740940315707,1825.0,30,60000.0,54750.0,,,0,0,False,False,False,False
W1362,河北,风电,0.014350231973053728,0.0,0.19374049344469438,0.0,0.0,False,1.028740940315707,1825.0,30,60000.0,54750.0,,,0,0,False,False,False,False
W1374,河北,风电,0.015969344026819394,0.0,0.18763494455241997,0.0,0.0,False,1.1820636360993637,1805.0,30,60000.0,54150.0,,,0,0,False,False,False,False
