ObjectId,hurdle,selected_index,passes
11862,0.01447315,0,False
11863,0.01447315,0,False
11865,0.01447315,0,False
11867,0.01447315,14,False
11868,0.01447315,14,False
1187,0.01447315,6,False
11871,0.01447315,11,False
11872,0.01447315,13,False
11875,0.01447315,0,False
11877,0.01447315,0,False
11879,0.01447315,13,False
1188,0.01447315,8,False
11883,0.01447315,0,False
11884,0.01447315,15,False
11888,0.01447315,15,False
11891,0.01447315,0,False
11892,0.01447315,0,False
11897,0.01447315,0,False
119,0.01447315,4,False
11900,0.01447315,0,False
11905,0.01447315,0,False
11907,0.01447315,0,False
1191,0.01447315,7,False
11912,0.01447315,0,False
11914,0.01447315,0,False
11916,0.01447315,0,False
1192,0.01447315,6,False
11920,0.01447315,0,False
11925,0.01447315,15,False
11927,0.01447315,0,False
1193,0.01447315,6,False
11938,0.01447315,0,False
1194,0.01447315,4,False
11944,0.01447315,0,False
11945,0.01447315,15,False
1195,0.01447315,5,False
11953,0.01447315,0,False
11956,0.01447315,0,False
11958,0.01447315,14,False
11959,0.01447315,0,False
1196,0.01447315,5,False
11965,0.01447315,0,False
11969,0.01447315,0,False
11976,0.01447315,0,False
1198,0.01447315,7,False
11984,0.01447315,12,False
11985,0.01447315,8,True
1199,0.01447315,0,False
11990,0.01447315,10,True
11991,0.01447315,0,False
11995,0.01447315,10,False
11996,0.01447315,0,False
11999,0.01447315,0,False
12,0.01447315,13,False
12003,0.01447315,0,False
12004,0.01447315,0,False
12005,0.01447315,0,False
12008,0.01447315,0,False
12016,0.01447315,12,False
12018,0.01447315,0,False
1202,0.01447315,8,False
12021,0.01447315,13,False
12022,0.01447315,0,False
1203,0.01447315,10,False
12030,0.01447315,0,False
12032,0.01447315,0,False
12033,0.01447315,0,False
12037,0.01447315,0,False
12038,0.01447315,0,False
12039,0.01447315,0,False
1204,0.01447315,5,False
12040,0.01447315,13,False
12042,0.01447315,0,False
12043,0.01447315,14,False
12044,0.01447315,15,False
12046,0.01447315,0,False
12047,0.01447315,0,False
12054,0.01447315,12,False
12055,0.01447315,14,False
12057,0.01447315,0,False
12061,0.01447315,0,False
12062,0.01447315,0,False
12066,0.01447315,0,False
12067,0.01447315,0,False
12068,0.01447315,0,False
12069,0.01447315,0,False
12070,0.01447315,0,False
12073,0.01447315,0,False
1208,0.01447315,7,False
12083,0.01447315,15,False
12088,0.01447315,15,False
12090,0.01447315,14,False
12096,0.01447315,0,False
121,0.01447315,5,False
12100,0.01447315,0,False
12101,0.01447315,0,False
1211,0.01447315,10,False
12114,0.01447315,0,False
12116,0.01447315,0,False
12118,0.01447315,15,False
12128,0.01447315,9,False
12132,0.01447315,0,False
12138,0.01447315,0,False
12139,0.01447315,0,False
1214,0.01447315,5,False
12143,0.01447315,0,False
1215,0.01447315,5,False
12150,0.01447315,0,False
12151,0.01447315,0,False
12155,0.01447315,0,False
12157,0.01447315,0,False
12158,0.01447315,0,False
12160,0.01447315,0,False
12164,0.01447315,14,False
12167,0.01447315,12,False
12168,0.01447315,0,False
12171,0.01447315,0,False
12173,0.01447315,12,False
12178,0.01447315,0,False
12182,0.01447315,0,False
12183,0.01447315,0,False
12184,0.01447315,15,False
12185,0.01447315,0,False
12186,0.01447315,0,False
12187,0.01447315,12,False
12188,0.01447315,14,False
12189,0.01447315,15,False
1219,0.01447315,13,False
12192,0.01447315,0,False
12196,0.01447315,15,False
12198,0.01447315,0,False
122,0.01447315,5,False
12200,0.01447315,0,False
12201,0.01447315,0,False
12205,0.01447315,0,False
12207,0.01447315,0,False
