ObjectId,merge_province_cn,power_type_cn,instrument,required_support,public_cost_pv_100m_cny,annual_h2_t,right_censored
4179,青海,光伏,15y_price_premium,10.123203992843628,0.03300031884445438,30.162777422323753,False
4180,青海,光伏,15y_price_premium,8.464672565460205,0.02917604425924154,31.882946531372077,False
4182,青海,光伏,15y_price_premium,8.001651987433434,0.039925869614224826,46.15138216621063,False
4189,青海,光伏,15y_price_premium,8.001651987433434,0.039925869614224826,46.15138216621063,False
4190,青海,光伏,15y_price_premium,8.001651987433434,0.07985173920638985,92.30276430692173,False
4192,青海,光伏,15y_price_premium,9.798540472984314,0.03251187360679558,30.712690394787415,False
4197,青海,光伏,15y_price_premium,8.130765035748482,0.03255759826173864,37.035015442851005,False
4204,青海,光伏,15y_price_premium,8.749554455280304,0.08041034786030272,85.0511492030115,False
4205,青海,光伏,15y_price_premium,9.112017005681992,0.28948638592269005,294.05760198448826,False
4208,青海,光伏,15y_price_premium,7.96258382499218,0.15306457327681183,177.79013015711018,False
4225,青海,光伏,15y_price_premium,8.9851925522089,0.7156045290089451,737.0393071508719,False
4228,青海,光伏,15y_price_premium,8.001651987433434,0.07985173920638985,92.30276430692173,False
4233,青海,光伏,15y_price_premium,8.985192328691483,0.07156045098311765,73.70393057333989,False
4242,青海,光伏,15y_price_premium,10.774402096867561,0.03403756895030519,29.249788040818295,False
4250,青海,光伏,15y_price_premium,10.774402096867561,0.03403756895030519,29.249788040818295,False
4256,青海,光伏,15y_price_premium,9.20155182480812,0.030309254520007985,30.483424142240086,False
4263,青海,光伏,15y_price_premium,7.96258382499218,0.07653228670576902,88.89506515679983,False
4268,青海,光伏,15y_price_premium,8.724581748247147,0.047962115213234256,50.86676430368544,False
4274,青海,光伏,15y_price_premium,8.655499443411827,0.046413090589439,49.61680059387553,False
4283,青海,光伏,15y_price_premium,8.724581971764565,0.03996843010303908,42.388969971720435,False
4288,青海,光伏,15y_price_premium,7.660739421844482,0.07182551248915836,86.69863174542289,False
4291,青海,光伏,15y_price_premium,8.433027192950249,0.03576338212076146,39.23600570495086,False
4298,青海,光伏,15y_price_premium,10.622296705842018,0.03422967243624876,29.834486918293795,False
4301,青海,光伏,15y_price_premium,7.9898057878017426,0.07519482132119902,87.04120356084296,False
4309,青海,光伏,15y_price_premium,10.30291199684143,0.03332217202512518,29.928253569184005,False
4317,青海,光伏,15y_price_premium,7.82898411154747,0.08043653608961443,95.00624391889859,False
4320,青海,光伏,15y_price_premium,8.724581971764565,0.03996843010303908,42.388969971720435,False
4326,青海,光伏,15y_price_premium,8.968678191304207,0.0296609712962024,30.592681645046106,False
4420,青海,光伏,15y_price_premium,10.774402096867561,0.03403756895030519,29.249788040818295,False
4434,青海,光伏,15y_price_premium,9.096652418375015,0.14326847501096188,145.7642101918477,False
4440,青海,光伏,15y_price_premium,8.696376532316208,0.07199921596058864,76.60724294530172,False
4446,青海,光伏,15y_price_premium,9.096652418375015,0.14326847501096188,145.7642101918477,False
4452,青海,光伏,15y_price_premium,7.869191542267799,0.45860092963301785,538.9238506084965,False
4456,青海,光伏,15y_price_premium,10.77841468155384,0.03424096559245738,29.413933484320697,False
4463,青海,光伏,15y_price_premium,7.869191542267799,0.45860092963301785,538.9238506084965,False
4479,青海,光伏,15y_price_premium,10.129893869161606,0.03268642428643109,29.872644612709973,False
4490,青海,光伏,15y_price_premium,7.939752414822578,0.04802262551094485,55.930967894922965,False
4510,青海,光伏,15y_price_premium,8.239376842975616,0.04588827169368051,51.51414846933018,False
4516,青海,光伏,15y_price_premium,8.749554231762886,0.040205172910113635,42.52557460896224,False
4522,青海,光伏,15y_price_premium,8.749554231762886,0.040205172910113635,42.52557460896224,False
4535,青海,光伏,15y_price_premium,10.174600929021835,0.03292685312180036,29.946143761922976,False
4541,青海,光伏,15y_price_premium,10.30291199684143,0.03332217202512518,29.928253569184005,False
4543,青海,光伏,15y_price_premium,8.749554455280304,0.08041034786030272,85.0511492030115,False
4603,青海,光伏,15y_price_premium,10.123203992843628,0.03300031884445438,30.162777422323753,False
4609,青海,光伏,15y_price_premium,10.042900443077087,0.03278164688153547,30.215008234826435,False
4615,青海,光伏,15y_price_premium,8.968678191304207,0.0296609712962024,30.592681645046106,False
4622,青海,光伏,15y_price_premium,7.96258382499218,0.07653228670576902,88.89506515679983,False
4631,青海,光伏,15y_price_premium,7.660739421844482,0.07182551248915836,86.69863174542289,False
4641,青海,光伏,15y_price_premium,8.970268741250038,0.039140253564773304,40.38142039059842,False
4642,青海,光伏,15y_price_premium,9.412602335214615,0.03074202683321285,30.228632230720265,False
4647,青海,光伏,15y_price_premium,7.914625704288483,0.08069654020406444,94.28697917385043,False
4648,青海,光伏,15y_price_premium,8.749554455280304,0.08041034786030272,85.0511492030115,False
4654,青海,光伏,15y_price_premium,8.749554455280304,0.08041034786030272,85.0511492030115,False
4682,青海,光伏,15y_price_premium,8.420907631516457,0.14338142341756,157.5217965714973,False
4690,青海,光伏,15y_price_premium,9.412602335214615,0.03074202683321285,30.228632230720265,False
4693,青海,光伏,15y_price_premium,10.700542777776718,0.034472883620710965,29.8169283187603,False
4705,青海,光伏,15y_price_premium,7.972321808338165,0.37006627037248546,429.2341682033298,False
4710,青海,光伏,15y_price_premium,8.62942636013031,0.029166594793325257,31.26742019197688,False
4712,青海,光伏,15y_price_premium,8.895491436123848,0.029558502465193443,30.72610344442959,False
4716,青海,光伏,15y_price_premium,8.445399776101112,0.03140466702976677,34.40431399461618,False
4718,青海,光伏,15y_price_premium,8.63476350903511,0.029189251224472135,31.278339460960957,False
4722,青海,光伏,15y_price_premium,8.111290633678436,0.1329549452412928,151.62972994083856,False
4724,青海,光伏,15y_price_premium,8.63476350903511,0.029189251224472135,31.278339460960957,False
4726,青海,光伏,15y_price_premium,10.134395509958267,0.03261281012355298,29.776935029895725,False
4744,青海,光伏,15y_price_premium,7.783618345856667,0.09493740480121253,112.7836727462063,False
4746,青海,光伏,15y_price_premium,9.123589396476746,0.030071169186359444,30.478807920055246,False
4752,青海,光伏,15y_price_premium,9.123589396476746,0.030071169186359444,30.478807920055246,False
4756,青海,光伏,15y_price_premium,8.14672127366066,0.02929428638814855,33.259771097955976,False
4757,青海,光伏,15y_price_premium,7.463931441307068,0.026510319837758468,32.830808904952946,False
4767,青海,光伏,15y_price_premium,8.74258004128933,0.05410241071264961,57.26019082888275,False
4795,青海,光伏,15y_price_premium,10.361523628234863,0.03363717346018607,30.054967871873174,False
4804,青海,光伏,15y_price_premium,8.816033229231834,0.03370496442730167,35.38063412671152,False
4811,青海,光伏,15y_price_premium,7.6607391983270645,0.21547653262437175,260.09589697910855,False
4817,青海,光伏,15y_price_premium,9.56002525985241,0.03140486253522884,30.409047528298885,False
4824,青海,光伏,15y_price_premium,10.451071858406067,0.033445492641275276,29.629853864018372,False
4850,青海,光伏,15y_price_premium,10.337215438485146,0.03303946674692539,29.58812986011639,False
4854,青海,光伏,15y_price_premium,8.625519946217537,0.36335194341909444,389.76205681969304,False
4857,青海,光伏,15y_price_premium,10.337215438485146,0.03303946674692539,29.58812986011639,False
4863,青海,光伏,15y_price_premium,10.337215438485146,0.03303946674692539,29.58812986011639,False
4865,青海,光伏,15y_price_premium,8.103377223014832,0.41819635452460124,477.34104004106,False
4868,青海,光伏,15y_price_premium,9.075309187173843,0.03020719707862775,30.802412453652884,False
4874,青海,光伏,15y_price_premium,9.075309187173843,0.03020719707862775,30.802412453652884,False
4879,青海,光伏,15y_price_premium,10.443851798772812,0.033806005501324746,29.96611562085609,False
4882,青海,光伏,15y_price_premium,10.174600929021835,0.03292685312180036,29.946143761922976,False
4889,青海,光伏,15y_price_premium,10.174600929021835,0.03292685312180036,29.946143761922976,False
4891,青海,光伏,15y_price_premium,7.97080859541893,0.08164440449430596,94.72709649913062,False
4897,青海,光伏,15y_price_premium,7.829021215438843,0.04385586778070198,51.805947148590164,False
4899,青海,光伏,15y_price_premium,8.724581971764565,0.03996843010303908,42.388969971720435,False
4903,青海,光伏,15y_price_premium,10.30291199684143,0.03332217202512518,29.928253569184005,False
4905,青海,光伏,15y_price_premium,8.50390411913395,0.03024656810186503,32.90938100393676,False
4911,青海,光伏,15y_price_premium,10.443851798772812,0.033806005501324746,29.96611562085609,False
4916,青海,光伏,15y_price_premium,8.503903895616531,0.03780820950764193,41.13672666191771,False
4928,青海,光伏,15y_price_premium,10.443851798772812,0.033806005501324746,29.96611562085609,False
4931,青海,光伏,15y_price_premium,9.096652418375015,0.07163423753468211,72.8821051256337,False
4932,青海,光伏,15y_price_premium,7.829020768404007,0.2631351920857681,310.8356833953559,False
4933,青海,光伏,15y_price_premium,9.052515774965286,0.029936875038865794,30.603627491966584,False
4943,青海,光伏,15y_price_premium,8.894702196121216,0.16351264388399173,170.132762107253,False
4944,青海,光伏,15y_price_premium,7.752083837985992,0.6701554894085009,799.4371134054145,False
4952,青海,光伏,15y_price_premium,8.894702196121216,0.12263448294219924,127.59957161082757,False
4956,青海,光伏,15y_price_premium,8.894702196121216,0.04087816092128968,42.53319047509246,False
4957,青海,光伏,15y_price_premium,10.443851798772812,0.033806005501324746,29.96611562085609,False
4960,青海,光伏,15y_price_premium,7.972321137785912,0.027754967769501118,32.19256241347175,False
4966,青海,光伏,15y_price_premium,8.970268964767456,0.06523375722823298,67.30236696840579,False
4977,青海,光伏,15y_price_premium,8.812374696135521,0.0293643742786349,30.839338094239523,False
4992,青海,光伏,15y_price_premium,8.852802962064743,0.5736100502138141,599.6202609006336,False
4994,青海,光伏,15y_price_premium,8.77918392419815,0.5440641363911086,573.5342550631643,False
4998,青海,光伏,15y_price_premium,10.443851798772812,0.033806005501324746,29.96611562085609,False
6017,新疆,光伏,15y_price_premium,8.86411428451538,0.03514708206240403,36.695103105477386,False
6030,新疆,光伏,15y_price_premium,10.59332974255085,0.03354399859430987,29.33117175546754,False
6031,新疆,光伏,15y_price_premium,9.651923552155495,0.04420443666740572,42.40966493826082,False
6032,新疆,光伏,15y_price_premium,10.027534738183022,0.03279272501946851,30.28539164261902,False
6036,新疆,光伏,15y_price_premium,10.055515095591545,0.11427126819481714,105.25837080994066,False
6037,新疆,光伏,15y_price_premium,9.258875325322151,0.06515830604907846,65.14777734923996,False
6057,新疆,光伏,15y_price_premium,9.797846898436546,0.03258004290964263,30.78614152387897,False
6059,新疆,光伏,15y_price_premium,9.30629812180996,0.030866517617419483,30.697738667251894,False
6060,新疆,光伏,15y_price_premium,9.125959798693657,0.03041671280742918,30.85079527034201,False
6061,新疆,光伏,15y_price_premium,10.475409775972366,0.03362223383363395,29.709957644478756,False
6063,新疆,光伏,15y_price_premium,8.514474257826805,0.02903527099879866,31.55189165074462,False
6066,新疆,光伏,15y_price_premium,9.364486411213875,0.0587882197723437,58.12015184054919,False
6067,新疆,光伏,15y_price_premium,8.714237585663795,0.029393914645925653,31.20641774482906,False
6068,新疆,光伏,15y_price_premium,9.707772731781006,0.03170645019439355,30.222254795740053,False
6069,新疆,光伏,15y_price_premium,8.300455436110497,0.02857610011162032,31.843458294801753,False
6070,新疆,光伏,15y_price_premium,8.221020251512527,0.04607217316929193,51.8338852934741,False
6076,新疆,光伏,15y_price_premium,8.803800120949745,0.040548599878870197,42.61731550939613,False
6082,新疆,光伏,15y_price_premium,8.604888170957565,0.15734398500574,169.18695659494296,False
6083,新疆,光伏,15y_price_premium,9.121833890676498,0.046706670227374965,47.39717659356285,False
6086,新疆,光伏,15y_price_premium,9.900043979287148,0.10599834341761656,99.1628129019405,False
6089,新疆,光伏,15y_price_premium,10.20042859017849,0.03306674289672853,30.02660138102392,False
6098,新疆,光伏,15y_price_premium,9.045919999480247,0.03696232861499187,37.82234510771485,False
6101,新疆,光伏,15y_price_premium,9.64123584330082,0.032238883648368986,30.95894610702664,False
6102,新疆,光伏,15y_price_premium,9.696258008480072,0.2072239244331315,197.9012718801668,False
6104,新疆,光伏,15y_price_premium,10.109136253595352,0.03287535390226999,30.09868224941955,False
6111,新疆,光伏,15y_price_premium,8.688040673732758,0.029106713734680517,30.99797279577492,False
6112,新疆,光伏,15y_price_premium,9.575943276286125,0.12640759153779596,122.23098832517829,False
6114,新疆,光伏,15y_price_premium,8.87799896299839,0.036497597622100746,38.04510259245382,False
6120,新疆,光伏,15y_price_premium,8.733529150485992,0.02982465055820979,31.600478058664308,False
6123,新疆,光伏,15y_price_premium,10.509229078888893,0.03485621449907299,30.69862454748486,False
6124,新疆,光伏,15y_price_premium,8.87799896299839,0.036497597622100746,38.04510259245382,False
6129,新疆,光伏,15y_price_premium,9.483856335282326,0.1871954739730929,182.75630494050256,False
6131,新疆,光伏,15y_price_premium,9.121097177267075,0.3791957534251095,384.84919251579333,False
6133,新疆,光伏,15y_price_premium,9.744784757494926,0.09092935159202586,86.40707877227715,False
6140,新疆,光伏,15y_price_premium,8.649550080299377,0.030052089298462308,32.1506099104819,False
6143,新疆,光伏,15y_price_premium,9.12109650671482,0.0631992876165389,64.14153211156068,False
6149,新疆,光伏,15y_price_premium,8.763783127069473,0.13063014537630818,137.9186413412861,False
6159,新疆,光伏,15y_price_premium,9.12109650671482,0.2527971504782084,256.56612845847525,False
6160,新疆,光伏,15y_price_premium,9.431561306118965,0.2295558143376717,225.34034956214083,False
6165,新疆,光伏,15y_price_premium,8.841344118118286,0.1382593085887708,144.7052038639583,False
6178,新疆,光伏,15y_price_premium,9.36345174908638,0.05466067848026963,54.047787605704976,False
6183,新疆,光伏,15y_price_premium,8.53863313794136,0.028832210290466224,31.24225182524382,False
6189,新疆,光伏,15y_price_premium,9.650415480136871,0.04429764998966977,42.50256690393814,False
6190,新疆,光伏,15y_price_premium,8.943317010998726,0.039843704334630275,41.23149740936059,False
6191,新疆,光伏,15y_price_premium,9.418404176831245,0.031556634844561636,31.01546675268056,False
6197,新疆,光伏,15y_price_premium,9.363451302051544,0.2915236042585817,288.25486684995855,False
6199,新疆,光伏,15y_price_premium,9.650415480136871,0.7087623996759418,680.0410703106695,False
6214,新疆,光伏,15y_price_premium,8.841344118118286,0.06912965429116487,72.35260192860848,False
6215,新疆,光伏,15y_price_premium,9.157553985714912,0.04104946876734948,41.495619333360025,False
6219,新疆,光伏,15y_price_premium,9.097257480025291,0.03017522926954897,30.703081369225377,False
6224,新疆,光伏,15y_price_premium,9.255963116884232,0.09308008178146236,93.0963028926392,False
6230,新疆,光伏,15y_price_premium,8.934648782014847,0.02976886725818282,30.832029279021334,False
6247,新疆,光伏,15y_price_premium,9.589149802923203,0.20445225267551367,197.42261687205345,False
6253,新疆,光伏,15y_price_premium,8.841344118118286,0.06912965429116487,72.35260192860848,False
6259,新疆,光伏,15y_price_premium,9.493533745408058,0.18938616438699735,184.7124676508089,False
6268,新疆,光伏,15y_price_premium,8.655327335000038,0.23878522757099716,255.28895266322473,False
6270,新疆,光伏,15y_price_premium,8.87799896299839,0.036497597622100746,38.04510259245382,False
6276,新疆,光伏,15y_price_premium,8.610720857977867,0.1583964449944403,170.20506989129112,False
6288,新疆,光伏,15y_price_premium,8.346614241600037,0.35401184322350776,392.3532713729536,False
6290,新疆,光伏,15y_price_premium,9.972678199410439,0.03213402560702399,29.822525984820857,False
6294,新疆,光伏,15y_price_premium,8.278192654252052,0.03198583290044605,35.74194240537535,False
6295,新疆,光伏,15y_price_premium,10.728883668780327,0.034526300049735975,29.812166256651626,False
6321,新疆,光伏,15y_price_premium,9.640909060835838,0.031389580239130285,30.132846529149322,False
6322,新疆,光伏,15y_price_premium,9.141084998846054,0.05234593948959143,53.007382353078356,False
6323,新疆,光伏,15y_price_premium,10.721734017133713,0.03498678984951374,30.21736196036964,False
6328,新疆,光伏,15y_price_premium,10.721734017133713,0.03498678984951374,30.21736196036964,False
6358,新疆,光伏,15y_price_premium,9.171130433678627,0.03616775431514204,36.50788956980493,False
6360,新疆,光伏,15y_price_premium,10.166651085019112,0.03296516025067067,30.023573342174867,False
6361,新疆,光伏,15y_price_premium,9.091739729046822,0.04589516893202207,46.725852408788725,False
6362,新疆,光伏,15y_price_premium,9.431342035531998,0.21684874480878863,212.8693110163605,False
6365,新疆,光伏,15y_price_premium,10.212188735604286,0.03325777214304666,30.154043566714513,False
6380,新疆,光伏,15y_price_premium,10.652537271380424,0.03433493282557918,29.84254694053854,False
6387,新疆,光伏,15y_price_premium,9.535547867417336,0.031468371105416955,30.55070849892021,False
6388,新疆,光伏,15y_price_premium,8.677068874239922,0.05628270507680978,60.013652017176085,False
6389,新疆,光伏,15y_price_premium,7.982613891363144,0.04954305133040595,57.39438590497792,False
6394,新疆,光伏,15y_price_premium,8.617418333888054,0.070397498050801,75.58691504574384,False
6405,新疆,光伏,15y_price_premium,9.36448685824871,0.35272933527068473,348.7209108438819,False
6415,新疆,光伏,15y_price_premium,10.794232562184334,0.03480060534297872,29.862322189158167,False
6428,新疆,光伏,15y_price_premium,9.827069342136383,0.0323811319649119,30.50816803645263,False
6435,新疆,光伏,15y_price_premium,8.740900531411171,0.06795525868272953,71.94074896299782,False
6447,新疆,光伏,15y_price_premium,9.424207136034966,0.08562941707768162,84.11628386819388,False
6451,新疆,光伏,15y_price_premium,8.332721516489983,0.03093968908301562,34.351076869192894,False
6465,新疆,光伏,15y_price_premium,9.76463109254837,0.03290941994060062,31.204161070548963,False
6467,新疆,光伏,15y_price_premium,10.633358806371689,0.033684824603543814,29.33373917999799,False
6468,新疆,光伏,15y_price_premium,9.345579743385315,0.031355236794492446,31.057995031360626,False
6475,新疆,光伏,15y_price_premium,9.248934835195541,0.05538733021943286,55.43613064501905,False
6476,新疆,光伏,15y_price_premium,9.345579743385315,0.031355236794492446,31.057995031360626,False
6485,新疆,光伏,15y_price_premium,10.272231549024582,0.034201943259594865,30.82228259395934,False
6528,新疆,光伏,15y_price_premium,8.134762197732925,0.04772999725527124,54.26671438725729,False
6536,新疆,光伏,15y_price_premium,8.221020251512527,0.04607217316929193,51.8338852934741,False
6538,新疆,光伏,15y_price_premium,9.795319586992264,0.032254827642818604,30.49059131858627,False
6548,新疆,光伏,15y_price_premium,9.795319586992264,0.032254827642818604,30.49059131858627,False
6559,新疆,光伏,15y_price_premium,9.000342786312103,0.049985252977799245,51.40128068527715,False
6564,新疆,光伏,15y_price_premium,9.846097826957703,0.03297119008503436,31.01000478244382,False
6565,新疆,光伏,15y_price_premium,9.744784533977509,0.0788054360444016,74.88613475119422,False
6566,新疆,光伏,15y_price_premium,9.56035852432251,0.031716366034957345,30.71548420467689,False
6574,新疆,光伏,15y_price_premium,9.323992654681206,0.03143649755300484,31.208586778174467,False
6576,新疆,光伏,15y_price_premium,9.742608815431595,0.07422773097341183,70.55335176827985,False
6579,新疆,光伏,15y_price_premium,9.046643078327179,0.3184301822950698,325.80278352142193,False
6582,新疆,光伏,15y_price_premium,9.03580941259861,0.29590546990891586,303.0937820188902,False
6590,新疆,光伏,15y_price_premium,9.05063733458519,0.030285058671624548,30.968951978341508,False
6598,新疆,光伏,15y_price_premium,9.263072311878204,0.24164716028701058,241.48837011410723,False
6602,新疆,光伏,15y_price_premium,9.657702594995499,0.03260563349358233,31.250102991434204,False
6607,新疆,光伏,15y_price_premium,9.380199238657951,0.04070534218938458,40.17108336858203,False
6609,新疆,光伏,15y_price_premium,9.2559964209795,0.30742763215901736,307.4768306792287,False
6625,新疆,光伏,15y_price_premium,9.447243735194206,0.048477310718083234,47.50506674528046,False
6628,新疆,光伏,15y_price_premium,9.365265369415283,0.04214547594851942,41.66351343915377,False
6634,新疆,光伏,15y_price_premium,10.483997762203217,0.033905674754048744,29.957879661009983,False
6638,新疆,光伏,15y_price_premium,9.332830756902695,0.048682227281870015,48.29636196041467,False
6644,新疆,光伏,15y_price_premium,9.297704324126244,0.030771791973589986,30.638657412176144,False
6659,新疆,光伏,15y_price_premium,10.784892663359642,0.03398024890754927,29.174922334920453,False
6669,新疆,光伏,15y_price_premium,9.138364121317863,0.03178252479549442,32.1937110953689,False
6672,新疆,光伏,15y_price_premium,8.627170398831367,0.03308428747068726,35.4837246825097,False
6675,新疆,光伏,15y_price_premium,9.112188220024109,0.030499372726901054,30.97612031191444,False
6707,新疆,光伏,15y_price_premium,9.899767711758614,0.03208911670768119,29.99731122631617,False
6720,新疆,光伏,15y_price_premium,9.696080759167671,0.032392471149739574,30.920619196730584,False
6739,新疆,光伏,15y_price_premium,8.622464686632156,0.28304448860850834,303.7282878784447,False
6740,新疆,光伏,15y_price_premium,9.063480645418167,0.030645006644252713,31.289298671577644,False
6745,新疆,光伏,15y_price_premium,9.873423501849174,0.03227456545995838,30.272741623040446,False
6747,新疆,光伏,15y_price_premium,9.471469894051552,0.23176246944085918,226.55028166959136,False
6753,新疆,光伏,15y_price_premium,7.909069731831551,0.027787857978616836,32.48606413210636,False
6755,新疆,光伏,15y_price_premium,9.669952690601349,0.03230724917058418,30.936744588534296,False
6760,新疆,光伏,15y_price_premium,8.386301323771477,0.036150097953160966,39.872366654482065,False
6764,新疆,光伏,15y_price_premium,9.702187702059746,0.03206235400618212,30.574872485298137,False
6766,新疆,光伏,15y_price_premium,7.963126301765442,0.20756804031795956,241.07382561344608,False
6777,新疆,光伏,15y_price_premium,10.245834812521935,0.033543442521941906,30.31996202723341,False
6790,新疆,光伏,15y_price_premium,9.49736550450325,0.11265667067243011,109.8275078180518,False
6793,新疆,光伏,15y_price_premium,10.579608455300331,0.03465540098971379,30.341322946931868,False
6799,新疆,光伏,15y_price_premium,9.579042121767998,0.1095139138962767,105.86123320315157,False
6802,新疆,光伏,15y_price_premium,9.961000084877014,0.032262048305814646,29.99015599673231,False
6804,新疆,光伏,15y_price_premium,9.10093255341053,0.05746271005364054,58.44056162637421,False
6806,新疆,光伏,15y_price_premium,8.922042176127434,0.03098792621492609,32.14543720365835,False
6812,新疆,光伏,15y_price_premium,9.569508656859398,0.523980008721246,506.9864066247761,False
6815,新疆,光伏,15y_price_premium,9.739995002746582,0.03215741852589402,30.551357129300982,False
6819,新疆,光伏,15y_price_premium,9.486524686217308,0.09484400252670251,92.57276083037384,False
6824,新疆,光伏,15y_price_premium,9.021741673350334,0.3479815953806305,356.99455977984513,False
6827,新疆,光伏,15y_price_premium,9.579042121767998,0.2190278276568021,211.72246627507965,False
6831,新疆,光伏,15y_price_premium,9.39573772251606,0.031470709665546465,31.00761228626154,False
6839,新疆,光伏,15y_price_premium,8.849586769938469,0.052589216396538255,55.000267710863916,False
6845,新疆,光伏,15y_price_premium,10.770760998129845,0.03459860094222773,29.74987515144828,False
6852,新疆,光伏,15y_price_premium,10.770760998129845,0.03459860094222773,29.74987515144828,False
6854,新疆,光伏,15y_price_premium,9.316074773669243,0.07909976305448291,78.60307032237792,False
6867,新疆,光伏,15y_price_premium,9.316074550151825,0.052733174211894544,52.40204698835903,False
6883,新疆,光伏,15y_price_premium,9.207011684775352,0.030403155489127386,30.544496104227637,False
6885,新疆,光伏,15y_price_premium,9.316074550151825,0.052733174211894544,52.40204698835903,False
6895,新疆,光伏,15y_price_premium,8.922652378678322,0.04501920289512722,46.695654355047594,False
6898,新疆,光伏,15y_price_premium,8.781108185648918,0.13466783672598853,141.90410429911745,False
6907,新疆,光伏,15y_price_premium,9.560248777270317,0.04502611941473465,43.610825270325755,False
6913,新疆,光伏,15y_price_premium,8.777364045381546,0.06396138598941614,67.43206023381715,False
6916,新疆,光伏,15y_price_premium,8.906452283263206,0.41092363670776805,426.9965848790443,False
6918,新疆,光伏,15y_price_premium,9.79589156806469,0.0720505888595201,68.11583023153705,False
6928,新疆,光伏,15y_price_premium,7.9548123478889465,0.056728336547553146,65.94315368689674,False
6938,新疆,光伏,15y_price_premium,9.45968896150589,0.031159885146803255,30.495105846034775,False
6959,新疆,光伏,15y_price_premium,8.492005169391632,0.035298880556953786,38.45825765948378,False
6963,新疆,光伏,15y_price_premium,8.841344118118286,0.06912965429116487,72.35260192860848,False
