method,low_record_count,low_capacity_gw,low_capex_100m_cny,low_h2_mt_per_year,conventional_6p5_record_count,conventional_6p5_capacity_gw,conventional_6p5_capex_100m_cny,conventional_6p5_h2_mt_per_year,strict_record_count,strict_capacity_gw,strict_capex_100m_cny,strict_h2_mt_per_year,r1_capacity_at_90pct_gw,r1_h2_at_90pct_mt_per_year,median_positive_hours,median_top10_energy_share,strict_retain_low_P22,strict_reach_6p5_P22,strict_retain_low_P18,strict_reach_6p5_P18,r4_locked_durable_6p5_P18,r4_locked_at_risk_capex_100m_cny_P18,strict_retain_low_P15,strict_reach_6p5_P15,strict_retain_low_P12,strict_reach_6p5_P12,r4_forward_P18_record_count,r4_forward_P18_capacity_gw,r4_forward_P18_capex_100m_cny,r4_forward_P18_h2_mt_per_year,r4_forward_strict_marginal_count_P18,jaccard_vs_daily_low_return_entry,jaccard_vs_daily_strict_marginal
daily_peak,1791,8.422973421453497,606.4540863446518,0.3180457978194099,1098,4.591393079003398,330.5803016882446,0.19516059307265865,693,1.5328943279608915,110.36839161318419,0.04766559738895485,64.27422011811267,1.0788800001502674,1298.5,0.9120973281961076,45,0,0,0,274,438.94595483323087,0,0,0,0,755,2.5592841662160617,184.26845996755645,0.1200027167042796,0,1.0,1.0
annual_peak,475,3.5816511700597693,257.8788842443034,0.1177348535598254,144,0.5950005295104448,42.84003812475203,0.02278930549365953,331,2.0000426824689925,144.00307313776744,0.06281941613778556,118.14014459295778,1.1068426512241343,460.0,1.0,9,0,0,0,2,256.3312678341471,0,0,0,0,23,0.0743007928615692,5.34965708603298,0.003200986704641537,0,0.26521496370742603,0.002938295788442703
proportional,5491,14.098020463428366,1015.0574733668424,0.8084117100129118,5110,12.247464132867655,881.8174175664712,0.7489266829765661,381,0.3879190161997606,27.93016916638276,0.012952687486048001,22.927153839938455,1.0150420462100826,5182.0,0.43482204588337264,226,0,34,0,4723,56.216805265397454,0,0,0,0,4723,10.66216701249027,767.6760248992995,0.7172678710496608,0,0.32351872046528535,0.0
