ObjectId,merge_province_cn,power_type_cn,critical_2060_price_for_6p5,right_censored_at_60
10956,西藏,光伏,28.21214407682419,False
11041,西藏,光伏,31.237928420305252,False
11990,西藏,光伏,30.73289193212986,False
1798,青海,光伏,35.62568485736847,False
1800,青海,光伏,35.62568508088589,False
4006,青海,光伏,38.05286720395088,False
4040,青海,光伏,41.98383450508118,False
4117,青海,光伏,41.98383450508118,False
4126,青海,光伏,38.802159279584885,False
4127,青海,光伏,41.98383450508118,False
4128,青海,光伏,41.98383450508118,False
4129,青海,光伏,41.98383450508118,False
4130,青海,光伏,41.31354421377182,False
4132,青海,光伏,41.31354421377182,False
4133,青海,光伏,41.31354421377182,False
4134,青海,光伏,41.98383450508118,False
4135,青海,光伏,41.98383450508118,False
4136,青海,光伏,38.802159279584885,False
4137,青海,光伏,37.54732981324196,False
4138,青海,光伏,37.550308629870415,False
4139,青海,光伏,41.17707297205925,False
4140,青海,光伏,38.43778856098652,False
4141,青海,光伏,41.82903192937374,False
4143,青海,光伏,38.43778856098652,False
4144,青海,光伏,42.509232982993126,False
4145,青海,光伏,42.509232982993126,False
4146,青海,光伏,38.85448470711708,False
4147,青海,光伏,41.98383450508118,False
4148,青海,光伏,41.98383450508118,False
4149,青海,光伏,37.54732891917229,False
4151,青海,光伏,41.84207484126091,False
4153,青海,光伏,35.625685304403305,False
4154,青海,光伏,41.26480847597122,False
4155,青海,光伏,35.62568508088589,False
4156,青海,光伏,35.62568485736847,False
4157,青海,光伏,35.62568508088589,False
4159,青海,光伏,35.625685304403305,False
4160,青海,光伏,36.4029436558485,False
4161,青海,光伏,37.17004515230656,False
4163,青海,光伏,37.215316593647,False
4165,青海,光伏,36.20779909193516,False
4167,青海,光伏,37.17004515230656,False
4176,青海,光伏,41.674663200974464,False
4179,青海,光伏,41.26480847597122,False
4180,青海,光伏,37.46463596820831,False
4182,青海,光伏,36.4029436558485,False
4189,青海,光伏,36.4029436558485,False
4190,青海,光伏,36.4029436558485,False
4192,青海,光伏,40.507496148347855,False
4197,青海,光伏,36.700641587376595,False
4204,青海,光伏,38.10550153255463,False
4205,青海,光伏,38.93323838710785,False
4208,青海,光伏,36.31452955305576,False
4225,青海,光伏,38.64700756967068,False
4228,青海,光伏,36.4029436558485,False
4233,青海,光伏,38.64700712263584,False
4242,青海,光伏,42.73754484951496,False
4250,青海,光伏,42.73754484951496,False
4256,青海,光伏,39.14336085319519,False
4263,青海,光伏,36.314529329538345,False
4268,青海,光伏,38.052866756916046,False
4274,青海,光伏,37.89425276219845,False
4283,青海,光伏,38.05286720395088,False
4288,青海,光伏,35.625685304403305,False
4291,青海,光伏,37.38656781613827,False
4298,青海,光伏,42.39040397107601,False
4301,青海,光伏,36.377873718738556,False
4309,青海,光伏,41.674663200974464,False
4317,青海,光伏,36.01231835782528,False
4320,青海,光伏,38.05286720395088,False
4326,青海,光伏,38.62114705145359,False
4420,青海,光伏,42.73754484951496,False
4434,青海,光伏,38.90042267739773,False
4440,青海,光伏,37.988107055425644,False
4446,青海,光伏,38.90042267739773,False
4452,青海,光伏,36.103661209344864,False
4456,青海,光伏,42.74638719856739,False
4463,青海,光伏,36.103661209344864,False
4479,青海,光伏,41.26245640218258,False
4490,青海,光伏,36.26633562147617,False
4510,青海,光伏,36.94850765168667,False
4516,青海,光伏,38.10550130903721,False
4522,青海,光伏,38.10550130903721,False
4535,青海,光伏,41.380084455013275,False
4541,青海,光伏,41.674663200974464,False
4543,青海,光伏,38.10550153255463,False
4603,青海,光伏,41.26480847597122,False
4609,青海,光伏,41.06725685298443,False
4615,青海,光伏,38.62114705145359,False
4622,青海,光伏,36.314529329538345,False
4631,青海,光伏,35.625685304403305,False
4641,青海,光伏,38.611543625593185,False
4642,青海,光伏,39.624666050076485,False
4647,青海,光伏,36.20779909193516,False
4648,青海,光伏,38.10550153255463,False
4654,青海,光伏,38.10550153255463,False
4682,青海,光伏,37.36014984548092,False
4690,青海,光伏,39.624666050076485,False
4693,青海,光伏,42.58107349276543,False
4705,青海,光伏,36.3419808447361,False
4710,青海,光伏,37.840183675289154,False
4712,青海,光伏,38.463790118694305,False
4716,青海,光伏,37.41441249847412,False
4718,青海,光伏,37.84722290933132,False
4722,青海,光伏,36.65127485990524,False
4724,青海,光伏,37.84722290933132,False
4726,青海,光伏,41.28914304077625,False
4744,青海,光伏,35.90884856879711,False
4746,青海,光伏,38.9867589622736,False
4752,青海,光伏,38.9867589622736,False
4756,青海,光伏,36.73565939068794,False
4757,青海,光伏,35.1826648414135,False
4767,青海,光伏,38.09448480606079,False
4795,青海,光伏,41.793194487690926,False
4804,青海,光伏,38.25869455933571,False
4811,青海,光伏,35.62568485736847,False
4817,青海,光伏,39.958205223083496,False
4824,青海,光伏,41.996179819107056,False
4850,青海,光伏,41.739859879016876,False
4854,青海,光伏,37.826867401599884,False
4857,青海,光伏,41.739859879016876,False
4863,青海,光伏,41.739859879016876,False
4865,青海,光伏,36.63636155426502,False
4868,青海,光伏,38.85448470711708,False
4874,青海,光伏,38.85448470711708,False
4879,青海,光伏,41.98383450508118,False
4882,青海,光伏,41.380084455013275,False
4889,青海,光伏,41.380084455013275,False
4891,青海,光伏,36.33556388318539,False
4897,青海,光伏,36.00925371050835,False
4899,青海,光伏,38.05286720395088,False
4903,青海,光伏,41.674663200974464,False
4905,青海,光伏,37.54732981324196,False
