ObjectId,merge_province_cn,power_type_cn,capacity_mw,latitude,longitude,low_return_entry,conventional_6p5,strict_marginal,low_selected_capacity_mw,low_selected_h2_t_per_year,low_selected_npv_100m_cny,high_selected_capacity_mw,high_selected_h2_t_per_year
W8154,云南,风电,77.0,24.6809,99.2709,False,False,False,1.0064973491938214,3.6801976491909425,-0.1707883625943773,1.0064973491938214,3.6801976491909425
W8155,云南,风电,48.0,25.6093,99.2698,False,False,False,1.025089258604242,2.3817384975653506,-0.18372799147108435,1.025089258604242,2.3817384975653506
W8156,云南,风电,50.0,24.7097,103.6258,False,False,False,1.013970920728898,20.58931914371187,-0.05547472983741175,1.013970920728898,20.58931914371187
W8157,云南,风电,50.0,24.7632,103.6297,False,False,False,1.0048554910886471,27.647587915857073,-0.010225847441000864,1.0048554910886471,27.647587915857073
W8158,云南,风电,48.0,23.4472,102.442,False,False,False,1.0213589681311492,5.84541429119564,-0.1582174078999219,1.0213589681311492,5.84541429119564
W816,福建,风电,48.0,25.3039,119.2076,False,False,False,0.0,0.0,0.0,0.0,0.0
W8160,云南,风电,50.0,23.9894,102.3578,False,False,False,1.007542371108013,5.981962303153073,-0.15453297962231918,1.007542371108013,5.981962303153073
W8161,云南,风电,42.0,24.8632,103.8246,False,False,False,1.0120144334962486,27.01706484972074,-0.01541446252386791,1.0120144334962486,27.01706484972074
W8162,云南,风电,300.0,24.8501,103.975,True,False,True,1.3813515198888886,42.285164940094816,0.012374344179767445,1.0664578612651472,32.88678111615788
W8164,云南,风电,40.0,24.9361,103.9182,False,False,False,1.0190913068513154,26.899118726119163,-0.01741594044129047,1.0190913068513154,26.899118726119163
W8166,云南,风电,48.0,25.1982,100.4051,False,False,False,1.0289229345545172,7.009043142512673,-0.15138480866148854,1.0289229345545172,7.009043142512673
W8167,云南,风电,48.0,25.2606,100.3879,False,False,False,1.024672229495633,8.275992561873458,-0.141502205546664,1.024672229495633,8.275992561873458
W817,广西,风电,26.0,22.868,110.2316,False,False,False,1.0005531263049343,18.345895292061517,-0.06680575658502544,1.0005531263049343,18.345895292061517
W8170,云南,风电,100.0,22.9867,103.9882,False,False,False,1.012944867156496,6.574679008471687,-0.15135739182417848,1.012944867156496,6.574679008471687
W8173,云南,风电,48.0,25.5728,102.0414,False,False,False,1.018056646828251,23.127267766362003,-0.04050582089595326,1.018056646828251,23.127267766362003
