prior_case,ObjectId,merge_province_cn,power_type_cn,capacity_mw,latitude,longitude,retain_low_assumption_weighted_probability,reach_6p5_assumption_weighted_probability
reference_delivered,4182,青海,光伏,50.0,36.2017,100.604,0.0,0.0
reference_delivered,4189,青海,光伏,50.0,36.2017,100.604,0.0,0.0
reference_delivered,4190,青海,光伏,100.0,36.2017,100.604,0.0,0.0
reference_delivered,4192,青海,光伏,30.0,36.9801,98.4345,0.0,0.0
reference_delivered,4197,青海,光伏,50.0,35.2665,100.5606,0.0,0.0
reference_delivered,4204,青海,光伏,100.0,36.9072,93.1588,0.0,0.0
reference_delivered,4205,青海,光伏,500.0,35.5974,99.963,0.0,0.0
reference_delivered,4208,青海,光伏,200.0,36.283,100.6193,0.0,0.0
reference_delivered,4225,青海,光伏,1000.0,36.804,93.341,0.0,0.0
reference_delivered,4228,青海,光伏,100.0,36.2001,100.6092,0.0,0.0
reference_delivered,4233,青海,光伏,100.0,36.804,93.341,0.0,0.0
reference_delivered,4242,青海,光伏,20.0,36.3829,94.9061,0.0,0.0
reference_delivered,4250,青海,光伏,20.0,36.3829,94.9061,0.0,0.0
reference_delivered,4256,青海,光伏,30.0,36.3927,95.0926,0.0,0.0
reference_delivered,4263,青海,光伏,100.0,36.2672,100.6283,0.0,0.0
reference_delivered,4268,青海,光伏,60.0,36.3798,95.0911,0.0,0.0
reference_delivered,4274,青海,光伏,65.0,36.3829,94.9061,0.0,0.0
reference_delivered,4283,青海,光伏,50.0,36.3927,95.0926,0.0,0.0
reference_delivered,4288,青海,光伏,100.0,36.1901,100.5563,0.0,0.0
reference_delivered,4291,青海,光伏,45.0,36.4037,95.0939,0.0,0.0
reference_delivered,4298,青海,光伏,20.0,36.3798,95.0911,0.0,0.0
reference_delivered,4301,青海,光伏,100.0,36.0361,100.3908,0.0,0.0
reference_delivered,4309,青海,光伏,20.0,36.283,100.6193,0.0,0.0
reference_delivered,4317,青海,光伏,100.0,36.2777,100.591,0.0,0.0
reference_delivered,4320,青海,光伏,50.0,36.3798,95.0911,0.0,0.0
reference_delivered,4326,青海,光伏,25.0,36.2096,100.5985,0.0,0.0
reference_delivered,4420,青海,光伏,20.0,36.3829,94.9061,0.0,0.0
reference_delivered,4434,青海,光伏,200.0,36.7398,93.5424,0.0,0.0
reference_delivered,4440,青海,光伏,100.0,36.881,93.129,0.0,0.0
reference_delivered,4446,青海,光伏,200.0,36.7398,93.5424,0.0,0.0
reference_delivered,4452,青海,光伏,500.0,38.0627,94.9594,0.0,0.0
reference_delivered,4456,青海,光伏,20.0,36.855,93.129,0.0,0.0
reference_delivered,4463,青海,光伏,500.0,38.0627,94.9594,0.0,0.0
reference_delivered,4479,青海,光伏,30.0,37.3542,97.2645,0.0,0.0
reference_delivered,4490,青海,光伏,50.0,38.7352,93.3306,0.0,0.0
reference_delivered,4510,青海,光伏,50.0,36.7445,98.2117,0.0,0.0
reference_delivered,4516,青海,光伏,50.0,36.9107,93.163,0.0,0.0
reference_delivered,4522,青海,光伏,50.0,36.9107,93.163,0.0,0.0
reference_delivered,4535,青海,光伏,20.0,36.2096,100.5985,0.0,0.0
reference_delivered,4541,青海,光伏,20.0,36.2774,100.6237,0.0,0.0
reference_delivered,4543,青海,光伏,100.0,36.9107,93.163,0.0,0.0
reference_delivered,4603,青海,光伏,20.0,36.2076,100.6101,0.0,0.0
reference_delivered,4609,青海,光伏,25.0,36.7228,99.7833,0.0,0.0
reference_delivered,4615,青海,光伏,25.0,36.2096,100.5985,0.0,0.0
reference_delivered,4622,青海,光伏,100.0,36.2761,100.6245,0.0,0.0
reference_delivered,4631,青海,光伏,100.0,36.1875,100.5735,0.0,0.0
reference_delivered,4641,青海,光伏,60.0,37.3645,97.3023,0.0,0.0
reference_delivered,4642,青海,光伏,30.0,36.7228,99.7833,0.0,0.0
reference_delivered,4647,青海,光伏,100.0,36.1907,100.5422,0.0,0.0
reference_delivered,4648,青海,光伏,100.0,36.9096,93.1633,0.0,0.0
reference_delivered,4654,青海,光伏,100.0,36.9096,93.1633,0.0,0.0
reference_delivered,4682,青海,光伏,250.0,35.916,102.346,0.0,0.0
reference_delivered,4690,青海,光伏,30.0,36.7228,99.7833,0.0,0.0
reference_delivered,4693,青海,光伏,20.0,35.9757,102.1452,0.0,0.0
reference_delivered,4705,青海,光伏,400.0,35.767,101.871,0.0,0.0
reference_delivered,4710,青海,光伏,34.1,36.5139,101.5825,0.0,0.0
reference_delivered,4712,青海,光伏,20.0,37.3191,95.5541,0.0,0.0
reference_delivered,4716,青海,光伏,50.0,37.588,100.439,0.0,0.0
reference_delivered,4718,青海,光伏,40.0,36.6108,102.0939,0.0,0.0
reference_delivered,4722,青海,光伏,250.0,37.588,100.439,0.0,0.0
reference_delivered,4724,青海,光伏,40.0,36.6108,102.0939,0.0,0.0
reference_delivered,4726,青海,光伏,20.0,35.8214,101.7777,0.0,0.0
reference_delivered,4744,青海,光伏,100.0,38.729,92.271,0.0,0.0
reference_delivered,4746,青海,光伏,20.0,37.2809,95.5154,0.0,0.0
reference_delivered,4752,青海,光伏,20.0,37.2809,95.5154,0.0,0.0
reference_delivered,4756,青海,光伏,40.0,35.9757,102.1453,0.0,0.0
reference_delivered,4757,青海,光伏,30.0,37.2987,95.4649,0.0,0.0
reference_delivered,4767,青海,光伏,100.0,37.3656,97.1583,0.0,0.0
reference_delivered,4795,青海,光伏,30.0,37.3544,97.1473,0.0,0.0
reference_delivered,4804,青海,光伏,60.0,36.4897,102.2886,0.0,0.0
reference_delivered,4811,青海,光伏,300.0,36.152,100.595,0.0,0.0
reference_delivered,4817,青海,光伏,40.0,37.3764,97.1916,0.0,0.0
reference_delivered,4824,青海,光伏,30.0,37.3695,97.2247,0.0,0.0
reference_delivered,4850,青海,光伏,20.0,36.3789,95.1575,0.0,0.0
reference_delivered,4854,青海,光伏,500.0,36.7228,99.7833,0.0,0.0
reference_delivered,4857,青海,光伏,20.0,36.3789,95.1575,0.0,0.0
reference_delivered,4863,青海,光伏,20.0,36.3789,95.1575,0.0,0.0
reference_delivered,4865,青海,光伏,500.0,36.1692,100.6411,0.0,0.0
reference_delivered,4868,青海,光伏,30.0,36.3789,95.1575,0.0,0.0
reference_delivered,4874,青海,光伏,30.0,36.3789,95.1575,0.0,0.0
reference_delivered,4879,青海,光伏,20.0,36.3855,95.1382,0.0,0.0
reference_delivered,4882,青海,光伏,20.0,36.2029,100.5982,0.0,0.0
reference_delivered,4889,青海,光伏,20.0,36.2031,100.5838,0.0,0.0
reference_delivered,4891,青海,光伏,100.0,36.2121,100.589,0.0,0.0
reference_delivered,4897,青海,光伏,50.0,36.4138,100.134,0.0,0.0
reference_delivered,4899,青海,光伏,50.0,36.3798,95.0911,0.0,0.0
reference_delivered,4903,青海,光伏,20.0,36.2848,100.6216,0.0,0.0
reference_delivered,4905,青海,光伏,40.0,36.3641,95.1128,0.0,0.0
reference_delivered,4911,青海,光伏,20.0,36.3641,95.1128,0.0,0.0
reference_delivered,4916,青海,光伏,50.0,36.3641,95.1128,0.0,0.0
reference_delivered,4928,青海,光伏,20.0,36.3851,95.1202,0.0,0.0
reference_delivered,4931,青海,光伏,100.0,36.7398,93.5424,0.0,0.0
reference_delivered,4932,青海,光伏,300.0,36.4138,100.134,0.0,0.0
reference_delivered,4933,青海,光伏,30.0,36.3851,95.1202,0.0,0.0
reference_delivered,4943,青海,光伏,200.0,36.3293,94.7993,0.0,0.0
reference_delivered,4944,青海,光伏,900.0,36.125,100.472,0.0,0.0
reference_delivered,4952,青海,光伏,150.0,36.3293,94.7993,0.0,0.0
reference_delivered,4956,青海,光伏,50.0,36.3293,94.7993,0.0,0.0
reference_delivered,4957,青海,光伏,20.0,36.3548,95.1428,0.0,0.0
reference_delivered,4960,青海,光伏,30.0,35.7667,101.8671,0.0,0.0
reference_delivered,4966,青海,光伏,100.0,37.3645,97.3023,0.0,0.0
reference_delivered,4977,青海,光伏,50.0,37.366,97.293,0.0,0.0
reference_delivered,4992,青海,光伏,1000.0,37.3694,97.3657,0.0,0.0
reference_delivered,4994,青海,光伏,1000.0,37.359,97.143,0.0,0.0
reference_delivered,4997,青海,光伏,20.0,37.3257,100.1402,0.0,0.0
reference_delivered,4998,青海,光伏,20.0,36.361,95.1242,0.0,0.0
reference_delivered,6017,新疆,光伏,50.0,42.2914,90.6423,0.0,0.0
reference_delivered,6030,新疆,光伏,50.0,43.131,89.891,0.0,0.0
reference_delivered,6031,新疆,光伏,90.0,42.2447,88.3092,0.0,0.0
reference_delivered,6032,新疆,光伏,50.0,42.2447,88.3092,0.0,0.0
reference_delivered,6036,新疆,光伏,450.0,41.2495,79.2901,0.0,0.0
reference_delivered,6037,新疆,光伏,120.0,44.3099,85.8901,0.0,0.0
reference_delivered,6057,新疆,光伏,50.0,44.9683,81.0449,0.0,0.0
reference_delivered,6059,新疆,光伏,50.0,45.946,85.5217,0.0,0.0
reference_delivered,6060,新疆,光伏,50.0,44.1708,87.5407,0.0,0.0
reference_delivered,6061,新疆,光伏,30.0,44.4035,87.6517,0.0,0.0
reference_delivered,6063,新疆,光伏,50.0,45.5799,84.8848,0.0,0.0
reference_delivered,6066,新疆,光伏,100.0,44.3478,86.687,0.0,0.0
reference_delivered,6067,新疆,光伏,30.0,45.1159,90.5893,0.0,0.0
reference_delivered,6068,新疆,光伏,20.0,45.2409,90.5142,0.0,0.0
reference_delivered,6069,新疆,光伏,30.0,45.2409,90.5142,0.0,0.0
reference_delivered,6070,新疆,光伏,50.0,45.2409,90.5143,0.0,0.0
reference_delivered,6076,新疆,光伏,50.0,43.5875,89.7863,0.0,0.0
reference_delivered,6082,新疆,光伏,200.0,43.429,88.331,0.0,0.0
reference_delivered,6083,新疆,光伏,100.0,39.6598,76.7374,0.0,0.0
reference_delivered,6086,新疆,光伏,450.0,41.211,79.708,0.0,0.0
reference_delivered,6089,新疆,光伏,100.0,41.211,79.708,0.0,0.0
reference_delivered,6098,新疆,光伏,90.0,43.4304,83.2609,0.0,0.0
reference_delivered,6101,新疆,光伏,50.0,37.789,77.591,0.0,0.0
reference_delivered,6102,新疆,光伏,500.0,37.1521,77.0544,0.0,0.0
reference_delivered,6104,新疆,光伏,30.0,43.5223,81.9038,0.0,0.0
reference_delivered,6111,新疆,光伏,30.0,44.251,93.357,0.0,0.0
reference_delivered,6112,新疆,光伏,400.0,41.1678,80.2582,0.0,0.0
reference_delivered,6114,新疆,光伏,50.0,42.159,94.228,0.0,0.0
reference_delivered,6120,新疆,光伏,50.0,45.7001,85.283,0.0,0.0
reference_delivered,6123,新疆,光伏,30.0,45.5794,84.8879,0.0,0.0
reference_delivered,6124,新疆,光伏,50.0,42.159,94.228,0.0,0.0
reference_delivered,6129,新疆,光伏,400.0,39.674,75.833,0.0,0.0
reference_delivered,6131,新疆,光伏,600.0,44.7063,94.0963,0.0,0.0
reference_delivered,6133,新疆,光伏,150.0,37.157,79.473,0.0,0.0
reference_delivered,6140,新疆,光伏,50.0,45.665,85.158,0.0,0.0
reference_delivered,6143,新疆,光伏,100.0,44.7063,94.0963,0.0,0.0
reference_delivered,6149,新疆,光伏,250.0,43.8653,90.3167,0.0,0.0
reference_delivered,6159,新疆,光伏,400.0,44.7063,94.0963,0.0,0.0
reference_delivered,6160,新疆,光伏,400.0,40.6424,80.3727,0.0,0.0
reference_delivered,6165,新疆,光伏,200.0,43.8318,90.2871,0.0,0.0
reference_delivered,6178,新疆,光伏,150.0,39.7667,78.2496,0.0,0.0
reference_delivered,6183,新疆,光伏,50.0,45.639,85.132,0.0,0.0
reference_delivered,6189,新疆,光伏,100.0,39.7981,78.5478,0.0,0.0
reference_delivered,6190,新疆,光伏,70.0,46.1128,85.6729,0.0,0.0
reference_delivered,6191,新疆,光伏,51.0,45.1807,85.0548,0.0,0.0
reference_delivered,6197,新疆,光伏,800.0,39.7667,78.2496,0.0,0.0
reference_delivered,6199,新疆,光伏,1600.0,39.7981,78.5478,0.0,0.0
reference_delivered,6214,新疆,光伏,100.0,43.8332,90.2839,0.0,0.0
reference_delivered,6215,新疆,光伏,100.0,39.999,78.939,0.0,0.0
reference_delivered,6219,新疆,光伏,54.4,44.615,86.078,0.0,0.0
reference_delivered,6224,新疆,光伏,250.0,39.9531,78.4409,0.0,0.0
reference_delivered,6230,新疆,光伏,50.0,42.3905,93.5794,0.0,0.0
reference_delivered,6247,新疆,光伏,400.0,37.159,79.549,0.0,0.0
reference_delivered,6253,新疆,光伏,100.0,43.8332,90.2839,0.0,0.0
reference_delivered,6259,新疆,光伏,400.0,39.4703,75.9875,0.0,0.0
reference_delivered,6268,新疆,光伏,400.0,42.4805,85.4633,0.0,0.0
reference_delivered,6270,新疆,光伏,50.0,42.162,94.226,0.0,0.0
reference_delivered,6276,新疆,光伏,200.0,43.4115,88.2841,0.0,0.0
reference_delivered,6288,新疆,光伏,600.0,43.937,85.531,0.0,0.0
reference_delivered,6290,新疆,光伏,30.0,46.3061,84.6623,0.0,0.0
reference_delivered,6294,新疆,光伏,60.0,43.8005,82.499,0.0,0.0
reference_delivered,6295,新疆,光伏,50.0,42.8983,93.4954,0.0,0.0
reference_delivered,6321,新疆,光伏,30.0,42.1777,92.9771,0.0,0.0
reference_delivered,6322,新疆,光伏,100.0,44.4296,84.8998,0.0,0.0
reference_delivered,6323,新疆,光伏,30.0,40.4933,80.1687,0.0,0.0
reference_delivered,6328,新疆,光伏,30.0,40.4942,80.176,0.0,0.0
reference_delivered,6358,新疆,光伏,100.0,39.083,75.492,0.0,0.0
reference_delivered,6360,新疆,光伏,50.0,39.083,75.492,0.0,0.0
reference_delivered,6361,新疆,光伏,100.0,39.055,75.898,0.0,0.0
reference_delivered,6362,新疆,光伏,400.0,39.1676,75.9739,0.0,0.0
reference_delivered,6365,新疆,光伏,40.0,39.1487,75.9458,0.0,0.0
reference_delivered,6380,新疆,光伏,30.0,46.3326,89.5441,0.0,0.0
reference_delivered,6387,新疆,光伏,50.0,42.365,94.151,0.0,0.0
reference_delivered,6388,新疆,光伏,100.0,42.359,93.4493,0.0,0.0
reference_delivered,6389,新疆,光伏,80.0,43.914,82.025,0.0,0.0
reference_delivered,6394,新疆,光伏,100.0,43.709,94.745,0.0,0.0
reference_delivered,6405,新疆,光伏,600.0,44.3478,86.687,0.0,0.0
reference_delivered,6415,新疆,光伏,40.0,39.8696,78.4848,0.0,0.0
reference_delivered,6428,新疆,光伏,50.0,43.1511,89.4809,0.0,0.0
reference_delivered,6435,新疆,光伏,100.0,38.1443,85.5273,0.0,0.0
reference_delivered,6443,新疆,光伏,30.0,46.5187,86.0171,0.0,0.0
reference_delivered,6447,新疆,光伏,200.0,44.4254,89.8779,0.0,0.0
reference_delivered,6451,新疆,光伏,50.0,46.3439,86.242,0.0,0.0
reference_delivered,6465,新疆,光伏,66.0,42.2666,86.8618,0.0,0.0
reference_delivered,6467,新疆,光伏,30.0,38.4159,77.2455,0.0,0.0
reference_delivered,6468,新疆,光伏,50.0,42.085,87.442,0.0,0.0
reference_delivered,6475,新疆,光伏,100.0,38.3936,90.1597,0.0,0.0
reference_delivered,6476,新疆,光伏,50.0,42.085,87.442,0.0,0.0
reference_delivered,6485,新疆,光伏,30.0,38.9456,88.1956,0.0,0.0
reference_delivered,6528,新疆,光伏,50.0,45.256,90.5468,0.0,0.0
reference_delivered,6536,新疆,光伏,50.0,45.2409,90.5143,0.0,0.0
reference_delivered,6538,新疆,光伏,100.0,37.985,76.8646,0.0,0.0
reference_delivered,6548,新疆,光伏,100.0,37.985,76.8646,0.0,0.0
reference_delivered,6559,新疆,光伏,100.0,38.4102,77.2457,0.0,0.0
reference_delivered,6564,新疆,光伏,50.0,37.161,79.4707,0.0,0.0
reference_delivered,6565,新疆,光伏,130.0,37.161,79.4707,0.0,0.0
reference_delivered,6566,新疆,光伏,50.0,44.6486,81.9986,0.0,0.0
reference_delivered,6574,新疆,光伏,50.0,44.759,82.104,0.0,0.0
reference_delivered,6576,新疆,光伏,130.0,37.2771,79.7276,0.0,0.0
reference_delivered,6579,新疆,光伏,800.0,38.3446,77.034,0.0,0.0
reference_delivered,6582,新疆,光伏,600.0,44.8529,82.0521,0.0,0.0
reference_delivered,6590,新疆,光伏,50.0,46.0902,85.6943,0.0,0.0
reference_delivered,6598,新疆,光伏,500.0,38.2663,76.8605,0.0,0.0
reference_delivered,6602,新疆,光伏,20.0,34.9772,79.7947,0.0,0.0
reference_delivered,6607,新疆,光伏,100.0,40.585,79.617,0.0,0.0
reference_delivered,6609,新疆,光伏,600.0,44.6491,81.9596,0.0,0.0
reference_delivered,6625,新疆,光伏,100.0,43.1359,92.9071,0.0,0.0
reference_delivered,6628,新疆,光伏,100.0,40.5651,79.5779,0.0,0.0
reference_delivered,6634,新疆,光伏,50.0,42.6629,93.957,0.0,0.0
reference_delivered,6638,新疆,光伏,120.0,43.117,90.728,0.0,0.0
reference_delivered,6644,新疆,光伏,60.0,39.1352,75.9364,0.0,0.0
reference_delivered,6659,新疆,光伏,30.0,44.8062,82.0293,0.0,0.0
reference_delivered,6669,新疆,光伏,60.0,44.7874,82.0148,0.0,0.0
reference_delivered,6672,新疆,光伏,50.0,42.242,93.901,0.0,0.0
reference_delivered,6675,新疆,光伏,40.0,42.4805,85.4633,0.0,0.0
reference_delivered,6707,新疆,光伏,30.0,43.9576,80.6014,0.0,0.0
reference_delivered,6720,新疆,光伏,20.0,34.8907,79.9631,0.0,0.0
reference_delivered,6731,新疆,光伏,30.0,45.0598,80.9985,0.0,0.0
reference_delivered,6739,新疆,光伏,500.0,46.422,86.089,0.0,0.0
reference_delivered,6740,新疆,光伏,50.0,44.9303,82.5986,0.0,0.0
reference_delivered,6745,新疆,光伏,90.0,42.874,90.2035,0.0,0.0
reference_delivered,6747,新疆,光伏,550.0,41.749,83.498,0.0,0.0
reference_delivered,6753,新疆,光伏,50.0,44.029,80.983,0.0,0.0
reference_delivered,6755,新疆,光伏,50.0,36.877,80.695,0.0,0.0
reference_delivered,6760,新疆,光伏,70.0,44.231,80.941,0.0,0.0
reference_delivered,6764,新疆,光伏,30.0,43.8504,81.1414,0.0,0.0
reference_delivered,6766,新疆,光伏,300.0,45.7492,84.285,0.0,0.0
reference_delivered,6777,新疆,光伏,50.0,42.8535,93.1936,0.0,0.0
reference_delivered,6790,新疆,光伏,300.0,41.718,82.865,0.0,0.0
reference_delivered,6793,新疆,光伏,50.0,43.0133,93.5878,0.0,0.0
reference_delivered,6799,新疆,光伏,200.0,36.979,80.315,0.0,0.0
reference_delivered,6802,新疆,光伏,50.0,42.5689,94.1112,0.0,0.0
reference_delivered,6804,新疆,光伏,100.0,44.3718,84.8547,0.0,0.0
reference_delivered,6806,新疆,光伏,60.0,44.7019,84.8231,0.0,0.0
reference_delivered,6812,新疆,光伏,1000.0,36.976,80.069,0.0,0.0
reference_delivered,6815,新疆,光伏,30.0,43.995,80.822,0.0,0.0
reference_delivered,6819,新疆,光伏,200.0,37.018,80.274,0.0,0.0
reference_delivered,6824,新疆,光伏,600.0,39.6004,77.2572,0.0,0.0
reference_delivered,6827,新疆,光伏,400.0,36.998,80.339,0.0,0.0
reference_delivered,6831,新疆,光伏,68.0,39.786,79.179,0.0,0.0
reference_delivered,6839,新疆,光伏,120.0,44.0421,89.0275,0.0,0.0
reference_delivered,6845,新疆,光伏,30.0,43.7941,89.8523,0.0,0.0
reference_delivered,6852,新疆,光伏,30.0,43.7941,89.8523,0.0,0.0
reference_delivered,6854,新疆,光伏,150.0,44.7761,89.102,0.0,0.0
reference_delivered,6867,新疆,光伏,100.0,44.7761,89.102,0.0,0.0
reference_delivered,6883,新疆,光伏,36.0,46.6344,84.0784,0.0,0.0
reference_delivered,6885,新疆,光伏,100.0,44.7761,89.102,0.0,0.0
reference_delivered,6895,新疆,光伏,50.0,41.872,94.323,0.0,0.0
reference_delivered,6898,新疆,光伏,200.0,40.8754,87.0409,0.0,0.0
reference_delivered,6907,新疆,光伏,100.0,41.7681,84.6148,0.0,0.0
reference_delivered,6913,新疆,光伏,100.0,40.6389,87.5899,0.0,0.0
reference_delivered,6916,新疆,光伏,600.0,44.5804,82.177,0.0,0.0
reference_delivered,6918,新疆,光伏,200.0,42.111,86.0986,0.0,0.0
reference_delivered,6928,新疆,光伏,100.0,43.9138,81.3272,0.0,0.0
reference_delivered,6938,新疆,光伏,50.0,44.7201,82.073,0.0,0.0
reference_delivered,6959,新疆,光伏,50.0,43.6273,94.8775,0.0,0.0
reference_delivered,6963,新疆,光伏,100.0,43.835,90.2953,0.0,0.0
reference_delivered,697,甘肃,光伏,200.0,39.8991,93.5166,0.0,0.0
reference_delivered,6981,新疆,光伏,100.0,45.581,84.889,0.0,0.0
reference_delivered,7325,新疆,光伏,30.0,41.2902,86.2711,0.0,0.0
reference_delivered,7332,新疆,光伏,100.0,40.6544,87.8061,0.0,0.0
reference_delivered,W100,甘肃,风电,201.0,40.7933,96.1881,0.0,0.0
reference_delivered,W1057,广西,风电,94.0,22.1092,109.3402,0.0,0.0
reference_delivered,W1069,广西,风电,160.0,22.1283,108.8083,0.0,0.0
reference_delivered,W1073,广西,风电,128.0,22.0382,108.8533,0.0,0.0
reference_delivered,W1083,广西,风电,100.0,21.9448,108.6577,0.0,0.0
reference_delivered,W1130,河北,风电,150.0,37.4375,115.9113,0.0,0.0
reference_delivered,W1134,河北,风电,100.0,37.1747,115.8776,0.0,0.0
reference_delivered,W124,甘肃,风电,200.0,40.891,95.993,0.0,0.0
reference_delivered,W125,甘肃,风电,200.0,40.891,95.993,0.0,0.0
reference_delivered,W1273,广西,风电,97.0,22.1825,110.0311,0.0,0.0
reference_delivered,W1280,河北,风电,50.0,38.2242,117.7575,0.0,0.0
reference_delivered,W1284,河北,风电,50.0,38.2308,117.5857,0.0,0.0
reference_delivered,W130,甘肃,风电,200.0,40.7501,95.3417,0.0,0.0
reference_delivered,W1340,河北,风电,49.5,40.2873,115.543,0.0,0.0
reference_delivered,W1356,河北,风电,50.0,40.3983,115.5914,0.0,0.0
reference_delivered,W1358,河北,风电,50.0,40.3838,115.639,0.0,0.0
reference_delivered,W136,甘肃,风电,50.0,40.9312,95.5676,0.0,0.0
reference_delivered,W1360,河北,风电,50.0,38.5344,117.3208,0.0,0.0
reference_delivered,W1362,河北,风电,50.0,38.5344,117.3208,0.0,0.0
reference_delivered,W1374,河北,风电,100.0,38.2333,117.4833,0.0,0.0
reference_delivered,W1376,河北,风电,200.0,38.3521,117.271,0.0,0.0
reference_delivered,W138,甘肃,风电,201.0,40.6146,96.7967,0.0,0.0
reference_delivered,W1387,河北,风电,146.0,38.535,117.391,0.0,0.0
reference_delivered,W1389,河北,风电,99.0,38.5684,117.1743,0.0,0.0
reference_delivered,W139,甘肃,风电,202.0,40.6146,96.8732,0.0,0.0
reference_delivered,W140,甘肃,风电,100.0,40.6306,96.9498,0.0,0.0
reference_delivered,W141,甘肃,风电,400.0,41.551,95.249,0.0,0.0
reference_delivered,W1482,海南,风电,50.0,18.8319,108.6369,0.0,0.0
reference_delivered,W1483,海南,风电,48.0,19.2186,108.6582,0.0,0.0
reference_delivered,W1502,河北,风电,50.0,39.5033,119.062,0.0,0.0
reference_delivered,W1509,河北,风电,100.0,38.1646,117.0779,0.0,0.0
reference_delivered,W1529,河北,风电,50.0,38.2294,117.7704,0.0,0.0
reference_delivered,W1612,河北,风电,50.0,40.5742,115.2801,0.0,0.0
reference_delivered,W1769,广西,风电,100.0,21.7677,109.2374,0.0,0.0
reference_delivered,W1774,广西,风电,100.0,21.8045,109.0495,0.0,0.0
reference_delivered,W178,北京,风电,50.0,40.3006,115.7599,0.0,0.0
reference_delivered,W180,北京,风电,50.0,40.3222,115.6249,0.0,0.0
reference_delivered,W181,北京,风电,50.0,40.335,115.6556,0.0,0.0
reference_delivered,W1866,河北,风电,50.0,39.6222,114.955,0.0,0.0
reference_delivered,W1875,河北,风电,50.0,39.5435,114.5636,0.0,0.0
reference_delivered,W1883,河北,风电,100.0,39.8501,117.0489,0.0,0.0
reference_delivered,W1887,河北,风电,50.0,39.2494,118.8306,0.0,0.0
reference_delivered,W1892,河北,风电,49.5,39.3592,119.1736,0.0,0.0
reference_delivered,W2206,黑龙江,风电,48.0,47.6042,124.2753,0.0,0.0
reference_delivered,W2208,黑龙江,风电,50.0,47.6597,124.5289,0.0,0.0
reference_delivered,W2214,黑龙江,风电,50.0,47.7002,124.3671,0.0,0.0
reference_delivered,W2237,黑龙江,风电,200.0,45.725,127.9833,0.0,0.0
reference_delivered,W2263,河北,风电,60.0,38.0467,117.3213,0.0,0.0
reference_delivered,W2266,河北,风电,50.0,38.0804,117.2798,0.0,0.0
reference_delivered,W2269,黑龙江,风电,100.0,47.2755,126.7803,0.0,0.0
reference_delivered,W2282,黑龙江,风电,100.0,46.0861,127.4011,0.0,0.0
reference_delivered,W2377,河北,风电,50.0,41.2524,117.6253,0.0,0.0
reference_delivered,W2379,黑龙江,风电,100.0,46.0668,126.7617,0.0,0.0
reference_delivered,W2383,黑龙江,风电,50.0,47.4238,131.976,0.0,0.0
reference_delivered,W2404,黑龙江,风电,50.0,50.1331,126.4303,0.0,0.0
reference_delivered,W2420,黑龙江,风电,50.0,47.0053,130.9842,0.0,0.0
reference_delivered,W2423,河北,风电,50.0,39.7717,114.8339,0.0,0.0
reference_delivered,W2431,河北,风电,50.0,39.7325,114.7628,0.0,0.0
reference_delivered,W2436,河北,风电,50.0,39.7342,114.9111,0.0,0.0
reference_delivered,W2441,河北,风电,50.0,39.6203,114.6506,0.0,0.0
reference_delivered,W2447,河北,风电,50.0,39.8294,114.8724,0.0,0.0
reference_delivered,W2455,河北,风电,50.0,39.5876,114.5264,0.0,0.0
reference_delivered,W2456,黑龙江,风电,50.0,47.0222,131.0181,0.0,0.0
reference_delivered,W2461,河北,风电,50.0,39.5835,114.5339,0.0,0.0
reference_delivered,W2465,河北,风电,49.0,39.6756,114.5517,0.0,0.0
reference_delivered,W2466,黑龙江,风电,50.0,46.1101,130.4833,0.0,0.0
reference_delivered,W2468,河北,风电,48.0,40.1603,115.0915,0.0,0.0
reference_delivered,W2471,黑龙江,风电,50.0,46.057,130.648,0.0,0.0
reference_delivered,W2475,黑龙江,风电,50.0,46.0855,130.4685,0.0,0.0
reference_delivered,W2476,河北,风电,48.0,40.1101,115.1014,0.0,0.0
reference_delivered,W2477,河北,风电,50.0,39.831,114.9301,0.0,0.0
reference_delivered,W2482,河北,风电,50.0,39.6647,114.9147,0.0,0.0
reference_delivered,W2488,河北,风电,50.0,39.6319,114.6735,0.0,0.0
reference_delivered,W2495,黑龙江,风电,44.0,46.1775,130.4887,0.0,0.0
reference_delivered,W2497,黑龙江,风电,50.0,46.0685,130.5818,0.0,0.0
reference_delivered,W2504,黑龙江,风电,45.0,45.7324,132.5028,0.0,0.0
reference_delivered,W2507,河北,风电,50.0,39.5911,114.5756,0.0,0.0
reference_delivered,W2515,河北,风电,100.0,37.7996,114.0845,0.0,0.0
reference_delivered,W2519,河北,风电,50.0,39.7964,114.7547,0.0,0.0
reference_delivered,W2524,黑龙江,风电,50.0,46.7292,125.4247,0.0,0.0
reference_delivered,W2525,河北,风电,50.0,39.6417,114.7297,0.0,0.0
reference_delivered,W2553,黑龙江,风电,100.0,48.2358,126.6752,0.0,0.0
reference_delivered,W2567,黑龙江,风电,50.0,45.9312,127.1917,0.0,0.0
reference_delivered,W2577,黑龙江,风电,50.0,45.5833,127.4667,0.0,0.0
reference_delivered,W2590,黑龙江,风电,50.0,46.7431,130.8578,0.0,0.0
reference_delivered,W2604,黑龙江,风电,50.0,45.8474,130.3823,0.0,0.0
reference_delivered,W2610,黑龙江,风电,50.0,48.193,126.106,0.0,0.0
reference_delivered,W2622,黑龙江,风电,50.0,48.2258,125.7381,0.0,0.0
