screen,exchange_rate_cny_per_usd,low_return_count,six_point_five_count,strict_marginal_count,strict_jaccard_vs_plant_gate,median_netback_deduction_cny_per_kg,p05_netback_deduction_cny_per_kg,p95_netback_deduction_cny_per_kg,identification
Bi_2026_province_storage_transport_netback,6.9,331,93,238,0.0,6.292800000000001,4.5609,12.868500000000001,province literature-transfer screen; not a project route quotation
