ObjectId,merge_province_cn,power_type_cn,component,source_optimistic_multiple,critical_learning_multiple,right_censored_at_20,implied_2060_energy_kwh_per_kg,implied_2060_stack_life_hours,implied_2060_stack_cost_factor,implied_2060_replacement_share_of_initial_capex,equivalent_energy_improvement_per_doubling,equivalent_stack_life_progress_per_doubling,equivalent_stack_learning_rate
W5423,辽宁,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W5501,山东,风电,energy_only,1.4000000000000017,2.2,False,44.00000000000001,60000.0,1.0,0.11,0.024214423679230324,0.0,0.0
W5754,青海,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W5824,吉林,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W583,甘肃,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W584,甘肃,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W585,甘肃,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W5940,青海,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W5948,吉林,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W5967,辽宁,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6268,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6270,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6271,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W629,甘肃,风电,energy_only,1.4000000000000017,3.8,False,36.00000000000002,60000.0,1.0,0.11,0.045489059171820334,0.0,0.0
W6339,山东,风电,energy_only,1.4000000000000017,2.2,False,44.00000000000001,60000.0,1.0,0.11,0.024214423679230324,0.0,0.0
W6375,山东,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6384,山东,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6386,山东,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6452,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6550,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6710,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6723,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6906,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6910,山东,风电,energy_only,1.4000000000000017,2.2,False,44.00000000000001,60000.0,1.0,0.11,0.024214423679230324,0.0,0.0
W6914,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6915,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6918,山东,风电,energy_only,1.4000000000000017,2.2,False,44.00000000000001,60000.0,1.0,0.11,0.024214423679230324,0.0,0.0
W6931,山东,风电,energy_only,1.4000000000000017,2.2,False,44.00000000000001,60000.0,1.0,0.11,0.024214423679230324,0.0,0.0
W6937,山东,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6945,山东,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6954,山东,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W6956,山东,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7010,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7013,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7016,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7058,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7080,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7118,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7124,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7125,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7127,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7194,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7196,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7208,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7213,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7224,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7233,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7243,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7245,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7248,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7253,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7256,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7258,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7260,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7268,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7269,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7273,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7276,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7277,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7285,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7287,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7371,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7380,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7381,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7382,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7383,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7399,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7408,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7410,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7421,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7422,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7424,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7431,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7438,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7447,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7460,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7468,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7470,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7474,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7477,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7480,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7487,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7492,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7495,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7508,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7514,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7515,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7516,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7520,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7521,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7522,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7535,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7545,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7546,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7552,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7559,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7560,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7567,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7568,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7571,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7578,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7592,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7600,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7603,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7606,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7611,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7626,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7639,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7661,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7664,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7672,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7680,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7683,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7693,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7700,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7725,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7727,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7735,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7754,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7757,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7776,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7784,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7787,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7788,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7789,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7794,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7799,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7804,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7806,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7812,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7816,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7828,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7838,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7844,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7846,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7850,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7851,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7852,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7865,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7877,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7883,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7884,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7890,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7927,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7935,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7941,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7948,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7953,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7958,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W7978,山西,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W8000,新疆,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W8045,云南,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W8050,云南,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W8096,云南,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W8098,云南,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W8111,云南,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W8113,云南,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W8153,云南,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W8162,云南,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W8182,云南,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W8214,云南,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W912,甘肃,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W922,甘肃,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W925,甘肃,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
W994,甘肃,风电,energy_only,1.4000000000000017,20.0,True,33.0,60000.0,1.0,0.11,0.054569036985107955,0.0,0.0
11041,西藏,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
11990,西藏,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
175,甘肃,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
179,甘肃,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
1798,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
1800,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
181,甘肃,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
199,甘肃,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4006,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4126,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
413,甘肃,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4130,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4132,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4133,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4136,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4137,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4138,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4140,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4143,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4146,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4149,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4153,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4155,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4156,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4157,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4159,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4160,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4161,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4163,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4165,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4167,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4180,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4182,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4189,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4190,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4192,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4197,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4199,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4204,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4205,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4208,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4225,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4228,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4233,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4242,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4250,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4256,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4263,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4268,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
4274,青海,光伏,life_only,1.3333333333333333,20.0,True,55.0,660000.0,1.0,0.11,0.0,0.30135991439500387,0.0
