ObjectId,merge_province_cn,power_type_cn,resource_branch,terminal_h2_price,strict_marginal_vs_6p5,retain_low_return,raw_npv_colocated_6p5_pass,raw_npv_independent_h2_8_pass,reach_colocated_6p5,reach_independent_h2_8,npv_low_100m_cny,npv_colocated_6p5_100m_cny
10030,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.03417664857378108,-0.010798016612147961
10031,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.0769959887431439,-0.0018170252034785221
10077,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.06248594616521663,-0.005754990663842301
10227,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.09159866156056864,-0.016987501567148972
10679,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.057628561870850845,-0.00856175458961641
10854,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.06604490850853069,-0.022278957602723883
10956,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.025508514147057407,-0.006331320843433624
11008,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.034167616018935636,-0.006387462915351666
11038,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.04717979971765523,-0.005680724941205101
11041,西藏,光伏,curtailment_only,22.0,True,True,False,False,False,False,0.007744362690716212,-0.017843479930242857
11045,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.05012561683822151,-0.006213343769126825
11051,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.04131343820142587,-0.007537919719600517
11187,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.05079882508525806,-0.01066589003693634
11188,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.10033501614805682,-0.01111271501481934
11189,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.05838524212650831,-0.010363482411854037
11373,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.042690697512088635,-0.007397111800820569
11985,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.03417664857378108,-0.010798016612147961
11990,西藏,光伏,curtailment_only,22.0,True,True,False,False,False,False,0.016879560909703085,-0.011024894911102904
175,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.045327317744711396,-0.05764129928127727
179,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.025684165368495583,-0.03219029586014338
1798,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.0056160737460643,-0.05899397250268341
1800,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.024417724174346317,-0.2564955390851421
181,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.037017887847350744,-0.05143940913112511
199,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.04346179072186239,-0.05577794094654049
4006,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.026555201323146163,-0.06317161486020297
4126,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.021217252151685212,-0.033595779361123956
413,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02781595159929167,-0.034831300368806384
4130,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.04111592175747898,-0.051117026717239035
4132,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.04111592175747898,-0.051117026717239035
4133,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.04111592175747898,-0.051117026717239035
4136,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.021217252151685212,-0.033595779361123956
4137,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.009776666435174934,-0.024833783567995298
4138,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.012700347187749855,-0.03638578901308017
4140,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.03013513464747628,-0.06510223147892698
4143,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.015067568114958541,-0.03255111617198768
4146,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.020894338016987445,-0.03360414824981197
4149,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.012220830328447223,-0.031042228078221226
4153,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.004883545579767765,-0.05129910804297292
4155,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.009767087181824341,-0.10259821377685976
4156,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.007325314153010794,-0.07694865999960385
4157,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.009767087181824341,-0.10259821377685976
4159,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.025882784796920372,-0.2718852709094192
4160,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.004068597584462519,-0.026478995263846408
4161,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01485324972461986,-0.02998973610326568
4163,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01622043532860672,-0.030872699747209745
4165,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.002266033401858605,-0.025385020491920318
4167,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01485324972461986,-0.02998973610326568
4180,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01596725991528029,-0.030686828752515546
4182,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.004068597584462519,-0.026478995263846408
4189,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.004068597584462519,-0.026478995263846408
4190,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.008137194869183623,-0.05295799033574746
4192,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.023659478193691234,-0.03277592706656629
4197,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.011588025666053632,-0.031155931813626168
4199,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.029099987615411122,-0.03630434020471164
4204,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.025516715984543293,-0.060914191310405576
4205,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.4286141598980724,-0.6039223856786557
4208,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.017245182411242562,-0.10599439697796516
4225,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.346818865145295,-0.6585199347151716
4228,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.008137194869183623,-0.05295799033574746
4233,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.0346818857058791,-0.06585199275091916
4242,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.026445773555348696,-0.036249930865067836
4250,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.026445773555348696,-0.036249930865067836
4256,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.022639163096261173,-0.034155543598365604
4263,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.008622590867299385,-0.05299719833043939
4268,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.015933118808609165,-0.03790296795827064
4274,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.019097371035069817,-0.04206232872050996
4283,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01327760084162497,-0.03158580758133679
4288,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.004883545579767765,-0.05129910804297292
4291,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.008903495756092781,-0.026646562999494253
4301,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01088065639781386,-0.054784071390844416
4317,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.0025450302166481306,-0.05007787924984152
4320,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01327760084162497,-0.03158580758133679
4326,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.012549683503803734,-0.025195501303397323
4420,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.026445773555348696,-0.036249930865067836
4434,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.24982515930398144,-0.34497180595307403
4440,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.028092274192677145,-0.06244807795354721
4446,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.24982515930398144,-0.34497180595307403
4452,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.15888625218089425,-0.45880992627306005
4463,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.15888625218089425,-0.45880992627306005
4479,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.022752264339604724,-0.03080063889842102
4490,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.013774715348095545,-0.04420976232957637
4510,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.00528320545600707,-0.02843517335270576
4516,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01275835761618868,-0.030457095436435676
4522,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01275835761618868,-0.030457095436435676
4543,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.025516715984543293,-0.060914191310405576
459,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.0334849769561071,-0.04532091355185937
4609,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.022169701427917257,-0.030781062771564165
461,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.022266989779625972,-0.030235462474190105
4615,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.012549683503803734,-0.025195501303397323
4622,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.008622590867299385,-0.05299719833043939
463,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.025330176474928395,-0.032018045564786234
4631,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.004883545579767765,-0.05129910804297292
464,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02232332006359559,-0.030213943647924468
4641,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01765309109730169,-0.034393244006008857
4642,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02660364207257919,-0.03693727554288907
4647,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.0045320670613103395,-0.05077004117436588
4648,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.025516715984543293,-0.060914191310405576
4654,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.025516715984543293,-0.060914191310405576
468,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.025330176474928395,-0.032018045564786234
4682,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.06876689824967938,-0.14625290273278158
4690,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02660364207257919,-0.03693727554288907
4705,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.009575321569374455,-0.2133755096646241
4709,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.027077273608236398,-0.037116249566785935
4710,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.024017939827223146,-0.03727216857399364
4712,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.016734984707653205,-0.028890422904680108
4716,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.014342994779644971,-0.031606088221953106
4718,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.010033865397424327,-0.02411395561505913
4722,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.07171497371613958,-0.15803044167003563
4724,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.010033865397424327,-0.02411395561505913
4744,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.021851947745141646,-0.0838319600875465
4746,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.017263395074833,-0.02915777749715359
4752,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.017263395074833,-0.02915777749715359
4756,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.00605251687966256,-0.022580054853740567
4757,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.004740205961058765,-0.024479966242754884
4767,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.033240560478287794,-0.05894984684168337
4795,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.024497231940367094,-0.03189723935241413
4804,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02244701081353249,-0.038655160683037516
4811,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.0146506274301397,-0.1538973194740916
4817,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01329622671181141,-0.023579940321683018
4824,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.024833376341648755,-0.03179245810885034
4854,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.16107862778814186,-0.33570680773011097
4865,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.042903080061364805,-0.26717558704738986
4868,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.020894338016987445,-0.03360414824981197
4874,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.020894338016987445,-0.03360414824981197
4891,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.00541471837119083,-0.05147553861650376
4897,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.0017217893210704316,-0.027398638282643197
4899,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01327760084162497,-0.03158580758133679
4905,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.009776666435174934,-0.024833783567995298
4916,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.012220830328447223,-0.031042228078221226
4931,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.12491257689809285,-0.1724859013705885
4932,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.010330706657304596,-0.16439181251613447
4933,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.021217252151685212,-0.033595779361123956
4943,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.06027026819574582,-0.13020446226628934
4944,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.041509652291243176,-0.457463579626664
4952,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.04520270455141314,-0.09765334870883385
4956,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.015067568114958541,-0.03255111617198768
4960,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.014666585961281292,-0.031577471499593966
4966,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.029421819317119437,-0.05732207365344252
4977,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.014562833237655294,-0.028252160640871996
4980,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02626015707874356,-0.03295910526977901
4983,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.026882974366390974,-0.03353308427635384
4992,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.3166520435385634,-0.5842138112646222
4994,青海,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.32450605860707166,-0.5868700847886484
518,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.04793951045096903,-0.05990851542641098
521,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.037165129111744966,-0.04780071482712798
533,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.034274684210228466,-0.04474097062075877
540,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.022849786034401624,-0.02982731082654363
541,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.023830685257599876,-0.030410748037648816
6017,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01271651996352417,-0.02791788684052133
6030,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.018835889982548235,-0.03099548738237561
6031,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.06175599242869589,-0.09192515035305014
6032,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.03430888780258369,-0.05106952977997139
6036,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.1872274018496652,-0.271395659358099
6037,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.035334460364559554,-0.06011966206709179
6048,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.1067110746449988,-0.008145882435093751
6057,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.016347930648593193,-0.025789923302865912
6059,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.03007542478898054,-0.04037811184856771
6060,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.012571815081988713,-0.02445122619555078
6063,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.007061314270959946,-0.020785668063714405
6066,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02885835662968778,-0.04962871146274461
6067,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01263750971753222,-0.02611526940592053
6068,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01672998938425427,-0.02670593642444647
6069,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.009026586062106797,-0.024739276778380014
6070,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.015044309867343656,-0.04123212789637406
6076,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.011083427468959387,-0.028272869608923487
6081,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02635411487188979,-0.036149397288773054
6082,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.03443296557088561,-0.10423163385232279
6083,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.032505758607293565,-0.0527132410933193
6086,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.1909027990073732,-0.2779858700995949
6089,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.042422846384186474,-0.06177463928581997
6098,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.033597228519745136,-0.050529510686116635
6101,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.017434267118705972,-0.027601326085387203
6102,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.18350621536960166,-0.30910232804008564
6104,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.016967219062388548,-0.02598038958521602
6106,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.032256887674016944,-0.0404855908925413
6111,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.012844040670994653,-0.026568925333803995
6112,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.1407010537076652,-0.23188100542883217
6114,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01145323660239574,-0.026625443761815724
6117,甘肃,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.024688015863258073,-0.030681151097211097
6120,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02256076885186588,-0.03647986783883734
6121,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.16006661575507886,-0.012218821389634633
6124,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01145323660239574,-0.026625443761815724
6128,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.10021911301571758,-0.028580688856100392
6129,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.2604973292468785,-0.3820457852022782
6131,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.6404533451441337,-0.8996059642850518
6133,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.09403919799460653,-0.14667318901839393
6134,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.1267047016210377,-0.018333813394162488
6140,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.022315676248626636,-0.03679097488123124
6143,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.10674221897891825,-0.14993432368267412
6145,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.0840260482212284,-0.03890197541916053
6149,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.06894924011077938,-0.1327316803622693
6151,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.023426018863714055,-0.03036716444799016
6152,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.17115514952013844,-0.05850592774678197
6159,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.4269688721767609,-0.5997372925769773
6160,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.1472333202499467,-0.23312222648000006
6163,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.0680158972461757,-0.023705078930342356
6165,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.045596719212778226,-0.10505650876738357
6171,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.3431989472058903,-0.09731170481082296
6175,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02597780273349197,-0.03347655346152006
6176,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.0320338243815853,-0.04119188374184302
6178,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.10280703855369551,-0.14308706220807502
6183,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02230089307612716,-0.03683458431930332
6185,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.3198968442569211,-0.045044566116739064
6186,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02597780273349197,-0.03347655346152006
6189,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.06608671580515472,-0.09458905749337332
6190,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.012995863992961258,-0.029161655206682225
6191,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.030393774855364063,-0.040817700821763704
6197,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.5483041627528009,-0.7631309725614456
6199,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-1.0573874713770426,-1.5134249308533212
6208,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.46271512307845813,-0.13549191470790684
6214,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.022798359722336632,-0.05252825445059025
6215,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.05785539637141149,-0.08819272847144298
6219,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.013246812302801314,-0.025294966334826977
6220,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.07675135720010381,-0.017890606146952856
6224,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.159982933871515,-0.2288741992006064
6230,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.04493285287440059,-0.0653149873951411
6247,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.2553974847056436,-0.39689560232301624
6249,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.26092013046775103,-0.08795915691967061
6251,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02134844484008221,-0.02998686538756739
6253,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.022798359722336632,-0.05252825445059025
6259,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.26659818242337596,-0.38801701049131093
6261,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02891973812400329,-0.035662109382903075
6263,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02553429916578568,-0.031622789583106076
6268,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.09245259442048806,-0.20680782608534615
6269,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.27561452178459184,-0.052252346291597085
6270,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01145323660239574,-0.026625443761815724
6272,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.027239196290557384,-0.033706893540143175
6276,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.035229374875833795,-0.10512281467585737
6284,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.31317978479120856,-0.03954106259643822
6288,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.0907343355399998,-0.2761421246827139
6290,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.015025304643555575,-0.024390472877122763
6293,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.2075240389167814,-0.014522310681422292
6294,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.00869046838442749,-0.02610193453526774
6295,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.019845623981467053,-0.03195878957851722
6302,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.17536076056019723,-0.02519662814924013
6303,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.08768037992790878,-0.01259831427824299
6304,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.08805987662524337,-0.029705277864720672
6306,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.11220789167518537,-0.01386433832272909
6308,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.12075773113577197,-0.020084793200965467
6309,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.12208839236747034,-0.04863500422444252
6310,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.12208839236747034,-0.04863500422444252
6311,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.094359598778792,-0.011361450160686279
6312,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.24714981741259415,-0.06553027006681708
6314,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.14908142888869222,-0.008381477497320494
6315,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.10123566933680804,-0.022929836773516708
6316,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.11181868165086103,-0.014906775371760102
6317,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.13767131935068963,-0.04191513547159669
6318,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.11410246674145708,-0.013024371350674396
6319,西藏,光伏,curtailment_only,22.0,False,True,False,False,False,False,0.10123566933680804,-0.022929836773516708
6321,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.01491753261609095,-0.025165551148080553
6322,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.026921606559294962,-0.04799431622098524
6323,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.033980088227008355,-0.04419941310642698
6328,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.033980088227008355,-0.04419941310642698
6334,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.019365836344048648,-0.027953167453618852
6337,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.019365836344048648,-0.027953167453618852
6339,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02134844484008221,-0.02998686538756739
6344,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.020528011408319717,-0.02985050986728903
6345,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02507833037454665,-0.03149768875689067
6350,新疆,光伏,curtailment_only,22.0,True,False,False,False,False,False,-0.02255079014526971,-0.030123744455075034
