ObjectId,merge_province_cn,power_type_cn,resource_branch,terminal_price,initial_return_gap_100m_cny,learning_gain_flat_price_100m_cny,price_loss_no_learning_100m_cny,combined_change_100m_cny,final_npv_colocated_6p5_100m_cny,reaches_colocated_6p5
4268,青海,光伏,curtailment_only,22.0,0.022338755337556596,0.0018301458907016158,-0.01730133553723264,-0.015564212620714045,-0.03790296795827064,False
4274,青海,光伏,curtailment_only,22.0,0.025175523514793966,0.0019569075962583954,-0.018749579027889877,-0.016886805205715994,-0.04206232872050996,False
4283,青海,光伏,curtailment_only,22.0,0.01861563046433805,0.0015251215741772601,-0.01441777954647367,-0.012970177116998738,-0.03158580758133679,False
4288,青海,光伏,curtailment_only,22.0,0.026129075371561606,0.0034598172132358188,-0.028381566016732338,-0.025170032671411314,-0.05129910804297292,False
4291,青海,光伏,curtailment_only,22.0,0.015069571627354773,0.0014028637288054475,-0.012900617233262348,-0.011576991372139479,-0.026646562999494253,False
4301,青海,光伏,curtailment_only,22.0,0.0293712954184219,0.0033841522249314004,-0.028569999997317245,-0.025412775972422516,-0.054784071390844416,False
4317,青海,光伏,curtailment_only,22.0,0.024980468589204895,0.0035219983851643047,-0.028357005605333923,-0.02509741066063663,-0.05007787924984152,False
4320,青海,光伏,curtailment_only,22.0,0.01861563046433805,0.0015251215741772601,-0.01441777954647367,-0.012970177116998738,-0.03158580758133679,False
4326,青海,光伏,curtailment_only,22.0,0.01568592304712162,0.0012101664840033558,-0.010651264054694846,-0.009509578256275705,-0.025195501303397323,False
4420,青海,光伏,curtailment_only,22.0,0.024843502213076542,0.0,-0.011406428651991296,-0.011406428651991296,-0.036249930865067836,False
4434,青海,光伏,curtailment_only,22.0,0.2358619982980364,0.0,-0.10910980765503764,-0.10910980765503764,-0.34497180595307403,False
4440,青海,光伏,curtailment_only,22.0,0.037309949002036304,0.00292063306759119,-0.027916946879151958,-0.025138128951510907,-0.06244807795354721,False
4446,青海,光伏,curtailment_only,22.0,0.2358619982980364,0.0,-0.10910980765503764,-0.10910980765503764,-0.34497180595307403,False
4452,青海,光伏,curtailment_only,22.0,0.2656990762484785,0.025417736439622304,-0.21690916913429034,-0.1931108500245816,-0.45880992627306005,False
4463,青海,光伏,curtailment_only,22.0,0.2656990762484785,0.025417736439622304,-0.21690916913429034,-0.1931108500245816,-0.45880992627306005,False
4479,青海,光伏,curtailment_only,22.0,0.020915120753374,0.0010070170823397418,-0.010869991937667637,-0.009885518145047019,-0.03080063889842102,False
4490,青海,光伏,curtailment_only,22.0,0.025197108108290747,0.002535836371836723,-0.021381543037141314,-0.019012654221285622,-0.04420976232957637,False
4510,青海,光伏,curtailment_only,22.0,0.01510537173457752,0.001755645334177399,-0.01496983950546587,-0.013329801618128242,-0.02843517335270576,False
4516,青海,光伏,curtailment_only,22.0,0.017830154243719584,0.0014274656395459292,-0.013989898112654539,-0.012626941192716092,-0.030457095436435676,False
4522,青海,光伏,curtailment_only,22.0,0.017830154243719584,0.0014274656395459292,-0.013989898112654539,-0.012626941192716092,-0.030457095436435676,False
4543,青海,光伏,curtailment_only,22.0,0.03566030892619115,0.0028549312815277094,-0.02797979622655037,-0.02525388238421442,-0.060914191310405576,False
459,甘肃,光伏,curtailment_only,22.0,0.031277904307982864,0.0,-0.01404300924387651,-0.01404300924387651,-0.04532091355185937,False
4609,青海,光伏,curtailment_only,22.0,0.02080718523034322,0.0010609074627944896,-0.011002482079553412,-0.009973877541220946,-0.030781062771564165,False
461,甘肃,光伏,curtailment_only,22.0,0.020842035394994872,0.0,-0.009393427079195233,-0.009393427079195233,-0.030235462474190105,False
4615,青海,光伏,curtailment_only,22.0,0.01568592304712162,0.0012101664840033558,-0.010651264054694846,-0.009509578256275705,-0.025195501303397323,False
4622,青海,光伏,curtailment_only,22.0,0.02787626229016581,0.0033577449165331807,-0.028250849992243234,-0.025120936040273583,-0.05299719833043939,False
463,甘肃,光伏,curtailment_only,22.0,0.022666337536979147,0.0,-0.009351708027807088,-0.009351708027807088,-0.032018045564786234,False
4631,青海,光伏,curtailment_only,22.0,0.026129075371561606,0.0034598172132358188,-0.028381566016732338,-0.025170032671411314,-0.05129910804297292,False
464,甘肃,光伏,curtailment_only,22.0,0.02085193747510096,0.0,-0.009362006172823505,-0.009362006172823505,-0.030213943647924468,False
4641,青海,光伏,curtailment_only,22.0,0.021096471944177915,0.0014683993960243114,-0.01470710554904901,-0.013296772061830942,-0.034393244006008857,False
4642,青海,光伏,curtailment_only,22.0,0.024968622492287772,0.0012730889569682023,-0.013202978498207028,-0.0119686530506013,-0.03693727554288907,False
4647,青海,光伏,curtailment_only,22.0,0.02581360861356435,0.003455439209431824,-0.02816082947125428,-0.02495643256080153,-0.05077004117436588,False
4648,青海,光伏,curtailment_only,22.0,0.03566030892619115,0.0028549312815277094,-0.02797979622655037,-0.02525388238421442,-0.060914191310405576,False
4654,青海,光伏,curtailment_only,22.0,0.03566030892619115,0.0028549312815277094,-0.02797979622655037,-0.02525388238421442,-0.060914191310405576,False
468,甘肃,光伏,curtailment_only,22.0,0.022666337536979147,0.0,-0.009351708027807088,-0.009351708027807088,-0.032018045564786234,False
4682,青海,光伏,curtailment_only,22.0,0.08846706681945991,0.006790642471866189,-0.06423889386471696,-0.057785835913321676,-0.14625290273278158,False
4690,青海,光伏,curtailment_only,22.0,0.024968622492287772,0.0012730889569682023,-0.013202978498207028,-0.0119686530506013,-0.03693727554288907,False
4705,青海,光伏,curtailment_only,22.0,0.1063688541992699,0.015196171281304918,-0.12104957572856538,-0.1070066554653542,-0.2133755096646241,False
4709,青海,光伏,curtailment_only,22.0,0.0254576431839925,0.0,-0.011658606382793434,-0.011658606382793434,-0.037116249566785935,False
4710,青海,光伏,curtailment_only,22.0,0.02464612353225518,0.0015007706267242274,-0.014057076571834129,-0.01262604504173846,-0.03727216857399364,False
4712,青海,光伏,curtailment_only,22.0,0.018764219460563985,0.0013144795145439263,-0.011365652132120091,-0.010126203444116121,-0.028890422904680108,False
4716,青海,光伏,curtailment_only,22.0,0.01897252523611339,0.00149472483283408,-0.014051975759576526,-0.012633562985839718,-0.031606088221953106,False
4718,青海,光伏,curtailment_only,22.0,0.014217291023079889,0.0011837644925367272,-0.011017338414729466,-0.009896664591979245,-0.02411395561505913,False
4722,青海,光伏,curtailment_only,22.0,0.09486262637316817,0.007473624205069393,-0.07025987920424366,-0.06316781529686745,-0.15803044167003563,False
4724,青海,光伏,curtailment_only,22.0,0.014217291023079889,0.0011837644925367272,-0.011017338414729466,-0.009896664591979245,-0.02411395561505913,False
4744,青海,光伏,curtailment_only,22.0,0.046488948854513476,0.004975884878688841,-0.04198836316256375,-0.037343011233033026,-0.0838319600875465,False
4746,青海,光伏,curtailment_only,22.0,0.01911624139333191,0.0013384667815922527,-0.011299612098638445,-0.010041536103821679,-0.02915777749715359,False
4752,青海,光伏,curtailment_only,22.0,0.01911624139333191,0.0013384667815922527,-0.011299612098638445,-0.010041536103821679,-0.02915777749715359,False
4756,青海,光伏,curtailment_only,22.0,0.01250609830628961,0.0013042075975613179,-0.011296242152900265,-0.010073956547450956,-0.022580054853740567,False
4757,青海,光伏,curtailment_only,22.0,0.013444817408215985,0.0016540384921406978,-0.012560863841912793,-0.011035148834538898,-0.024479966242754884,False
4767,青海,光伏,curtailment_only,22.0,0.036991196847397656,0.002357214921143083,-0.02423633438998309,-0.021958649994285713,-0.05894984684168337,False
4795,青海,光伏,curtailment_only,22.0,0.02195285765596564,0.0010059028330067406,-0.010930338361886581,-0.009944381696448493,-0.03189723935241413,False
4804,青海,光伏,curtailment_only,22.0,0.024475606539179365,0.0015263595991941029,-0.01565454400658865,-0.014179554143858146,-0.038655160683037516,False
4811,青海,光伏,curtailment_only,22.0,0.07838722112777889,0.010379451664298857,-0.08514469840241844,-0.07551009834631271,-0.1538973194740916,False
4817,青海,光伏,curtailment_only,22.0,0.01479648028244213,0.0009428859834588995,-0.009694533812336616,-0.008783460039240888,-0.023579940321683018,False
4824,青海,光伏,curtailment_only,22.0,0.021974139436022885,0.0009718559819597751,-0.010775240110693458,-0.009818318672827455,-0.03179245810885034,False
4854,青海,光伏,curtailment_only,22.0,0.20306726668379724,0.015047734319212027,-0.14701884720923594,-0.13263954104631373,-0.33570680773011097,False
4865,青海,光伏,curtailment_only,22.0,0.1401428344978306,0.01684611865576325,-0.14275147150682327,-0.12703275254955926,-0.26717558704738986,False
4868,青海,光伏,curtailment_only,22.0,0.021784533162136747,0.001302634655186527,-0.013075366560623641,-0.011819615087675223,-0.03360414824981197,False
4874,青海,光伏,curtailment_only,22.0,0.021784533162136747,0.001302634655186527,-0.013075366560623641,-0.011819615087675223,-0.03360414824981197,False
4891,青海,光伏,curtailment_only,22.0,0.026370710105400173,0.0034520759539360788,-0.028309331843054644,-0.025104828511103582,-0.05147553861650376,False
4897,青海,光伏,curtailment_only,22.0,0.013678113047668606,0.0018744453106262838,-0.01546128349650698,-0.013720525234974593,-0.027398638282643197,False
4899,青海,光伏,curtailment_only,22.0,0.01861563046433805,0.0015251215741772601,-0.01441777954647367,-0.012970177116998738,-0.03158580758133679,False
4905,青海,光伏,curtailment_only,22.0,0.014425330963917765,0.0012209131762174028,-0.01156713418863349,-0.010408452604077533,-0.024833783567995298,False
4916,青海,光伏,curtailment_only,22.0,0.01803166221115627,0.0015261414738263399,-0.014458917850570662,-0.013010565867064956,-0.031042228078221226,False
4931,青海,光伏,curtailment_only,22.0,0.1179309975126122,0.0,-0.05455490385797631,-0.05455490385797631,-0.1724859013705885,False
4932,青海,光伏,curtailment_only,22.0,0.08206866138196554,0.011246671760172872,-0.09276770059885397,-0.08232315113416894,-0.16439181251613447,False
4933,青海,光伏,curtailment_only,22.0,0.021848492317304877,0.0012757812189717987,-0.012980473378115488,-0.011747287043819082,-0.033595779361123956,False
4943,青海,光伏,curtailment_only,22.0,0.07792579890510479,0.005862832236062754,-0.05788862609735523,-0.05227866336118456,-0.13020446226628934,False
4944,青海,光伏,curtailment_only,22.0,0.23253497855952945,0.03099060289022196,-0.2536856714074668,-0.22492860106713455,-0.457463579626664,False
4952,青海,光伏,curtailment_only,22.0,0.058444351177733264,0.004397124189802688,-0.04341646959600724,-0.03920899753110059,-0.09765334870883385,False
4956,青海,光伏,curtailment_only,22.0,0.019481450341520472,0.0014657080616001482,-0.014472156517164875,-0.013069665830467203,-0.03255111617198768,False
4960,青海,光伏,curtailment_only,22.0,0.019393730402993768,0.0015872854169758433,-0.013675286399693634,-0.012183741096600196,-0.031577471499593966,False
4966,青海,光伏,curtailment_only,22.0,0.035160786985687954,0.0024473323195671804,-0.024511842473073735,-0.022161286667754562,-0.05732207365344252,False
4977,青海,光伏,curtailment_only,22.0,0.01729735445211543,0.0011828162814348517,-0.012094988490388996,-0.010954806188756565,-0.028252160640871996,False
4980,青海,光伏,curtailment_only,22.0,0.023336540762305857,0.0,-0.009622564507473154,-0.009622564507473154,-0.03295910526977901,False
4983,青海,光伏,curtailment_only,22.0,0.023802080175780366,0.0,-0.009731004100573473,-0.009731004100573473,-0.03353308427635384,False
4992,青海,光伏,curtailment_only,22.0,0.36305827766769105,0.024054181571515277,-0.24433362974193246,-0.2211555335969312,-0.5842138112646222,False
4994,青海,光伏,curtailment_only,22.0,0.3664057439752357,0.023783042233166768,-0.2434189449366255,-0.22046434081341282,-0.5868700847886484,False
518,甘肃,光伏,curtailment_only,22.0,0.04259945832131212,0.0,-0.017309057105098852,-0.017309057105098852,-0.05990851542641098,False
521,甘肃,光伏,curtailment_only,22.0,0.03361305067212191,0.0,-0.014187664155006064,-0.014187664155006064,-0.04780071482712798,False
533,甘肃,光伏,curtailment_only,22.0,0.031296486430694756,0.0,-0.013444484190064013,-0.013444484190064013,-0.04474097062075877,False
540,甘肃,光伏,curtailment_only,22.0,0.020864321839635627,0.0,-0.008962988986908005,-0.008962988986908005,-0.02982731082654363,False
541,甘肃,光伏,curtailment_only,22.0,0.02145662168955522,0.0,-0.008954126348093594,-0.008954126348093594,-0.030410748037648816,False
6017,新疆,光伏,curtailment_only,22.0,0.01665003691667305,0.0012765775470001879,-0.01248689927298688,-0.011267849923848279,-0.02791788684052133,False
6030,新疆,光伏,curtailment_only,22.0,0.01995143230890699,0.0,-0.01104405507346862,-0.01104405507346862,-0.03099548738237561,False
6031,新疆,光伏,curtailment_only,22.0,0.061170346894847426,0.0,-0.030754803458202713,-0.030754803458202713,-0.09192515035305014,False
6032,新疆,光伏,curtailment_only,22.0,0.03398352790083063,0.0,-0.017086001879140764,-0.017086001879140764,-0.05106952977997139,False
6036,新疆,光伏,curtailment_only,22.0,0.18233082611924056,0.0,-0.08906483323885843,-0.08906483323885843,-0.271395659358099,False
6037,新疆,光伏,curtailment_only,22.0,0.037734257175913284,0.0022482875905925548,-0.024575117874275063,-0.022385404891178507,-0.06011966206709179,False
6057,新疆,光伏,curtailment_only,22.0,0.01656991649355029,0.0009207906124593713,-0.010119183122332887,-0.00922000680931562,-0.025789923302865912,False
6059,新疆,光伏,curtailment_only,22.0,0.02747894958079099,0.001313814932060861,-0.014183561893290607,-0.012899162267776718,-0.04037811184856771,False
6060,新疆,光伏,curtailment_only,22.0,0.01494753727346654,0.0010277663726750413,-0.010493828504575278,-0.009503688922084239,-0.02445122619555078,False
6063,新疆,光伏,curtailment_only,22.0,0.011757233075292481,0.0010836601902822196,-0.010052099450779374,-0.009028434988421926,-0.020785668063714405,False
6066,新疆,光伏,curtailment_only,22.0,0.031016027054515033,0.0018543755574246868,-0.02042091104312621,-0.01861268440822958,-0.04962871146274461,False
6067,新疆,光伏,curtailment_only,22.0,0.01589512270385873,0.0012013720168404188,-0.011361810787838354,-0.010220146702061799,-0.02611526940592053,False
6068,新疆,光伏,curtailment_only,22.0,0.0174638095051057,0.0010836952818196943,-0.010276659844715784,-0.009242126919340768,-0.02670593642444647,False
6069,新疆,光伏,curtailment_only,22.0,0.014385632814072347,0.0013264015839841124,-0.011600036679978814,-0.010353643964307668,-0.024739276778380014,False
6070,新疆,光伏,curtailment_only,22.0,0.023976054584969837,0.002210669310526564,-0.019333394507776623,-0.017256073311404222,-0.04123212789637406,False
6076,新疆,光伏,curtailment_only,22.0,0.01643069400055138,0.0014113637273425004,-0.013178030070318848,-0.011842175608372104,-0.028272869608923487,False
6081,新疆,光伏,curtailment_only,22.0,0.02474656506067133,0.0,-0.01140283222810172,-0.01140283222810172,-0.036149397288773054,False
6082,新疆,光伏,curtailment_only,22.0,0.05867715896859059,0.005479289980492834,-0.05072800339524004,-0.0455544748837322,-0.10423163385232279,False
6083,新疆,光伏,curtailment_only,22.0,0.03360995893947973,0.0019284722498248657,-0.020981744574238407,-0.019103282153839572,-0.0527132410933193,False
6086,新疆,光伏,curtailment_only,22.0,0.18645500823407343,0.0,-0.09153086186552145,-0.09153086186552145,-0.2779858700995949,False
6089,新疆,光伏,curtailment_only,22.0,0.04143444765701729,0.0,-0.020340191628802684,-0.020340191628802684,-0.06177463928581997,False
6098,新疆,光伏,curtailment_only,22.0,0.03300563149651214,0.0017606267733437987,-0.019243402579344433,-0.017523879189604498,-0.050529510686116635,False
6101,新疆,光伏,curtailment_only,22.0,0.017683545923858235,0.0009761228790682042,-0.010873382526076149,-0.009917780161528967,-0.027601326085387203,False
6102,新疆,光伏,curtailment_only,22.0,0.1974101482914013,0.0,-0.11169217974868435,-0.11169217974868435,-0.30910232804008564,False
6104,新疆,光伏,curtailment_only,22.0,0.017141244270569376,0.0010003826187127713,-0.009800245413117404,-0.008839145314646647,-0.02598038958521602,False
6106,新疆,光伏,curtailment_only,22.0,0.028647247620816305,0.0,-0.011838343271724991,-0.011838343271724991,-0.0404855908925413,False
6111,新疆,光伏,curtailment_only,22.0,0.016153055741596294,0.001217018031267426,-0.011573426224977269,-0.0104158695922077,-0.026568925333803995,False
6112,新疆,光伏,curtailment_only,22.0,0.14914582699134074,0.0,-0.08273517843749144,-0.08273517843749144,-0.23188100542883217,False
6114,新疆,光伏,curtailment_only,22.0,0.01568372853364852,0.0012479387874447577,-0.01213157104446214,-0.010941715228167202,-0.026625443761815724,False
6117,甘肃,光伏,curtailment_only,22.0,0.021856993294651156,0.0,-0.008824157802559943,-0.008824157802559943,-0.030681151097211097,False
6120,新疆,光伏,curtailment_only,22.0,0.02365373717594619,0.0014472538945506652,-0.014215549820769727,-0.012826130662891148,-0.03647986783883734,False
6124,新疆,光伏,curtailment_only,22.0,0.01568372853364852,0.0012479387874447577,-0.01213157104446214,-0.010941715228167202,-0.026625443761815724,False
6129,新疆,光伏,curtailment_only,22.0,0.2554473274990348,0.0,-0.12659845770324338,-0.12659845770324338,-0.3820457852022782,False
6131,新疆,光伏,curtailment_only,22.0,0.6105901723397014,0.0,-0.2890157919453505,-0.2890157919453505,-0.8996059642850518,False
6133,新疆,光伏,curtailment_only,22.0,0.09605667557391376,0.0,-0.05061651344448017,-0.05061651344448017,-0.14667318901839393,False
6140,新疆,光伏,curtailment_only,22.0,0.023744668382541606,0.0014876788265346921,-0.014471640631679333,-0.013046306498689634,-0.03679097488123124,False
6143,新疆,光伏,curtailment_only,22.0,0.1017650253381728,0.0,-0.04816929834450133,-0.04816929834450133,-0.14993432368267412,False
6149,新疆,光伏,curtailment_only,22.0,0.08204260923527855,0.00582734972604434,-0.05625065575391277,-0.05068907112699075,-0.1327316803622693,False
6151,新疆,光伏,curtailment_only,22.0,0.021234541739709154,0.0,-0.009132622708281008,-0.009132622708281008,-0.03036716444799016,False
6159,新疆,光伏,curtailment_only,22.0,0.40706009914251645,0.0,-0.19267719343446083,-0.19267719343446083,-0.5997372925769773,False
6160,新疆,光伏,curtailment_only,22.0,0.14935012264539585,0.008244860170122702,-0.09184363444240179,-0.0837721038346042,-0.23312222648000006,False
6165,新疆,光伏,curtailment_only,22.0,0.06215322184004902,0.004969682881978722,-0.04763090600635569,-0.04290328692733455,-0.10505650876738357,False
6175,新疆,光伏,curtailment_only,22.0,0.023472946488314574,0.0,-0.010003606973205483,-0.010003606973205483,-0.03347655346152006,False
6176,新疆,光伏,curtailment_only,22.0,0.02888101753204758,0.0,-0.012310866209795438,-0.012310866209795438,-0.04119188374184302,False
6178,新疆,光伏,curtailment_only,22.0,0.09748391790153768,0.0,-0.04560314430653734,-0.04560314430653734,-0.14308706220807502,False
6183,新疆,光伏,curtailment_only,22.0,0.023794610808945744,0.0015051844028609897,-0.014479326966965314,-0.013039973510357579,-0.03683458431930332,False
6186,新疆,光伏,curtailment_only,22.0,0.023472946488314574,0.0,-0.010003606973205483,-0.010003606973205483,-0.03347655346152006,False
6189,新疆,光伏,curtailment_only,22.0,0.06380857665558036,0.0,-0.03078048083779296,-0.03078048083779296,-0.09458905749337332,False
6190,新疆,光伏,curtailment_only,22.0,0.017291672981345513,0.0013393117953545157,-0.013149479039404954,-0.011869982225336714,-0.029161655206682225,False
6191,新疆,光伏,curtailment_only,22.0,0.027755929843655807,0.0013210667685952084,-0.014354852569992329,-0.013061770978107899,-0.040817700821763704,False
6197,新疆,光伏,curtailment_only,22.0,0.5199142029485307,0.0,-0.24321676961291477,-0.24321676961291477,-0.7631309725614456,False
6199,新疆,光伏,curtailment_only,22.0,1.0209372375555763,0.0,-0.49248769329774483,-0.49248769329774483,-1.5134249308533212,False
6214,新疆,光伏,curtailment_only,22.0,0.03107661098740832,0.0024848414413296245,-0.0238154530030384,-0.021451643463181926,-0.05252825445059025,False
6215,新疆,光伏,curtailment_only,22.0,0.05818859737564061,0.0,-0.030004131095802373,-0.030004131095802373,-0.08819272847144298,False
6219,新疆,光伏,curtailment_only,22.0,0.015503694626511489,0.0010393646394434176,-0.010795869283227767,-0.00979127170831549,-0.025294966334826977,False
6224,新疆,光伏,curtailment_only,22.0,0.1543805557053662,0.0,-0.07449364349524018,-0.07449364349524018,-0.2288741992006064,False
6230,新疆,光伏,curtailment_only,22.0,0.043800698589048385,0.0,-0.02151428880609272,-0.02151428880609272,-0.0653149873951411,False
6247,新疆,光伏,curtailment_only,22.0,0.26023678389192345,0.0,-0.1366588184310928,-0.1366588184310928,-0.39689560232301624,False
6251,新疆,光伏,curtailment_only,22.0,0.020353005706582734,0.0,-0.009633859680984654,-0.009633859680984654,-0.02998686538756739,False
6253,新疆,光伏,curtailment_only,22.0,0.03107661098740832,0.0024848414413296245,-0.0238154530030384,-0.021451643463181926,-0.05252825445059025,False
6259,新疆,光伏,curtailment_only,22.0,0.2601514032842886,0.0,-0.1278656072070224,-0.1278656072070224,-0.38801701049131093,False
6261,新疆,光伏,curtailment_only,22.0,0.025406287039937414,0.0,-0.010255822342965664,-0.010255822342965664,-0.035662109382903075,False
6263,新疆,光伏,curtailment_only,22.0,0.0225021097989232,0.0,-0.009120679784182873,-0.009120679784182873,-0.031622789583106076,False
