scenario_id,resource_branch,system_capex_cny_per_kw,curtailed_power_price_cny_per_kwh,opex_accounting_case,fixed_om_rate,stack_replacement_share,resource_realization,debt_ratio,loan_rate,is_main,candidate_station_count,capacity_candidates_per_station,minimum_electrolyzer_capacity_mw,low_return_entry_count,colocated_6p5_same_configuration_count,colocated_6p5_independent_optimized_count,independent_h2_8_same_configuration_count,independent_h2_8_independent_optimized_count,strict_marginal_vs_6p5_count,strict_marginal_vs_8_count,low_return_station_count,low_return_capacity_gw,low_return_capex_100m_cny,low_return_h2_mt_per_year,low_return_mean_capture_target,low_return_median_capture_target,strict_6p5_station_count,strict_6p5_capacity_gw,strict_6p5_capex_100m_cny,strict_6p5_h2_mt_per_year,strict_6p5_mean_capture_target,strict_6p5_median_capture_target,strict_8_station_count,strict_8_capacity_gw,strict_8_capex_100m_cny,strict_8_h2_mt_per_year,strict_8_mean_capture_target,strict_8_median_capture_target
C170,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,0.5,0.8,0.035,False,10214,16,1.0,6291,5511,5538,5156,5265,753,1026,6291,22.714375551254783,817.7175198451721,0.47079804896895444,0.7704116992529011,0.8,753,0.856522199949106,30.83479919816781,0.00897952863327163,0.7371049136786189,0.7,1026,1.203219922616991,43.31591721421167,0.01320333503167884,0.7135672514619883,0.7
C171,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,0.5,0.8,0.045,False,10214,16,1.0,6209,5345,5385,4977,5103,824,1106,6209,22.192357484375048,798.9248694375017,0.4661930329002361,0.763130938959575,0.8,824,0.9582733994825499,34.4978423813718,0.010480959588839284,0.7137864077669904,0.7,1106,1.293990336045107,46.58365209762385,0.014786882775144972,0.7035623869801085,0.7
C172,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.5,0.025,False,10214,16,1.0,6933,5807,6033,5264,5638,900,1295,6933,35.21516408342644,1267.7459070033517,0.7186292420487952,0.7603879994230492,0.8,900,1.0544566658714871,37.96043997137353,0.010937324988512385,0.6985888888888889,0.7,1295,1.6425785526778782,59.13282789640362,0.018194678793084108,0.6676756756756757,0.7
C173,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.5,0.035,False,10214,16,1.0,6897,5705,5968,5179,5523,929,1374,6897,34.72475312849636,1250.091112625869,0.714574369729567,0.7548687835290706,0.8,929,1.1178363568613576,40.24210884700888,0.011830741198580847,0.682475780409042,0.7,1374,1.761138165253266,63.400973949117585,0.019966216814005504,0.6556695778748179,0.6
C174,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.5,0.045,False,10214,16,1.0,6841,5586,5858,5050,5436,983,1405,6841,34.201658988411126,1231.2597235828002,0.7101173103055671,0.7494006724163135,0.8,983,1.205087107154361,43.383135857556994,0.013152284900190617,0.6632553407934894,0.7,1405,1.8259794017050295,65.73525846138106,0.02114053387126939,0.6454875444839857,0.6
C175,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.7,0.025,False,10214,16,1.0,6918,6106,6174,5661,5947,744,971,6918,34.95867474693884,1258.5122908897984,0.7165243807079524,0.7573258167100319,0.8,744,0.8631354273798673,31.07287538567522,0.008733107236702007,0.7051612903225808,0.7,971,1.1709293321827101,42.15345595857757,0.012390636202416264,0.682203913491246,0.7
C176,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.7,0.035,False,10214,16,1.0,6849,5944,6059,5473,5777,790,1072,6849,34.28842886457109,1234.3834391245596,0.710866954120269,0.7506205285443132,0.8,790,0.9232269432092909,33.236169955534464,0.009690453743849381,0.6917215189873417,0.7,1072,1.323181619248103,47.63453829293171,0.014615473559218904,0.6593097014925373,0.6
C177,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.7,0.045,False,10214,16,1.0,6773,5786,5967,5301,5592,806,1181,6773,33.643336065604096,1211.1600983617475,0.705229970056438,0.7432895319651558,0.8,806,0.9777384328169025,35.198583581408485,0.010594567938033286,0.6679776674937965,0.7,1181,1.491824553177436,53.70568391438769,0.017161849111260636,0.6426418289585097,0.6
C178,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.8,0.025,False,10214,16,1.0,6911,6227,6249,5854,6041,662,870,6911,34.86182695909013,1255.0257705272447,0.7157198173124178,0.7564332223990741,0.8,662,0.7661774546097244,27.582388365950077,0.007637769766149523,0.7084441087613293,0.7,870,1.017776122703733,36.63994041733439,0.010586704969298115,0.6946781609195402,0.7
C179,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.8,0.035,False,10214,16,1.0,6831,6059,6109,5649,5902,722,929,6831,34.09504316331398,1227.421553879303,0.7091965364175586,0.7483970136144049,0.8,722,0.842337415250926,30.324146949033338,0.008785968044886619,0.6923268698060941,0.7,929,1.1355487421901513,40.879754718845454,0.012317892153280366,0.6655328310010764,0.7
C180,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.8,0.045,False,10214,16,1.0,6745,5887,6004,5433,5695,741,1050,6745,33.32989361952498,1199.8761703028995,0.7024567970678239,0.7405930318754633,0.8,741,0.8823953891335196,31.766234008806702,0.009551845047713748,0.67221322537112,0.7,1050,1.3121536354145842,47.237530874925035,0.014953717441897866,0.6433142857142857,0.6
C181,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.5,0.025,False,10214,16,1.0,7292,6089,6391,5440,6036,901,1256,7292,46.98127288955583,1691.32582402401,0.9598830375401859,0.7462657707076249,0.8,901,1.0700730761617847,38.52263074182426,0.011136331066801558,0.6627302996670367,0.7,1256,1.6156890654901557,58.16480635764561,0.01780398709109,0.6471974522292993,0.6
C182,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.5,0.035,False,10214,16,1.0,7256,5944,6293,5378,5928,963,1328,7256,46.32140746617424,1667.5706687822726,0.95442958542737,0.7406270672546857,0.8,963,1.1812205244156064,42.52393887896183,0.012599493088350568,0.6538110072689512,0.7,1328,1.7615154746207513,63.414557086347045,0.01983732984412727,0.634487951807229,0.6
C183,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.5,0.045,False,10214,16,1.0,7214,5807,6210,5252,5805,1004,1409,7214,45.63948710300302,1643.0215357081086,0.9486253492394096,0.735176046576102,0.8,1004,1.2460481320861978,44.857732755103115,0.013603675660828693,0.6441533864541833,0.7,1409,1.9344539736502002,69.6403430514072,0.022299045238470837,0.6215897799858054,0.6
C184,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.7,0.025,False,10214,16,1.0,7274,6443,6547,5885,6284,727,990,7274,46.636897668657234,1678.9283160716607,0.9570571294454948,0.7433379158647236,0.8,727,0.8410917486105571,30.27930294998006,0.0085257283135041,0.6754470426409904,0.7,990,1.2170072315139742,43.812260334503065,0.012952039708456282,0.6554242424242426,0.7
C185,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.7,0.035,False,10214,16,1.0,7220,6262,6416,5675,6144,804,1076,7220,45.759324054117556,1647.3356659482317,0.9496598674234142,0.7365941828254849,0.8,804,0.9412741049066378,33.88586777663895,0.009905433647279215,0.6574129353233832,0.7,1076,1.3433181493609367,48.359453376993734,0.014802239911747563,0.6422118959107807,0.6
C186,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.7,0.045,False,10214,16,1.0,7160,6061,6293,5527,6007,867,1153,7160,44.906015619113305,1616.6165622880792,0.9422122482694446,0.728614525139665,0.8,867,1.0534870341956935,37.925533231044966,0.011469020604278244,0.6434948096885813,0.7,1153,1.4627522757770584,52.65908192797409,0.016648703083651517,0.6268777103209021,0.6
C187,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.8,0.025,False,10214,16,1.0,7268,6572,6617,6149,6401,651,867,7268,46.50596379889072,1674.2146967600659,0.955970189174731,0.7424931205283435,0.8,651,0.7513349800077653,27.04805928027955,0.007512489928239452,0.681505376344086,0.7,867,1.025330192433909,36.911886927620735,0.010705876268726643,0.6593886966551327,0.7
C188,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.8,0.035,False,10214,16,1.0,7204,6418,6484,5894,6251,720,953,7204,45.49641805301585,1637.8710499085705,0.9473903060670243,0.7342129372570795,0.8,720,0.8379784536271845,30.16722433057864,0.008735802883166435,0.6610833333333334,0.7,953,1.1786678903123275,42.4320440512438,0.012809170639475584,0.6466421825813221,0.7
C189,curtailment_only,3600.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.8,0.045,False,10214,16,1.0,7137,6209,6345,5662,6078,792,1059,7137,44.492843336298805,1601.7423601067571,0.9385611574363373,0.7257222922796694,0.8,792,0.9408929627890523,33.87214666040588,0.010205835202226475,0.6414393939393939,0.7,1059,1.317759772488897,47.43935180960029,0.014926747901775844,0.6289801699716714,0.6
C190,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.5,0.025,False,10214,16,1.0,6039,4919,4996,4505,4678,1043,1361,6039,21.01058093998666,756.3809138395196,0.45512698379741656,0.7450919026328862,0.8,1043,1.2164888664262254,43.79359919134412,0.014537834923927073,0.6842377756471717,0.7,1361,1.6243568351635704,58.47684606588853,0.020320802097299286,0.6728949301983835,0.7
C191,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.5,0.035,False,10214,16,1.0,5994,4843,4922,4365,4580,1072,1414,5994,20.755391215180804,747.1940837465088,0.45259867025841266,0.740578912245579,0.8,1072,1.2501320284355388,45.00475302367939,0.015212780070567086,0.6752985074626865,0.7,1414,1.682946028311885,60.58605701922785,0.021488395965237796,0.6666336633663367,0.6
C192,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.5,0.045,False,10214,16,1.0,5925,4784,4863,4244,4495,1062,1430,5925,20.50056000732806,738.0201602638101,0.45000632963948367,0.7362767932489452,0.8,1062,1.2443687438192437,44.797274777492774,0.015427530161789521,0.6692937853107346,0.6,1430,1.706711430126704,61.441611484561335,0.022271615347974182,0.6597762237762238,0.6
C193,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.7,0.025,False,10214,16,1.0,6016,5097,5134,4822,4911,882,1105,6016,20.938654602939366,753.7915657058172,0.4544145985595405,0.7438630319148936,0.8,882,1.0235296084910053,36.84706590567619,0.012033432415987477,0.6827210884353743,0.7,1105,1.2904909188041709,46.45767307695015,0.01567597886385503,0.6769411764705883,0.7
C194,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.7,0.035,False,10214,16,1.0,5932,4976,5027,4669,4762,905,1170,5932,20.54783160640995,739.7219378307581,0.450488423934999,0.7372875927174646,0.8,905,1.052661485259475,37.8958134693411,0.012729408241366036,0.6765635359116023,0.7,1170,1.3803981365641766,49.69433291631036,0.017350840748880318,0.6643504273504273,0.6
C195,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.7,0.045,False,10214,16,1.0,5859,4881,4921,4544,4642,938,1217,5859,20.213872588958807,727.6994132025171,0.4470274202321527,0.7311315924219152,0.8,938,1.0939978375935828,39.38392215336898,0.013582855871444435,0.6595309168443498,0.6,1217,1.4383043734488332,51.778957444158,0.018587671179765158,0.6525390304026294,0.6
C196,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.8,0.025,False,10214,16,1.0,6008,5200,5213,4942,5011,795,997,6008,20.8572263994807,750.8601503813053,0.45360802245317916,0.742564913448735,0.8,795,0.9224379138251545,33.20776489770556,0.010737476014417624,0.6840503144654089,0.7,997,1.1586881657308412,41.71277396631029,0.01388613835125516,0.6822266800401203,0.7
C197,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.8,0.035,False,10214,16,1.0,5911,5041,5076,4818,4886,835,1025,5911,20.461830995785007,736.6259158482602,0.4496062987947438,0.7356792420910168,0.8,835,0.9702598790784768,34.92935564682516,0.01168622548967138,0.6763592814371258,0.7,1025,1.2001633763047082,43.2058815469695,0.014862149868640161,0.6676682926829268,0.6
C198,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.5,0.8,0.045,False,10214,16,1.0,5836,4926,4947,4635,4701,889,1135,5836,20.08245797156085,722.9684869761907,0.44563070781179875,0.7291569568197397,0.7,889,1.037252741469411,37.3410986928988,0.012872509963436085,0.6583914510686164,0.6,1135,1.3419143600453736,48.30891696163345,0.017258281550703143,0.6509339207048458,0.6
C199,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.5,0.025,False,10214,16,1.0,6555,5365,5535,4920,5247,1020,1308,6555,31.507926606136493,1134.2853578209138,0.685416318151618,0.7199191456903127,0.7,1020,1.2617459798915798,45.42285527609687,0.015254445052049767,0.6110098039215687,0.6,1308,1.7276904429323763,62.196855945565545,0.021614621092559863,0.6009327217125382,0.6
C200,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.5,0.035,False,10214,16,1.0,6518,5291,5460,4808,5187,1058,1331,6518,31.10714578422822,1119.8572482322159,0.681449176450915,0.7143096041730592,0.7,1058,1.3121437686177833,47.23717567024019,0.01611854463063955,0.6030529300567108,0.6,1331,1.7463285721890134,62.86782859880447,0.02219165322238217,0.5965214124718257,0.6
C201,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.5,0.045,False,10214,16,1.0,6462,5228,5389,4668,5098,1073,1364,6462,30.740409993040675,1106.6547597494643,0.677727781649158,0.7090250696378829,0.7,1073,1.3373005372163176,48.14281933978744,0.01673843020345947,0.5899627213420316,0.6,1364,1.782004855382518,64.15217479377066,0.023156659531536488,0.5868548387096775,0.6
C202,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.7,0.025,False,10214,16,1.0,6541,5618,5743,5259,5444,798,1097,6541,31.411220214796632,1130.8039277326786,0.6844623736102163,0.7185629108698975,0.7,798,0.9717331102950347,34.98239197062125,0.011453580166153957,0.6164160401002506,0.6,1097,1.3700903042150396,49.32325095174143,0.016784945516524163,0.6061349134001822,0.6
C203,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.7,0.035,False,10214,16,1.0,6468,5459,5580,5146,5323,888,1145,6468,30.812403562045482,1109.2465282336375,0.6784612487848676,0.7101221397649968,0.7,888,1.083580465023137,39.00889674083293,0.013240573184541828,0.6023423423423423,0.6,1145,1.4530024030494426,52.30808650977993,0.018320306617313556,0.5885851528384279,0.6
C204,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.7,0.045,False,10214,16,1.0,6420,5342,5457,5045,5222,963,1198,6420,30.339762894783362,1092.231464212201,0.673576360300287,0.7040841121495327,0.7,963,1.1772125408810017,42.37965147171606,0.014724232111931246,0.5897507788161994,0.6,1198,1.5384122729158618,55.382841824971024,0.019817971729339884,0.5808597662771285,0.6
C205,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.8,0.025,False,10214,16,1.0,6537,5747,5835,5410,5563,702,974,6537,31.27497354850573,1125.8990477462064,0.6831142224624562,0.7165702921829584,0.7,702,0.8500740607900861,30.6026661884431,0.009885497586312486,0.6225071225071225,0.6,974,1.19822885898887,43.13623892359933,0.014488433116866137,0.6106570841889116,0.6
C206,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.8,0.035,False,10214,16,1.0,6448,5560,5648,5271,5422,800,1026,6448,30.683696972701306,1104.613091017247,0.6771433827012472,0.7085018610421836,0.7,800,0.9727541753478545,35.01915031252276,0.011819279602005767,0.6037375,0.6,1026,1.2688956366470099,45.680242919292354,0.015854582554106655,0.5901851851851851,0.6
C207,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,0.75,0.8,0.045,False,10214,16,1.0,6382,5407,5493,5150,5278,889,1104,6382,30.12320714678408,1084.435457284227,0.6712757147787314,0.7017737386399249,0.7,889,1.0836408347408206,39.01107005066954,0.0135719507956574,0.5866479190101237,0.6,1104,1.409033461970489,50.72520463093761,0.0181237633145855,0.5768387681159419,0.6
C208,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.5,0.025,False,10214,16,1.0,6941,5669,5940,5119,5561,1001,1380,6941,42.054563733376526,1513.9642944015552,0.9157679097877481,0.7042688373433222,0.7,1001,1.253458960138201,45.124522564975244,0.015017661519337857,0.5962437562437561,0.6,1380,1.8943759720945847,68.19753499540506,0.02371199758553461,0.5678840579710145,0.5
C209,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.5,0.035,False,10214,16,1.0,6882,5595,5838,4992,5503,1044,1379,6882,41.499910509280504,1493.9967783340978,0.9102757319500463,0.6986166811973263,0.7,1044,1.3453998052600187,48.434392989360674,0.016484086823441862,0.5784865900383143,0.5,1379,1.908022060552405,68.68879417988659,0.024278493381436155,0.5595939086294417,0.5
C210,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.5,0.045,False,10214,16,1.0,6824,5501,5731,4831,5394,1093,1430,6824,41.01822093673062,1476.6559537223025,0.905391554459972,0.6929557444314186,0.7,1093,1.4197543012990705,51.11115484676653,0.017795303645273118,0.5602836230558098,0.5,1430,1.98729094720899,71.54247409952364,0.025877035031144167,0.5467342657342656,0.5
C211,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.7,0.025,False,10214,16,1.0,6915,5931,6115,5549,5819,800,1096,6915,41.9133410599357,1508.8802781576849,0.9143724909242886,0.7026796818510486,0.7,800,0.973195661115451,35.03504380015624,0.01142579332300489,0.608425,0.6,1096,1.4218085411980363,51.18510748312931,0.017360650236084598,0.5804197080291971,0.5
C212,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.7,0.035,False,10214,16,1.0,6832,5790,5985,5393,5661,847,1171,6832,41.11713625944123,1480.2169053398843,0.9063992067382455,0.6942300936768149,0.7,847,1.0470209755210111,37.692755118756395,0.012698273967908045,0.5900118063754427,0.6,1171,1.533245107564374,55.19682387231747,0.019355371169731742,0.5566951323654996,0.5
C213,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.7,0.045,False,10214,16,1.0,6765,5680,5837,5276,5544,928,1221,6765,40.45568760243856,1456.4047536877881,0.8995596429647317,0.687129342202513,0.7,928,1.1849993893166297,42.659978015398664,0.014812498209579623,0.5592025862068966,0.5,1221,1.630488865944706,58.69759917400941,0.021105701666634648,0.5392956592956593,0.5
C214,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.8,0.025,False,10214,16,1.0,6902,6076,6191,5716,5961,711,941,6902,41.72079705465159,1501.9486939674573,0.9124650723273164,0.7009388583019414,0.7,711,0.8661482559068667,31.181337212647207,0.010070529253516654,0.6133614627285514,0.6,941,1.168095639564245,42.05144302431282,0.014053182243645358,0.5953134962805526,0.6
C215,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.8,0.035,False,10214,16,1.0,6817,5893,6044,5553,5766,773,1051,6817,40.95320253423649,1474.3152912325133,0.904723934665828,0.6922737274460906,0.7,773,0.9480639517823486,34.13030226416454,0.011432286352480002,0.5956532988357052,0.6,1051,1.352986650781563,48.70751942813628,0.016915320347186104,0.5623120837297811,0.5
C216,curtailment_only,3600.0,0.1,WB_allin_3pct,0.03,0.0,1.0,0.8,0.045,False,10214,16,1.0,6730,5756,5882,5409,5616,848,1114,6730,40.17541586735914,1446.3149712249292,0.8965841671964973,0.6846849925705796,0.7,848,1.0744417843592442,38.67990423693279,0.013427969022665472,0.5601886792452829,0.5,1114,1.4557245149150186,52.40608253694067,0.018794133426544242,0.5376032315978457,0.5
C217,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.025,False,10214,16,1.0,5129,4156,4197,3512,3860,932,1269,5129,16.695169658280886,601.0261076981119,0.4052882614360133,0.6835484499902515,0.7,932,1.0902872131659307,39.25033967397351,0.016524377183167006,0.616587982832618,0.6,1269,1.5207405616661487,54.746660219981365,0.02405270591421425,0.6084239558707644,0.6
C218,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.035,False,10214,16,1.0,5079,4082,4138,3417,3777,941,1302,5079,16.448300634285125,592.1388228342647,0.4020103093794831,0.678960425280567,0.7,941,1.1060796912964788,39.81886888667324,0.017010108348011144,0.6093198724760894,0.6,1302,1.5989828074989816,57.56338106996334,0.025692685544914412,0.601505376344086,0.6
C219,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.045,False,10214,16,1.0,5039,3987,4067,3229,3691,972,1348,5039,16.22108073383069,583.9589064179047,0.3989505816010359,0.6757987695971424,0.7,972,1.1344161524387486,40.83898148779495,0.017714858357044495,0.6038888888888889,0.6,1348,1.6545476382474937,59.56371497690977,0.026987048730614457,0.5972329376854599,0.6
C220,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.025,False,10214,16,1.0,5106,4288,4317,4046,4124,789,982,5106,16.59825067086848,597.5370241512653,0.4040085227142058,0.6814218566392479,0.7,789,0.9119915456832987,32.83169564459875,0.013659390223788665,0.616958174904943,0.6,982,1.1546972183738244,41.56909986145768,0.017727045000166117,0.6111710794297351,0.6
C221,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.035,False,10214,16,1.0,5046,4198,4224,3830,3968,822,1078,5046,16.26753451319355,585.6312424749678,0.3995786880119568,0.6762485136741974,0.7,822,0.9532409917460317,34.31667570285714,0.014562525219744531,0.6077128953771289,0.6,1078,1.2686550734275917,45.6715826433933,0.020044515550185008,0.6031354359925789,0.6
C222,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.045,False,10214,16,1.0,4975,4105,4137,3607,3832,838,1143,4975,15.925594798349016,573.3214127405646,0.3948965948225645,0.6722110552763819,0.7,838,0.9742054163779273,35.07139498960539,0.015204443665793096,0.6058233890214797,0.6,1143,1.37648205217573,49.55335387832627,0.022307417560639545,0.5978740157480315,0.6
C223,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.025,False,10214,16,1.0,5095,4366,4390,4180,4215,705,880,5095,16.558603242154994,596.1097167175799,0.4034820998927697,0.6806555446516191,0.7,705,0.8150384473412771,29.341384104285975,0.012113599053575473,0.6162836879432624,0.6,880,1.0261425443820422,36.94113159775352,0.015588082346232175,0.6104886363636363,0.6
C224,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.035,False,10214,16,1.0,5022,4240,4262,4057,4105,760,917,5022,16.15326695000718,581.5176102002584,0.39802696916284563,0.6751792114695341,0.7,760,0.8777637861548455,31.59949630157444,0.0133910247454618,0.6101184210526316,0.6,917,1.0697753320507453,38.511911953826825,0.01665940795882618,0.6054307524536532,0.6
C225,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.045,False,10214,16,1.0,4941,4137,4158,3763,3905,783,1036,4941,15.800743439834086,568.8267638340271,0.39316530278673206,0.6703015583889901,0.7,783,0.9093556882494642,32.73680477698071,0.014212250900400342,0.6077139208173691,0.6,1036,1.2232011344978624,44.035240841923034,0.019744950782620466,0.5974227799227799,0.6
C226,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.025,False,10214,16,1.0,5734,4658,4744,3822,4404,990,1330,5734,25.154358191541206,905.5568948954835,0.6121561799815096,0.6489919776770143,0.7,990,1.2052604713456838,43.389376968444616,0.018244148118378392,0.5283030303030303,0.5,1330,1.6824379022822984,60.567764482162744,0.026476862126007288,0.5247142857142857,0.5
C227,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.035,False,10214,16,1.0,5655,4568,4681,3739,4335,974,1320,5655,24.73712192153182,890.5363891751456,0.6066175514396797,0.6445145888594165,0.7,974,1.188383051542619,42.781789855534285,0.01830699010697867,0.521694045174538,0.5,1320,1.731986103733509,62.351499734406325,0.027717792028326915,0.5185454545454545,0.5
C228,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.045,False,10214,16,1.0,5592,4453,4602,3532,4252,990,1340,5592,24.355817639186565,876.8094350107162,0.6014849972531354,0.6409585121602288,0.7,990,1.2010913006253137,43.23928682251128,0.01885676402610043,0.5206969696969697,0.5,1340,1.7527804928853055,63.10009774387098,0.028534323182462934,0.5154402985074628,0.5
C229,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.025,False,10214,16,1.0,5702,4851,4900,4523,4667,802,1035,5702,24.98700170596465,899.5320614147274,0.6099479060748427,0.6470747106278498,0.7,802,0.9635113553752714,34.68640879350978,0.014369489200895478,0.5280798004987531,0.5,1035,1.265979561516603,45.5752642145977,0.0194143174133966,0.5277971014492754,0.5
C230,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.035,False,10214,16,1.0,5596,4712,4768,4305,4541,828,1055,5596,24.427752564444773,879.3990923200117,0.6024560811766793,0.6417691208005719,0.7,828,0.9942876116063155,35.79435401782736,0.01529560079938913,0.5176811594202898,0.5,1055,1.2949417291439167,46.617902249181,0.02045790503844312,0.5184739336492891,0.5
C231,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.045,False,10214,16,1.0,5517,4618,4677,4006,4379,840,1138,5517,23.913034399097878,860.8692383675235,0.595415325752244,0.6373554468007975,0.7,840,1.0168172581227308,36.605421292418306,0.01597640032180363,0.5176071428571428,0.5,1138,1.4298102111685072,51.47316760206625,0.023250560659422697,0.5132161687170474,0.5
C232,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.025,False,10214,16,1.0,5683,4971,5011,4687,4760,672,923,5683,24.921332064888098,897.1679543359716,0.6090757923435237,0.6463012493401372,0.7,672,0.8071844795966111,29.058641265478002,0.011886268032060646,0.526904761904762,0.5,923,1.1196499989070858,40.30739996065509,0.017028411918155895,0.5237053087757313,0.5
C233,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.035,False,10214,16,1.0,5580,4791,4829,4545,4640,751,940,5580,24.268440025613703,873.6638409220932,0.6002967107545597,0.640258064516129,0.7,751,0.8976607982971455,32.315788738697236,0.013743637657813987,0.5169640479360852,0.5,940,1.1391801527904515,41.010485500456255,0.01782755639194381,0.5194574468085107,0.5
C234,curtailment_only,3600.0,0.1,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.045,False,10214,16,1.0,5484,4664,4710,4226,4459,774,1025,5484,23.740290401397687,854.6504544503168,0.5930234442197951,0.6356473377097009,0.7,774,0.9354657171515032,33.67676581745412,0.01470474604892252,0.5219509043927649,0.5,1025,1.271523013890463,45.774828500056664,0.020584245354146612,0.5153560975609757,0.5
