ObjectId,merge_province_cn,power_type_cn,fixed_stack_replacement_cadence_hours,critical_combined_learning_multiple,right_censored_at_20,passes_at_base_learning,passes_within_source_optimistic_envelope
6487,新疆,光伏,30000.0,4.5,False,False,False
6496,新疆,光伏,30000.0,4.9,False,False,False
6498,新疆,光伏,30000.0,4.9,False,False,False
6507,新疆,光伏,30000.0,4.6,False,False,False
6518,新疆,光伏,30000.0,4.9,False,False,False
6522,新疆,光伏,30000.0,5.0,False,False,False
6528,新疆,光伏,30000.0,2.3,False,False,False
6531,新疆,光伏,30000.0,4.7,False,False,False
6536,新疆,光伏,30000.0,2.4,False,False,False
6537,新疆,光伏,30000.0,4.9,False,False,False
6538,新疆,光伏,30000.0,4.4,False,False,False
6548,新疆,光伏,30000.0,4.4,False,False,False
6553,新疆,光伏,30000.0,4.8,False,False,False
6559,新疆,光伏,30000.0,2.4,False,False,False
6564,新疆,光伏,30000.0,4.2,False,False,False
6565,新疆,光伏,30000.0,4.2,False,False,False
6566,新疆,光伏,30000.0,3.2,False,False,False
6568,新疆,光伏,30000.0,4.8,False,False,False
6574,新疆,光伏,30000.0,2.9,False,False,False
6576,新疆,光伏,30000.0,4.2,False,False,False
6578,新疆,光伏,30000.0,4.3,False,False,False
6579,新疆,光伏,30000.0,4.3,False,False,False
6582,新疆,光伏,30000.0,3.0,False,False,False
6590,新疆,光伏,30000.0,3.5,False,False,False
6598,新疆,光伏,30000.0,4.2,False,False,False
6602,新疆,光伏,30000.0,3.7,False,False,False
6607,新疆,光伏,30000.0,4.4,False,False,False
6609,新疆,光伏,30000.0,3.2,False,False,False
6616,新疆,光伏,30000.0,4.5,False,False,False
6619,新疆,光伏,30000.0,4.9,False,False,False
6625,新疆,光伏,30000.0,4.5,False,False,False
6628,新疆,光伏,30000.0,4.4,False,False,False
6633,新疆,光伏,30000.0,4.9,False,False,False
6634,新疆,光伏,30000.0,3.9,False,False,False
6638,新疆,光伏,30000.0,4.4,False,False,False
6641,新疆,光伏,30000.0,4.9,False,False,False
6644,新疆,光伏,30000.0,3.4,False,False,False
6654,新疆,光伏,30000.0,4.9,False,False,False
6659,新疆,光伏,30000.0,4.8,False,False,False
6666,新疆,光伏,30000.0,4.6,False,False,False
6669,新疆,光伏,30000.0,3.0,False,False,False
6672,新疆,光伏,30000.0,2.4,False,False,False
6675,新疆,光伏,30000.0,3.5,False,False,False
6694,新疆,光伏,30000.0,4.5,False,False,False
6720,新疆,光伏,30000.0,3.8,False,False,False
6723,新疆,光伏,30000.0,5.1,False,False,False
6728,新疆,光伏,30000.0,4.7,False,False,False
6731,新疆,光伏,30000.0,4.8,False,False,False
6736,新疆,光伏,30000.0,4.7,False,False,False
6738,新疆,光伏,30000.0,4.4,False,False,False
6739,新疆,光伏,30000.0,2.4,False,False,False
6740,新疆,光伏,30000.0,2.7,False,False,False
6741,新疆,光伏,30000.0,5.1,False,False,False
6745,新疆,光伏,30000.0,3.9,False,False,False
6747,新疆,光伏,30000.0,4.3,False,False,False
6753,新疆,光伏,30000.0,1.9,False,False,False
6755,新疆,光伏,30000.0,4.6,False,False,False
6760,新疆,光伏,30000.0,2.4,False,False,False
6766,新疆,光伏,30000.0,1.9,False,False,False
6768,新疆,光伏,30000.0,4.9,False,False,False
6774,新疆,光伏,30000.0,4.6,False,False,False
6777,新疆,光伏,30000.0,4.5,False,False,False
6782,新疆,光伏,30000.0,4.6,False,False,False
6785,新疆,光伏,30000.0,4.5,False,False,False
6790,新疆,光伏,30000.0,4.7,False,False,False
6792,新疆,光伏,30000.0,4.8,False,False,False
6793,新疆,光伏,30000.0,4.0,False,False,False
6799,新疆,光伏,30000.0,4.0,False,False,False
6802,新疆,光伏,30000.0,4.4,False,False,False
6804,新疆,光伏,30000.0,2.9,False,False,False
6806,新疆,光伏,30000.0,2.9,False,False,False
6812,新疆,光伏,30000.0,4.2,False,False,False
6813,新疆,光伏,30000.0,4.3,False,False,False
6819,新疆,光伏,30000.0,4.1,False,False,False
6824,新疆,光伏,30000.0,2.9,False,False,False
6827,新疆,光伏,30000.0,4.0,False,False,False
6831,新疆,光伏,30000.0,4.2,False,False,False
6838,新疆,光伏,30000.0,4.7,False,False,False
6839,新疆,光伏,30000.0,3.2,False,False,False
6842,新疆,光伏,30000.0,5.1,False,False,False
6845,新疆,光伏,30000.0,4.2,False,False,False
685,甘肃,光伏,30000.0,4.8,False,False,False
6852,新疆,光伏,30000.0,4.2,False,False,False
6854,新疆,光伏,30000.0,3.2,False,False,False
6860,新疆,光伏,30000.0,4.9,False,False,False
6866,新疆,光伏,30000.0,4.4,False,False,False
6867,新疆,光伏,30000.0,3.2,False,False,False
6881,新疆,光伏,30000.0,4.2,False,False,False
6883,新疆,光伏,30000.0,3.1,False,False,False
6885,新疆,光伏,30000.0,3.2,False,False,False
6895,新疆,光伏,30000.0,2.5,False,False,False
6898,新疆,光伏,30000.0,2.4,False,False,False
6903,新疆,光伏,30000.0,4.5,False,False,False
6907,新疆,光伏,30000.0,4.3,False,False,False
6911,新疆,光伏,30000.0,4.8,False,False,False
6912,新疆,光伏,30000.0,4.4,False,False,False
6913,新疆,光伏,30000.0,2.5,False,False,False
6916,新疆,光伏,30000.0,2.5,False,False,False
6918,新疆,光伏,30000.0,4.0,False,False,False
6928,新疆,光伏,30000.0,1.9,False,False,False
6934,新疆,光伏,30000.0,4.8,False,False,False
6938,新疆,光伏,30000.0,3.1,False,False,False
6947,新疆,光伏,30000.0,4.6,False,False,False
6953,新疆,光伏,30000.0,4.6,False,False,False
6959,新疆,光伏,30000.0,2.2,False,False,False
6963,新疆,光伏,30000.0,2.6,False,False,False
697,甘肃,光伏,30000.0,4.6,False,False,False
6975,新疆,光伏,30000.0,4.9,False,False,False
6981,新疆,光伏,30000.0,2.3,False,False,False
6998,新疆,光伏,30000.0,4.7,False,False,False
6999,新疆,光伏,30000.0,4.6,False,False,False
7114,新疆,光伏,30000.0,3.9,False,False,False
724,甘肃,光伏,30000.0,4.9,False,False,False
7274,新疆,光伏,30000.0,4.8,False,False,False
7284,新疆,光伏,30000.0,4.8,False,False,False
7325,新疆,光伏,30000.0,3.5,False,False,False
7332,新疆,光伏,30000.0,2.6,False,False,False
7361,新疆,光伏,30000.0,4.9,False,False,False
770,甘肃,光伏,30000.0,5.1,False,False,False
782,甘肃,光伏,30000.0,5.0,False,False,False
810,甘肃,光伏,30000.0,5.0,False,False,False
814,甘肃,光伏,30000.0,20.0,True,False,False
816,甘肃,光伏,30000.0,5.1,False,False,False
8314,青海,光伏,30000.0,5.0,False,False,False
8326,青海,光伏,30000.0,4.9,False,False,False
886,甘肃,光伏,30000.0,4.8,False,False,False
895,甘肃,光伏,30000.0,4.4,False,False,False
931,甘肃,光伏,30000.0,5.0,False,False,False
935,甘肃,光伏,30000.0,5.1,False,False,False
943,甘肃,光伏,30000.0,5.1,False,False,False
954,甘肃,光伏,30000.0,5.1,False,False,False
957,甘肃,光伏,30000.0,5.1,False,False,False
963,甘肃,光伏,30000.0,20.0,True,False,False
W1057,广西,风电,30000.0,2.0,False,False,False
W1069,广西,风电,30000.0,3.0,False,False,False
W1073,广西,风电,30000.0,3.0,False,False,False
W113,甘肃,风电,30000.0,5.1,False,False,False
W1130,河北,风电,30000.0,4.0,False,False,False
W1134,河北,风电,30000.0,4.8,False,False,False
W114,甘肃,风电,30000.0,5.1,False,False,False
W115,甘肃,风电,30000.0,5.1,False,False,False
W116,甘肃,风电,30000.0,4.6,False,False,False
W117,甘肃,风电,30000.0,4.6,False,False,False
W1223,陕西,风电,30000.0,4.9,False,False,False
W123,甘肃,风电,30000.0,5.1,False,False,False
W127,甘肃,风电,30000.0,4.6,False,False,False
W1273,广西,风电,30000.0,3.6,False,False,False
W128,甘肃,风电,30000.0,4.6,False,False,False
W1280,河北,风电,30000.0,3.1,False,False,False
W1284,河北,风电,30000.0,3.7,False,False,False
W129,甘肃,风电,30000.0,4.6,False,False,False
W130,甘肃,风电,30000.0,1.9,False,False,False
W131,甘肃,风电,30000.0,4.6,False,False,False
W132,甘肃,风电,30000.0,4.6,False,False,False
W133,甘肃,风电,30000.0,4.6,False,False,False
W134,甘肃,风电,30000.0,4.6,False,False,False
W1340,河北,风电,30000.0,3.7,False,False,False
W1356,河北,风电,30000.0,3.7,False,False,False
W1358,河北,风电,30000.0,3.7,False,False,False
W136,甘肃,风电,30000.0,1.9,False,False,False
W1360,河北,风电,30000.0,2.6,False,False,False
W1362,河北,风电,30000.0,2.6,False,False,False
W1374,河北,风电,30000.0,3.7,False,False,False
W1376,河北,风电,30000.0,2.6,False,False,False
W138,甘肃,风电,30000.0,2.0,False,False,False
W1387,河北,风电,30000.0,2.6,False,False,False
W1389,河北,风电,30000.0,2.6,False,False,False
W139,甘肃,风电,30000.0,2.0,False,False,False
W140,甘肃,风电,30000.0,2.0,False,False,False
W141,甘肃,风电,30000.0,4.4,False,False,False
W1482,海南,风电,30000.0,1.2,False,False,True
W1483,海南,风电,30000.0,1.2,False,False,True
W1502,河北,风电,30000.0,3.9,False,False,False
W1509,河北,风电,30000.0,4.0,False,False,False
W1529,河北,风电,30000.0,3.1,False,False,False
W1603,广西,风电,30000.0,4.9,False,False,False
W1612,河北,风电,30000.0,3.7,False,False,False
W1686,广西,风电,30000.0,4.9,False,False,False
W1769,广西,风电,30000.0,1.0,False,True,True
W1774,广西,风电,30000.0,1.0,False,True,True
W1866,河北,风电,30000.0,2.0,False,False,False
W1875,河北,风电,30000.0,4.0,False,False,False
W1883,河北,风电,30000.0,4.8,False,False,False
W1887,河北,风电,30000.0,3.7,False,False,False
W1892,河北,风电,30000.0,3.9,False,False,False
W2206,黑龙江,风电,30000.0,1.1,False,False,True
W2208,黑龙江,风电,30000.0,1.1,False,False,True
W2214,黑龙江,风电,30000.0,1.1,False,False,True
W2237,黑龙江,风电,30000.0,2.0,False,False,False
W2263,河北,风电,30000.0,3.7,False,False,False
W2266,河北,风电,30000.0,3.7,False,False,False
W2269,黑龙江,风电,30000.0,1.6,False,False,False
W2282,黑龙江,风电,30000.0,1.3,False,False,True
W2377,河北,风电,30000.0,1.2,False,False,True
W2379,黑龙江,风电,30000.0,1.4,False,False,False
W2383,黑龙江,风电,30000.0,3.3,False,False,False
W2404,黑龙江,风电,30000.0,3.8,False,False,False
W2420,黑龙江,风电,30000.0,3.5,False,False,False
W2431,河北,风电,30000.0,2.0,False,False,False
W2436,河北,风电,30000.0,2.0,False,False,False
W2441,河北,风电,30000.0,2.0,False,False,False
W2455,河北,风电,30000.0,4.0,False,False,False
W2456,黑龙江,风电,30000.0,3.5,False,False,False
W2461,河北,风电,30000.0,4.0,False,False,False
W2465,河北,风电,30000.0,4.0,False,False,False
W2466,黑龙江,风电,30000.0,1.1,False,False,True
W2471,黑龙江,风电,30000.0,1.1,False,False,True
W2475,黑龙江,风电,30000.0,1.1,False,False,True
W2482,河北,风电,30000.0,2.0,False,False,False
W2488,河北,风电,30000.0,2.0,False,False,False
W2495,黑龙江,风电,30000.0,1.1,False,False,True
W2497,黑龙江,风电,30000.0,1.1,False,False,True
W2504,黑龙江,风电,30000.0,1.4,False,False,True
W2507,河北,风电,30000.0,2.0,False,False,False
W2515,河北,风电,30000.0,2.8,False,False,False
W2524,黑龙江,风电,30000.0,0.9,False,True,True
W2525,河北,风电,30000.0,2.0,False,False,False
W2553,黑龙江,风电,30000.0,1.9,False,False,False
W2567,黑龙江,风电,30000.0,2.1,False,False,False
W2577,黑龙江,风电,30000.0,2.3,False,False,False
W2590,黑龙江,风电,30000.0,3.2,False,False,False
W2604,黑龙江,风电,30000.0,1.1,False,False,True
W2610,黑龙江,风电,30000.0,1.1,False,False,True
W2622,黑龙江,风电,30000.0,1.2,False,False,True
W2626,黑龙江,风电,30000.0,1.3,False,False,True
W2638,黑龙江,风电,30000.0,1.0,False,True,True
W2648,黑龙江,风电,30000.0,1.3,False,False,True
W2655,黑龙江,风电,30000.0,0.9,False,True,True
W2670,黑龙江,风电,30000.0,4.2,False,False,False
W2693,黑龙江,风电,30000.0,1.3,False,False,True
W2703,黑龙江,风电,30000.0,1.3,False,False,True
W2708,黑龙江,风电,30000.0,1.5,False,False,False
W2736,黑龙江,风电,30000.0,0.9,False,True,True
W2751,黑龙江,风电,30000.0,0.9,False,True,True
W2766,黑龙江,风电,30000.0,0.9,False,True,True
W2780,河北,风电,30000.0,1.5,False,False,False
W2781,黑龙江,风电,30000.0,1.5,False,False,False
W2786,河北,风电,30000.0,3.0,False,False,False
W2790,黑龙江,风电,30000.0,1.5,False,False,False
W2792,河北,风电,30000.0,1.5,False,False,False
W2797,河北,风电,30000.0,1.5,False,False,False
W2803,黑龙江,风电,30000.0,0.6,False,True,True
W2813,黑龙江,风电,30000.0,3.2,False,False,False
W2820,黑龙江,风电,30000.0,0.9,False,True,True
W2822,黑龙江,风电,30000.0,3.3,False,False,False
W2824,黑龙江,风电,30000.0,1.0,False,True,True
W2833,黑龙江,风电,30000.0,1.0,False,True,True
W2843,黑龙江,风电,30000.0,1.9,False,False,False
W2845,黑龙江,风电,30000.0,1.3,False,False,True
W2869,黑龙江,风电,30000.0,1.5,False,False,False
W2877,黑龙江,风电,30000.0,3.5,False,False,False
W2902,黑龙江,风电,30000.0,4.9,False,False,False
W2907,黑龙江,风电,30000.0,2.4,False,False,False
W2911,黑龙江,风电,30000.0,1.4,False,False,False
W2919,黑龙江,风电,30000.0,2.6,False,False,False
W2924,黑龙江,风电,30000.0,3.3,False,False,False
W2934,黑龙江,风电,30000.0,1.8,False,False,False
W2966,黑龙江,风电,30000.0,2.1,False,False,False
W2967,黑龙江,风电,30000.0,5.1,False,False,False
W2970,黑龙江,风电,30000.0,4.9,False,False,False
W2972,黑龙江,风电,30000.0,5.1,False,False,False
W2975,黑龙江,风电,30000.0,5.1,False,False,False
W2978,黑龙江,风电,30000.0,5.1,False,False,False
W2979,黑龙江,风电,30000.0,5.1,False,False,False
W3240,内蒙古,风电,30000.0,20.0,True,False,False
W3243,湖南,风电,30000.0,1.1,False,False,True
W3274,内蒙古,风电,30000.0,3.1,False,False,False
W3282,内蒙古,风电,30000.0,3.8,False,False,False
W3410,湖南,风电,30000.0,3.8,False,False,False
W3447,湖南,风电,30000.0,1.9,False,False,False
W3449,湖南,风电,30000.0,3.3,False,False,False
W3459,湖南,风电,30000.0,3.3,False,False,False
W3463,湖南,风电,30000.0,1.1,False,False,True
W3983,湖南,风电,30000.0,3.1,False,False,False
W4047,内蒙古,风电,30000.0,1.2,False,False,True
W4050,内蒙古,风电,30000.0,1.8,False,False,False
W4054,内蒙古,风电,30000.0,1.8,False,False,False
W4062,内蒙古,风电,30000.0,1.2,False,False,True
W4101,内蒙古,风电,30000.0,1.0,False,True,True
W4230,内蒙古,风电,30000.0,1.0,False,True,True
W4253,内蒙古,风电,30000.0,1.0,False,True,True
W4268,内蒙古,风电,30000.0,1.7,False,False,False
W4304,内蒙古,风电,30000.0,1.7,False,False,False
W4313,内蒙古,风电,30000.0,0.8,False,True,True
W4386,内蒙古,风电,30000.0,2.1,False,False,False
W4461,内蒙古,风电,30000.0,3.1,False,False,False
W4475,内蒙古,风电,30000.0,1.8,False,False,False
W4484,内蒙古,风电,30000.0,2.1,False,False,False
W4505,内蒙古,风电,30000.0,2.8,False,False,False
W4510,内蒙古,风电,30000.0,2.8,False,False,False
W4517,内蒙古,风电,30000.0,2.8,False,False,False
W4522,内蒙古,风电,30000.0,2.8,False,False,False
W4534,内蒙古,风电,30000.0,0.7,False,True,True
W4548,内蒙古,风电,30000.0,1.3,False,False,True
W4551,内蒙古,风电,30000.0,1.8,False,False,False
W4588,内蒙古,风电,30000.0,2.7,False,False,False
W4603,内蒙古,风电,30000.0,1.4,False,False,False
W4611,内蒙古,风电,30000.0,2.3,False,False,False
W4721,内蒙古,风电,30000.0,5.1,False,False,False
W4736,内蒙古,风电,30000.0,2.3,False,False,False
W4753,内蒙古,风电,30000.0,2.3,False,False,False
W4783,内蒙古,风电,30000.0,3.8,False,False,False
W4791,内蒙古,风电,30000.0,3.8,False,False,False
W4807,内蒙古,风电,30000.0,2.3,False,False,False
W4808,内蒙古,风电,30000.0,3.8,False,False,False
W4814,内蒙古,风电,30000.0,2.3,False,False,False
W4815,内蒙古,风电,30000.0,3.8,False,False,False
W4832,内蒙古,风电,30000.0,3.8,False,False,False
W4837,内蒙古,风电,30000.0,3.1,False,False,False
W4852,内蒙古,风电,30000.0,2.3,False,False,False
W4875,内蒙古,风电,30000.0,1.3,False,False,True
W4888,内蒙古,风电,30000.0,1.3,False,False,True
W4968,内蒙古,风电,30000.0,2.2,False,False,False
W4991,内蒙古,风电,30000.0,1.1,False,False,True
W5005,青海,风电,30000.0,1.9,False,False,False
W5007,青海,风电,30000.0,2.6,False,False,False
W5009,青海,风电,30000.0,4.0,False,False,False
W5010,青海,风电,30000.0,4.0,False,False,False
W5014,青海,风电,30000.0,4.0,False,False,False
W5019,青海,风电,30000.0,4.0,False,False,False
W5021,青海,风电,30000.0,2.6,False,False,False
W5022,青海,风电,30000.0,2.6,False,False,False
W5025,青海,风电,30000.0,4.0,False,False,False
W503,甘肃,风电,30000.0,4.5,False,False,False
W5035,青海,风电,30000.0,5.1,False,False,False
W5112,辽宁,风电,30000.0,0.7,False,True,True
W5190,辽宁,风电,30000.0,2.8,False,False,False
W5243,辽宁,风电,30000.0,4.0,False,False,False
W5305,辽宁,风电,30000.0,2.4,False,False,False
W5423,辽宁,风电,30000.0,3.2,False,False,False
W5501,山东,风电,30000.0,0.7,False,True,True
W5754,青海,风电,30000.0,2.6,False,False,False
W5824,吉林,风电,30000.0,1.5,False,False,False
W583,甘肃,风电,30000.0,4.3,False,False,False
W584,甘肃,风电,30000.0,4.3,False,False,False
W585,甘肃,风电,30000.0,4.3,False,False,False
W5940,青海,风电,30000.0,3.8,False,False,False
W5948,吉林,风电,30000.0,1.3,False,False,True
W5967,辽宁,风电,30000.0,1.2,False,False,True
W6268,山西,风电,30000.0,2.3,False,False,False
W6270,山西,风电,30000.0,3.5,False,False,False
W6271,山西,风电,30000.0,2.3,False,False,False
W629,甘肃,风电,30000.0,1.0,False,True,True
W6339,山东,风电,30000.0,0.7,False,True,True
W6375,山东,风电,30000.0,1.4,False,False,False
W6384,山东,风电,30000.0,1.4,False,False,False
W6386,山东,风电,30000.0,1.4,False,False,False
W6452,山西,风电,30000.0,3.5,False,False,False
W6550,山西,风电,30000.0,4.1,False,False,False
W6710,山西,风电,30000.0,5.0,False,False,False
W6723,山西,风电,30000.0,4.0,False,False,False
W6906,山西,风电,30000.0,3.1,False,False,False
W6910,山东,风电,30000.0,0.7,False,True,True
W6914,山西,风电,30000.0,4.9,False,False,False
W6915,山西,风电,30000.0,3.1,False,False,False
W6918,山东,风电,30000.0,0.7,False,True,True
W6931,山东,风电,30000.0,0.7,False,True,True
W6937,山东,风电,30000.0,1.4,False,False,False
W6945,山东,风电,30000.0,5.1,False,False,False
W6954,山东,风电,30000.0,1.4,False,False,False
W6956,山东,风电,30000.0,1.4,False,False,False
W7010,新疆,风电,30000.0,3.5,False,False,False
W7013,新疆,风电,30000.0,3.5,False,False,False
W7016,新疆,风电,30000.0,3.5,False,False,False
W7058,山西,风电,30000.0,20.0,True,False,False
W7080,山西,风电,30000.0,1.9,False,False,False
W7118,山西,风电,30000.0,5.0,False,False,False
W7124,山西,风电,30000.0,3.4,False,False,False
W7125,山西,风电,30000.0,3.4,False,False,False
W7127,山西,风电,30000.0,3.4,False,False,False
W7194,新疆,风电,30000.0,5.0,False,False,False
W7196,山西,风电,30000.0,3.4,False,False,False
W7208,新疆,风电,30000.0,4.3,False,False,False
W7213,新疆,风电,30000.0,1.8,False,False,False
W7224,新疆,风电,30000.0,1.8,False,False,False
W7233,新疆,风电,30000.0,2.3,False,False,False
W7243,新疆,风电,30000.0,2.3,False,False,False
W7245,新疆,风电,30000.0,4.9,False,False,False
W7248,山西,风电,30000.0,2.3,False,False,False
W7253,山西,风电,30000.0,3.3,False,False,False
W7256,新疆,风电,30000.0,1.8,False,False,False
W7258,新疆,风电,30000.0,1.8,False,False,False
W7260,山西,风电,30000.0,2.3,False,False,False
W7268,新疆,风电,30000.0,2.7,False,False,False
W7269,山西,风电,30000.0,3.6,False,False,False
W7273,新疆,风电,30000.0,4.0,False,False,False
W7276,新疆,风电,30000.0,1.8,False,False,False
W7277,山西,风电,30000.0,2.3,False,False,False
W7285,新疆,风电,30000.0,1.8,False,False,False
W7287,新疆,风电,30000.0,20.0,True,False,False
W7371,山西,风电,30000.0,2.3,False,False,False
W7380,新疆,风电,30000.0,2.3,False,False,False
W7381,新疆,风电,30000.0,20.0,True,False,False
W7382,山西,风电,30000.0,3.1,False,False,False
W7383,新疆,风电,30000.0,2.7,False,False,False
W7399,新疆,风电,30000.0,2.3,False,False,False
W7408,山西,风电,30000.0,2.3,False,False,False
W7410,新疆,风电,30000.0,3.9,False,False,False
W7421,新疆,风电,30000.0,2.9,False,False,False
W7422,新疆,风电,30000.0,20.0,True,False,False
W7424,新疆,风电,30000.0,2.3,False,False,False
W7431,新疆,风电,30000.0,2.3,False,False,False
W7438,新疆,风电,30000.0,20.0,True,False,False
W7447,新疆,风电,30000.0,2.3,False,False,False
W7460,新疆,风电,30000.0,2.3,False,False,False
W7468,新疆,风电,30000.0,2.3,False,False,False
W7470,新疆,风电,30000.0,1.5,False,False,False
W7474,山西,风电,30000.0,2.1,False,False,False
W7477,新疆,风电,30000.0,2.3,False,False,False
W7480,新疆,风电,30000.0,2.3,False,False,False
W7487,新疆,风电,30000.0,2.3,False,False,False
W7492,山西,风电,30000.0,1.9,False,False,False
W7495,新疆,风电,30000.0,2.3,False,False,False
W7508,新疆,风电,30000.0,2.3,False,False,False
W7514,山西,风电,30000.0,2.0,False,False,False
W7515,山西,风电,30000.0,3.4,False,False,False
W7516,新疆,风电,30000.0,2.3,False,False,False
W7520,山西,风电,30000.0,2.0,False,False,False
W7521,山西,风电,30000.0,2.3,False,False,False
W7522,新疆,风电,30000.0,2.3,False,False,False
W7535,山西,风电,30000.0,2.0,False,False,False
W7545,新疆,风电,30000.0,2.3,False,False,False
W7546,新疆,风电,30000.0,4.1,False,False,False
W7552,新疆,风电,30000.0,20.0,True,False,False
W7559,新疆,风电,30000.0,4.0,False,False,False
W7560,新疆,风电,30000.0,2.3,False,False,False
W7567,新疆,风电,30000.0,4.9,False,False,False
W7568,新疆,风电,30000.0,2.3,False,False,False
W7571,山西,风电,30000.0,5.0,False,False,False
W7578,新疆,风电,30000.0,2.3,False,False,False
W7592,新疆,风电,30000.0,2.3,False,False,False
W7600,新疆,风电,30000.0,1.8,False,False,False
W7603,山西,风电,30000.0,3.7,False,False,False
W7606,新疆,风电,30000.0,1.8,False,False,False
W7611,山西,风电,30000.0,3.7,False,False,False
W7626,山西,风电,30000.0,3.7,False,False,False
W7639,山西,风电,30000.0,3.7,False,False,False
W7661,山西,风电,30000.0,3.7,False,False,False
W7664,新疆,风电,30000.0,1.6,False,False,False
W7672,新疆,风电,30000.0,5.0,False,False,False
W7680,新疆,风电,30000.0,5.0,False,False,False
W7683,新疆,风电,30000.0,2.3,False,False,False
W7693,山西,风电,30000.0,2.4,False,False,False
W7700,山西,风电,30000.0,2.4,False,False,False
W7725,新疆,风电,30000.0,4.4,False,False,False
W7727,新疆,风电,30000.0,3.5,False,False,False
W7735,新疆,风电,30000.0,2.3,False,False,False
W7754,山西,风电,30000.0,3.7,False,False,False
W7757,新疆,风电,30000.0,3.9,False,False,False
W7776,新疆,风电,30000.0,3.5,False,False,False
W7784,新疆,风电,30000.0,2.3,False,False,False
W7787,新疆,风电,30000.0,2.3,False,False,False
W7788,山西,风电,30000.0,4.0,False,False,False
W7789,山西,风电,30000.0,3.4,False,False,False
W7794,山西,风电,30000.0,3.1,False,False,False
W7799,山西,风电,30000.0,3.4,False,False,False
W7804,新疆,风电,30000.0,2.6,False,False,False
W7806,新疆,风电,30000.0,2.3,False,False,False
W7812,山西,风电,30000.0,3.4,False,False,False
W7816,新疆,风电,30000.0,2.3,False,False,False
W7828,新疆,风电,30000.0,2.7,False,False,False
W7838,山西,风电,30000.0,3.4,False,False,False
W7844,新疆,风电,30000.0,3.5,False,False,False
W7846,山西,风电,30000.0,5.0,False,False,False
W7850,山西,风电,30000.0,3.4,False,False,False
W7851,新疆,风电,30000.0,3.5,False,False,False
W7852,山西,风电,30000.0,3.4,False,False,False
W7865,新疆,风电,30000.0,5.0,False,False,False
W7877,山西,风电,30000.0,3.4,False,False,False
W7883,新疆,风电,30000.0,3.1,False,False,False
W7884,山西,风电,30000.0,3.4,False,False,False
W7890,新疆,风电,30000.0,2.6,False,False,False
W7927,新疆,风电,30000.0,3.1,False,False,False
W7935,山西,风电,30000.0,3.4,False,False,False
W7941,山西,风电,30000.0,3.4,False,False,False
W7948,山西,风电,30000.0,2.3,False,False,False
W7953,山西,风电,30000.0,3.4,False,False,False
W7958,山西,风电,30000.0,2.3,False,False,False
W7978,山西,风电,30000.0,3.4,False,False,False
W8000,新疆,风电,30000.0,3.5,False,False,False
W8045,云南,风电,30000.0,2.3,False,False,False
W8050,云南,风电,30000.0,2.3,False,False,False
W8096,云南,风电,30000.0,4.3,False,False,False
W8098,云南,风电,30000.0,4.3,False,False,False
W8111,云南,风电,30000.0,2.8,False,False,False
W8113,云南,风电,30000.0,4.8,False,False,False
W8153,云南,风电,30000.0,4.3,False,False,False
W8162,云南,风电,30000.0,4.3,False,False,False
W8182,云南,风电,30000.0,4.7,False,False,False
W8214,云南,风电,30000.0,3.1,False,False,False
W912,甘肃,风电,30000.0,2.9,False,False,False
W922,甘肃,风电,30000.0,2.9,False,False,False
W925,甘肃,风电,30000.0,2.0,False,False,False
W994,甘肃,风电,30000.0,2.9,False,False,False
11041,西藏,光伏,40000.0,1.6,False,False,False
11990,西藏,光伏,40000.0,0.5,False,True,True
175,甘肃,光伏,40000.0,20.0,True,False,False
179,甘肃,光伏,40000.0,20.0,True,False,False
1798,青海,光伏,40000.0,2.4,False,False,False
1800,青海,光伏,40000.0,2.4,False,False,False
181,甘肃,光伏,40000.0,20.0,True,False,False
199,甘肃,光伏,40000.0,20.0,True,False,False
4006,青海,光伏,40000.0,3.6,False,False,False
4126,青海,光伏,40000.0,4.6,False,False,False
413,甘肃,光伏,40000.0,20.0,True,False,False
4130,青海,光伏,40000.0,20.0,True,False,False
4132,青海,光伏,40000.0,20.0,True,False,False
4133,青海,光伏,40000.0,20.0,True,False,False
4136,青海,光伏,40000.0,4.6,False,False,False
4137,青海,光伏,40000.0,3.5,False,False,False
4138,青海,光伏,40000.0,3.3,False,False,False
4140,青海,光伏,40000.0,3.8,False,False,False
4143,青海,光伏,40000.0,3.8,False,False,False
4146,青海,光伏,40000.0,4.5,False,False,False
4149,青海,光伏,40000.0,3.5,False,False,False
4153,青海,光伏,40000.0,2.4,False,False,False
4155,青海,光伏,40000.0,2.4,False,False,False
4156,青海,光伏,40000.0,2.4,False,False,False
4157,青海,光伏,40000.0,2.4,False,False,False
4159,青海,光伏,40000.0,2.4,False,False,False
4160,青海,光伏,40000.0,2.6,False,False,False
4161,青海,光伏,40000.0,3.9,False,False,False
4163,青海,光伏,40000.0,4.0,False,False,False
4165,青海,光伏,40000.0,2.4,False,False,False
4167,青海,光伏,40000.0,3.9,False,False,False
4180,青海,光伏,40000.0,4.0,False,False,False
4182,青海,光伏,40000.0,2.6,False,False,False
4189,青海,光伏,40000.0,2.6,False,False,False
4190,青海,光伏,40000.0,2.6,False,False,False
4192,青海,光伏,40000.0,20.0,True,False,False
4197,青海,光伏,40000.0,3.4,False,False,False
4199,青海,光伏,40000.0,20.0,True,False,False
4204,青海,光伏,40000.0,3.6,False,False,False
