ObjectId,merge_province_cn,power_type_cn,weather_year,required_15y_price_addition_cny_per_kg,public_cost_pv_100m_cny,annual_h2_t,right_censored
3910,内蒙古,光伏,2020,12.9075937718153,0.1674180011679794,119.6745813511286,False
404,甘肃,光伏,2020,10.511896312236786,0.09116496326213115,79.89200463435434,False
4040,青海,光伏,2020,6.344079449772835,0.024746426843039553,36.67790914209781,False
405,甘肃,光伏,2020,10.405682846903801,0.1831799723271529,162.15190134154437,False
4077,陕西,光伏,2020,12.244370207190514,0.045628220096844446,34.37099290861236,False
4107,陕西,光伏,2020,12.451053634285927,0.05314471782033473,39.37177534793139,False
4117,青海,光伏,2020,6.344079449772835,0.024746426843039553,36.67790914209781,False
4126,青海,光伏,2020,6.344079226255417,0.03711963861961438,55.01686321347056,False
4127,青海,光伏,2020,6.320653259754181,0.024641204750079023,36.65502291807915,False
4128,青海,光伏,2020,6.320653259754181,0.024641204750079023,36.65502291807915,False
4129,青海,光伏,2020,6.320653259754181,0.024641204750079023,36.65502291807915,False
413,甘肃,光伏,2020,11.445068344473839,0.11655525852528073,93.81061817850602,False
4130,青海,光伏,2020,6.319923922419548,0.025500367176060523,37.937447527726256,False
4132,青海,光伏,2020,6.319923922419548,0.025500367176060523,37.937447527726256,False
4133,青海,光伏,2020,6.319923922419548,0.025500367176060523,37.937447527726256,False
4134,青海,光伏,2020,6.381513029336929,0.024885033571314445,36.66240064092286,False
4135,青海,光伏,2020,6.381513029336929,0.024885033571314445,36.66240064092286,False
4136,青海,光伏,2020,6.381512805819511,0.03732754896690459,54.993600839631945,False
4139,青海,光伏,2020,6.191133633255959,0.025487128583977673,38.7210093761505,False
4141,青海,光伏,2020,6.1722079664468765,0.0241984749449042,36.87596412312591,False
4144,青海,光伏,2020,6.23722068965435,0.02435959865428325,36.750461756234614,False
4145,青海,光伏,2020,6.23722068965435,0.02435959865428325,36.750461756234614,False
4146,青海,光伏,2020,6.2757135182619095,0.03692747486854642,55.33173754353301,False
4147,青海,光伏,2020,6.2766024470329285,0.024461122390978193,36.647096012175325,False
4148,青海,光伏,2020,6.2766024470329285,0.024461122390978193,36.647096012175325,False
4151,青海,光伏,2020,6.181841343641281,0.024235506961886262,36.87484404140651,False
4154,青海,光伏,2020,7.0686522871255875,0.027248915674331225,36.12936819947412,False
4160,青海,光伏,2020,7.068652510643005,0.06812229138700525,90.3234205611173,False
4161,青海,光伏,2020,7.042278349399567,0.04068121803036521,54.146040162484,False
4163,青海,光伏,2020,7.071099802851677,0.04101184154440724,54.35633587076382,False
4165,青海,光伏,2020,6.9914717227220535,0.06683949614000965,89.6266806279921,False
4167,青海,光伏,2020,7.064318954944611,0.040790647232396574,54.117541385994556,False
4173,青海,光伏,2020,7.631286531686783,0.028389028741757374,34.7742279984587,False
4176,青海,光伏,2020,7.012681737542152,0.026912708066826895,35.97635202491561,False
4179,青海,光伏,2020,7.0686522871255875,0.027248915674331225,36.12936819947412,False
418,甘肃,光伏,2020,11.45472563803196,0.05201203472092682,41.82709170504102,False
4180,青海,光伏,2020,7.0686522871255875,0.04087337354418946,54.19405234255835,False
4182,青海,光伏,2020,7.068652510643005,0.06812229138700525,90.3234205611173,False
4189,青海,光伏,2020,7.068652510643005,0.06812229138700525,90.3234205611173,False
4191,青海,光伏,2020,8.907262533903122,0.03299962510554823,34.527571373898596,False
4192,青海,光伏,2020,6.2196481972932816,0.032862207322497027,49.68114480826977,False
4193,青海,光伏,2020,7.538861632347107,0.03313499349653855,41.25412490293009,False
4195,青海,光伏,2020,6.067459657788277,0.022073804038340115,34.23289655780964,False
4197,青海,光伏,2020,7.738006263971329,0.07579639512701736,91.6541747971911,False
4199,青海,光伏,2020,6.128917559981346,0.021986510981612886,33.75017507032996,False
420,甘肃,光伏,2020,11.459316462278366,0.05203061720590114,41.82584756050943,False
421,甘肃,光伏,2020,12.785949110984802,0.04564510791499163,32.900078881494366,False
422,甘肃,光伏,2020,11.556558609008789,0.07235987422319468,57.68243893423906,False
4242,青海,光伏,2020,6.244467347860336,0.024238717907874085,36.521157779792134,False
4250,青海,光伏,2020,6.244467347860336,0.024238717907874085,36.521157779792134,False
4256,青海,光伏,2020,6.3316648453474045,0.03687537673167828,54.7551377647788,False
428,甘肃,光伏,2020,9.273457825183868,0.07505291142009182,74.92096491914393,False
4298,青海,光伏,2020,6.362359598278999,0.024707619317752352,36.50831471012352,False
430,甘肃,光伏,2020,9.260100424289703,0.04995663435400227,49.94503099883429,False
4309,青海,光伏,2020,7.01925091445446,0.026927462202347475,35.957591805007205,False
4326,青海,光伏,2020,7.064860761165619,0.033900837143434205,44.97328145774349,False
433,甘肃,光伏,2020,9.531510472297668,0.158197243856251,153.4604217436146,False
435,甘肃,光伏,2020,12.087427452206612,0.04249361821013077,32.38918362340779,False
4364,陕西,光伏,2020,12.565011754631996,0.04866561276343123,35.72747256065652,False
4369,陕西,光伏,2020,11.83273270726204,0.045012316924987826,35.076917029665545,False
437,甘肃,光伏,2020,11.538354903459549,0.12874490654214965,102.76826755096572,False
438,甘肃,光伏,2020,10.39004310965538,0.042106788302700454,37.41743385990462,False
4394,陕西,光伏,2020,12.997668832540512,0.046478541049221146,32.99469251925641,False
440,甘肃,光伏,2020,9.477185904979706,0.10489052538289802,102.36010231610273,False
4420,青海,光伏,2020,6.244467347860336,0.024238717907874085,36.521157779792134,False
443,甘肃,光伏,2020,9.277409613132477,0.05004174637377353,49.93678029226757,False
4456,青海,光伏,2020,5.885919705033302,0.02213658123562796,35.399848790199144,False
447,甘肃,光伏,2020,11.075965985655785,0.03948724450170346,32.841251694848154,False
4479,青海,光伏,2020,6.538448631763458,0.040012821365073246,57.66977843788489,False
4535,青海,光伏,2020,7.064860761165619,0.027120669680531874,35.97862512080408,False
454,甘肃,光伏,2020,12.479940354824066,0.04356135936930654,32.16892486768796,False
4541,青海,光伏,2020,7.028832212090492,0.026966499568449903,35.96063399073645,False
457,甘肃,光伏,2020,12.377836480736732,0.05645869014886698,42.042981477806904,False
459,甘肃,光伏,2020,12.182725444436073,0.45907416508783,347.1703232872461,False
4603,青海,光伏,2020,7.069805860519409,0.02725563011936855,36.13237424300832,False
4609,青海,光伏,2020,6.798011362552643,0.03370522584695153,46.51306240591991,False
461,甘肃,光伏,2020,12.254171445965767,0.3085168087584819,231.9716533681538,False
4615,青海,光伏,2020,7.064860761165619,0.033900837143434205,44.97328145774349,False
463,甘肃,光伏,2020,12.185020744800568,0.1530697174848321,115.73884697996215,False
464,甘肃,光伏,2020,12.18502052128315,0.3061394293268805,231.47769393945035,False
4642,青海,光伏,2020,6.798011362552643,0.040446270961377394,55.81567481125321,False
465,甘肃,光伏,2020,12.231691181659698,0.04604802037116737,34.68586645941714,False
466,甘肃,光伏,2020,12.184408977627754,0.07500114630003275,56.712602461524384,False
467,甘肃,光伏,2020,12.185021415352821,0.12245578052900502,92.59107743447896,False
4670,青海,光伏,2020,6.798011586070061,0.02696418153047069,37.21044987827416,False
4677,青海,光伏,2020,7.8847092390060425,0.029128305549611044,34.54034592646401,False
468,甘肃,光伏,2020,12.184454798698425,0.15306404228833803,115.73993152166558,False
4687,青海,光伏,2020,7.884354069828987,0.029126975495718004,34.54032462815541,False
4690,青海,光伏,2020,6.798011362552643,0.040446270961377394,55.81567481125321,False
4693,青海,光伏,2020,7.785257175564766,0.029747255730946266,35.74252738487056,False
470,甘肃,光伏,2020,12.221448719501495,0.09237859124167003,69.63809309551921,False
4709,青海,光伏,2020,6.965294927358627,0.04121234449149063,55.40908886994274,False
4710,青海,光伏,2020,7.546539902687073,0.047712524035249206,59.15025872303557,False
4712,青海,光伏,2020,6.285189539194107,0.030300874975715084,45.43988560269823,False
4716,青海,光伏,2020,7.759826481342316,0.07336697043404566,88.44227206707518,False
4718,青海,光伏,2020,7.832134366035461,0.058129935012798103,69.37842412898095,False
4724,青海,光伏,2020,7.832134366035461,0.058129935012798103,69.37842412898095,False
4726,青海,光伏,2020,7.920241132378578,0.03254904970175026,38.42351160308753,False
474,甘肃,光伏,2020,12.211610823869705,0.061543287892961866,46.431416902865,False
4746,青海,光伏,2020,6.288438141345978,0.030038536765551103,45.0179149489978,False
475,甘肃,光伏,2020,12.695311903953552,0.03826724404411556,27.777654236990145,False
4752,青海,光伏,2020,6.288438141345978,0.030038536765551103,45.0179149489978,False
4756,青海,光伏,2020,7.78521291911602,0.059494122745153345,71.48499407795114,False
4766,青海,光伏,2020,6.918732672929764,0.026831401085870978,36.33436135995213,False
4773,青海,光伏,2020,9.55723263323307,0.04030697055787316,39.311086006656566,False
4785,青海,光伏,2020,7.925452440977097,0.031014903694412583,36.58322138149641,False
4795,青海,光伏,2020,6.495042443275452,0.039965539042752095,57.99681183369389,False
4802,青海,光伏,2020,6.528621464967728,0.026458565024227654,38.18941588164395,False
4804,青海,光伏,2020,8.080768436193466,0.0853188133850104,98.71639538009053,False
4809,青海,光伏,2020,6.528621464967728,0.026458565024227654,38.18941588164395,False
4824,青海,光伏,2020,6.53734490275383,0.0397326152634713,57.26883272183961,False
483,甘肃,光伏,2020,11.92938432097435,0.13898910991776106,107.32804015636235,False
4831,青海,光伏,2020,6.537344679236412,0.02648840917738609,38.179221681090176,False
4838,青海,光伏,2020,6.53536856174469,0.026473922442356017,38.167622779403565,False
4843,青海,光伏,2020,6.527238115668297,0.0267055136112118,38.554022497909905,False
485,甘肃,光伏,2020,10.94419352710247,0.19323138342874438,162.6284807156912,False
4850,青海,光伏,2020,6.287192478775978,0.024670679444561222,36.898793098988136,False
4857,青海,光伏,2020,6.287192478775978,0.024670679444561222,36.898793098988136,False
486,甘肃,光伏,2020,10.854981914162636,0.036844795275136975,31.26695292587796,False
4863,青海,光伏,2020,6.287192478775978,0.024670679444561222,36.898793098988136,False
4868,青海,光伏,2020,6.28719225525856,0.03700601779022477,55.34818955723593,False
4874,青海,光伏,2020,6.28719225525856,0.03700601779022477,55.34818955723593,False
4879,青海,光伏,2020,6.312391385436058,0.02459930143371196,36.6382890085627,False
4882,青海,光伏,2020,7.078527957201004,0.027163730456963162,35.9613121207242,False
4889,青海,光伏,2020,7.060497030615807,0.02710575950942727,35.97942147233869,False
4897,青海,光伏,2020,6.754053309559822,0.07080139421471428,98.3415172702587,False
4903,青海,光伏,2020,7.025201618671417,0.026945057937544637,35.948208652456486,False
491,甘肃,光伏,2020,10.927272140979767,0.14483069929561102,122.07527369092331,False
4911,青海,光伏,2020,6.3597457855939865,0.02479912225119162,36.66317549358946,False
4928,青海,光伏,2020,6.314314529299736,0.024613343337854456,36.65262491284904,False
4933,青海,光伏,2020,6.314314529299736,0.03692001489044532,54.97893719603286,False
495,甘肃,光伏,2020,12.05215148627758,0.04113456227038371,31.44938917772633,False
4957,青海,光伏,2020,6.344079449772835,0.024746426843039553,36.67790914209781,False
4960,青海,光伏,2020,7.735683470964432,0.047616626603033514,57.59203280742561,False
4980,青海,光伏,2020,6.538431867957115,0.02667605581662452,38.44783047903495,False
4981,青海,光伏,2020,6.664902493357658,0.027412352516309236,38.73403933281887,False
4983,青海,光伏,2020,6.56814381480217,0.02712330549883646,38.91331054114719,False
4986,青海,光伏,2020,6.664902493357658,0.027412352516309236,38.73403933281887,False
4987,青海,光伏,2020,6.538444384932518,0.026741148614799082,38.53474835987436,False
499,甘肃,光伏,2020,13.156325966119766,0.04136092083189078,28.990029196012784,False
4997,青海,光伏,2020,7.628611922264099,0.028380133500016932,34.7755201647089,False
4998,青海,光伏,2020,6.36798195540905,0.02482514618725386,36.64958711844069,False
501,甘肃,光伏,2020,13.156325966119766,0.03906309221801371,27.379472243606465,False
518,甘肃,光伏,2020,11.390585079789162,0.1997715195923275,161.5704292245372,False
521,甘肃,光伏,2020,11.607120037078857,0.16608051466707477,131.85058239460412,False
525,甘肃,光伏,2020,12.03253336250782,0.04410261212607411,33.779628622393275,False
527,甘肃,光伏,2020,11.657499745488167,0.05271950512923629,41.674623895936726,False
528,甘肃,光伏,2020,11.77943766117096,0.04250307418624767,33.24526890781552,False
533,甘肃,光伏,2020,11.274381503462791,0.30569563584921006,249.77384985935703,False
539,甘肃,光伏,2020,12.718896120786667,0.0382738984072326,27.741666724458977,False
540,甘肃,光伏,2020,11.274380832910538,0.20379708057318005,166.51590164497657,False
541,甘肃,光伏,2020,11.2396589666605,0.20288424145969397,166.27986652683063,False
542,甘肃,光伏,2020,11.644041314721107,0.05266769239197204,41.681213423115395,False
544,甘肃,光伏,2020,11.500007584691048,0.04868616838911078,39.01335044233594,False
545,甘肃,光伏,2020,11.669620648026466,0.05276549624672705,41.66822930823436,False
548,甘肃,光伏,2020,12.612169459462166,0.04608124418432369,33.668381944222794,False
5526,陕西,光伏,2020,13.138219937682152,0.07335242501627404,51.51301812277669,False
555,甘肃,光伏,2020,11.754728257656097,0.053684798930814334,42.08087402189275,False
556,甘肃,光伏,2020,12.894018217921257,0.047555819633882064,33.992800631126585,False
5966,陕西,光伏,2020,12.407419681549072,0.052729320489223575,39.20249424105035,False
6001,新疆,光伏,2020,9.775791093707085,0.03443956599419235,32.7822817171614,False
6004,新疆,光伏,2020,9.701658189296722,0.03390423279483186,32.524378428881235,False
6005,新疆,光伏,2020,9.779392406344414,0.03445966790083238,32.79444370967754,False
6006,新疆,光伏,2020,10.362540408968925,0.038512731770475865,34.5620155557176,False
6007,新疆,光伏,2020,10.086415261030197,0.0413312647593005,38.1426047443959,False
6014,新疆,光伏,2020,9.441085830330849,0.03332866881186452,32.877522372313614,False
6016,新疆,光伏,2020,9.329077899456024,0.03930254497979801,39.22999302544999,False
6017,新疆,光伏,2020,8.037038818001747,0.06792979612127502,78.87708192359557,False
6020,新疆,光伏,2020,9.474215358495712,0.03305479168624214,32.4958239732651,False
6021,新疆,光伏,2020,9.439785182476044,0.0333257911556682,32.87921326210064,False
6022,新疆,光伏,2020,9.448815286159515,0.03335364673211554,32.87272128055597,False
6024,新疆,光伏,2020,9.463390186429024,0.03334715093328242,32.820740074083076,False
6025,新疆,光伏,2020,9.329077899456024,0.03930254497979801,39.22999302544999,False
6026,新疆,光伏,2020,9.77663666009903,0.03194439541031205,30.39742604638476,False
6027,新疆,光伏,2020,9.329077899456024,0.03930254497979801,39.22999302544999,False
6030,新疆,光伏,2020,8.11766467988491,0.0605910985006824,69.6517727816231,False
6031,新疆,光伏,2020,8.533231392502785,0.11851756021164525,129.37156632785926,False
6032,新疆,光伏,2020,8.533231616020203,0.06584309087869897,71.87309256543045,False
6035,新疆,光伏,2020,9.774778559803963,0.03443983587179108,32.788489222027614,False
6036,新疆,光伏,2020,8.640608936548233,0.39054781176641146,420.7901926086945,False
6037,新疆,光伏,2020,9.05578762292862,0.11277628241729015,115.72583407700328,False
6047,新疆,光伏,2020,9.830430373549461,0.0358728780447919,33.99095336239077,False
6056,新疆,光伏,2020,10.328970104455948,0.041346187852051366,37.17976817522311,False
6057,新疆,光伏,2020,8.4634680300951,0.043490456395700955,47.90832069736374,False
6059,新疆,光伏,2020,8.541346192359924,0.04112576021883692,44.85289695479306,False
6060,新疆,光伏,2020,7.66216479241848,0.04083104477687033,49.73081706641477,False
6061,新疆,光伏,2020,9.02537114918232,0.03491733613510122,35.98083445450439,False
6063,新疆,光伏,2020,8.530776053667068,0.043483275246253346,47.479196804584106,False
6065,新疆,光伏,2020,11.489816531538963,0.0371039846530822,29.853135534206917,False
6066,新疆,光伏,2020,8.690158277750015,0.08990086186314193,96.2577489426499,False
6067,新疆,光伏,2020,7.528717294335365,0.029055139640519964,36.02569755915066,False
6068,新疆,光伏,2020,8.657814860343933,0.030216517417041146,32.53388800957375,False
6069,新疆,光伏,2020,7.510849311947823,0.029528519953456383,36.69706556950878,False
6070,新疆,光伏,2020,7.510844171047211,0.04921420364218155,61.161822434990604,False
6071,新疆,光伏,2020,11.376747339963913,0.036518435609811245,29.70190454794719,False
6076,新疆,光伏,2020,8.500146567821503,0.0757385624481465,83.05972651677675,False
6078,新疆,光伏,2020,10.085317343473434,0.03567530713389416,32.88790145573129,False
6079,新疆,光伏,2020,11.174755990505219,0.03830283673976583,31.724564077352206,False
6081,新疆,光伏,2020,9.831999465823174,0.03799654150550516,35.83267214200356,False
6082,新疆,光伏,2020,8.548576980829239,0.2927868131090874,318.9780110520934,False
6083,新疆,光伏,2020,7.537255212664604,0.08007373773552871,99.19326380431886,False
6085,新疆,光伏,2020,9.59723062813282,0.040025812964867756,38.80251066208906,False
6086,新疆,光伏,2020,8.07286262512207,0.37502702367957824,433.532431171775,False
6089,新疆,光伏,2020,8.07286262512207,0.08333933897345604,96.340540697357,False
6091,新疆,光伏,2020,10.860560908913612,0.03712063268261437,31.722844901468164,False
6096,新疆,光伏,2020,10.362540408968925,0.038512731770475865,34.5620155557176,False
6097,新疆,光伏,2020,9.07175324857235,0.03545401776246206,36.450416208176115,False
6098,新疆,光伏,2020,9.08517949283123,0.05918877717967961,60.451565618228244,False
6099,新疆,光伏,2020,10.105868205428123,0.039393461906313425,36.24169726068255,False
6100,新疆,光伏,2020,9.349390715360641,0.03678907267361818,36.65263377134643,False
6101,新疆,光伏,2020,8.410023897886276,0.06165711683952337,68.36229415794186,False
6102,新疆,光伏,2020,8.182443156838417,0.46350998410487987,528.0112032389728,False
6103,新疆,光伏,2020,10.236685797572136,0.036673824337544736,33.28899116938499,False
6104,新疆,光伏,2020,10.422005876898766,0.0458624629756655,40.80555804494522,False
6105,新疆,光伏,2020,11.109838262200356,0.040145351879432245,33.54620561178862,False
6106,新疆,光伏,2020,9.428035318851471,0.03798255921076409,37.49711213869846,False
6108,新疆,光伏,2020,10.98210945725441,0.03844276938364808,32.47303035617103,False
6110,新疆,光伏,2020,10.773198902606964,0.03620332781190729,31.19749233432543,False
6111,新疆,光伏,2020,7.504663467407227,0.029404809077117514,36.63658694169431,False
6112,新疆,光伏,2020,7.560357302427292,0.3176153510242917,392.73059568792587,False
6114,新疆,光伏,2020,7.2777606546878815,0.04476014083797302,57.57546004968882,False
6117,甘肃,光伏,2020,11.755003407597542,0.052599741939802006,41.22711753081856,False
6120,新疆,光伏,2020,8.414952456951141,0.040477474305702525,44.805506924779166,False
6123,新疆,光伏,2020,9.682068675756454,0.03933408127868167,37.72446825671875,False
6124,新疆,光伏,2020,7.2777606546878815,0.04476014083797302,57.57546004968882,False
6125,新疆,光伏,2020,10.03909818828106,0.04032634658021703,37.31881971232927,False
6129,新疆,光伏,2020,7.616699114441872,0.3267671591878096,400.5103042371897,False
6133,新疆,光伏,2020,7.6649440079927444,0.1312554954883902,159.96820276307398,False
6140,新疆,光伏,2020,8.421860039234161,0.04120480603962188,45.58711872292025,False
6142,新疆,光伏,2020,9.871715158224106,0.03430016783925866,32.299273513615496,False
6143,新疆,光伏,2020,7.213301807641983,0.0884368251004292,114.85255914142736,False
6149,新疆,光伏,2020,8.63619826734066,0.32821808829009597,353.84186358693177,False
6151,新疆,光伏,2020,10.100610181689262,0.03888946544129631,35.82760550381262,False
6154,新疆,光伏,2020,11.322190761566162,0.03684621406946369,30.118110425324165,False
6158,新疆,光伏,2020,10.425352603197098,0.03955966718411917,35.28487453926246,False
6165,新疆,光伏,2020,8.673447668552399,0.2793036880435215,299.76923176225966,False
6167,新疆,光伏,2020,10.3892632573843,0.039000905220672684,34.912836442622854,False
6169,新疆,光伏,2020,9.849628955125809,0.03409003055968929,32.23620444697318,False
6172,新疆,光伏,2020,10.180958434939384,0.03976133036535016,36.17509524386544,False
6175,新疆,光伏,2020,8.947592675685883,0.040481473240570824,42.20613429442011,False
6176,新疆,光伏,2020,10.140942335128784,0.04230452734819781,38.702447592568454,False
6178,新疆,光伏,2020,7.201467454433441,0.11158282802587671,144.93980643394883,False
6183,新疆,光伏,2020,8.414557501673698,0.041257405677507894,45.68840163767084,False
6186,新疆,光伏,2020,8.947592675685883,0.040481473240570824,42.20613429442011,False
6189,新疆,光伏,2020,7.246610373258591,0.07557547543373823,97.54304525146317,False
6190,新疆,光伏,2020,8.34031842648983,0.05560580599987862,62.12119447378989,False
6191,新疆,光伏,2020,8.746241480112076,0.04256410493846117,45.27804199879558,False
6197,新疆,光伏,2020,7.201467677950859,0.5951084339839198,773.0123001693227,False
6205,新疆,光伏,2020,9.885444715619087,0.03731192182048646,35.15235837694479,False
6212,新疆,光伏,2020,10.40751837193966,0.03949966083306138,35.29450975287086,False
6214,新疆,光伏,2020,8.675812929868698,0.13969620314455328,149.89134976888266,False
6215,新疆,光伏,2020,6.881694048643112,0.07017079626866943,95.4826430478631,False
6219,新疆,光伏,2020,9.134338796138763,0.05004500918793331,50.89171639767102,False
6224,新疆,光伏,2020,7.249962463974953,0.18321515324588278,236.37768622840719,False
6230,新疆,光伏,2020,8.385170325636864,0.06140059378558651,68.38988527610984,False
6233,新疆,光伏,2020,11.078318729996681,0.03709296170457474,31.02170694205047,False
6239,新疆,光伏,2020,11.538534387946129,0.039982451272900094,32.041751123702184,False
6247,新疆,光伏,2020,7.590940967202187,0.3514129455454975,432.67822450243193,False
6251,新疆,光伏,2020,9.864056333899498,0.03999137120626789,37.752614070034895,False
6253,新疆,光伏,2020,8.675812929868698,0.13969620314455328,149.89134976888266,False
6259,新疆,光伏,2020,7.5633227080106735,0.3283406441307827,405.4555108788049,False
6260,新疆,光伏,2020,10.405187532305717,0.039051622532857835,34.90198635942688,False
6261,新疆,光伏,2020,8.73914659023285,0.030480202578353956,32.527043753631894,False
6263,新疆,光伏,2020,9.324399679899216,0.03602337072301958,35.99421177566342,False
6268,新疆,光伏,2020,8.42654787003994,0.39763037892025205,439.16823324089256,False
6270,新疆,光伏,2020,7.275700941681862,0.04474668945372847,57.57445180089908,False
6272,新疆,光伏,2020,9.228030368685722,0.03820030875086245,38.62030005336449,False
6276,新疆,光伏,2020,8.618264570832253,0.2967058349882288,320.5598159361034,False
6277,新疆,光伏,2020,10.378727540373802,0.03896906648139337,34.92249508641594,False
6280,新疆,光伏,2020,9.435618817806244,0.03306454476370494,32.64087677432112,False
6286,新疆,光伏,2020,9.680338203907013,0.03751323415971303,36.09637862717298,False
