ObjectId,merge_province_cn,power_type_cn,low_return_entry_weather_year_count,strict_marginal_weather_year_count,colocated_6p5_weather_year_count
2892,湖北,光伏,0,0,0
2893,湖北,光伏,0,0,0
2898,河北,光伏,0,0,0
2899,湖北,光伏,0,0,0
29,安徽,光伏,0,0,0
290,安徽,光伏,0,0,0
2901,河北,光伏,0,0,0
2902,湖北,光伏,0,0,0
2906,河北,光伏,0,0,0
2907,河北,光伏,0,0,0
2908,湖北,光伏,0,0,0
291,安徽,光伏,0,0,0
2910,湖北,光伏,0,0,0
2913,湖北,光伏,0,0,0
2914,湖南,光伏,0,0,0
2915,河北,光伏,0,0,0
2916,湖北,光伏,0,0,0
2918,湖北,光伏,0,0,0
2919,河北,光伏,0,0,0
292,安徽,光伏,0,0,0
2921,湖北,光伏,0,0,0
2923,湖北,光伏,0,0,0
2925,河北,光伏,0,0,0
2926,湖北,光伏,0,0,0
2928,湖北,光伏,0,0,0
2929,河北,光伏,0,0,0
293,安徽,光伏,0,0,0
2930,河北,光伏,0,0,0
2932,湖南,光伏,0,0,0
2935,湖北,光伏,0,0,0
2936,河北,光伏,0,0,0
2938,湖北,光伏,0,0,0
294,安徽,光伏,0,0,0
2940,湖南,光伏,0,0,0
2941,湖北,光伏,0,0,0
2942,湖南,光伏,0,0,0
2944,湖北,光伏,0,0,0
2945,湖北,光伏,0,0,0
2946,湖南,光伏,0,0,0
2947,河北,光伏,0,0,0
2948,河北,光伏,0,0,0
295,安徽,光伏,0,0,0
2950,湖北,光伏,0,0,0
2954,河北,光伏,0,0,0
2955,湖北,光伏,0,0,0
2962,湖北,光伏,0,0,0
2963,河北,光伏,0,0,0
2964,河北,光伏,0,0,0
2965,湖北,光伏,0,0,0
2967,湖南,光伏,0,0,0
2968,湖北,光伏,0,0,0
2971,河北,光伏,0,0,0
2972,湖北,光伏,0,0,0
2975,河北,光伏,0,0,0
2977,湖北,光伏,0,0,0
2979,湖南,光伏,0,0,0
2980,河北,光伏,0,0,0
2986,湖南,光伏,0,0,0
2987,河北,光伏,0,0,0
2993,湖北,光伏,0,0,0
2995,湖北,光伏,0,0,0
2998,湖北,光伏,0,0,0
30,安徽,光伏,0,0,0
300,安徽,光伏,0,0,0
3000,湖北,光伏,0,0,0
3002,湖南,光伏,0,0,0
3005,湖南,光伏,0,0,0
3006,湖南,光伏,0,0,0
301,安徽,光伏,0,0,0
3011,湖南,光伏,0,0,0
3012,湖南,光伏,0,0,0
3015,湖南,光伏,0,0,0
3016,湖南,光伏,0,0,0
3017,湖南,光伏,0,0,0
302,安徽,光伏,0,0,0
3026,湖南,光伏,0,0,0
303,安徽,光伏,0,0,0
3037,湖南,光伏,0,0,0
3039,湖南,光伏,0,0,0
304,安徽,光伏,0,0,0
3042,湖南,光伏,0,0,0
3043,湖南,光伏,0,0,0
3044,湖南,光伏,0,0,0
3046,湖南,光伏,0,0,0
3047,湖南,光伏,0,0,0
305,安徽,光伏,0,0,0
3052,湖南,光伏,0,0,0
3055,江苏,光伏,0,0,0
3057,江苏,光伏,0,0,0
3058,湖南,光伏,0,0,0
306,安徽,光伏,0,0,0
3066,湖南,光伏,0,0,0
3068,湖南,光伏,0,0,0
3071,湖南,光伏,0,0,0
3087,湖南,光伏,0,0,0
309,安徽,光伏,0,0,0
3090,湖南,光伏,0,0,0
3092,湖南,光伏,0,0,0
3098,内蒙古,光伏,0,0,0
3099,湖南,光伏,0,0,0
3101,湖南,光伏,0,0,0
3104,湖南,光伏,0,0,0
3107,内蒙古,光伏,4,4,0
3108,江西,光伏,0,0,0
3109,内蒙古,光伏,0,0,0
311,安徽,光伏,0,0,0
3112,内蒙古,光伏,0,0,0
3114,江苏,光伏,0,0,0
3117,内蒙古,光伏,0,0,0
3118,江苏,光伏,0,0,0
3123,内蒙古,光伏,0,0,0
3125,内蒙古,光伏,0,0,0
3128,江苏,光伏,0,0,0
313,安徽,光伏,0,0,0
3130,江苏,光伏,0,0,0
3132,内蒙古,光伏,0,0,0
3133,江苏,光伏,0,0,0
3135,江西,光伏,0,0,0
3136,内蒙古,光伏,0,0,0
3138,内蒙古,光伏,0,0,0
314,安徽,光伏,0,0,0
3141,内蒙古,光伏,0,0,0
3143,内蒙古,光伏,0,0,0
3145,江西,光伏,0,0,0
3146,内蒙古,光伏,0,0,0
3147,内蒙古,光伏,0,0,0
3149,江苏,光伏,0,0,0
3151,内蒙古,光伏,0,0,0
3152,河北,光伏,0,0,0
3153,江苏,光伏,0,0,0
3155,内蒙古,光伏,3,3,0
3156,湖南,光伏,0,0,0
3157,河北,光伏,0,0,0
3158,江西,光伏,0,0,0
3159,内蒙古,光伏,0,0,0
316,安徽,光伏,0,0,0
3161,内蒙古,光伏,0,0,0
3164,内蒙古,光伏,4,4,0
3166,内蒙古,光伏,0,0,0
3167,江西,光伏,0,0,0
3169,内蒙古,光伏,0,0,0
3172,江苏,光伏,0,0,0
3173,内蒙古,光伏,0,0,0
3175,内蒙古,光伏,0,0,0
3176,江西,光伏,0,0,0
3177,内蒙古,光伏,0,0,0
3178,江苏,光伏,0,0,0
3181,内蒙古,光伏,0,0,0
3182,内蒙古,光伏,0,0,0
3184,江苏,光伏,0,0,0
3186,内蒙古,光伏,0,0,0
3188,内蒙古,光伏,0,0,0
3189,内蒙古,光伏,0,0,0
319,安徽,光伏,0,0,0
3190,江西,光伏,0,0,0
3192,江苏,光伏,0,0,0
3193,内蒙古,光伏,0,0,0
3195,内蒙古,光伏,0,0,0
3196,内蒙古,光伏,0,0,0
3198,江苏,光伏,0,0,0
32,安徽,光伏,0,0,0
320,安徽,光伏,0,0,0
3200,江西,光伏,0,0,0
3201,江苏,光伏,0,0,0
3203,江苏,光伏,0,0,0
3204,湖南,光伏,0,0,0
3205,内蒙古,光伏,0,0,0
3207,江西,光伏,0,0,0
3210,内蒙古,光伏,0,0,0
3211,江苏,光伏,0,0,0
3214,内蒙古,光伏,0,0,0
3215,内蒙古,光伏,0,0,0
3216,内蒙古,光伏,0,0,0
3218,内蒙古,光伏,0,0,0
3219,江苏,光伏,0,0,0
3221,江西,光伏,0,0,0
3228,江苏,光伏,0,0,0
3230,内蒙古,光伏,0,0,0
3231,江苏,光伏,0,0,0
3233,江西,光伏,0,0,0
3235,内蒙古,光伏,0,0,0
3238,内蒙古,光伏,0,0,0
3239,江苏,光伏,0,0,0
3242,江苏,光伏,0,0,0
3245,江苏,光伏,0,0,0
3246,江苏,光伏,0,0,0
3249,内蒙古,光伏,0,0,0
3250,内蒙古,光伏,1,1,0
3251,江苏,光伏,0,0,0
3254,内蒙古,光伏,0,0,0
3256,江西,光伏,0,0,0
3257,江苏,光伏,0,0,0
3258,内蒙古,光伏,0,0,0
326,安徽,光伏,0,0,0
3260,江苏,光伏,0,0,0
3262,内蒙古,光伏,0,0,0
3263,内蒙古,光伏,0,0,0
3266,宁夏,光伏,0,0,0
3267,内蒙古,光伏,0,0,0
3268,江西,光伏,0,0,0
3274,内蒙古,光伏,0,0,0
3275,江苏,光伏,0,0,0
3276,江西,光伏,0,0,0
3279,内蒙古,光伏,0,0,0
3282,内蒙古,光伏,0,0,0
3285,内蒙古,光伏,0,0,0
3288,江苏,光伏,0,0,0
329,安徽,光伏,0,0,0
3290,江西,光伏,0,0,0
3292,内蒙古,光伏,0,0,0
3293,宁夏,光伏,0,0,0
3295,内蒙古,光伏,0,0,0
3297,江苏,光伏,0,0,0
3298,内蒙古,光伏,0,0,0
3299,内蒙古,光伏,0,0,0
33,安徽,光伏,0,0,0
3300,内蒙古,光伏,0,0,0
3301,江西,光伏,0,0,0
3303,内蒙古,光伏,0,0,0
3306,宁夏,光伏,0,0,0
3311,内蒙古,光伏,0,0,0
3315,内蒙古,光伏,0,0,0
3316,内蒙古,光伏,0,0,0
3317,江苏,光伏,0,0,0
332,安徽,光伏,0,0,0
3321,江西,光伏,0,0,0
3322,江西,光伏,0,0,0
3323,江西,光伏,0,0,0
3325,内蒙古,光伏,0,0,0
3328,江西,光伏,0,0,0
3330,江苏,光伏,0,0,0
3332,江西,光伏,0,0,0
3335,内蒙古,光伏,0,0,0
3336,内蒙古,光伏,0,0,0
3337,内蒙古,光伏,3,3,0
3340,内蒙古,光伏,5,5,0
3343,江苏,光伏,0,0,0
3344,江西,光伏,0,0,0
3345,江西,光伏,0,0,0
3346,江西,光伏,0,0,0
3348,江西,光伏,0,0,0
3349,内蒙古,光伏,0,0,0
3350,内蒙古,光伏,0,0,0
3351,江苏,光伏,0,0,0
3353,内蒙古,光伏,0,0,0
3354,江西,光伏,0,0,0
3355,江苏,光伏,0,0,0
3356,江苏,光伏,0,0,0
3359,江西,光伏,0,0,0
3360,内蒙古,光伏,0,0,0
3362,江西,光伏,0,0,0
3363,内蒙古,光伏,0,0,0
3364,内蒙古,光伏,0,0,0
3367,江苏,光伏,0,0,0
3370,内蒙古,光伏,0,0,0
3371,内蒙古,光伏,0,0,0
3372,江苏,光伏,0,0,0
3373,江西,光伏,0,0,0
3376,内蒙古,光伏,0,0,0
3377,江苏,光伏,0,0,0
3378,内蒙古,光伏,0,0,0
3381,江西,光伏,0,0,0
3382,内蒙古,光伏,0,0,0
3383,江西,光伏,0,0,0
3384,内蒙古,光伏,0,0,0
3386,内蒙古,光伏,0,0,0
3387,江苏,光伏,0,0,0
339,安徽,光伏,0,0,0
3391,江苏,光伏,0,0,0
3393,内蒙古,光伏,0,0,0
3394,江西,光伏,0,0,0
3395,内蒙古,光伏,0,0,0
3397,内蒙古,光伏,0,0,0
3398,江苏,光伏,0,0,0
340,安徽,光伏,0,0,0
3400,内蒙古,光伏,0,0,0
3401,内蒙古,光伏,0,0,0
3402,内蒙古,光伏,0,0,0
3403,内蒙古,光伏,0,0,0
3405,江苏,光伏,0,0,0
3406,内蒙古,光伏,0,0,0
3407,江西,光伏,0,0,0
341,安徽,光伏,0,0,0
3410,江西,光伏,0,0,0
3413,吉林,光伏,0,0,0
3417,江苏,光伏,0,0,0
3419,江西,光伏,0,0,0
342,安徽,光伏,0,0,0
3420,江苏,光伏,0,0,0
3421,内蒙古,光伏,0,0,0
3422,内蒙古,光伏,0,0,0
3425,内蒙古,光伏,0,0,0
3427,内蒙古,光伏,0,0,0
3428,内蒙古,光伏,1,1,0
3432,湖南,光伏,0,0,0
3433,江西,光伏,0,0,0
3435,内蒙古,光伏,0,0,0
3437,江苏,光伏,0,0,0
3438,湖南,光伏,0,0,0
3439,江西,光伏,0,0,0
344,安徽,光伏,0,0,0
3441,内蒙古,光伏,0,0,0
3444,湖南,光伏,0,0,0
3446,内蒙古,光伏,0,0,0
3447,内蒙古,光伏,0,0,0
3448,内蒙古,光伏,0,0,0
345,安徽,光伏,0,0,0
3450,江西,光伏,0,0,0
3451,内蒙古,光伏,0,0,0
3452,内蒙古,光伏,6,6,0
3457,内蒙古,光伏,0,0,0
3458,内蒙古,光伏,0,0,0
3459,江苏,光伏,0,0,0
3460,内蒙古,光伏,0,0,0
3461,内蒙古,光伏,0,0,0
3462,江西,光伏,0,0,0
3463,内蒙古,光伏,1,1,0
3468,江苏,光伏,0,0,0
3469,内蒙古,光伏,1,1,0
3470,江西,光伏,0,0,0
3471,内蒙古,光伏,0,0,0
3473,内蒙古,光伏,0,0,0
3474,内蒙古,光伏,0,0,0
3475,内蒙古,光伏,0,0,0
348,安徽,光伏,0,0,0
3482,江苏,光伏,0,0,0
3484,江苏,光伏,0,0,0
3485,内蒙古,光伏,0,0,0
3487,江苏,光伏,0,0,0
3488,内蒙古,光伏,0,0,0
349,安徽,光伏,0,0,0
3494,内蒙古,光伏,0,0,0
3495,内蒙古,光伏,0,0,0
3498,江西,光伏,0,0,0
35,安徽,光伏,0,0,0
350,安徽,光伏,0,0,0
3500,内蒙古,光伏,0,0,0
3501,内蒙古,光伏,0,0,0
3503,江苏,光伏,0,0,0
3506,江西,光伏,0,0,0
3507,内蒙古,光伏,0,0,0
351,安徽,光伏,0,0,0
3511,内蒙古,光伏,0,0,0
3512,江苏,光伏,0,0,0
3513,内蒙古,光伏,0,0,0
3514,江苏,光伏,0,0,0
3516,内蒙古,光伏,0,0,0
3517,江西,光伏,0,0,0
3519,内蒙古,光伏,0,0,0
352,安徽,光伏,0,0,0
3521,内蒙古,光伏,0,0,0
3523,陕西,光伏,4,4,0
3525,内蒙古,光伏,0,0,0
3527,江西,光伏,0,0,0
3528,江西,光伏,0,0,0
3529,内蒙古,光伏,0,0,0
353,安徽,光伏,0,0,0
3531,内蒙古,光伏,0,0,0
3532,内蒙古,光伏,0,0,0
3537,江苏,光伏,0,0,0
3538,江苏,光伏,0,0,0
3539,内蒙古,光伏,0,0,0
3540,内蒙古,光伏,0,0,0
3542,江西,光伏,0,0,0
3543,内蒙古,光伏,0,0,0
3545,江苏,光伏,0,0,0
3547,内蒙古,光伏,0,0,0
3548,内蒙古,光伏,0,0,0
3549,江西,光伏,0,0,0
3552,内蒙古,光伏,0,0,0
3554,江苏,光伏,0,0,0
3555,内蒙古,光伏,0,0,0
3556,内蒙古,光伏,0,0,0
356,安徽,光伏,0,0,0
3561,江苏,光伏,0,0,0
3562,江西,光伏,0,0,0
3563,内蒙古,光伏,0,0,0
3565,内蒙古,光伏,0,0,0
3566,内蒙古,光伏,0,0,0
3567,江苏,光伏,0,0,0
3569,内蒙古,光伏,0,0,0
357,安徽,光伏,0,0,0
3572,内蒙古,光伏,0,0,0
3573,内蒙古,光伏,0,0,0
3574,内蒙古,光伏,0,0,0
3576,江西,光伏,0,0,0
3579,内蒙古,光伏,0,0,0
358,安徽,光伏,0,0,0
3580,内蒙古,光伏,0,0,0
3581,江苏,光伏,0,0,0
3582,江西,光伏,0,0,0
3584,内蒙古,光伏,0,0,0
3585,内蒙古,光伏,0,0,0
3586,江西,光伏,0,0,0
3587,内蒙古,光伏,0,0,0
3589,内蒙古,光伏,0,0,0
359,安徽,光伏,0,0,0
3590,内蒙古,光伏,0,0,0
3591,内蒙古,光伏,0,0,0
3594,江苏,光伏,0,0,0
3596,内蒙古,光伏,0,0,0
3597,内蒙古,光伏,0,0,0
3598,内蒙古,光伏,0,0,0
36,安徽,光伏,0,0,0
360,安徽,光伏,0,0,0
3601,内蒙古,光伏,0,0,0
3603,江西,光伏,0,0,0
3605,江西,光伏,0,0,0
3607,江西,光伏,0,0,0
3609,内蒙古,光伏,0,0,0
361,安徽,光伏,0,0,0
3611,内蒙古,光伏,0,0,0
3613,江西,光伏,0,0,0
3615,内蒙古,光伏,0,0,0
3617,江苏,光伏,0,0,0
362,安徽,光伏,0,0,0
3620,内蒙古,光伏,0,0,0
3621,江西,光伏,0,0,0
3624,内蒙古,光伏,2,2,0
3626,内蒙古,光伏,0,0,0
3628,内蒙古,光伏,0,0,0
3630,江西,光伏,0,0,0
3632,江西,光伏,0,0,0
3634,江西,光伏,0,0,0
3637,内蒙古,光伏,0,0,0
3638,内蒙古,光伏,0,0,0
3639,内蒙古,光伏,0,0,0
364,安徽,光伏,0,0,0
3641,江西,光伏,0,0,0
3645,内蒙古,光伏,0,0,0
3648,江苏,光伏,0,0,0
3649,内蒙古,光伏,0,0,0
3651,内蒙古,光伏,0,0,0
3653,江西,光伏,0,0,0
3654,内蒙古,光伏,0,0,0
366,安徽,光伏,0,0,0
3661,江西,光伏,0,0,0
3665,内蒙古,光伏,0,0,0
3666,内蒙古,光伏,0,0,0
3667,湖南,光伏,0,0,0
3668,江西,光伏,0,0,0
3669,内蒙古,光伏,0,0,0
367,安徽,光伏,0,0,0
3673,江西,光伏,0,0,0
3674,内蒙古,光伏,0,0,0
3676,吉林,光伏,0,0,0
3677,内蒙古,光伏,0,0,0
3678,内蒙古,光伏,0,0,0
368,安徽,光伏,0,0,0
3680,内蒙古,光伏,0,0,0
3681,内蒙古,光伏,0,0,0
3682,内蒙古,光伏,0,0,0
3683,内蒙古,光伏,0,0,0
3685,江西,光伏,0,0,0
3686,江苏,光伏,0,0,0
3687,江苏,光伏,0,0,0
3689,江西,光伏,0,0,0
369,安徽,光伏,0,0,0
3690,内蒙古,光伏,0,0,0
3691,内蒙古,光伏,0,0,0
3693,内蒙古,光伏,0,0,0
3696,内蒙古,光伏,0,0,0
3699,江西,光伏,0,0,0
37,安徽,光伏,0,0,0
370,安徽,光伏,0,0,0
3700,内蒙古,光伏,0,0,0
3701,江西,光伏,0,0,0
3702,内蒙古,光伏,0,0,0
3707,江苏,光伏,0,0,0
371,安徽,光伏,0,0,0
3710,内蒙古,光伏,0,0,0
3713,内蒙古,光伏,0,0,0
3715,江西,光伏,0,0,0
3716,内蒙古,光伏,0,0,0
3718,内蒙古,光伏,0,0,0
3719,内蒙古,光伏,1,1,0
372,安徽,光伏,0,0,0
3720,内蒙古,光伏,0,0,0
3721,江苏,光伏,0,0,0
3722,内蒙古,光伏,0,0,0
3723,内蒙古,光伏,1,1,0
3724,江西,光伏,0,0,0
3725,内蒙古,光伏,0,0,0
3727,江西,光伏,0,0,0
3729,内蒙古,光伏,0,0,0
373,安徽,光伏,0,0,0
3731,江西,光伏,0,0,0
3732,江苏,光伏,0,0,0
3733,内蒙古,光伏,0,0,0
3734,内蒙古,光伏,0,0,0
3736,江西,光伏,0,0,0
3737,内蒙古,光伏,0,0,0
3739,江西,光伏,0,0,0
3740,内蒙古,光伏,0,0,0
3742,江西,光伏,0,0,0
3743,内蒙古,光伏,0,0,0
3744,内蒙古,光伏,0,0,0
3745,内蒙古,光伏,0,0,0
3746,内蒙古,光伏,0,0,0
3747,江苏,光伏,0,0,0
3748,内蒙古,光伏,0,0,0
375,安徽,光伏,0,0,0
3751,内蒙古,光伏,0,0,0
3752,江苏,光伏,0,0,0
3753,江西,光伏,0,0,0
3754,内蒙古,光伏,1,1,0
3755,江西,光伏,0,0,0
3756,内蒙古,光伏,0,0,0
3758,内蒙古,光伏,0,0,0
3759,内蒙古,光伏,0,0,0
376,安徽,光伏,0,0,0
3760,内蒙古,光伏,0,0,0
3761,江苏,光伏,0,0,0
3763,内蒙古,光伏,0,0,0
3764,内蒙古,光伏,0,0,0
3767,内蒙古,光伏,0,0,0
3768,江西,光伏,0,0,0
377,安徽,光伏,0,0,0
3771,江苏,光伏,0,0,0
3772,内蒙古,光伏,0,0,0
3774,内蒙古,光伏,0,0,0
3776,内蒙古,光伏,0,0,0
3777,内蒙古,光伏,0,0,0
3778,江西,光伏,0,0,0
3779,江西,光伏,0,0,0
378,安徽,光伏,0,0,0
3780,内蒙古,光伏,0,0,0
3781,江西,光伏,0,0,0
3782,内蒙古,光伏,0,0,0
3783,江苏,光伏,0,0,0
3785,内蒙古,光伏,5,5,0
3786,江西,光伏,0,0,0
3787,内蒙古,光伏,0,0,0
3788,内蒙古,光伏,0,0,0
3789,内蒙古,光伏,0,0,0
379,安徽,光伏,0,0,0
3790,内蒙古,光伏,0,0,0
3791,江苏,光伏,0,0,0
3792,江苏,光伏,0,0,0
3795,内蒙古,光伏,0,0,0
3797,内蒙古,光伏,0,0,0
3798,内蒙古,光伏,0,0,0
3799,内蒙古,光伏,0,0,0
380,安徽,光伏,0,0,0
3801,江苏,光伏,0,0,0
3802,内蒙古,光伏,2,2,0
3803,内蒙古,光伏,0,0,0
3808,内蒙古,光伏,6,6,0
3809,江苏,光伏,0,0,0
381,安徽,光伏,0,0,0
3810,内蒙古,光伏,0,0,0
3812,江苏,光伏,0,0,0
3813,江西,光伏,0,0,0
3814,内蒙古,光伏,0,0,0
3816,江西,光伏,0,0,0
3819,内蒙古,光伏,0,0,0
382,安徽,光伏,0,0,0
3820,内蒙古,光伏,0,0,0
3821,江苏,光伏,0,0,0
3822,内蒙古,光伏,0,0,0
3823,江西,光伏,0,0,0
3828,内蒙古,光伏,0,0,0
3829,内蒙古,光伏,0,0,0
383,安徽,光伏,0,0,0
3835,内蒙古,光伏,2,2,0
3836,内蒙古,光伏,0,0,0
3838,内蒙古,光伏,0,0,0
384,安徽,光伏,0,0,0
3840,内蒙古,光伏,0,0,0
3841,江苏,光伏,0,0,0
3844,内蒙古,光伏,0,0,0
3845,内蒙古,光伏,0,0,0
3847,江西,光伏,0,0,0
3848,内蒙古,光伏,0,0,0
385,安徽,光伏,0,0,0
3851,江苏,光伏,0,0,0
3853,内蒙古,光伏,0,0,0
3854,内蒙古,光伏,0,0,0
3856,内蒙古,光伏,0,0,0
3857,内蒙古,光伏,0,0,0
3859,内蒙古,光伏,0,0,0
386,安徽,光伏,0,0,0
3862,江西,光伏,0,0,0
3863,内蒙古,光伏,0,0,0
3864,内蒙古,光伏,0,0,0
387,安徽,光伏,0,0,0
3870,江苏,光伏,0,0,0
3871,内蒙古,光伏,0,0,0
3872,内蒙古,光伏,0,0,0
3873,内蒙古,光伏,0,0,0
3874,内蒙古,光伏,0,0,0
3875,内蒙古,光伏,0,0,0
3879,江苏,光伏,0,0,0
388,安徽,光伏,0,0,0
3882,江西,光伏,0,0,0
3883,江西,光伏,0,0,0
3884,内蒙古,光伏,0,0,0
3885,内蒙古,光伏,6,6,0
3886,江西,光伏,0,0,0
3887,内蒙古,光伏,0,0,0
3888,江苏,光伏,0,0,0
3889,江西,光伏,0,0,0
389,安徽,光伏,0,0,0
3890,江西,光伏,0,0,0
3891,宁夏,光伏,0,0,0
3892,内蒙古,光伏,1,1,0
3894,江苏,光伏,0,0,0
3895,江西,光伏,0,0,0
3898,内蒙古,光伏,0,0,0
390,安徽,光伏,0,0,0
3901,内蒙古,光伏,0,0,0
3902,内蒙古,光伏,1,1,0
3903,内蒙古,光伏,0,0,0
3904,内蒙古,光伏,0,0,0
3905,江苏,光伏,0,0,0
3906,江西,光伏,0,0,0
3907,江苏,光伏,0,0,0
391,安徽,光伏,0,0,0
3910,内蒙古,光伏,3,3,0
3913,江西,光伏,0,0,0
3914,江西,光伏,0,0,0
3915,江苏,光伏,0,0,0
3919,内蒙古,光伏,0,0,0
392,安徽,光伏,0,0,0
3921,江西,光伏,0,0,0
3922,江西,光伏,0,0,0
3923,内蒙古,光伏,0,0,0
3924,内蒙古,光伏,0,0,0
3925,江苏,光伏,0,0,0
3926,江西,光伏,0,0,0
3928,江西,光伏,0,0,0
3936,江西,光伏,0,0,0
3937,江西,光伏,0,0,0
3939,江苏,光伏,0,0,0
3941,江西,光伏,0,0,0
3943,江苏,光伏,0,0,0
3946,内蒙古,光伏,0,0,0
3947,江苏,光伏,0,0,0
3948,江西,光伏,0,0,0
395,安徽,光伏,0,0,0
3951,内蒙古,光伏,0,0,0
3953,江西,光伏,0,0,0
3955,内蒙古,光伏,0,0,0
3956,江西,光伏,0,0,0
3957,江西,光伏,0,0,0
3959,内蒙古,光伏,0,0,0
396,安徽,光伏,0,0,0
3961,江西,光伏,0,0,0
3963,江苏,光伏,0,0,0
3966,江西,光伏,0,0,0
397,安徽,光伏,0,0,0
3970,内蒙古,光伏,0,0,0
3971,江苏,光伏,0,0,0
3972,内蒙古,光伏,0,0,0
3973,江西,光伏,0,0,0
3974,江西,光伏,0,0,0
3976,内蒙古,光伏,0,0,0
3979,江西,光伏,0,0,0
398,安徽,光伏,0,0,0
3981,江西,光伏,0,0,0
3986,江西,光伏,0,0,0
3987,江西,光伏,0,0,0
3988,江西,光伏,0,0,0
3989,江西,光伏,0,0,0
399,安徽,光伏,0,0,0
3990,江西,光伏,0,0,0
3991,江西,光伏,0,0,0
3992,江西,光伏,0,0,0
3995,江西,光伏,0,0,0
3996,江西,光伏,0,0,0
3999,江西,光伏,0,0,0
4,安徽,光伏,0,0,0
40,安徽,光伏,0,0,0
400,安徽,光伏,0,0,0
4000,江西,光伏,0,0,0
4002,陕西,光伏,0,0,0
4003,陕西,光伏,0,0,0
4005,陕西,光伏,0,0,0
4006,青海,光伏,6,0,6
4007,陕西,光伏,0,0,0
4008,陕西,光伏,0,0,0
4009,陕西,光伏,0,0,0
4010,陕西,光伏,0,0,0
4011,陕西,光伏,0,0,0
4012,陕西,光伏,0,0,0
4016,陕西,光伏,0,0,0
4018,陕西,光伏,0,0,0
4019,陕西,光伏,0,0,0
4021,陕西,光伏,0,0,0
4022,陕西,光伏,0,0,0
4028,陕西,光伏,0,0,0
4029,陕西,光伏,0,0,0
4030,陕西,光伏,0,0,0
4032,陕西,光伏,0,0,0
4034,宁夏,光伏,0,0,0
4035,陕西,光伏,0,0,0
4036,陕西,光伏,0,0,0
4037,陕西,光伏,0,0,0
4038,宁夏,光伏,0,0,0
404,甘肃,光伏,6,6,0
4040,青海,光伏,6,6,0
4045,陕西,光伏,0,0,0
4046,陕西,光伏,0,0,0
4048,陕西,光伏,0,0,0
405,甘肃,光伏,6,6,0
4052,江西,光伏,0,0,0
4057,陕西,光伏,0,0,0
4058,陕西,光伏,0,0,0
4059,陕西,光伏,0,0,0
4060,陕西,光伏,0,0,0
4061,陕西,光伏,0,0,0
4062,陕西,光伏,0,0,0
4063,陕西,光伏,0,0,0
4069,陕西,光伏,0,0,0
407,甘肃,光伏,0,0,0
4072,陕西,光伏,0,0,0
4073,陕西,光伏,0,0,0
4074,陕西,光伏,0,0,0
4075,陕西,光伏,0,0,0
4076,陕西,光伏,0,0,0
4077,陕西,光伏,6,6,0
4080,陕西,光伏,0,0,0
4081,陕西,光伏,0,0,0
4082,陕西,光伏,0,0,0
4083,陕西,光伏,0,0,0
4084,陕西,光伏,0,0,0
4085,陕西,光伏,0,0,0
4086,陕西,光伏,0,0,0
4087,陕西,光伏,0,0,0
4088,陕西,光伏,0,0,0
4089,陕西,光伏,0,0,0
4090,陕西,光伏,0,0,0
4091,陕西,光伏,0,0,0
4092,陕西,光伏,0,0,0
4093,陕西,光伏,1,1,0
4094,陕西,光伏,0,0,0
4095,陕西,光伏,0,0,0
4096,陕西,光伏,0,0,0
4097,陕西,光伏,0,0,0
4098,陕西,光伏,0,0,0
4099,陕西,光伏,0,0,0
4100,陕西,光伏,0,0,0
4101,陕西,光伏,0,0,0
4102,陕西,光伏,0,0,0
4103,陕西,光伏,0,0,0
4104,陕西,光伏,0,0,0
4105,陕西,光伏,0,0,0
4107,陕西,光伏,5,5,0
4108,陕西,光伏,0,0,0
4109,陕西,光伏,0,0,0
4111,宁夏,光伏,0,0,0
4117,青海,光伏,6,6,0
4125,宁夏,光伏,0,0,0
4126,青海,光伏,6,1,5
4127,青海,光伏,6,6,0
4128,青海,光伏,6,6,0
4129,青海,光伏,6,6,0
413,甘肃,光伏,6,6,0
4130,青海,光伏,6,6,0
4132,青海,光伏,6,6,0
4133,青海,光伏,6,6,0
4134,青海,光伏,6,6,0
4135,青海,光伏,6,6,0
4136,青海,光伏,6,1,5
4137,青海,光伏,6,0,6
4138,青海,光伏,6,0,6
4139,青海,光伏,6,6,0
4140,青海,光伏,6,0,6
4141,青海,光伏,6,6,0
4143,青海,光伏,6,0,6
4144,青海,光伏,6,6,0
4145,青海,光伏,6,6,0
4146,青海,光伏,6,1,5
4147,青海,光伏,6,6,0
4148,青海,光伏,6,6,0
4149,青海,光伏,6,0,6
4151,青海,光伏,6,6,0
4153,青海,光伏,6,0,6
4154,青海,光伏,6,6,0
4155,青海,光伏,6,0,6
4156,青海,光伏,6,0,6
4157,青海,光伏,6,0,6
4159,青海,光伏,6,0,6
4160,青海,光伏,6,3,3
4161,青海,光伏,6,6,0
4163,青海,光伏,6,6,0
4165,青海,光伏,6,2,4
4167,青海,光伏,6,6,0
4173,青海,光伏,6,6,0
4176,青海,光伏,6,6,0
4179,青海,光伏,6,6,0
418,甘肃,光伏,6,6,0
4180,青海,光伏,6,6,0
4182,青海,光伏,6,3,3
4189,青海,光伏,6,3,3
4190,青海,光伏,6,0,6
4191,青海,光伏,6,6,0
4192,青海,光伏,6,6,0
4193,青海,光伏,6,6,0
4195,青海,光伏,6,6,0
4197,青海,光伏,6,6,0
4199,青海,光伏,6,6,0
42,安徽,光伏,0,0,0
