ObjectId,power_type_cn,merge_province_cn,capacity_mw,latitude,longitude,weather_year,full_output_mwh,curtailed_mwh_2025util,curtailment_rate,curtailed_h2_t_55kwh
1,光伏,安徽,20.0,32.0001,117.0001,2022,25055.343927697682,375.8298009802997,0.01499998571421863,6.833269108732722
10,光伏,安徽,100.0,32.1447,116.785,2022,124536.97983956935,1868.0529143266679,0.014999985680824486,33.96459844230305
1000,光伏,广东,80.0,22.6099,111.6157,2022,98825.10186161553,395.3012093098164,0.004000008113964358,7.187294714723934
10001,光伏,山东,5.7,37.6443,120.4709,2022,7923.991494322402,245.6438802284524,0.03100001816060227,4.466252367790044
10005,光伏,山东,1.2,37.6443,120.4709,2022,1668.20873525317,51.71450100474246,0.031000018110380043,0.9402636546316812
1001,光伏,广东,40.0,23.386,114.733,2022,49763.5242835091,199.05450040495396,0.00400000810374513,3.6191727346355265
10013,光伏,山东,1.0,37.6443,120.4709,2022,1390.1739358281493,43.09541717387084,0.03100001810075528,0.7835530395249243
10015,光伏,辽宁,1.5,40.8738,120.624,2022,2064.914639128111,72.27206654496491,0.0350000262361843,1.3140375735448164
1002,光伏,广西,150.0,22.4674,108.5769,2022,176078.33297166514,6162.746271023989,0.035000026221373354,112.04993220043616
10020,光伏,河北,6.0,37.3528,114.7739,2022,7964.070614124459,453.95187679484485,0.056999981390138725,8.253670487178997
10021,光伏,河北,5.9,37.3528,114.7739,2022,7831.3361343071065,446.38601332734527,0.056999981315045446,8.11610933322446
10022,光伏,浙江,3.0,29.031,119.1674,2022,3250.113565726937,0.0,0.0,0.0
10023,光伏,浙江,2.2,27.7833,120.625,2022,2286.8991840843482,0.0,0.0,0.0
10025,光伏,浙江,1.8,29.031,119.1674,2022,1950.0681405500723,0.0,0.0,0.0
10027,光伏,浙江,1.7,29.031,119.1674,2022,1841.7310203552129,0.0,0.0,0.0
1003,光伏,广西,150.0,22.4674,108.5769,2022,176078.33297166514,6162.746271023989,0.035000026221373354,112.04993220043616
10030,光伏,西藏,10.0,30.4749,91.0998,2022,17329.724819051473,6082.73359100461,0.35100001035893785,110.59515620008382
10031,光伏,西藏,10.0,28.9057,88.0203,2022,21818.508887312455,7658.296834159851,0.3510000098408732,139.24176062108822
10033,光伏,甘肃,10.0,39.0002,100.52,2022,15122.04437455057,1572.6921949059963,0.1039999722228521,28.59440354374539
10034,光伏,湖南,2.6,27.6995,111.9891,2022,2770.955189626298,55.41905087117106,0.019999980901403567,1.0076191067485647
