ObjectId,power_type_cn,merge_province_cn,capacity_mw,latitude,longitude,weather_year,full_output_mwh,curtailed_mwh_2025util,curtailment_rate,curtailed_h2_t_55kwh
1,光伏,安徽,20.0,32.0001,117.0001,2021,23556.215719275795,353.3428987956047,0.014999985694071738,6.424416341738267
10,光伏,安徽,100.0,32.1447,116.785,2021,116655.29737063048,1749.8277932581902,0.014999985707453459,31.815050786512547
1000,光伏,广东,80.0,22.6099,111.6157,2021,104535.8752765213,418.14434782731536,0.004000008099814804,7.602624505951187
10001,光伏,山东,5.7,37.6443,120.4709,2021,7661.045239557164,237.49254111678152,0.031000018103340358,4.318046202123301
10005,光伏,山东,1.2,37.6443,120.4709,2021,1612.8516274162062,49.99842958509177,0.031000018064395316,0.9090623560925776
1001,光伏,广东,40.0,23.386,114.733,2021,53696.96499287664,214.78829529441148,0.004000008107029978,3.905241732625663
10013,光伏,山东,1.0,37.6443,120.4709,2021,1344.0430148624314,41.6653578686323,0.03100001816005638,0.7575519612478601
10015,光伏,辽宁,1.5,40.8738,120.624,2021,1971.650367764861,69.00781456781924,0.03500002621968375,1.2546875375967133
1002,光伏,广西,150.0,22.4674,108.5769,2021,182061.14480847752,6372.144834588051,0.03500002617961862,115.85717881069183
10020,光伏,河北,6.0,37.3528,114.7739,2021,7819.563566701978,445.71497809514403,0.05699998143031034,8.103908692638983
10021,光伏,河北,5.9,37.3528,114.7739,2021,7689.237532512906,438.2863958543837,0.05699998133770074,7.968843560988795
10022,光伏,浙江,3.0,29.031,119.1674,2021,3228.707407734716,0.0,0.0,0.0
10023,光伏,浙江,2.2,27.7833,120.625,2021,2261.3273361539495,0.0,0.0,0.0
10025,光伏,浙江,1.8,29.031,119.1674,2021,1937.2244460390773,0.0,0.0,0.0
10027,光伏,浙江,1.7,29.031,119.1674,2021,1829.6008621363217,0.0,0.0,0.0
1003,光伏,广西,150.0,22.4674,108.5769,2021,182061.14480847752,6372.144834588051,0.03500002617961862,115.85717881069183
10030,光伏,西藏,10.0,30.4749,91.0998,2021,16448.797331885027,5773.528029310465,0.3510000100809084,104.9732368965539
10031,光伏,西藏,10.0,28.9057,88.0203,2021,21231.604024384615,7452.293214043915,0.3510000094898584,135.4962402553439
10033,光伏,甘肃,10.0,39.0002,100.52,2021,15279.039508291971,1589.019684101343,0.1039999721997563,28.891266983660785
10034,光伏,湖南,2.6,27.6995,111.9891,2021,2646.2685115754466,52.925319732874634,0.0199999809170407,0.9622785405977207
10036,光伏,安徽,1.8,31.7383,116.5142,2021,2079.866406752249,31.197966317355633,0.014999985679884052,0.5672357512246479
10040,光伏,四川,5.6,31.45,100.7,2021,8556.692776318776,119.79368668502569,0.01399999857615115,2.178067030636831
10041,光伏,安徽,3.9,31.2592,117.2828,2021,4609.945816517166,69.14912133817747,0.014999985702743013,1.2572567516032267
10045,光伏,河南,12.0,33.6881,113.9131,2021,14377.46918816593,230.03911634744705,0.01599997282809633,4.182529388135401
10048,光伏,河南,2.0,33.6881,113.9131,2021,2396.2448579017137,38.339852646648886,0.015999972840931374,0.6970882299390706
10049,光伏,河南,15.0,34.374,111.495,2021,18483.752080779417,295.7395307767391,0.015999972813110164,5.377082377758893
1005,光伏,广西,290.0,23.9001,106.6061,2021,328598.4313653068,11500.953706382752,0.03500002619792486,209.10824920695913
10050,光伏,河南,5.5,34.3913,111.6451,2021,6578.0000481430725,105.24782174891233,0.01599997278483194,1.9135967590711334
10051,光伏,河南,2.0,34.3913,111.6451,2021,2392.0000144423852,38.27193521255255,0.015999972818342298,0.6958533675009554
10052,光伏,宁夏,9.0,39.3414,106.7224,2021,14834.418207260109,904.899354766801,0.0609999894922697,16.452715541214562
10053,光伏,山东,7.4,34.7116,117.5562,2021,9166.280562403805,284.154863416791,0.031000018107919768,5.166452062123472
10054,光伏,湖北,5.9,30.9608,115.4683,2021,7142.513732811783,214.27520731896163,0.029999971345467506,3.895912860344757
1006,光伏,广西,20.0,21.718,109.329,2021,25525.3894480499,893.3893007488251,0.035000026251003145,16.24344183179682
10062,光伏,河南,1.6,34.6197,112.4477,2021,1861.9605907666712,29.791318805165588,0.015999972799047735,0.5416603419121017
10065,光伏,河南,3.0,33.7417,112.7269,2021,3523.88694343494,56.382095354646445,0.015999972831048745,1.0251290064481173
10066,光伏,河南,15.3,33.9748,110.9859,2021,19058.706083111487,304.9387791918218,0.015999972813581377,5.544341439851306
10068,光伏,江苏,5.0,31.7991,121.4408,2021,6025.289810722079,36.151632484078405,0.005999982344375556,0.6573024088014257
10069,光伏,江西,1.2,29.6654,115.9475,2021,1386.1224508336263,15.247315900612623,0.010999977593208126,0.27722392546568403
1007,光伏,广西,20.0,21.7204,109.1337,2021,25553.80356252512,894.383796543479,0.035000026291784635,16.2615235735178
10070,光伏,河南,16.5,33.899,115.511,2021,20371.254716494932,325.93952181470394,0.015999972822036607,5.926173123903708
10071,光伏,河南,1.5,33.8908,115.3806,2021,1843.4948694633358,29.49586782712862,0.015999972831882755,0.5362885059477931
10075,光伏,安徽,10.0,33.5305,117.8779,2021,12201.820644822099,183.0271354060173,0.014999985718007236,3.327766098291224
10076,光伏,宁夏,10.0,37.527,105.075,2021,14317.158243312508,873.3465023149251,0.06099998948624195,15.879027314816822
10077,光伏,西藏,12.0,29.769,91.889,2021,23052.994883345757,8091.601438405633,0.35100001016576254,147.1200261528297
10078,光伏,宁夏,8.0,37.835,106.879,2021,11694.086189293528,713.3391340673268,0.06099998944085271,12.96980243758776
10079,光伏,宁夏,6.0,37.8201,106.712,2021,9045.726651538505,551.7892309803665,0.06099998952395025,10.0325314723703
10080,光伏,宁夏,5.0,37.766,106.726,2021,7500.7884354638145,457.5480159336347,0.060999989517147614,8.319054835156994
