ObjectId,merge_province_cn,power_type_cn,capacity_mw,latitude,longitude,weather_year,low_return_entry,colocated_6p5_independent_optimized,strict_marginal_vs_6p5,optimized_capture_target,optimized_electrolyzer_mw,optimized_h2_t_per_year,gross_capex_100m_cny,npv_low_100m_cny,npv_colocated_6p5_100m_cny,optimized_6p5_capture_target,optimized_6p5_electrolyzer_mw,optimized_6p5_h2_t_per_year,optimized_6p5_gross_capex_100m_cny,low_configuration_index,colocated_configuration_index
10025,浙江,光伏,1.8,29.031,119.1674,2020,False,False,False,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0
10027,浙江,光伏,1.7,29.031,119.1674,2020,False,False,False,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0
1003,广西,光伏,150.0,22.4674,108.5769,2020,False,False,False,0.2,1.2847156137015605,21.516848927753994,0.09249952418651235,-0.0974905084172241,-0.07654393156359729,0.2,1.2847156137015605,21.516848927753994,0.09249952418651235,5,5
10030,西藏,光伏,10.0,30.4749,91.0998,2020,True,True,False,0.7,1.9113070517915478,72.28549204438872,0.13761410772899144,0.1248215442736721,0.019609417982931057,0.5,1.2624135769192821,51.99511465968896,0.09089377753818832,10,8
10031,西藏,光伏,10.0,28.9057,88.0203,2020,True,True,False,0.7,2.2864468037584262,90.72776403517715,0.16462416987060668,0.1781596431041194,0.036683338506969365,0.6,1.8796782344229974,77.9783421091205,0.1353368328784558,10,9
10033,甘肃,光伏,10.0,39.0002,100.52,2020,False,False,False,0.9,1.1798366436064995,24.15267658379804,0.08494823833966797,-0.058294825835584325,-0.05472025859144653,0.9,1.1798366436064995,24.15267658379804,0.08494823833966797,12,12
10034,湖南,光伏,2.6,27.6995,111.9891,2020,False,False,False,0.01,0.0006518467760706941,0.009039754425888025,4.6932967877089975e-05,-6.498813848881983e-05,-4.6084770501278226e-05,0.01,0.0006518467760706941,0.009039754425888025,4.6932967877089975e-05,0,0
10036,安徽,光伏,1.8,31.7383,116.5142,2020,False,False,False,0.01,0.00040332862935595217,0.005410500886987741,2.9039661313628554e-05,-4.173453262365842e-05,-2.9219858388528537e-05,0.01,0.00040332862935595217,0.005410500886987741,2.9039661313628554e-05,0,0
10040,四川,光伏,5.6,31.45,100.7,2020,False,False,False,0.01,0.0014892905460515634,0.021691926498527254,0.00010722891931571257,-0.00013981168379245803,-0.00010127701648845074,0.01,0.0014892905460515634,0.021691926498527254,0.00010722891931571257,0,0
10041,安徽,光伏,3.9,31.2592,117.2828,2020,False,False,False,0.01,0.0008971351665833486,0.011790443822055123,6.459373199400111e-05,-9.488982439709691e-05,-6.594593153863133e-05,0.01,0.0008971351665833486,0.011790443822055123,6.459373199400111e-05,0,0
10045,河南,光伏,12.0,33.6881,113.9131,2020,False,False,False,0.01,0.0029022787830829625,0.04195951306929264,0.00020896407238197329,-0.0002754537256448453,-0.0001987500728052318,0.01,0.0029022787830829625,0.04195951306929264,0.00020896407238197329,0,0
10048,河南,光伏,2.0,33.6881,113.9131,2020,False,False,False,0.01,0.00048371318539466575,0.006993251883611843,3.4827349348415936e-05,-4.5908968671655646e-05,-3.31250201197341e-05,0.01,0.00048371318539466575,0.006993251883611843,3.4827349348415936e-05,0,0
10049,河南,光伏,15.0,34.374,111.495,2020,False,False,False,1.0,1.1343955078125,4.154223445749161,0.0816764765625,-0.21099623395051412,-0.12527080661794882,1.0,1.1343955078125,4.154223445749161,0.0816764765625,15,15
1005,广西,光伏,290.0,23.9001,106.6061,2020,False,False,False,0.1,1.1627695827782278,19.947344353835895,0.08371940996003241,-0.08483856243408733,-0.06761341251992314,0.1,1.1627695827782278,19.947344353835895,0.08371940996003241,4,4
10050,河南,光伏,5.5,34.3913,111.6451,2020,False,False,False,0.01,0.0012601736225867017,0.019144016629486872,9.073250082624252e-05,-0.00011183713181825724,-8.269939797390547e-05,0.01,0.0012601736225867017,0.019144016629486872,9.073250082624252e-05,0,0
10051,河南,光伏,2.0,34.3913,111.6451,2020,False,False,False,0.01,0.00045824498268438874,0.006961460274927382,3.299363875327599e-05,-4.066805691222471e-05,-3.0072513205128635e-05,0.01,0.00045824498268438874,0.006961460274927382,3.299363875327599e-05,0,0
10052,宁夏,光伏,9.0,39.3414,106.7224,2020,False,False,False,0.99,1.111880753057819,15.204212741691636,0.08005541422016296,-0.11304814394557491,-0.07945407203376618,0.99,1.111880753057819,15.204212741691636,0.08005541422016296,14,14
10053,山东,光伏,7.4,34.7116,117.5562,2020,False,False,False,0.01,0.0027964668244926396,0.050576471665773025,0.00020134561136347004,-0.0001862751968027568,-0.00015386982902655915,0.01,0.0027964668244926396,0.050576471665773025,0.00020134561136347004,0,0
10054,湖北,光伏,5.9,30.9608,115.4683,2020,False,False,False,0.01,0.0021119178221019777,0.03597494250753386,0.0001520580831913424,-0.00015585523898392091,-0.00012368824858463866,0.01,0.0021119178221019777,0.03597494250753386,0.0001520580831913424,0,0
1006,广西,光伏,20.0,21.718,109.329,2020,False,False,False,0.9,1.1090513214690123,13.60359887100192,0.07985169514576888,-0.12567447148095037,-0.08530637695772411,0.9,1.1090513214690123,13.60359887100192,0.07985169514576888,12,12
10062,河南,光伏,1.6,34.6197,112.4477,2020,False,False,False,0.01,0.0003610600177372761,0.005427099868690804,2.599632127708388e-05,-3.252909427233895e-05,-2.3920217614447124e-05,0.01,0.0003610600177372761,0.005427099868690804,2.599632127708388e-05,0,0
10065,河南,光伏,3.0,33.7417,112.7269,2020,False,False,False,0.01,0.0007007304588307816,0.010282091931498524,5.045259303581628e-05,-6.523512801924657e-05,-4.7398004669134934e-05,0.01,0.0007007304588307816,0.010282091931498524,5.045259303581628e-05,0,0
10066,河南,光伏,15.3,33.9748,110.9859,2020,False,False,False,1.0,1.22510400390625,4.388144981277125,0.08820748828125,-0.22869552757566236,-0.13566965313541454,1.0,1.22510400390625,4.388144981277125,0.08820748828125,15,15
10068,江苏,光伏,5.0,31.7991,121.4408,2020,False,False,False,0.01,0.0006309027899429202,0.006326385158072152,4.5425000875890255e-05,-8.331225924685493e-05,-5.403574784671778e-05,0.01,0.0006309027899429202,0.006326385158072152,4.5425000875890255e-05,0,0
10069,江西,光伏,1.2,29.6654,115.9475,2020,False,False,False,0.01,0.00021360463945771808,0.0025841332794082003,1.53795340409557e-05,-2.447172721944472e-05,-1.657036171705116e-05,0.01,0.00021360463945771808,0.0025841332794082003,1.53795340409557e-05,0,0
1007,广西,光伏,20.0,21.7204,109.1337,2020,False,False,False,0.9,1.1085816940414304,13.522710922841254,0.079817881970983,-0.1262485007814056,-0.08556323696917935,0.9,1.1085816940414304,13.522710922841254,0.079817881970983,12,12
10070,河南,光伏,16.5,33.899,115.511,2020,False,False,False,1.0,1.117963134765625,4.827192972267995,0.080493345703125,-0.20173968246858634,-0.12060845977882727,1.0,1.117963134765625,4.827192972267995,0.080493345703125,15,15
10071,河南,光伏,1.5,33.8908,115.3806,2020,False,False,False,0.01,0.000369712120370186,0.005319675036588499,2.6619272666653393e-05,-3.530226985460548e-05,-2.5417009108101874e-05,0.01,0.000369712120370186,0.005319675036588499,2.6619272666653393e-05,0,0
10075,安徽,光伏,10.0,33.5305,117.8779,2020,False,False,False,0.01,0.0023126342658113157,0.032372322899100296,0.00016650966713841473,-0.00022794378728098596,-0.00016228727807377231,0.01,0.0023126342658113157,0.032372322899100296,0.00016650966713841473,0,0
10076,宁夏,光伏,10.0,37.527,105.075,2020,False,False,False,0.99,1.1280954554369267,14.484994803053663,0.08122287279145872,-0.12258111852941153,-0.08427693305805223,0.99,1.1280954554369267,14.484994803053663,0.08122287279145872,14,14
10077,西藏,光伏,12.0,29.769,91.889,2020,True,True,False,0.7,2.5626854623036723,98.51173704069986,0.1845133532858644,0.17851330959483389,0.031214691025362857,0.5,1.7010554919579017,70.8482912673352,0.12247599542096893,10,8
10078,宁夏,光伏,8.0,37.835,106.879,2020,False,False,False,1.0,1.474828857421875,10.363923918112988,0.106187677734375,-0.2324591677896967,-0.1435378256369849,1.0,1.474828857421875,10.363923918112988,0.106187677734375,15,15
10079,宁夏,光伏,6.0,37.8201,106.712,2020,False,False,False,1.0,1.1362086181640625,8.12810065652013,0.0818070205078125,-0.1778803985255309,-0.11002200013954824,1.0,1.1362086181640625,8.12810065652013,0.0818070205078125,15,15
10080,宁夏,光伏,5.0,37.766,106.726,2020,False,False,False,0.01,0.0032425091510142937,0.0814640623277674,0.00023346065887302914,-5.238644359580335e-05,-9.756925786579979e-05,0.01,0.0032425091510142937,0.0814640623277674,0.00023346065887302914,0,0
10081,河北,光伏,15.0,41.265,114.621,2020,False,False,False,0.9,1.2233280116589897,19.301708453213717,0.08807961683944726,-0.10290405765388333,-0.0775140820905749,0.9,1.2233280116589897,19.301708453213717,0.08807961683944726,12,12
10082,甘肃,光伏,9.0,38.7536,103.1689,2020,False,False,False,0.95,1.1419370984745276,21.801363905064147,0.08221947109016599,-0.06773973054724373,-0.05852646593056633,0.95,1.1419370984745276,21.801363905064147,0.08221947109016599,13,13
10083,山东,光伏,15.0,37.3538,120.4282,2020,False,False,False,0.99,1.1208464246388874,9.75124625036663,0.08070094257399989,-0.16085985899660452,-0.10184229901732123,0.99,1.1208464246388874,9.75124625036663,0.08070094257399989,14,14
10084,黑龙江,光伏,10.0,44.677,130.509,2020,False,False,False,1.0,1.3056629638671875,7.600199500520794,0.0940077333984375,-0.21906883480518125,-0.1332244493687265,1.0,1.3056629638671875,7.600199500520794,0.0940077333984375,15,15
10085,内蒙古,光伏,1.1,42.9594,120.8395,2020,False,False,False,0.01,0.0006822961848882339,0.018878709070423643,4.9125325311952846e-05,1.2450878459338276e-06,-1.4438195540375028e-05,0.01,0.0006822961848882339,0.018878709070423643,4.9125325311952846e-05,0,0
1010,广西,光伏,40.0,21.5195,109.3999,2020,False,False,False,0.6,1.1941323863506983,19.258892085261266,0.08597753181725028,-0.09645925684272247,-0.07389435002219186,0.6,1.1941323863506983,19.258892085261266,0.08597753181725028,9,9
10103,山东,光伏,5.0,36.7994,116.7439,2020,False,False,False,0.01,0.0019005425609859327,0.036445901722950536,0.00013683906439098715,-0.00011180108365616248,-9.72803888658724e-05,0.01,0.0019005425609859327,0.036445901722950536,0.00013683906439098715,0,0
10105,浙江,光伏,3.0,29.108,119.6486,2020,False,False,False,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0
10106,山东,光伏,13.0,36.0598,117.8054,2020,False,False,False,1.0,1.3202490234375,7.513461473604879,0.0950579296875,-0.22297650477794725,-0.13539388811785794,1.0,1.3202490234375,7.513461473604879,0.0950579296875,15,15
1011,广西,光伏,20.0,21.659,109.433,2020,False,False,False,0.9,1.1141627021782445,13.689078496545097,0.0802197145568336,-0.12606187274879477,-0.08561081137674424,0.9,1.1141627021782445,13.689078496545097,0.0802197145568336,12,12
10110,江西,光伏,1.9,28.6472,116.0348,2020,False,False,False,0.01,0.00033725455471865626,0.0041192218121142606,2.428232793974325e-05,-3.830745105295541e-05,-2.600979999548455e-05,0.01,0.00033725455471865626,0.0041192218121142606,2.428232793974325e-05,0,0
10111,浙江,光伏,1.1,29.8622,121.6204,2020,False,False,False,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0
10112,山东,光伏,2.0,36.215,117.6698,2020,False,False,False,0.01,0.000744258683306288,0.014055839454486914,5.358662519805274e-05,-4.533128906940239e-05,-3.885859243299591e-05,0.01,0.000744258683306288,0.014055839454486914,5.358662519805274e-05,0,0
10113,江苏,光伏,5.8,31.9828,120.8905,2020,False,False,False,0.01,0.0007283226488737967,0.007277481380076778,5.2439230718913366e-05,-9.639437367733591e-05,-6.24799464748592e-05,0.01,0.0007283226488737967,0.007277481380076778,5.2439230718913366e-05,0,0
10119,辽宁,光伏,1.9,41.2374,122.9955,2020,False,False,False,0.01,0.0007402254741237414,0.015031065843635219,5.329623413690938e-05,-3.746229937532787e-05,-3.488872174871473e-05,0.01,0.0007402254741237414,0.015031065843635219,5.329623413690938e-05,0,0
10120,江苏,光伏,1.2,34.2665,117.181,2020,False,False,False,0.01,0.00015053941848085207,0.0016069141817838665,1.0838838130621348e-05,-1.905756669491754e-05,-1.2514395878208416e-05,0.01,0.00015053941848085207,0.0016069141817838665,1.0838838130621348e-05,0,0
10125,河南,光伏,4.2,33.7375,113.2981,2020,False,False,False,0.01,0.0009594237245253461,0.014313526856709429,6.907850816582491e-05,-8.734110310795412e-05,-6.398021934805912e-05,0.01,0.0009594237245253461,0.014313526856709429,6.907850816582491e-05,0,0
10128,河南,光伏,5.0,33.001,112.5293,2020,False,False,False,0.01,0.0011319577628678432,0.016221208489656257,8.150095892648472e-05,-0.00010864209073665013,-7.807733064962987e-05,0.01,0.0011319577628678432,0.016221208489656257,8.150095892648472e-05,0,0
10129,江西,光伏,1.0,29.6654,115.9475,2020,False,False,False,0.01,0.0001780038588932819,0.0021534443119261763,1.2816277840316294e-05,-2.0393105169008084e-05,-1.3808634192382829e-05,0.01,0.0001780038588932819,0.0021534443119261763,1.2816277840316294e-05,0,0
10132,山东,光伏,3.5,36.8618,120.5158,2020,False,False,False,0.01,0.0012548681588505392,0.023880213903971673,9.035050743723884e-05,-7.513435503351093e-05,-6.487951583474101e-05,0.01,0.0012548681588505392,0.023880213903971673,9.035050743723884e-05,0,0
10133,浙江,光伏,2.1,29.4798,121.8649,2020,False,False,False,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0
10135,辽宁,光伏,1.5,41.2374,122.9955,2020,False,False,False,0.01,0.00058438850134494,0.011866631016714056,4.2075972096835685e-05,-2.957549280639355e-05,-2.7543723728599867e-05,0.01,0.00058438850134494,0.011866631016714056,4.2075972096835685e-05,0,0
10137,江西,光伏,3.0,29.6654,115.9475,2020,False,False,False,0.01,0.0005340114405141937,0.00646033238172421,3.844882371702195e-05,-6.117929064979277e-05,-4.142588775998876e-05,0.01,0.0005340114405141937,0.00646033238172421,3.844882371702195e-05,0,0
1014,广西,光伏,100.0,23.173,108.9398,2020,False,False,False,0.3,1.3523814680841375,20.18170536568706,0.09737146570205789,-0.12286651860127905,-0.09003968813353092,0.3,1.3523814680841375,20.18170536568706,0.09737146570205789,6,6
10140,山东,光伏,5.0,36.7843,119.9494,2020,False,False,False,0.01,0.0018827851871841173,0.03523666785598126,0.00013556053347725644,-0.00011697209319460361,-9.94349256729156e-05,0.01,0.0018827851871841173,0.03523666785598126,0.00013556053347725644,0,0
10142,山东,光伏,5.9,36.9787,120.7069,2020,False,False,False,0.01,0.0021055802037767387,0.040395114420836306,0.0001516017746719252,-0.00012374517046480783,-0.00010771245085487557,0.01,0.0021055802037767387,0.040395114420836306,0.0001516017746719252,0,0
10143,浙江,光伏,1.2,29.4798,121.8649,2020,False,False,False,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0
10144,河南,光伏,1.4,33.001,112.5293,2020,False,False,False,0.01,0.00031694817424191636,0.004541938343393284,2.2820268545417974e-05,-3.0419785829622035e-05,-2.1861652792508813e-05,0.01,0.00031694817424191636,0.004541938343393284,2.2820268545417974e-05,0,0
10145,陕西,光伏,9.8,36.5794,110.0062,2020,False,False,False,0.9,1.1400352051974074,20.280368419792314,0.08208253477421333,-0.07847005383859273,-0.06382453578761817,0.9,1.1400352051974074,20.280368419792314,0.08208253477421333,12,12
10148,山东,光伏,5.0,36.7843,119.9494,2020,False,False,False,0.01,0.0018827851871841173,0.03523666785598126,0.00013556053347725644,-0.00011697209319460361,-9.94349256729156e-05,0.01,0.0018827851871841173,0.03523666785598126,0.00013556053347725644,0,0
10152,山东,光伏,2.1,36.2003,117.0809,2020,False,False,False,0.01,0.0007966158661329239,0.015147348102394254,5.735634236157052e-05,-4.778474030461188e-05,-4.1230228472982764e-05,0.01,0.0007966158661329239,0.015147348102394254,5.735634236157052e-05,0,0
10153,江西,光伏,2.5,27.2846,116.9024,2020,False,False,False,0.01,0.00047338679991871396,0.005458882774725731,3.4083849594147406e-05,-5.6493551461718523e-05,-3.7766731170028004e-05,0.01,0.00047338679991871396,0.005458882774725731,3.4083849594147406e-05,0,0
10159,河北,光伏,5.9,37.4658,114.3404,2020,False,False,False,1.0,1.1523770751953124,6.501396945965703,0.0829711494140625,-0.19516034273739735,-0.1184032289472346,1.0,1.1523770751953124,6.501396945965703,0.0829711494140625,15,15
1016,广西,光伏,60.0,23.2628,109.1664,2020,False,False,False,0.4,1.121543009169561,16.55843993544817,0.08075109666020841,-0.10341152490006303,-0.07536448936147336,0.4,1.121543009169561,16.55843993544817,0.08075109666020841,7,7
10160,河北,光伏,12.3,37.4658,114.3404,2020,False,False,False,0.95,1.1424609215370212,15.714678028662622,0.08225718635066553,-0.11549046701336113,-0.08137309678309465,0.95,1.1424609215370212,15.714678028662622,0.08225718635066553,13,13
10163,安徽,光伏,10.0,33.5429,117.553,2020,False,False,False,0.01,0.0022867926133389106,0.0322024456827592,0.00016464906816040156,-0.00022378271825910237,-0.00015972645140239692,0.01,0.0022867926133389106,0.0322024456827592,0.00016464906816040156,0,0
10164,辽宁,光伏,2.5,41.2374,122.9955,2020,False,False,False,0.01,0.0009739807375622627,0.019777717625390503,7.012661310448293e-05,-4.9292474023554805e-05,-4.590619717980174e-05,0.01,0.0009739807375622627,0.019777717625390503,7.012661310448293e-05,0,0
10165,河北,光伏,10.0,38.5207,114.2042,2020,False,False,False,0.99,1.0463786230917307,12.459391131306282,0.07533926086260462,-0.12205067867562601,-0.08204156795234838,0.99,1.0463786230917307,12.459391131306282,0.07533926086260462,14,14
10166,江西,光伏,16.0,27.3855,115.8368,2020,False,False,False,0.01,0.0031777143975576165,0.03569232962319417,0.00022879543662414838,-0.0003872481091286618,-0.0002572236744168877,0.01,0.0031777143975576165,0.03569232962319417,0.00022879543662414838,0,0
10167,浙江,光伏,9.1,28.85,121.1167,2020,False,False,False,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0
1017,广西,光伏,60.0,23.2725,109.1798,2020,False,False,False,0.4,1.1187068677713778,16.56196879788344,0.0805468944795392,-0.1027700727494327,-0.07499692266007646,0.4,1.1187068677713778,16.56196879788344,0.0805468944795392,7,7
10171,吉林,光伏,12.0,43.729,126.1997,2020,False,False,False,1.0,1.311028076171875,6.220097055931032,0.094394021484375,-0.23188354947258374,-0.13926434011481104,1.0,1.311028076171875,6.220097055931032,0.094394021484375,15,15
10173,陕西,光伏,19.5,38.2769,109.7155,2020,False,False,False,0.6,1.2156669269099376,28.93469175422764,0.0875280187375155,-0.03137553020048924,-0.04231022450075552,0.6,1.2156669269099376,28.93469175422764,0.0875280187375155,9,9
10174,山东,光伏,3.2,34.9137,118.6343,2020,False,False,False,0.01,0.0011424451585597551,0.0214343063775711,8.225605141630236e-05,-7.05954580432198e-05,-6.014800268906409e-05,0.01,0.0011424451585597551,0.0214343063775711,8.225605141630236e-05,0,0
10175,甘肃,光伏,18.0,35.4466,103.9799,2020,False,False,False,0.6,1.1504002857964777,27.16231640472434,0.08282882057734639,-0.030892743188786837,-0.04059757592106508,0.6,1.1504002857964777,27.16231640472434,0.08282882057734639,9,9
10176,山东,光伏,4.9,35.1032,118.3507,2020,False,False,False,0.01,0.001776709894296751,0.032781379153414475,0.00012792311238936607,-0.00011374471679403252,-9.549067055363335e-05,0.01,0.001776709894296751,0.032781379153414475,0.00012792311238936607,0,0
10180,山东,光伏,7.0,37.1767,116.8508,2020,False,False,False,0.01,0.0027053018351044364,0.05185860251164862,0.00019478173212751943,-0.00015928433839820802,-0.0001385421675641182,0.01,0.0027053018351044364,0.05185860251164862,0.00019478173212751943,0,0
10186,山东,光伏,1.1,35.1032,118.3507,2020,False,False,False,0.01,0.00039885324628654016,0.00735908516215155,2.8717433732630893e-05,-2.553452885498864e-05,-2.143668154129364e-05,0.01,0.00039885324628654016,0.00735908516215155,2.8717433732630893e-05,0,0
10188,山东,光伏,2.0,35.1032,118.3507,2020,False,False,False,0.01,0.0007251877353295884,0.013380154825069662,5.221351694373037e-05,-4.6426419122604e-05,-3.897578643025523e-05,0.01,0.0007251877353295884,0.013380154825069662,5.221351694373037e-05,0,0
10189,山东,光伏,1.0,35.5178,117.6097,2020,False,False,False,0.01,0.00036511261452902235,0.006851190657492472,2.628810824608961e-05,-2.2554123527970718e-05,-1.9219012638353533e-05,0.01,0.00036511261452902235,0.006851190657492472,2.628810824608961e-05,0,0
10190,山东,光伏,6.0,35.1032,118.3507,2020,False,False,False,0.01,0.002175563267861028,0.04014046449898314,0.00015664055528599404,-0.0001392792693687704,-0.00011692736654513992,0.01,0.002175563267861028,0.04014046449898314,0.00015664055528599404,0,0
102,甘肃,光伏,100.0,38.096,102.838,2020,True,False,True,0.3,2.8027358580125052,80.9191090007814,0.20179698177690036,0.030219638950714823,-0.0467158483473579,0.2,1.825736176511638,54.06100268680165,0.13145300470883794,6,5
1020,广西,光伏,160.0,22.3233,107.3895,2020,False,False,False,0.2,1.3170544436844764,21.95169480776181,0.09482791994528231,-0.10071975758953594,-0.0788549380910587,0.2,1.3170544436844764,21.95169480776181,0.09482791994528231,5,5
10203,山东,光伏,5.5,37.1767,116.8508,2020,False,False,False,0.01,0.00212559391823516,0.04074604461718049,0.00015304276211293154,-0.00012515190679572948,-0.00010885451581984875,0.01,0.00212559391823516,0.04074604461718049,0.00015304276211293154,0,0
10207,甘肃,光伏,6.0,39.3473,100.188,2020,False,False,False,1.0,1.25184033203125,14.282973476125319,0.09013250390625,-0.1510717556358395,-0.10040515446871116,1.0,1.25184033203125,14.282973476125319,0.09013250390625,15,15
10209,河北,光伏,4.0,36.2634,114.5417,2020,False,False,False,0.01,0.0022294252451936576,0.05351909584841864,0.00016051861765394336,-5.4362661100526745e-05,-7.616926548024732e-05,0.01,0.0022294252451936576,0.05351909584841864,0.00016051861765394336,0,0
1021,广西,光伏,70.0,22.2931,107.437,2020,False,False,False,0.4,1.2821664240205206,19.418066401520612,0.0923159825294775,-0.11411643838063582,-0.08425645792114582,0.4,1.2821664240205206,19.418066401520612,0.0923159825294775,7,7
10210,河南,光伏,9.0,36.0674,113.8105,2020,False,False,False,0.01,0.002310712093021031,0.03556723561363848,0.00016637127069751422,-0.00020117379245019882,-0.000149837360509493,0.01,0.002310712093021031,0.03556723561363848,0.00016637127069751422,0,0
10211,陕西,光伏,15.0,37.577,107.769,2020,False,False,False,0.7,1.0761036546523344,23.539909032144827,0.07747946313496808,-0.04261359978023598,-0.044764476966033556,0.7,1.0761036546523344,23.539909032144827,0.07747946313496808,10,10
10213,吉林,光伏,2.8,43.4873,124.3329,2020,False,False,False,0.01,0.000938012561386905,0.01894767311176182,6.753690441985716e-05,-4.829398532197923e-05,-4.4615361243848886e-05,0.01,0.000938012561386905,0.01894767311176182,6.753690441985716e-05,0,0
10216,浙江,光伏,1.5,28.4704,119.9184,2020,False,False,False,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0
1022,广西,光伏,100.0,22.3178,107.5838,2020,False,False,False,0.3,1.2934294482176927,20.72100936822374,0.09312692027167388,-0.1055852736286809,-0.08058696437748848,0.3,1.2934294482176927,20.72100936822374,0.09312692027167388,6,6
10221,浙江,光伏,2.2,28.4704,119.9184,2020,False,False,False,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0
10226,浙江,光伏,2.3,28.4704,119.9184,2020,False,False,False,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0,0
10227,西藏,光伏,15.0,28.5592,89.6797,2020,True,True,False,0.7,3.571554510747474,137.9466140281903,0.25715192477381815,0.25312617578626967,0.045600626397789966,0.5,2.3625586506812724,99.27082167682389,0.1701042228490516,10,8
10228,江苏,光伏,17.5,31.507,121.329,2020,False,False,False,0.01,0.002204494719320794,0.021960057465570008,0.00015872361979109718,-0.0002923381096302494,-0.00018937761751183657,0.01,0.002204494719320794,0.021960057465570008,0.00015872361979109718,0,0
10229,湖南,光伏,1.0,28.2179,113.7002,2020,False,False,False,0.01,0.0002702555847032151,0.0037236060706540425,1.9458402098631486e-05,-2.7148764701772274e-05,-1.9201231833256017e-05,0.01,0.0002702555847032151,0.0037236060706540425,1.9458402098631486e-05,0,0
