weather_year,province,low_return_entry_count,strict_marginal_count,strict_marginal_capacity_gw,strict_marginal_h2_mt_per_year,low_entry_min,low_entry_median,low_entry_max,strict_min,strict_median,strict_max,strict_capacity_gw_min,strict_capacity_gw_max,strict_h2_mt_min,strict_h2_mt_max
2024,宁夏,0,0,0.0,0.0,0,11.0,27,0,11.0,27,0.0,0.03747385118555162,0.0,0.001064370731648817
2024,安徽,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2024,山东,97,88,0.10899780798143135,0.003112742356618496,15,98.0,162,15,91.0,151,0.02116873369259747,0.20718643201747564,0.0006649320978099052,0.005986880857772836
2024,山西,50,48,0.08048941924348048,0.002369287827252001,50,95.5,167,48,74.0,93,0.08048941924348048,0.19077834750586273,0.002369287827252001,0.0057121635809281755
2024,广东,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2024,广西,0,0,0.0,0.0,0,0.0,3,0,0.0,3,0.0,0.00473611997996419,0.0,0.00013294836354445783
2024,新疆,550,459,1.179811033415984,0.03638716045563033,550,560.5,573,443,460.0,478,1.0377505846890343,1.179811033415984,0.032056471733686746,0.03638716045563033
2024,江苏,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2024,江西,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2024,河北,231,38,0.08812001210036381,0.00277127854262683,231,241.5,255,27,37.0,44,0.05533624385145575,0.09625685741705992,0.0016796772912919175,0.0029196753524431732
2024,河南,7,6,0.009743869215880548,0.00027360259812345914,1,9.5,19,0,8.5,18,0.0,0.024741256816101592,0.0,0.0006968645342109532
2024,浙江,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2024,海南,2,2,0.002428487717051305,7.640353572599015e-05,1,1.5,2,1,1.5,2,0.001070005411943451,0.002428487717051305,3.0280794887645968e-05,7.640353572599015e-05
2024,湖北,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2024,湖南,2,2,0.0024779096823910243,6.83018794817893e-05,0,0.0,2,0,0.0,2,0.0,0.0024779096823910243,0.0,6.83018794817893e-05
2024,甘肃,239,216,0.4868529117015945,0.013986178993089994,239,253.0,263,216,226.0,237,0.4868529117015945,0.6131063233046181,0.013986178993089994,0.017592323892039165
2024,福建,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2024,西藏,80,1,0.0010993669393013204,3.4606352819080037e-05,80,80.5,81,1,1.5,2,0.0010993669393013204,0.002505828044324713,3.4606352819080037e-05,7.392469976021755e-05
2024,贵州,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2024,辽宁,172,6,0.007625943645720103,0.00023937718638839534,168,170.0,172,4,6.0,9,0.0049119421962875226,0.014590777934723777,0.0001546244396426152,0.00047383007936873935
2024,重庆,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2024,陕西,67,67,0.08253470242463283,0.0023202405638328145,8,84.0,112,8,84.0,112,0.012010337366828572,0.15243428646524815,0.0003339583489313473,0.004600097453217204
2024,青海,196,114,0.22852921566124476,0.007120255862321373,196,204.0,212,112,115.5,128,0.14728558221936272,0.26785250948970785,0.004701703136913552,0.008257001027215365
2024,黑龙江,89,52,0.09902109257343232,0.003134649279507211,82,90.0,101,40,52.0,78,0.06346867430746032,0.13582461898862871,0.0020130719231357917,0.004240182549261972
2025,上海,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2025,云南,0,0,0.0,0.0,0,3.5,13,0,3.5,13,0.0,0.030946222516161297,0.0,0.0009123228779773685
2025,内蒙古,501,29,0.0777550371304501,0.002378710473398412,486,500.5,505,29,42.5,63,0.07074402222487562,0.14663767947648562,0.002157044660473353,0.004421317018469183
2025,北京,4,4,0.008470775884025448,0.00023878562948387847,0,0.0,4,0,0.0,4,0.0,0.008470775884025448,0.0,0.00023878562948387847
2025,吉林,121,2,0.002313423076581138,7.464775528823127e-05,121,121.0,121,1,1.5,2,0.0010501510149906353,0.002450427841509769,3.4484252558303004e-05,8.11001594364625e-05
2025,四川,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2025,天津,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2025,宁夏,27,27,0.03747385118555162,0.001064370731648817,0,11.0,27,0,11.0,27,0.0,0.03747385118555162,0.0,0.001064370731648817
2025,安徽,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2025,山东,99,94,0.11388842219031861,0.0032864264613156878,15,98.0,162,15,91.0,151,0.02116873369259747,0.20718643201747564,0.0006649320978099052,0.005986880857772836
2025,山西,152,87,0.19077834750586273,0.0057121635809281755,50,95.5,167,48,74.0,93,0.08048941924348048,0.19077834750586273,0.002369287827252001,0.0057121635809281755
2025,广东,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2025,广西,0,0,0.0,0.0,0,0.0,3,0,0.0,3,0.0,0.00473611997996419,0.0,0.00013294836354445783
2025,新疆,564,443,1.0441794483500089,0.03221796708809179,550,560.5,573,443,460.0,478,1.0377505846890343,1.179811033415984,0.032056471733686746,0.03638716045563033
2025,江苏,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2025,江西,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2025,河北,251,38,0.07738236259059066,0.002367250652960581,231,241.5,255,27,37.0,44,0.05533624385145575,0.09625685741705992,0.0016796772912919175,0.0029196753524431732
2025,河南,12,11,0.014917460502340012,0.00041592905987993255,1,9.5,19,0,8.5,18,0.0,0.024741256816101592,0.0,0.0006968645342109532
2025,浙江,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2025,海南,2,2,0.0022034584605312214,6.589292559981382e-05,1,1.5,2,1,1.5,2,0.001070005411943451,0.002428487717051305,3.0280794887645968e-05,7.640353572599015e-05
2025,湖北,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2025,湖南,0,0,0.0,0.0,0,0.0,2,0,0.0,2,0.0,0.0024779096823910243,0.0,6.83018794817893e-05
2025,甘肃,258,230,0.5177229227368716,0.014884049991863475,239,253.0,263,216,226.0,237,0.4868529117015945,0.6131063233046181,0.013986178993089994,0.017592323892039165
2025,福建,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2025,西藏,80,1,0.001112168895528772,3.470536891433605e-05,80,80.5,81,1,1.5,2,0.0010993669393013204,0.002505828044324713,3.4606352819080037e-05,7.392469976021755e-05
2025,贵州,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2025,辽宁,168,9,0.014590777934723777,0.00047383007936873935,168,170.0,172,4,6.0,9,0.0049119421962875226,0.014590777934723777,0.0001546244396426152,0.00047383007936873935
2025,重庆,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0
2025,陕西,112,112,0.15243428646524815,0.004600097453217204,8,84.0,112,8,84.0,112,0.012010337366828572,0.15243428646524815,0.0003339583489313473,0.004600097453217204
2025,青海,206,112,0.14728558221936272,0.004701703136913552,196,204.0,212,112,115.5,128,0.14728558221936272,0.26785250948970785,0.004701703136913552,0.008257001027215365
2025,黑龙江,82,78,0.13582461898862871,0.004240182549261972,82,90.0,101,40,52.0,78,0.06346867430746032,0.13582461898862871,0.0020130719231357917,0.004240182549261972
