weather_year,full_output_twh,curtailed_twh,h2_mt,curtailed_share
2020,1109.1641580275402,70.77645864381967,1.2868447026149028,0.06381062544401322
2021,1159.0359909524998,73.76447858919579,1.3411723379853777,0.06364295773815952
2022,1127.4744621249183,71.75090484058657,1.3045619061924831,0.06363860757019696
2023,1164.3982704361626,73.80254758769291,1.3418645015944168,0.06338256373401156
2024,1121.6285643747888,70.63522416113851,1.284276802929791,0.06297559317287141
2025,1166.6352679966728,73.9714208033124,1.344934923696589,0.06340578142330201
