electrical_buffer_hours,round_trip_efficiency,battery_capex_cny_per_kwh,battery_fixed_om_rate,battery_replacement_interval_years,battery_replacement_cost_factor,free_lossless_upper_bound,learning_case,strict_record_count,electrolyser_input_twh_per_year,raw_electricity_draw_twh_per_year,ending_stored_energy_gwh,battery_capex_100m_cny,mean_h2_mt_per_year,retain_low_count,reach_6p5_count,zero_buffer_max_absorbed_kwh_error
1.0,0.95,2400.0,0.025,15.0,0.7,False,none,710,3.2940671124477854,3.323991566088624,0.13186723955380633,36.776984060825406,0.05772560514018959,23,0,1.4156103134155273e-06
1.0,0.95,2400.0,0.025,15.0,0.7,False,combined,710,3.2940671124477854,3.323991566088624,0.13186723955380633,36.776984060825406,0.05828828860693222,144,0,1.4156103134155273e-06
1.0,0.95,2400.0,0.025,15.0,1.0,False,none,710,3.2940671124477854,3.323991566088624,0.13186723955380633,36.776984060825406,0.05772560514018959,6,0,1.4156103134155273e-06
1.0,0.95,2400.0,0.025,15.0,1.0,False,combined,710,3.2940671124477854,3.323991566088624,0.13186723955380633,36.776984060825406,0.05828828860693222,49,0,1.4156103134155273e-06
1.0,0.95,2400.0,0.025,20.0,0.7,False,none,710,3.2940671124477854,3.323991566088624,0.13186723955380633,36.776984060825406,0.05772560514018959,23,0,1.4156103134155273e-06
1.0,0.95,2400.0,0.025,20.0,0.7,False,combined,710,3.2940671124477854,3.323991566088624,0.13186723955380633,36.776984060825406,0.05828828860693222,129,0,1.4156103134155273e-06
1.0,0.95,2400.0,0.025,20.0,1.0,False,none,710,3.2940671124477854,3.323991566088624,0.13186723955380633,36.776984060825406,0.05772560514018959,6,0,1.4156103134155273e-06
1.0,0.95,2400.0,0.025,20.0,1.0,False,combined,710,3.2940671124477854,3.323991566088624,0.13186723955380633,36.776984060825406,0.05828828860693222,31,0,1.4156103134155273e-06
2.0,1.0,0.0,0.0,,0.0,True,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,0.0,0.06756045462191304,710,710,1.4156103134155273e-06
2.0,1.0,0.0,0.0,,0.0,True,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,0.0,0.06896543044799767,710,710,1.4156103134155273e-06
2.0,1.0,900.0,0.025,10.0,0.7,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,27.582738045619053,0.06756045462191304,709,17,1.4156103134155273e-06
2.0,1.0,900.0,0.025,10.0,0.7,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,27.582738045619053,0.06896543044799767,710,60,1.4156103134155273e-06
2.0,1.0,900.0,0.025,10.0,1.0,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,27.582738045619053,0.06756045462191304,708,1,1.4156103134155273e-06
2.0,1.0,900.0,0.025,10.0,1.0,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,27.582738045619053,0.06896543044799767,709,5,1.4156103134155273e-06
2.0,1.0,900.0,0.025,15.0,0.7,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,27.582738045619053,0.06756045462191304,710,210,1.4156103134155273e-06
2.0,1.0,900.0,0.025,15.0,0.7,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,27.582738045619053,0.06896543044799767,710,422,1.4156103134155273e-06
2.0,1.0,900.0,0.025,15.0,1.0,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,27.582738045619053,0.06756045462191304,709,65,1.4156103134155273e-06
2.0,1.0,900.0,0.025,15.0,1.0,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,27.582738045619053,0.06896543044799767,710,229,1.4156103134155273e-06
2.0,1.0,900.0,0.025,20.0,0.7,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,27.582738045619053,0.06756045462191304,710,268,1.4156103134155273e-06
2.0,1.0,900.0,0.025,20.0,0.7,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,27.582738045619053,0.06896543044799767,710,488,1.4156103134155273e-06
2.0,1.0,900.0,0.025,20.0,1.0,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,27.582738045619053,0.06756045462191304,709,172,1.4156103134155273e-06
2.0,1.0,900.0,0.025,20.0,1.0,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,27.582738045619053,0.06896543044799767,710,373,1.4156103134155273e-06
2.0,1.0,1500.0,0.025,10.0,0.7,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,45.97123007603176,0.06756045462191304,124,0,1.4156103134155273e-06
2.0,1.0,1500.0,0.025,10.0,0.7,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,45.97123007603176,0.06896543044799767,433,0,1.4156103134155273e-06
2.0,1.0,1500.0,0.025,10.0,1.0,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,45.97123007603176,0.06756045462191304,2,0,1.4156103134155273e-06
2.0,1.0,1500.0,0.025,10.0,1.0,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,45.97123007603176,0.06896543044799767,32,0,1.4156103134155273e-06
2.0,1.0,1500.0,0.025,15.0,0.7,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,45.97123007603176,0.06756045462191304,657,0,1.4156103134155273e-06
2.0,1.0,1500.0,0.025,15.0,0.7,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,45.97123007603176,0.06896543044799767,708,0,1.4156103134155273e-06
2.0,1.0,1500.0,0.025,15.0,1.0,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,45.97123007603176,0.06756045462191304,504,0,1.4156103134155273e-06
2.0,1.0,1500.0,0.025,15.0,1.0,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,45.97123007603176,0.06896543044799767,671,0,1.4156103134155273e-06
2.0,1.0,1500.0,0.025,20.0,0.7,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,45.97123007603176,0.06756045462191304,652,0,1.4156103134155273e-06
2.0,1.0,1500.0,0.025,20.0,0.7,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,45.97123007603176,0.06896543044799767,708,0,1.4156103134155273e-06
2.0,1.0,1500.0,0.025,20.0,1.0,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,45.97123007603176,0.06756045462191304,479,0,1.4156103134155273e-06
2.0,1.0,1500.0,0.025,20.0,1.0,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,45.97123007603176,0.06896543044799767,662,0,1.4156103134155273e-06
2.0,1.0,2400.0,0.025,10.0,0.7,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,73.55396812165081,0.06756045462191304,0,0,1.4156103134155273e-06
2.0,1.0,2400.0,0.025,10.0,0.7,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,73.55396812165081,0.06896543044799767,0,0,1.4156103134155273e-06
2.0,1.0,2400.0,0.025,10.0,1.0,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,73.55396812165081,0.06756045462191304,0,0,1.4156103134155273e-06
2.0,1.0,2400.0,0.025,10.0,1.0,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,73.55396812165081,0.06896543044799767,0,0,1.4156103134155273e-06
2.0,1.0,2400.0,0.025,15.0,0.7,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,73.55396812165081,0.06756045462191304,0,0,1.4156103134155273e-06
2.0,1.0,2400.0,0.025,15.0,0.7,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,73.55396812165081,0.06896543044799767,5,0,1.4156103134155273e-06
2.0,1.0,2400.0,0.025,15.0,1.0,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,73.55396812165081,0.06756045462191304,0,0,1.4156103134155273e-06
2.0,1.0,2400.0,0.025,15.0,1.0,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,73.55396812165081,0.06896543044799767,0,0,1.4156103134155273e-06
2.0,1.0,2400.0,0.025,20.0,0.7,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,73.55396812165081,0.06756045462191304,0,0,1.4156103134155273e-06
2.0,1.0,2400.0,0.025,20.0,0.7,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,73.55396812165081,0.06896543044799767,4,0,1.4156103134155273e-06
2.0,1.0,2400.0,0.025,20.0,1.0,False,none,710,3.844417159432117,3.844684239015607,0.26707958348579347,73.55396812165081,0.06756045462191304,0,0,1.4156103134155273e-06
2.0,1.0,2400.0,0.025,20.0,1.0,False,combined,710,3.844417159432117,3.844684239015607,0.26707958348579347,73.55396812165081,0.06896543044799767,0,0,1.4156103134155273e-06
2.0,0.85,0.0,0.0,,0.0,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,0.0,0.06598395920874162,710,710,1.4156103134155273e-06
2.0,0.85,0.0,0.0,,0.0,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,0.0,0.06732731504995372,710,710,1.4156103134155273e-06
2.0,0.85,900.0,0.025,10.0,0.7,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,27.582738045619053,0.06598395920874162,708,0,1.4156103134155273e-06
2.0,0.85,900.0,0.025,10.0,0.7,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,27.582738045619053,0.06732731504995372,709,5,1.4156103134155273e-06
2.0,0.85,900.0,0.025,10.0,1.0,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,27.582738045619053,0.06598395920874162,632,0,1.4156103134155273e-06
2.0,0.85,900.0,0.025,10.0,1.0,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,27.582738045619053,0.06732731504995372,706,0,1.4156103134155273e-06
2.0,0.85,900.0,0.025,15.0,0.7,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,27.582738045619053,0.06598395920874162,709,18,1.4156103134155273e-06
2.0,0.85,900.0,0.025,15.0,0.7,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,27.582738045619053,0.06732731504995372,710,110,1.4156103134155273e-06
2.0,0.85,900.0,0.025,15.0,1.0,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,27.582738045619053,0.06598395920874162,709,5,1.4156103134155273e-06
2.0,0.85,900.0,0.025,15.0,1.0,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,27.582738045619053,0.06732731504995372,710,25,1.4156103134155273e-06
2.0,0.85,900.0,0.025,20.0,0.7,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,27.582738045619053,0.06598395920874162,709,32,1.4156103134155273e-06
2.0,0.85,900.0,0.025,20.0,0.7,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,27.582738045619053,0.06732731504995372,710,169,1.4156103134155273e-06
2.0,0.85,900.0,0.025,20.0,1.0,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,27.582738045619053,0.06598395920874162,709,16,1.4156103134155273e-06
2.0,0.85,900.0,0.025,20.0,1.0,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,27.582738045619053,0.06732731504995372,710,48,1.4156103134155273e-06
2.0,0.85,1500.0,0.025,10.0,0.7,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,45.97123007603176,0.06598395920874162,7,0,1.4156103134155273e-06
2.0,0.85,1500.0,0.025,10.0,0.7,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,45.97123007603176,0.06732731504995372,121,0,1.4156103134155273e-06
2.0,0.85,1500.0,0.025,10.0,1.0,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,45.97123007603176,0.06598395920874162,0,0,1.4156103134155273e-06
2.0,0.85,1500.0,0.025,10.0,1.0,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,45.97123007603176,0.06732731504995372,3,0,1.4156103134155273e-06
2.0,0.85,1500.0,0.025,15.0,0.7,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,45.97123007603176,0.06598395920874162,460,0,1.4156103134155273e-06
2.0,0.85,1500.0,0.025,15.0,0.7,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,45.97123007603176,0.06732731504995372,660,0,1.4156103134155273e-06
2.0,0.85,1500.0,0.025,15.0,1.0,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,45.97123007603176,0.06598395920874162,176,0,1.4156103134155273e-06
2.0,0.85,1500.0,0.025,15.0,1.0,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,45.97123007603176,0.06732731504995372,511,0,1.4156103134155273e-06
2.0,0.85,1500.0,0.025,20.0,0.7,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,45.97123007603176,0.06598395920874162,438,0,1.4156103134155273e-06
2.0,0.85,1500.0,0.025,20.0,0.7,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,45.97123007603176,0.06732731504995372,653,0,1.4156103134155273e-06
2.0,0.85,1500.0,0.025,20.0,1.0,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,45.97123007603176,0.06598395920874162,157,0,1.4156103134155273e-06
2.0,0.85,1500.0,0.025,20.0,1.0,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,45.97123007603176,0.06732731504995372,490,0,1.4156103134155273e-06
2.0,0.85,2400.0,0.025,10.0,0.7,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,73.55396812165081,0.06598395920874162,0,0,1.4156103134155273e-06
2.0,0.85,2400.0,0.025,10.0,0.7,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,73.55396812165081,0.06732731504995372,0,0,1.4156103134155273e-06
2.0,0.85,2400.0,0.025,10.0,1.0,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,73.55396812165081,0.06598395920874162,0,0,1.4156103134155273e-06
2.0,0.85,2400.0,0.025,10.0,1.0,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,73.55396812165081,0.06732731504995372,0,0,1.4156103134155273e-06
2.0,0.85,2400.0,0.025,15.0,0.7,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,73.55396812165081,0.06598395920874162,0,0,1.4156103134155273e-06
2.0,0.85,2400.0,0.025,15.0,0.7,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,73.55396812165081,0.06732731504995372,0,0,1.4156103134155273e-06
2.0,0.85,2400.0,0.025,15.0,1.0,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,73.55396812165081,0.06598395920874162,0,0,1.4156103134155273e-06
2.0,0.85,2400.0,0.025,15.0,1.0,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,73.55396812165081,0.06732731504995372,0,0,1.4156103134155273e-06
2.0,0.85,2400.0,0.025,20.0,0.7,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,73.55396812165081,0.06598395920874162,0,0,1.4156103134155273e-06
2.0,0.85,2400.0,0.025,20.0,0.7,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,73.55396812165081,0.06732731504995372,0,0,1.4156103134155273e-06
2.0,0.85,2400.0,0.025,20.0,1.0,False,none,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,73.55396812165081,0.06598395920874162,0,0,1.4156103134155273e-06
2.0,0.85,2400.0,0.025,20.0,1.0,False,combined,710,3.7549694823722315,3.9364017760783567,0.25789092566028243,73.55396812165081,0.06732731504995372,0,0,1.4156103134155273e-06
2.0,0.9,0.0,0.0,,0.0,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,0.0,0.06652261066632066,710,710,1.4156103134155273e-06
2.0,0.9,0.0,0.0,,0.0,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,0.0,0.06788701443948797,710,710,1.4156103134155273e-06
2.0,0.9,900.0,0.025,10.0,0.7,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,27.582738045619053,0.06652261066632066,709,3,1.4156103134155273e-06
2.0,0.9,900.0,0.025,10.0,0.7,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,27.582738045619053,0.06788701443948797,709,17,1.4156103134155273e-06
2.0,0.9,900.0,0.025,10.0,1.0,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,27.582738045619053,0.06652261066632066,667,0,1.4156103134155273e-06
2.0,0.9,900.0,0.025,10.0,1.0,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,27.582738045619053,0.06788701443948797,708,1,1.4156103134155273e-06
2.0,0.9,900.0,0.025,15.0,0.7,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,27.582738045619053,0.06652261066632066,710,36,1.4156103134155273e-06
2.0,0.9,900.0,0.025,15.0,0.7,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,27.582738045619053,0.06788701443948797,710,205,1.4156103134155273e-06
2.0,0.9,900.0,0.025,15.0,1.0,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,27.582738045619053,0.06652261066632066,709,17,1.4156103134155273e-06
2.0,0.9,900.0,0.025,15.0,1.0,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,27.582738045619053,0.06788701443948797,710,58,1.4156103134155273e-06
2.0,0.9,900.0,0.025,20.0,0.7,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,27.582738045619053,0.06652261066632066,710,69,1.4156103134155273e-06
2.0,0.9,900.0,0.025,20.0,0.7,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,27.582738045619053,0.06788701443948797,710,244,1.4156103134155273e-06
2.0,0.9,900.0,0.025,20.0,1.0,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,27.582738045619053,0.06652261066632066,709,25,1.4156103134155273e-06
2.0,0.9,900.0,0.025,20.0,1.0,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,27.582738045619053,0.06788701443948797,710,154,1.4156103134155273e-06
2.0,0.9,1500.0,0.025,10.0,0.7,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,45.97123007603176,0.06652261066632066,19,0,1.4156103134155273e-06
2.0,0.9,1500.0,0.025,10.0,0.7,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,45.97123007603176,0.06788701443948797,215,0,1.4156103134155273e-06
2.0,0.9,1500.0,0.025,10.0,1.0,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,45.97123007603176,0.06652261066632066,0,0,1.4156103134155273e-06
2.0,0.9,1500.0,0.025,10.0,1.0,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,45.97123007603176,0.06788701443948797,5,0,1.4156103134155273e-06
2.0,0.9,1500.0,0.025,15.0,0.7,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,45.97123007603176,0.06652261066632066,555,0,1.4156103134155273e-06
2.0,0.9,1500.0,0.025,15.0,0.7,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,45.97123007603176,0.06788701443948797,676,0,1.4156103134155273e-06
2.0,0.9,1500.0,0.025,15.0,1.0,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,45.97123007603176,0.06652261066632066,259,0,1.4156103134155273e-06
2.0,0.9,1500.0,0.025,15.0,1.0,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,45.97123007603176,0.06788701443948797,581,0,1.4156103134155273e-06
2.0,0.9,1500.0,0.025,20.0,0.7,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,45.97123007603176,0.06652261066632066,545,0,1.4156103134155273e-06
2.0,0.9,1500.0,0.025,20.0,0.7,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,45.97123007603176,0.06788701443948797,675,0,1.4156103134155273e-06
2.0,0.9,1500.0,0.025,20.0,1.0,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,45.97123007603176,0.06652261066632066,231,0,1.4156103134155273e-06
2.0,0.9,1500.0,0.025,20.0,1.0,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,45.97123007603176,0.06788701443948797,561,0,1.4156103134155273e-06
2.0,0.9,2400.0,0.025,10.0,0.7,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,73.55396812165081,0.06652261066632066,0,0,1.4156103134155273e-06
2.0,0.9,2400.0,0.025,10.0,0.7,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,73.55396812165081,0.06788701443948797,0,0,1.4156103134155273e-06
2.0,0.9,2400.0,0.025,10.0,1.0,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,73.55396812165081,0.06652261066632066,0,0,1.4156103134155273e-06
2.0,0.9,2400.0,0.025,10.0,1.0,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,73.55396812165081,0.06788701443948797,0,0,1.4156103134155273e-06
2.0,0.9,2400.0,0.025,15.0,0.7,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,73.55396812165081,0.06652261066632066,0,0,1.4156103134155273e-06
2.0,0.9,2400.0,0.025,15.0,0.7,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,73.55396812165081,0.06788701443948797,1,0,1.4156103134155273e-06
2.0,0.9,2400.0,0.025,15.0,1.0,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,73.55396812165081,0.06652261066632066,0,0,1.4156103134155273e-06
2.0,0.9,2400.0,0.025,15.0,1.0,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,73.55396812165081,0.06788701443948797,0,0,1.4156103134155273e-06
2.0,0.9,2400.0,0.025,20.0,0.7,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,73.55396812165081,0.06652261066632066,0,0,1.4156103134155273e-06
2.0,0.9,2400.0,0.025,20.0,0.7,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,73.55396812165081,0.06788701443948797,1,0,1.4156103134155273e-06
2.0,0.9,2400.0,0.025,20.0,1.0,False,none,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,73.55396812165081,0.06652261066632066,0,0,1.4156103134155273e-06
2.0,0.9,2400.0,0.025,20.0,1.0,False,combined,710,3.7855334651497015,3.9032535576408685,0.25981724727403993,73.55396812165081,0.06788701443948797,0,0,1.4156103134155273e-06
2.0,0.95,0.0,0.0,,0.0,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,0.0,0.06704805952521375,710,710,1.4156103134155273e-06
2.0,0.95,0.0,0.0,,0.0,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,0.0,0.06843319010891345,710,710,1.4156103134155273e-06
2.0,0.95,900.0,0.025,10.0,0.7,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,27.582738045619053,0.06704805952521375,709,4,1.4156103134155273e-06
2.0,0.95,900.0,0.025,10.0,0.7,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,27.582738045619053,0.06843319010891345,709,25,1.4156103134155273e-06
2.0,0.95,900.0,0.025,10.0,1.0,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,27.582738045619053,0.06704805952521375,689,0,1.4156103134155273e-06
2.0,0.95,900.0,0.025,10.0,1.0,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,27.582738045619053,0.06843319010891345,709,3,1.4156103134155273e-06
2.0,0.95,900.0,0.025,15.0,0.7,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,27.582738045619053,0.06704805952521375,710,116,1.4156103134155273e-06
2.0,0.95,900.0,0.025,15.0,0.7,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,27.582738045619053,0.06843319010891345,710,301,1.4156103134155273e-06
2.0,0.95,900.0,0.025,15.0,1.0,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,27.582738045619053,0.06704805952521375,709,25,1.4156103134155273e-06
2.0,0.95,900.0,0.025,15.0,1.0,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,27.582738045619053,0.06843319010891345,710,162,1.4156103134155273e-06
2.0,0.95,900.0,0.025,20.0,0.7,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,27.582738045619053,0.06704805952521375,710,189,1.4156103134155273e-06
2.0,0.95,900.0,0.025,20.0,0.7,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,27.582738045619053,0.06843319010891345,710,396,1.4156103134155273e-06
2.0,0.95,900.0,0.025,20.0,1.0,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,27.582738045619053,0.06704805952521375,709,63,1.4156103134155273e-06
2.0,0.95,900.0,0.025,20.0,1.0,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,27.582738045619053,0.06843319010891345,710,225,1.4156103134155273e-06
2.0,0.95,1500.0,0.025,10.0,0.7,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,45.97123007603176,0.06704805952521375,39,0,1.4156103134155273e-06
2.0,0.95,1500.0,0.025,10.0,0.7,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,45.97123007603176,0.06843319010891345,329,0,1.4156103134155273e-06
2.0,0.95,1500.0,0.025,10.0,1.0,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,45.97123007603176,0.06704805952521375,0,0,1.4156103134155273e-06
2.0,0.95,1500.0,0.025,10.0,1.0,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,45.97123007603176,0.06843319010891345,17,0,1.4156103134155273e-06
2.0,0.95,1500.0,0.025,15.0,0.7,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,45.97123007603176,0.06704805952521375,623,0,1.4156103134155273e-06
2.0,0.95,1500.0,0.025,15.0,0.7,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,45.97123007603176,0.06843319010891345,703,0,1.4156103134155273e-06
2.0,0.95,1500.0,0.025,15.0,1.0,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,45.97123007603176,0.06704805952521375,413,0,1.4156103134155273e-06
2.0,0.95,1500.0,0.025,15.0,1.0,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,45.97123007603176,0.06843319010891345,643,0,1.4156103134155273e-06
2.0,0.95,1500.0,0.025,20.0,0.7,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,45.97123007603176,0.06704805952521375,610,0,1.4156103134155273e-06
2.0,0.95,1500.0,0.025,20.0,0.7,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,45.97123007603176,0.06843319010891345,700,0,1.4156103134155273e-06
2.0,0.95,1500.0,0.025,20.0,1.0,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,45.97123007603176,0.06704805952521375,393,0,1.4156103134155273e-06
2.0,0.95,1500.0,0.025,20.0,1.0,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,45.97123007603176,0.06843319010891345,633,0,1.4156103134155273e-06
2.0,0.95,2400.0,0.025,10.0,0.7,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,73.55396812165081,0.06704805952521375,0,0,1.4156103134155273e-06
2.0,0.95,2400.0,0.025,10.0,0.7,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,73.55396812165081,0.06843319010891345,0,0,1.4156103134155273e-06
2.0,0.95,2400.0,0.025,10.0,1.0,False,none,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,73.55396812165081,0.06704805952521375,0,0,1.4156103134155273e-06
2.0,0.95,2400.0,0.025,10.0,1.0,False,combined,710,3.8153465051858846,3.8728158270663577,0.2618583413929767,73.55396812165081,0.06843319010891345,0,0,1.4156103134155273e-06
