ObjectId,province,technology,capacity_mw,latitude,longitude,low_return_entry,conventional_6p5,strict_marginal,low_selected_capacity_mw,low_selected_h2_t_per_year,low_selected_npv_100m_cny,high_selected_capacity_mw,high_selected_h2_t_per_year
10173,Shaanxi,solar PV,19.5,38.2769,109.7155,False,False,False,1.0,20.617605798129755,-0.0527950655869666,1.0,20.617605798129755
10174,Shandong,solar PV,3.2,34.9137,118.6343,False,False,False,1.0,0.2956783642355131,-0.1937721132046779,1.0,0.2956783642355131
10175,Gansu,solar PV,18.0,35.4466,103.9799,False,False,False,1.0,21.29741663567671,-0.0483256654618246,1.0,21.29741663567671
10176,Shandong,solar PV,4.9,35.1032,118.3507,False,False,False,1.0,1.62736658216405,-0.1842299265315649,1.0,1.62736658216405
10180,Shandong,solar PV,7.0,37.1767,116.8508,False,False,False,1.0,3.868061370979808,-0.1682039322192937,1.0,3.868061370979808
10186,Shandong,solar PV,1.1,35.1032,118.3507,False,False,False,0.000412466827582,0.0073841997662737,-2.8681121082524997e-05,0.000412466827582,0.0073841997662737
10188,Shandong,solar PV,2.0,35.1032,118.3507,False,False,False,1.0,0.0055599312441503,-0.1958535789323184,1.0,0.0055599312441503
10189,Shandong,solar PV,1.0,35.5178,117.6097,False,False,False,0.0003729345559374,0.0068796056743029,-2.468755076195967e-05,0.0003729345559374,0.0068796056743029
10190,Shandong,solar PV,6.0,35.1032,118.3507,False,False,False,1.0,2.5535459512083527,-0.1776019935531315,1.0,2.5535459512083527
102,Gansu,solar PV,100.0,38.096,102.838,False,False,False,1.0,26.5485850501391,-0.0157478935561501,1.0,26.5485850501391
1020,Guangxi,solar PV,160.0,22.3233,107.3895,False,False,False,1.0,17.01327404805378,-0.0747860346254433,1.0,17.01327404805378
10203,Shandong,solar PV,5.5,37.1767,116.8508,False,False,False,1.0,2.4682373180312527,-0.1782122509104066,1.0,2.4682373180312527
10207,Gansu,solar PV,6.0,39.3473,100.188,False,False,False,1.0,14.776185784418912,-0.0903213036455961,1.0,14.776185784418912
10209,Hebei,solar PV,4.0,36.2634,114.5417,False,False,False,1.0,3.553413687807258,-0.1704673804724767,1.0,3.553413687807258
1021,Guangxi,solar PV,70.0,22.2931,107.437,False,False,False,1.0,14.899275428918516,-0.0893595531790455,1.0,14.899275428918516
10210,Henan,solar PV,9.0,36.0674,113.8105,False,False,False,1.0,2.487694724747194,-0.178064353430636,1.0,2.487694724747194
10211,Shaanxi,solar PV,15.0,37.577,107.769,False,False,False,1.0,18.75772945450129,-0.0643116916480046,1.0,18.75772945450129
10213,Jilin,solar PV,2.8,43.4873,124.3329,False,False,False,1.0,0.162744317342776,-0.1947255266960947,1.0,0.162744317342776
10216,Zhejiang,solar PV,1.5,28.4704,119.9184,False,False,False,0.0,0.0,0.0,0.0,0.0
1022,Guangxi,solar PV,100.0,22.3178,107.5838,False,False,False,1.0,15.806648787979256,-0.0828878811802648,1.0,15.806648787979256
10221,Zhejiang,solar PV,2.2,28.4704,119.9184,False,False,False,0.0,0.0,0.0,0.0,0.0
