learning_case,central_component_case,year,direct_capex_share_of_installed_capex,stack_share_of_direct_capex,stack_share_of_installed_capex,nonstack_equipment_share_of_installed_capex,bop_epc_share_of_installed_capex,stack_embodied_newbuild_capital_saving_share,nonstack_equipment_newbuild_capital_saving_share,bop_epc_newbuild_capital_saving_share,total_newbuild_capital_saving_share,incumbent_stack_embodied_share_of_newbuild_capital_saving
conservative,False,2053,0.7,0.2,0.13999999999999999,0.5599999999999999,0.30000000000000004,0.048999999999999995,0.19599999999999998,0.04283381483219329,0.2878338148321933,0.17023712112687986
conservative,False,2054,0.7,0.2,0.13999999999999999,0.5599999999999999,0.30000000000000004,0.048999999999999995,0.19599999999999998,0.04311302919075199,0.28811302919075193,0.17007214195633757
conservative,False,2055,0.7,0.2,0.13999999999999999,0.5599999999999999,0.30000000000000004,0.048999999999999995,0.19599999999999998,0.043381922685515155,0.2883819226855151,0.16991356304061833
conservative,False,2056,0.7,0.2,0.13999999999999999,0.5599999999999999,0.30000000000000004,0.048999999999999995,0.19599999999999998,0.04364122150237175,0.2886412215023717,0.1697609223830054
conservative,False,2057,0.7,0.2,0.13999999999999999,0.5599999999999999,0.30000000000000004,0.048999999999999995,0.19599999999999998,0.04389157810100834,0.2888915781010083,0.16961380571249327
conservative,False,2058,0.7,0.2,0.13999999999999999,0.5599999999999999,0.30000000000000004,0.048999999999999995,0.19599999999999998,0.04413358084894724,0.2891335808489472,0.16947184016511452
conservative,False,2059,0.7,0.2,0.13999999999999999,0.5599999999999999,0.30000000000000004,0.048999999999999995,0.19599999999999998,0.0443677621334633,0.28936776213346327,0.16933468897409532
conservative,False,2060,0.7,0.2,0.13999999999999999,0.5599999999999999,0.30000000000000004,0.048999999999999995,0.19599999999999998,0.0445946052309237,0.2895946052309237,0.16920204698194305
conservative,False,2026,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.0,0.0,0.0,0.0,
conservative,False,2027,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.040190681942476145,0.12057204582742842,0.018378918221714526,0.1791416459916191,0.22435141599824537
conservative,False,2028,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.045852471579860755,0.13755741473958225,0.0212914214654922,0.2047013077849352,0.22399696453348808
conservative,False,2029,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.04986483489593564,0.1495945046878069,0.023414566540920428,0.22287390612466298,0.22373563492912485
conservative,False,2030,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.05295172591955421,0.1588551777586626,0.025083386978574377,0.23689029065679118,0.22352847713911228
conservative,False,2031,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.05646697292194729,0.16940091876584185,0.02702319368862342,0.2528910853764126,0.22328573914695224
conservative,False,2032,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.059219389153217644,0.1776581674596529,0.02857270957427244,0.265450266187143,0.2230903362947387
conservative,False,2033,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.029861722155581222,0.2748617221555812,0.22283932269525106
conservative,False,2034,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.0309645745642849,0.27596457456428486,0.2219487776527347
conservative,False,2035,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.031927809439684346,0.2769278094396843,0.22117677572335118
conservative,False,2036,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.03278248913899791,0.2777824891389979,0.22049626018489407
conservative,False,2037,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.033550371527875836,0.2785503715278758,0.21988841610240115
conservative,False,2038,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.034247285740800035,0.2792472857408,0.2193396431321192
conservative,False,2039,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.03488510473237776,0.2798851047323777,0.21883979877588128
conservative,False,2040,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.035472960787962735,0.2804729607879627,0.2183811224722833
conservative,False,2041,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.03643621012643072,0.28143621012643066,0.21763368676860884
conservative,False,2042,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.03728925325089065,0.2822892532508906,0.21697602474991404
conservative,False,2043,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.03805448146759606,0.28305448146759604,0.21638943740592875
conservative,False,2044,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.03874810869129329,0.28374810869129324,0.2158604696344869
conservative,False,2045,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.03938225023563642,0.2843822502356364,0.21537912422188385
conservative,False,2046,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.039966195360303644,0.2849661953603036,0.2149377750668185
conservative,False,2047,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.04050722174862355,0.28550722174862353,0.21453047535844086
conservative,False,2048,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.04101113645208988,0.28601113645208986,0.21415250035293668
conservative,False,2049,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.04148264656929795,0.2864826465692979,0.21380003547678794
conservative,False,2050,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.04192562014027941,0.2869256201402794,0.2134699577195461
conservative,False,2051,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.04224107874348036,0.2872410787434803,0.2132355172454254
conservative,False,2052,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.04254346818587284,0.2875434681858728,0.21301127230060046
conservative,False,2053,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.04283381483219329,0.2878338148321933,0.21279640140859982
conservative,False,2054,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.04311302919075199,0.28811302919075193,0.21259017744542197
conservative,False,2055,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.043381922685515155,0.2883819226855151,0.21239195380077291
conservative,False,2056,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.04364122150237175,0.2886412215023717,0.21220115297875675
conservative,False,2057,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.04389157810100834,0.2888915781010083,0.2120172571406166
conservative,False,2058,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.04413358084894724,0.2891335808489472,0.21183980020639315
conservative,False,2059,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.0443677621334633,0.28936776213346327,0.21166836121761912
conservative,False,2060,0.7,0.25,0.175,0.5249999999999999,0.30000000000000004,0.06124999999999999,0.18374999999999997,0.0445946052309237,0.2895946052309237,0.2115025587274288
conservative,False,2026,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.0,0.0,0.0,0.0,
conservative,False,2027,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.0562669547194666,0.10449577305043797,0.018378918221714526,0.1791416459916191,0.3140919823975435
conservative,False,2028,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.06419346021180505,0.11921642610763797,0.0212914214654922,0.20470130778493523,0.31359575034688325
conservative,False,2029,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.0698107688543099,0.12964857072943264,0.023414566540920428,0.22287390612466296,0.3132298889007748
conservative,False,2030,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.07413241628737588,0.13767448739084093,0.025083386978574377,0.23689029065679118,0.31293986799475715
conservative,False,2031,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.07905376209072619,0.14681412959706294,0.02702319368862342,0.2528910853764126,0.31260003480573306
conservative,False,2032,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08290714481450469,0.15397041179836587,0.02857270957427244,0.265450266187143,0.31232647081263415
conservative,False,2033,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.029861722155581222,0.27486172215558113,0.3119750517733515
conservative,False,2034,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.0309645745642849,0.27596457456428486,0.31072828871382857
conservative,False,2035,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.031927809439684346,0.2769278094396843,0.3096474860126916
conservative,False,2036,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.03278248913899791,0.27778248913899783,0.30869476425885173
conservative,False,2037,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.033550371527875836,0.27855037152787576,0.30784378254336164
conservative,False,2038,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.034247285740800035,0.2792472857408,0.30707550038496684
conservative,False,2039,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.03488510473237776,0.2798851047323777,0.3063757182862337
conservative,False,2040,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.035472960787962735,0.2804729607879627,0.30573357146119656
conservative,False,2041,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.03643621012643072,0.28143621012643066,0.30468716147605235
conservative,False,2042,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.03728925325089065,0.2822892532508906,0.3037664346498796
conservative,False,2043,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.03805448146759606,0.283054481467596,0.30294521236830024
conservative,False,2044,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.03874810869129329,0.28374810869129324,0.3022046574882816
conservative,False,2045,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.03938225023563642,0.28438225023563635,0.30153077391063743
conservative,False,2046,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.039966195360303644,0.2849661953603036,0.30091288509354586
conservative,False,2047,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.04050722174862355,0.2855072217486235,0.3003426655018172
conservative,False,2048,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.04101113645208988,0.2860111364520898,0.2998135004941114
conservative,False,2049,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.04148264656929795,0.2864826465692979,0.2993200496675031
conservative,False,2050,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.04192562014027941,0.28692562014027934,0.2988579408073646
conservative,False,2051,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.04224107874348036,0.2872410787434803,0.2985297241435955
conservative,False,2052,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.04254346818587284,0.2875434681858728,0.2982157812208406
conservative,False,2053,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.04283381483219329,0.2878338148321932,0.29791496197203976
conservative,False,2054,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.04311302919075199,0.28811302919075193,0.2976262484235907
conservative,False,2055,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.043381922685515155,0.2883819226855151,0.2973487353210821
conservative,False,2056,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.04364122150237175,0.2886412215023717,0.2970816141702594
conservative,False,2057,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.04389157810100834,0.2888915781010083,0.2968241599968632
conservative,False,2058,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.04413358084894724,0.2891335808489472,0.29657572028895035
conservative,False,2059,0.7,0.35,0.24499999999999997,0.45499999999999996,0.30000000000000004,0.08574999999999998,0.15924999999999997,0.0443677621334633,0.28936776213346327,0.2963357057046667
