allocation_method,low_return_record_count,six_point_five_record_count,strict_marginal_record_count,low_return_capacity_gw,low_return_capex_billion_cny,low_return_h2_mt_per_year,strict_capacity_gw,strict_capex_billion_cny,strict_h2_mt_per_year,minimum_load_share,wear_case,capacity_grid_common_across_minimum_loads
minimum_load_0.00,1251,896,355,6.486152055802917,46.700294801781,0.2619448590932835,0.698605080509661,5.02995657966956,0.024739878650191408,0.0,standard_hour_linked_wear,True
minimum_load_0.00,2446,1264,1182,12.411879309408167,89.36553102773881,0.45115374609610687,2.779483627528539,20.01228211820548,0.08251419074507747,0.0,wear_neutral_counterfactual,True
minimum_load_0.10,1886,1163,723,10.0452367422235,72.32570454400918,0.3702141981153821,1.734957641481881,12.491695018669544,0.052732165093980314,0.1,standard_hour_linked_wear,True
minimum_load_0.10,2433,1264,1169,12.309102528676506,88.62553820647085,0.44721126989101384,2.7380842251915416,19.714206421379096,0.08128428126648173,0.1,wear_neutral_counterfactual,True
minimum_load_0.30,1889,1148,741,9.62351524830129,69.2893097877693,0.3520031783745592,1.996362631393401,14.373810946032489,0.05942821624515723,0.3,standard_hour_linked_wear,True
minimum_load_0.30,2284,1251,1033,11.504535259122381,82.83265386568115,0.4176456804521205,2.4211229301715593,17.43208509723523,0.0721123553830298,0.3,wear_neutral_counterfactual,True
minimum_load_0.40,1924,1131,793,9.303334780887242,66.98401042238815,0.3383744801597562,2.0322751279605376,14.632380921315873,0.06023659135280599,0.4,standard_hour_linked_wear,True
minimum_load_0.40,2229,1231,998,11.020325896491824,79.34634645474114,0.3987858083845635,2.3334522036903733,16.800855866570686,0.06946578596141849,0.4,wear_neutral_counterfactual,True
