terminal_price,price_shape,rule,selected_record_count,durable_record_count,strict_selected_count,selected_capacity_gw,selected_capex_100m_cny,selected_h2_mt_per_year,durable_capacity_gw,durable_capex_100m_cny,durable_h2_mt_per_year,total_selected_capacity_gw,total_selected_capex_100m_cny,total_selected_h2_mt_per_year,at_risk_record_count,at_risk_capex_100m_cny
12.0,front_loaded,conditional_forward_screen,20,20,0,0.059458005411959065,4.280976389661053,0.003557546583270029,0.059458005411959065,4.280976389661053,0.003557546583270029,0.059458005411959065,4.280976389661053,0.003557546583270029,0,0.0
12.0,front_loaded,low_hurdle_locked,1809,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.435457194134798,607.3529179777055,0.32297535709919634,1809,607.3529179777055
12.0,front_loaded,static_6p5_locked,1099,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.59033394088411,330.5040437436559,0.19917711229193008,1099,330.5040437436559
12.0,linear,conditional_forward_screen,408,408,0,1.188899606665521,85.60077167991753,0.05984068377948541,1.188899606665521,85.60077167991753,0.05984068377948541,1.188899606665521,85.60077167991753,0.05984068377948541,0,0.0
12.0,linear,low_hurdle_locked,1809,29,0,0.3023852434908062,21.771737531338044,0.014756891570146686,0.3023852434908062,21.771737531338044,0.014756891570146686,8.435457194134798,607.3529179777055,0.32297535709919634,1780,585.5811804463675
12.0,linear,static_6p5_locked,1099,98,0,0.6467797717083701,46.56814356300264,0.03141883124059417,0.6467797717083701,46.56814356300264,0.03141883124059417,4.59033394088411,330.5040437436559,0.19917711229193008,1001,283.9359001806533
12.0,back_loaded,conditional_forward_screen,876,876,0,3.002843075203128,216.20470141462522,0.1382040220528486,3.002843075203128,216.20470141462522,0.1382040220528486,3.002843075203128,216.20470141462522,0.1382040220528486,0,0.0
12.0,back_loaded,low_hurdle_locked,1809,326,0,2.817930298181883,202.89098146909558,0.12361854423778303,2.817930298181883,202.89098146909558,0.12361854423778303,8.435457194134798,607.3529179777055,0.32297535709919634,1483,404.46193650860994
12.0,back_loaded,static_6p5_locked,1099,712,0,3.8983109222010492,280.6783863984756,0.17210844197059283,3.8983109222010492,280.6783863984756,0.17210844197059283,4.59033394088411,330.5040437436559,0.19917711229193008,387,49.825657345180375
12.0,all_timings,robust_forward_screen,20,20,0,0.059458005411959065,4.280976389661053,0.003557546583270029,0.059458005411959065,4.280976389661053,0.003557546583270029,0.059458005411959065,4.280976389661053,0.003557546583270029,0,0.0
13.0,front_loaded,conditional_forward_screen,76,76,0,0.14303411600586927,10.298456352422585,0.00813755371453215,0.14303411600586927,10.298456352422585,0.00813755371453215,0.14303411600586927,10.298456352422585,0.00813755371453215,0,0.0
13.0,front_loaded,low_hurdle_locked,1809,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.435457194134798,607.3529179777055,0.32297535709919634,1809,607.3529179777055
13.0,front_loaded,static_6p5_locked,1099,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.59033394088411,330.5040437436559,0.19917711229193008,1099,330.5040437436559
13.0,linear,conditional_forward_screen,473,473,0,1.412551289729506,101.70369286052444,0.07011187893010702,1.412551289729506,101.70369286052444,0.07011187893010702,1.412551289729506,101.70369286052444,0.07011187893010702,0,0.0
13.0,linear,low_hurdle_locked,1809,56,0,0.5370590522509131,38.66825176206574,0.02556155131703008,0.5370590522509131,38.66825176206574,0.02556155131703008,8.435457194134798,607.3529179777055,0.32297535709919634,1753,568.6846662156398
13.0,linear,static_6p5_locked,1099,135,0,0.9628997262052361,69.32878028677698,0.04593522415688706,0.9628997262052361,69.32878028677698,0.04593522415688706,4.59033394088411,330.5040437436559,0.19917711229193008,964,261.17526345687895
13.0,back_loaded,conditional_forward_screen,894,894,0,3.1374613856181313,225.89721976450545,0.1436307831661579,3.1374613856181313,225.89721976450545,0.1436307831661579,3.1374613856181313,225.89721976450545,0.1436307831661579,0,0.0
13.0,back_loaded,low_hurdle_locked,1809,337,0,2.8835317877861524,207.61428872060296,0.12625836993446987,2.8835317877861524,207.61428872060296,0.12625836993446987,8.435457194134798,607.3529179777055,0.32297535709919634,1472,399.7386292571025
13.0,back_loaded,static_6p5_locked,1099,783,0,4.045694125058028,291.289977004178,0.17803587872963184,4.045694125058028,291.289977004178,0.17803587872963184,4.59033394088411,330.5040437436559,0.19917711229193008,316,39.2140667394779
13.0,all_timings,robust_forward_screen,76,76,0,0.14303411600586927,10.298456352422585,0.00813755371453215,0.14303411600586927,10.298456352422585,0.00813755371453215,0.14303411600586927,10.298456352422585,0.00813755371453215,0,0.0
14.0,front_loaded,conditional_forward_screen,128,128,0,0.24547325742135,17.674074534337205,0.013584404363388503,0.24547325742135,17.674074534337205,0.013584404363388503,0.24547325742135,17.674074534337205,0.013584404363388503,0,0.0
14.0,front_loaded,low_hurdle_locked,1809,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.435457194134798,607.3529179777055,0.32297535709919634,1809,607.3529179777055
14.0,front_loaded,static_6p5_locked,1099,9,0,0.06390529238469737,4.601181051698211,0.0034079089091872345,0.06390529238469737,4.601181051698211,0.0034079089091872345,4.59033394088411,330.5040437436559,0.19917711229193008,1090,325.9028626919577
14.0,linear,conditional_forward_screen,529,529,0,1.6238913741110685,116.92017893599692,0.07963253769941256,1.6238913741110685,116.92017893599692,0.07963253769941256,1.6238913741110685,116.92017893599692,0.07963253769941256,0,0.0
14.0,linear,low_hurdle_locked,1809,105,0,0.7553041998406221,54.38190238852479,0.03543045191884062,0.7553041998406221,54.38190238852479,0.03543045191884062,8.435457194134798,607.3529179777055,0.32297535709919634,1704,552.9710155891808
14.0,linear,static_6p5_locked,1099,180,0,1.3017136510942129,93.7233828787833,0.06121765507424004,1.3017136510942129,93.7233828787833,0.06121765507424004,4.59033394088411,330.5040437436559,0.19917711229193008,919,236.78066086487263
14.0,back_loaded,conditional_forward_screen,921,921,0,3.2603295552879925,234.74372798073549,0.14853193263535544,3.2603295552879925,234.74372798073549,0.14853193263535544,3.2603295552879925,234.74372798073549,0.14853193263535544,0,0.0
14.0,back_loaded,low_hurdle_locked,1809,353,0,3.0331071049134573,218.38371155376893,0.1322363368649392,3.0331071049134573,218.38371155376893,0.1322363368649392,8.435457194134798,607.3529179777055,0.32297535709919634,1456,388.9692064239366
14.0,back_loaded,static_6p5_locked,1099,849,0,4.186066413346199,301.3967817609264,0.1836261882899651,4.186066413346199,301.3967817609264,0.1836261882899651,4.59033394088411,330.5040437436559,0.19917711229193008,250,29.107261982729554
14.0,all_timings,robust_forward_screen,128,128,0,0.24547325742135,17.674074534337205,0.013584404363388503,0.24547325742135,17.674074534337205,0.013584404363388503,0.24547325742135,17.674074534337205,0.013584404363388503,0,0.0
15.0,front_loaded,conditional_forward_screen,211,211,0,0.4262989972085614,30.693527799016422,0.0229152701778996,0.4262989972085614,30.693527799016422,0.0229152701778996,0.4262989972085614,30.693527799016422,0.0229152701778996,0,0.0
15.0,front_loaded,low_hurdle_locked,1809,6,0,0.056425739477798505,4.062653242401492,0.0029299737626952214,0.056425739477798505,4.062653242401492,0.0029299737626952214,8.435457194134798,607.3529179777055,0.32297535709919634,1803,603.290264735304
15.0,front_loaded,static_6p5_locked,1099,14,0,0.10929726119912835,7.8694028063372405,0.0057615492915390155,0.10929726119912835,7.8694028063372405,0.0057615492915390155,4.59033394088411,330.5040437436559,0.19917711229193008,1085,322.6346409373187
15.0,linear,conditional_forward_screen,583,583,0,1.854473237017628,133.52207306526918,0.08985264940034612,1.854473237017628,133.52207306526918,0.08985264940034612,1.854473237017628,133.52207306526918,0.08985264940034612,0,0.0
15.0,linear,low_hurdle_locked,1809,159,0,1.2430461738480645,89.49932451706063,0.0570674814070773,1.2430461738480645,89.49932451706063,0.0570674814070773,8.435457194134798,607.3529179777055,0.32297535709919634,1650,517.8535934606449
15.0,linear,static_6p5_locked,1099,261,0,1.8207090030196786,131.09104821741687,0.084249009423148,1.8207090030196786,131.09104821741687,0.084249009423148,4.59033394088411,330.5040437436559,0.19917711229193008,838,199.4129955262391
