scenario_id,resource_branch,system_capex_cny_per_kw,curtailed_power_price_cny_per_kwh,opex_accounting_case,fixed_om_rate,stack_replacement_share,resource_realization,debt_ratio,loan_rate,is_main
C255,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.5,0.045,False
C256,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.7,0.025,False
C257,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.7,0.035,False
C258,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.7,0.045,False
C259,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.8,0.025,False
C260,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.8,0.035,False
C261,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,0.75,0.8,0.045,False
C262,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.5,0.025,False
C263,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.5,0.035,False
C264,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.5,0.045,False
C265,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.7,0.025,False
C266,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.7,0.035,False
C267,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.7,0.045,False
C268,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.8,0.025,False
C269,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.8,0.035,False
C270,curtailment_only,3600.0,0.2,WB_allin_2pct,0.02,0.0,1.0,0.8,0.045,False
C271,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.5,0.025,False
C272,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.5,0.035,False
C273,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.5,0.045,False
C274,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.7,0.025,False
C275,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.7,0.035,False
C276,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.7,0.045,False
C277,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.8,0.025,False
C278,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.8,0.035,False
C279,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.5,0.8,0.045,False
C280,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.5,0.025,False
C281,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.5,0.035,False
C282,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.5,0.045,False
C283,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.7,0.025,False
C284,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.7,0.035,False
C285,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.7,0.045,False
C286,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.8,0.025,False
C287,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.8,0.035,False
C288,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,0.75,0.8,0.045,False
C289,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.5,0.025,False
C290,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.5,0.035,False
C291,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.5,0.045,False
C292,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.7,0.025,False
C293,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.7,0.035,False
C294,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.7,0.045,False
C295,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.8,0.025,False
C296,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.8,0.035,False
C297,curtailment_only,3600.0,0.2,WB_allin_3pct,0.03,0.0,1.0,0.8,0.045,False
C298,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.025,False
C299,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.035,False
C300,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.045,False
C301,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.025,False
C302,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.035,False
C303,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.045,False
C304,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.025,False
C305,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.035,False
C306,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.045,False
C307,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.025,False
C308,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.035,False
C309,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.045,False
C310,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.025,False
C311,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.035,False
C312,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.045,False
C313,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.025,False
C314,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.035,False
C315,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.045,False
C316,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.025,False
C317,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.035,False
C318,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.045,False
C319,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.025,False
C320,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.035,False
C321,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.045,False
C322,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.025,False
C323,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.035,False
C324,curtailment_only,3600.0,0.2,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.045,False
C325,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.5,0.025,False
C326,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.5,0.035,False
C327,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.5,0.045,False
C328,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.7,0.025,False
C329,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.7,0.035,False
C330,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.7,0.045,False
C331,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.8,0.025,False
C332,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.8,0.035,False
C333,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.5,0.8,0.045,False
C334,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.5,0.025,False
C335,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.5,0.035,False
C336,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.5,0.045,False
C337,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.7,0.025,False
C338,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.7,0.035,False
C339,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.7,0.045,False
C340,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.8,0.025,False
C341,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.8,0.035,False
C342,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,0.75,0.8,0.045,False
C343,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.5,0.025,False
C344,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.5,0.035,False
C345,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.5,0.045,False
C346,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.7,0.025,False
C347,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.7,0.035,False
C348,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.7,0.045,False
C349,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.8,0.025,False
C350,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.8,0.035,False
C351,curtailment_only,7200.0,0.0,WB_allin_2pct,0.02,0.0,1.0,0.8,0.045,False
C352,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.5,0.025,False
C353,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.5,0.035,False
C354,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.5,0.045,False
C355,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.7,0.025,False
C356,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.7,0.035,False
C357,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.7,0.045,False
C358,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.8,0.025,False
C359,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.8,0.035,False
C360,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.5,0.8,0.045,False
C361,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.5,0.025,False
C362,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.5,0.035,False
C363,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.5,0.045,False
C364,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.7,0.025,False
C365,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.7,0.035,False
C366,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.7,0.045,False
C367,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.8,0.025,False
C368,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.8,0.035,False
C369,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,0.75,0.8,0.045,False
C370,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.5,0.025,False
C371,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.5,0.035,False
C372,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.5,0.045,False
C373,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.7,0.025,False
C374,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.7,0.035,False
C375,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.7,0.045,False
C376,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.8,0.025,False
C377,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.8,0.035,False
C378,curtailment_only,7200.0,0.0,WB_allin_3pct,0.03,0.0,1.0,0.8,0.045,False
C379,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.025,False
C380,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.035,False
C381,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.045,False
C382,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.025,False
C383,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.035,False
C384,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.045,False
C385,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.025,False
C386,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.035,False
C387,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.045,False
C388,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.025,False
C389,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.035,False
C390,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.045,False
C391,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.025,False
C392,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.035,False
C393,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.045,False
C394,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.025,False
C395,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.035,False
C396,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.045,False
C397,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.025,False
C398,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.035,False
C399,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.045,False
C400,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.025,False
C401,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.035,False
C402,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.045,False
C403,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.025,False
C404,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.035,False
C405,curtailment_only,7200.0,0.0,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.045,False
C406,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.5,0.025,False
C407,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.5,0.035,False
C408,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.5,0.045,False
C409,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.7,0.025,False
C410,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.7,0.035,False
C411,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.7,0.045,False
C412,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.8,0.025,False
C413,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.8,0.035,False
C414,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.5,0.8,0.045,False
C415,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.5,0.025,False
C416,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.5,0.035,False
C417,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.5,0.045,False
C418,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.7,0.025,False
C419,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.7,0.035,False
C420,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.7,0.045,False
C421,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.8,0.025,False
C422,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.8,0.035,False
C423,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,0.75,0.8,0.045,False
C424,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.5,0.025,False
C425,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.5,0.035,False
C426,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.5,0.045,False
C427,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.7,0.025,False
C428,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.7,0.035,False
C429,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.7,0.045,False
C430,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.8,0.025,False
C431,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.8,0.035,False
C432,curtailment_only,7200.0,0.05,WB_allin_2pct,0.02,0.0,1.0,0.8,0.045,False
C433,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.5,0.025,False
C434,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.5,0.035,False
C435,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.5,0.045,False
C436,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.7,0.025,False
C437,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.7,0.035,False
C438,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.7,0.045,False
C439,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.8,0.025,False
C440,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.8,0.035,False
C441,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.5,0.8,0.045,False
C442,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.75,0.5,0.025,False
C443,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.75,0.5,0.035,False
C444,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.75,0.5,0.045,False
C445,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.75,0.7,0.025,False
C446,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.75,0.7,0.035,False
C447,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.75,0.7,0.045,False
C448,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.75,0.8,0.025,False
C449,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.75,0.8,0.035,False
C450,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,0.75,0.8,0.045,False
C451,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,1.0,0.5,0.025,False
C452,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,1.0,0.5,0.035,False
C453,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,1.0,0.5,0.045,False
C454,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,1.0,0.7,0.025,False
C455,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,1.0,0.7,0.035,False
C456,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,1.0,0.7,0.045,False
C457,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,1.0,0.8,0.025,False
C458,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,1.0,0.8,0.035,False
C459,curtailment_only,7200.0,0.05,WB_allin_3pct,0.03,0.0,1.0,0.8,0.045,False
C460,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.025,False
C461,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.035,False
C462,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.5,0.045,False
C463,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.025,False
C464,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.035,False
C465,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.7,0.045,False
C466,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.025,False
C467,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.035,False
C468,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.5,0.8,0.045,False
C469,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.025,False
C470,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.035,False
C471,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.5,0.045,False
C472,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.025,False
C473,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.035,False
C474,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.7,0.045,False
C475,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.025,False
C476,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.035,False
C477,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,0.75,0.8,0.045,False
C478,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.025,False
C479,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.035,False
C480,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.5,0.045,False
C481,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.025,False
C482,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.035,False
C483,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.7,0.045,False
C484,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.025,False
C485,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.035,False
C486,curtailment_only,7200.0,0.05,DOE_explicit_5pct_plus_11pct,0.05,0.11,1.0,0.8,0.045,False
C487,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.5,0.5,0.025,False
C488,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.5,0.5,0.035,False
C489,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.5,0.5,0.045,False
C490,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.5,0.7,0.025,False
C491,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.5,0.7,0.035,False
C492,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.5,0.7,0.045,False
C493,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.5,0.8,0.025,False
C494,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.5,0.8,0.035,False
C495,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.5,0.8,0.045,False
C496,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.5,0.025,False
C497,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.5,0.035,False
C498,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.5,0.045,False
C499,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.7,0.025,False
C500,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.7,0.035,False
C501,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.7,0.045,False
C502,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.8,0.025,False
C503,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.8,0.035,False
C504,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,0.75,0.8,0.045,False
C505,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.5,0.025,False
C506,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.5,0.035,False
C507,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.5,0.045,False
C508,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.7,0.025,False
C509,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.7,0.035,False
C510,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.7,0.045,False
C511,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.8,0.025,False
C512,curtailment_only,7200.0,0.1,WB_allin_2pct,0.02,0.0,1.0,0.8,0.035,False
