resource_branch,scenario_id,terminal_h2_price_2060_real_cny_per_kg,price_path_shape,learning_case,scope,cohort_count,retain_low_return_count,reach_colocated_6p5_count,reach_independent_h2_8_count,raw_npv_colocated_6p5_pass_count,raw_npv_independent_h2_8_pass_count,retain_low_return_share,reach_colocated_6p5_share,reach_independent_h2_8_share,npv_low_total_100m_cny,npv_colocated_6p5_total_100m_cny,capacity_gw,capex_100m_cny,h2_mt_per_year
curtailment_only,curtailment_only_P18_back_loaded_life_only,18.0,back_loaded,life_only,all_low_return_admissions,1889,1095,359,286,359,286,0.5796717840127051,0.19004764425622023,0.1514028586553732,187.3346613968177,-42.10721514897131,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P18_back_loaded_life_only,18.0,back_loaded,life_only,strict_marginal_vs_6p5,741,16,0,0,0,0,0.021592442645074223,0.0,0.0,-37.19963883585441,-47.23048179789923,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P18_back_loaded_stack_cost_only,18.0,back_loaded,stack_cost_only,all_low_return_admissions,1889,1171,404,302,404,302,0.6199047114875595,0.2138697723663314,0.1598729486500794,216.76067981145295,-33.72199959678939,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P18_back_loaded_stack_cost_only,18.0,back_loaded,stack_cost_only,strict_marginal_vs_6p5,741,45,0,0,0,0,0.06072874493927125,0.0,0.0,-32.34385528591106,-46.263838317350896,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P18_back_loaded_combined,18.0,back_loaded,combined,all_low_return_admissions,1889,1206,479,332,479,332,0.6384330333509793,0.25357331921651666,0.17575436739015352,266.74157902227944,-21.962790619746748,9.62351524830129,692.893097877693,0.3600852211304861
curtailment_only,curtailment_only_P18_back_loaded_combined,18.0,back_loaded,combined,strict_marginal_vs_6p5,741,68,0,0,0,0,0.09176788124156546,0.0,0.0,-30.93621890824849,-45.99335664149249,1.996362631393401,143.7381094603249,0.05966946211001487
curtailment_only,curtailment_only_P15_front_loaded_none,15.0,front_loaded,none,all_low_return_admissions,1889,21,2,0,2,0,0.01111699311805188,0.0010587612493382743,0.0,-392.24693482074815,-306.2826132563674,9.62351524830129,692.893097877693,0.3520031783745592
curtailment_only,curtailment_only_P15_front_loaded_none,15.0,front_loaded,none,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-141.20065414696845,-94.39987520379344,1.996362631393401,143.7381094603249,0.05942821624515723
curtailment_only,curtailment_only_P15_front_loaded_energy_only,15.0,front_loaded,energy_only,all_low_return_admissions,1889,85,2,2,2,2,0.044997353096876656,0.0010587612493382743,0.0010587612493382743,-347.6887827699834,-295.99611159677244,9.62351524830129,692.893097877693,0.3600852211304861
curtailment_only,curtailment_only_P15_front_loaded_energy_only,15.0,front_loaded,energy_only,strict_marginal_vs_6p5,741,0,0,0,0,0,0.0,0.0,0.0,-139.69467058875748,-94.11056348017297,1.996362631393401,143.7381094603249,0.05966946211001487
