ObjectId,merge_province_cn,power_type_cn,instrument,required_support_level,public_cost_pv_100m_cny,annual_h2_t,right_censored
11041,西藏,光伏,targeted_15y_price_contract,6.9089385867118835,0.028172524247213764,38.59591783655745,False
11990,西藏,光伏,targeted_15y_price_contract,5.397642999887466,0.02030228911588933,35.70477064749547,False
175,甘肃,光伏,targeted_15y_price_contract,12.835615128278732,0.07361839095119525,52.9105942360099,False
179,甘肃,光伏,targeted_15y_price_contract,12.992619127035141,0.04101325682351385,29.129073357768668,False
1798,青海,光伏,targeted_15y_price_contract,7.865762114524841,0.08747819071420705,103.69480526694257,False
1800,青海,光伏,targeted_15y_price_contract,7.865762114524841,0.38033995838095597,450.8469779444702,False
181,甘肃,光伏,targeted_15y_price_contract,12.055628299713135,0.06657650415742483,50.91928237833452,False
199,甘肃,光伏,targeted_15y_price_contract,12.753403633832932,0.07133368117218682,51.60402285262421,False
4006,青海,光伏,targeted_15y_price_contract,9.081257209181786,0.08871192748178007,90.66612459773727,False
4126,青海,光伏,targeted_15y_price_contract,10.308840796351433,0.04534310859097765,40.70326688427333,False
413,甘肃,光伏,targeted_15y_price_contract,12.989770397543907,0.04437851104834553,31.51869793534979,False
4130,青海,光伏,targeted_15y_price_contract,12.978351563215256,0.06512518490802598,46.223410100090994,False
4132,青海,光伏,targeted_15y_price_contract,12.978351563215256,0.06512518490802598,46.223410100090994,False
4133,青海,光伏,targeted_15y_price_contract,12.978351563215256,0.06512518490802598,46.223410100090994,False
4136,青海,光伏,targeted_15y_price_contract,10.308840796351433,0.04534310859097765,40.70326688427333,False
4137,青海,光伏,targeted_15y_price_contract,8.94112877547741,0.03505906507947921,36.39292768097671,False
4138,青海,光伏,targeted_15y_price_contract,8.759603574872017,0.051745787601385325,54.890142249126804,False
4140,青海,光伏,targeted_15y_price_contract,9.262600466609001,0.09080495377967493,90.85971396866256,False
4143,青海,光伏,targeted_15y_price_contract,9.262600466609001,0.04540247681989272,45.42985691434436,False
4146,青海,光伏,targeted_15y_price_contract,10.254188105463982,0.045425413369447616,41.01213893709927,False
4149,青海,光伏,targeted_15y_price_contract,8.941128328442574,0.04382382957730637,45.49116003620691,False
4153,青海,光伏,targeted_15y_price_contract,7.865762338042259,0.07606799349843962,90.16939518665043,False
4155,青海,光伏,targeted_15y_price_contract,7.865762114524841,0.1521359827529924,180.33879046728381,False
4156,青海,光伏,targeted_15y_price_contract,7.865762114524841,0.11410198769113418,135.25409359297225,False
4157,青海,光伏,targeted_15y_price_contract,7.865762114524841,0.1521359827529924,180.33879046728381,False
4159,青海,光伏,targeted_15y_price_contract,7.865762114524841,0.40316035770156644,477.8977987758646,False
4160,青海,光伏,targeted_15y_price_contract,8.04124116897583,0.03890596211508886,45.05705105259848,False
4161,青海,光伏,targeted_15y_price_contract,9.556616395711899,0.041428334686141884,40.283954478812106,False
4163,青海,光伏,targeted_15y_price_contract,9.728584215044975,0.0424095921663366,40.49280798693338,False
4165,青海,光伏,targeted_15y_price_contract,7.8516702353954315,0.03767114030707008,44.74479104485676,False
4167,青海,光伏,targeted_15y_price_contract,9.556616395711899,0.041428334686141884,40.283954478812106,False
4180,青海,光伏,targeted_15y_price_contract,9.706103503704071,0.04218576048043483,40.382179442918414,False
4182,青海,光伏,targeted_15y_price_contract,8.04124116897583,0.03890596211508886,45.05705105259848,False
4189,青海,光伏,targeted_15y_price_contract,8.04124116897583,0.03890596211508886,45.05705105259848,False
4190,青海,光伏,targeted_15y_price_contract,8.04124116897583,0.07781192420731484,90.11410207871941,False
4192,青海,光伏,targeted_15y_price_contract,10.944197997450829,0.043510181568533236,36.75271688184176,False
4197,青海,光伏,targeted_15y_price_contract,8.94690290093422,0.04399303699317483,45.72694563532818,False
4199,青海,光伏,targeted_15y_price_contract,12.94454611837864,0.04627778863716918,32.93292133757514,False
4204,青海,光伏,targeted_15y_price_contract,9.033142402768135,0.0856809383321826,87.93990494592298,False
4205,青海,光伏,targeted_15y_price_contract,11.897635906934738,0.7838109607007282,606.7942115217927,False
4208,青海,光伏,targeted_15y_price_contract,8.084800466895103,0.15541394108898857,179.07029616705668,False
4225,青海,光伏,targeted_15y_price_contract,9.625343084335327,0.9072394266291147,873.1323025851116,False
4228,青海,光伏,targeted_15y_price_contract,8.04124116897583,0.07781192420731484,90.11410207871941,False
4233,青海,光伏,targeted_15y_price_contract,9.625343084335327,0.09072394217952044,87.31322979329293,False
4242,青海,光伏,targeted_15y_price_contract,12.105794996023178,0.046865084406371306,35.65814889912986,False
4250,青海,光伏,targeted_15y_price_contract,12.105794996023178,0.046865084406371306,35.65814889912986,False
4256,青海,光伏,targeted_15y_price_contract,10.474475473165512,0.04588670536273556,40.523280646004075,False
4263,青海,光伏,targeted_15y_price_contract,8.084800466895103,0.07770697061289134,89.53514816233648,False
4268,青海,光伏,targeted_15y_price_contract,9.081256985664368,0.053227155588036666,54.39967517670434,False
4274,青海,光伏,targeted_15y_price_contract,9.247682467103004,0.05870801732273631,58.892287650570076,False
4283,青海,光伏,targeted_15y_price_contract,9.081257209181786,0.044355963824167906,45.33306238398099,False
4288,青海,光伏,targeted_15y_price_contract,7.865762338042259,0.07606799349843962,90.16939518665043,False
4291,青海,光伏,targeted_15y_price_contract,8.685453459620476,0.03800946642135225,40.66006471249436,False
4301,青海,光伏,targeted_15y_price_contract,8.219871371984482,0.07980598680352138,90.42881335918045,False
4317,青海,光伏,targeted_15y_price_contract,7.733810842037201,0.07479167262156308,90.22974999948548,False
4320,青海,光伏,targeted_15y_price_contract,9.081257209181786,0.044355963824167906,45.33306238398099,False
4326,青海,光伏,targeted_15y_price_contract,9.635464176535606,0.03472083309589771,33.49439246076165,False
4420,青海,光伏,targeted_15y_price_contract,12.105794996023178,0.046865084406371306,35.65814889912986,False
4434,青海,光伏,targeted_15y_price_contract,12.057314068078995,0.4464042654560325,341.0814270472313,False
4440,青海,光伏,targeted_15y_price_contract,9.227361604571342,0.08722539893732274,87.69913734098905,False
4446,青海,光伏,targeted_15y_price_contract,12.057314068078995,0.4464042654560325,341.0814270472313,False
4452,青海,光伏,targeted_15y_price_contract,8.852073401212692,0.6503452076200271,683.8603661878188,False
4463,青海,光伏,targeted_15y_price_contract,8.852073401212692,0.6503452076200271,683.8603661878188,False
4479,青海,光伏,targeted_15y_price_contract,11.061971560120583,0.040770196904446256,34.047379307500954,False
4490,青海,光伏,targeted_15y_price_contract,8.70198480784893,0.06305004069699366,67.47404438325289,False
4510,青海,光伏,targeted_15y_price_contract,8.159659802913666,0.04153880201520753,47.40069725883782,False
4516,青海,光伏,targeted_15y_price_contract,9.033142402768135,0.04284046917379492,43.969952480868194,False
4522,青海,光伏,targeted_15y_price_contract,9.033142402768135,0.04284046917379492,43.969952480868194,False
4543,青海,光伏,targeted_15y_price_contract,9.033142402768135,0.0856809383321826,87.93990494592298,False
459,甘肃,光伏,targeted_15y_price_contract,12.278767302632332,0.05842445201401875,43.88871614635531,False
4609,青海,光伏,targeted_15y_price_contract,10.955819562077522,0.04085327703129377,34.490062650075316,False
461,甘肃,光伏,targeted_15y_price_contract,12.252021208405495,0.038995872913036564,29.35742132956612,False
4615,青海,光伏,targeted_15y_price_contract,9.635464176535606,0.03472083309589771,33.49439246076165,False
4622,青海,光伏,targeted_15y_price_contract,8.084800466895103,0.07770697061289134,89.53514816233648,False
463,甘肃,光伏,targeted_15y_price_contract,12.896036580204964,0.04085394745219932,29.225959766625643,False
4631,青海,光伏,targeted_15y_price_contract,7.865762338042259,0.07606799349843962,90.16939518665043,False
464,甘肃,光伏,targeted_15y_price_contract,12.278767749667168,0.03894963613665649,29.259144129570824,False
4641,青海,光伏,targeted_15y_price_contract,9.538201913237572,0.04751794368980553,46.14541621328597,False
4642,青海,光伏,targeted_15y_price_contract,10.955819562077522,0.04902393244773733,41.388075188688816,False
4647,青海,光伏,targeted_15y_price_contract,7.8516702353954315,0.07534228067325205,89.48958215992506,False
4648,青海,光伏,targeted_15y_price_contract,9.033142402768135,0.0856809383321826,87.93990494592298,False
4654,青海,光伏,targeted_15y_price_contract,9.033142402768135,0.0856809383321826,87.93990494592298,False
468,甘肃,光伏,targeted_15y_price_contract,12.896036580204964,0.04085394745219932,29.225959766625643,False
4682,青海,光伏,targeted_15y_price_contract,9.352983757853508,0.20338875030213288,201.79679677654224,False
4690,青海,光伏,targeted_15y_price_contract,10.955819562077522,0.04902393244773733,41.388075188688816,False
4705,青海,光伏,targeted_15y_price_contract,7.724688649177551,0.31885916483733356,385.27306247834133,False
4709,青海,光伏,targeted_15y_price_contract,12.130485400557518,0.04796823823544693,36.44276002637991,False
4710,青海,光伏,targeted_15y_price_contract,10.514566898345947,0.05004133686499018,44.14641144088767,False
4712,青海,光伏,targeted_15y_price_contract,10.184232741594315,0.039156307806374524,35.74632734397677,False
4716,青海,光伏,targeted_15y_price_contract,9.268581569194794,0.04408505196408185,44.14919250501378,False
4718,青海,光伏,targeted_15y_price_contract,9.076768085360527,0.03387147383912565,34.65174661461372,False
4722,青海,光伏,targeted_15y_price_contract,9.268581569194794,0.22042526109527946,220.745963801794,False
4724,青海,光伏,targeted_15y_price_contract,9.076768085360527,0.03387147383912565,34.65174661461372,False
4744,青海,光伏,targeted_15y_price_contract,8.475487232208252,0.12071218278123222,132.6445739892188,False
4746,青海,光伏,targeted_15y_price_contract,10.306625291705132,0.03938659598888849,35.55474414507778,False
4752,青海,光伏,targeted_15y_price_contract,10.306625291705132,0.03938659598888849,35.55474414507778,False
