ObjectId,merge_province_cn,power_type_cn,capacity_mw,latitude,longitude,resource_branch,low_return_entry,colocated_6p5_same_configuration,colocated_6p5_independent_optimized,independent_h2_8_independent_optimized,strict_marginal_vs_6p5,strict_marginal_vs_8,optimized_capture_target,optimized_electrolyzer_mw,optimized_h2_t_per_year,npv_low_100m_cny,npv_colocated_6p5_100m_cny,npv_independent_h2_8_100m_cny
3783,江苏,光伏,20.0,33.1297,120.5795,curtailment_only,False,False,False,False,False,False,0.01,0.0025197694985771017,0.026016297829220884,-0.0003264195612001761,-0.0002128974356937828,-0.0001936433945209248
3785,内蒙古,光伏,132.0,38.808,105.734,curtailment_only,False,False,False,False,False,False,0.1,1.2491732315582278,31.70406826607593,-0.018109857908001965,-0.036543657723283864,-0.03784865937669052
3786,江西,光伏,50.0,29.619,115.4189,curtailment_only,False,False,False,False,False,False,0.7,1.0811478775171313,6.89994235793582,-0.17608630208911571,-0.10792485808494573,-0.09690596570831075
3787,内蒙古,光伏,100.0,49.4083,117.6902,curtailment_only,False,False,False,False,False,False,0.2,1.5074209484074175,36.92400047684876,-0.03139705925439394,-0.048807200369709244,-0.04966784045764745
3788,内蒙古,光伏,20.0,40.5462,111.7357,curtailment_only,False,False,False,False,False,False,0.5,1.1749556537799684,22.972714728609223,-0.06602641781626586,-0.0585303772240896,-0.05609077366812989
3789,内蒙古,光伏,20.0,40.2831,111.2001,curtailment_only,False,False,False,False,False,False,0.5,1.181240826985685,23.14231694693966,-0.06605730246570651,-0.05867505988585696,-0.056246040392902534
379,安徽,光伏,150.0,32.8392,116.5456,curtailment_only,False,False,False,False,False,False,0.3,1.175711363931748,13.746272923179355,-0.13877655246158932,-0.09306051318441845,-0.08510973444121385
3790,内蒙古,光伏,30.0,45.5242,119.6559,curtailment_only,False,False,False,False,False,False,0.4,1.0066073318230864,21.807165906488418,-0.04138516160701885,-0.04263484356308314,-0.04167985448086805
3791,江苏,光伏,20.0,32.8536,120.3122,curtailment_only,False,False,False,False,False,False,0.01,0.002547538647763107,0.02626662681583858,-0.0003303235521647725,-0.0002153853229248746,-0.00019589564570295518
3792,江苏,光伏,59.0,34.4751,119.5989,curtailment_only,False,False,False,False,False,False,0.8,1.0525881918922548,6.044276436228999,-0.1771560816296013,-0.10770107133164655,-0.09653513049639618
3795,内蒙古,光伏,30.0,40.081,106.685,curtailment_only,False,False,False,False,False,False,0.4,1.0991686718811733,26.14072609887422,-0.02851990957233613,-0.03834514534866652,-0.03855066436529871
3797,内蒙古,光伏,20.9,46.839,122.652,curtailment_only,False,False,False,False,False,False,0.6,1.153284104900967,20.71002074747285,-0.0779589083142493,-0.06391842312248804,-0.06053910172616518
3798,内蒙古,光伏,50.0,42.458,120.329,curtailment_only,False,False,False,False,False,False,0.3,1.1629840116550056,27.635392616510153,-0.030353195075936184,-0.040648710714739,-0.04085234759035505
3799,内蒙古,光伏,100.0,40.3746,111.3576,curtailment_only,False,False,False,False,False,False,0.2,2.018910020716841,46.6919347842059,-0.0617730259255843,-0.07511734215401661,-0.0747950456555638
380,安徽,光伏,100.0,32.709,116.529,curtailment_only,False,False,False,False,False,False,0.4,1.1566422251421395,12.152809263495751,-0.14810003811103498,-0.09688661024092383,-0.08817941152432011
3801,江苏,光伏,20.0,33.4942,119.7503,curtailment_only,False,False,False,False,False,False,0.01,0.00272880658055509,0.026817717954879312,-0.0003649508211995607,-0.0002358403902560997,-0.00021411314730272857
3802,内蒙古,光伏,150.0,44.814,120.133,curtailment_only,False,False,False,False,False,False,0.1,1.1871730890101946,28.924868869682967,-0.025815156392577164,-0.03898961143479267,-0.03958671623101864
3803,内蒙古,光伏,40.0,40.4101,111.259,curtailment_only,False,False,False,False,False,False,0.3,1.2654290982165974,27.70968077159999,-0.04986273996659295,-0.05257014658764122,-0.05153360524687436
3808,内蒙古,光伏,200.0,39.3953,106.7061,curtailment_only,False,False,False,False,False,False,0.05,1.001694160011261,24.52487369004671,-0.02091729829547093,-0.032481578934538034,-0.033050622836353065
3809,江苏,光伏,45.0,34.6304,119.447,curtailment_only,False,False,False,False,False,False,0.9,1.0031145722480317,5.070642542528924,-0.17466981055382688,-0.10532105316867964,-0.09423269968873914
381,安徽,光伏,150.0,32.8117,116.8706,curtailment_only,False,False,False,False,False,False,0.3,1.2560388713667547,13.920856937071134,-0.1547116943320335,-0.10239554641097806,-0.09340797784358328
3810,内蒙古,光伏,100.0,44.0179,120.8487,curtailment_only,False,False,False,False,False,False,0.2,1.4527679492485215,35.64704842490301,-0.029835896365443884,-0.04681408153067204,-0.047674383083965835
3812,江苏,光伏,20.0,33.7765,120.2562,curtailment_only,False,False,False,False,False,False,0.01,0.002637344034515308,0.026651358188284013,-0.00034653568616813623,-0.00022508460801530774,-0.000204558529927905
3813,江西,光伏,30.0,28.3284,116.4335,curtailment_only,False,False,False,False,False,False,0.9,1.0741146214427229,5.216362842932857,-0.18882632316818185,-0.11359862729529342,-0.10158808043081875
3814,内蒙古,光伏,20.0,45.2541,119.9703,curtailment_only,False,False,False,False,False,False,0.6,1.2432558908112474,22.75259501319095,-0.08103956159979232,-0.06740072512699637,-0.06398078557428483
3816,江西,光伏,60.0,28.2322,114.9205,curtailment_only,False,False,False,False,False,False,0.7,1.271267881933873,7.807909259657357,-0.209643899860232,-0.12809123513901133,-0.11493598801008512
3819,内蒙古,光伏,20.0,44.5566,120.9125,curtailment_only,False,False,False,False,False,False,0.6,1.1115366141481222,21.701400113845615,-0.0627064614261531,-0.055475821721493776,-0.053148837618372795
382,安徽,光伏,100.0,31.7207,116.0653,curtailment_only,False,False,False,False,False,False,0.4,1.136097403929734,11.55668566224257,-0.14866690698281315,-0.09664719382710114,-0.08785041762158949
3820,内蒙古,光伏,20.0,40.4003,110.0249,curtailment_only,False,False,False,False,False,False,0.5,1.1671623620728502,23.56051609824413,-0.060293351189198194,-0.055530685604051506,-0.053503579336640184
3821,江苏,光伏,20.0,34.2011,119.5723,curtailment_only,False,False,False,False,False,False,0.01,0.00269356451576053,0.026978194196877695,-0.0003559607115179589,-0.0002308218110642933,-0.00020970227117647443
3822,内蒙古,光伏,20.0,45.4118,119.6552,curtailment_only,False,False,False,False,False,False,0.6,1.2239770072484264,21.925379966371676,-0.08315161750809791,-0.06801650305551876,-0.06439785470069861
3823,江西,光伏,20.0,28.2022,116.8498,curtailment_only,False,False,False,False,False,False,0.99,1.1716971368334765,3.369460267188189,-0.22565438069289281,-0.13294815071134158,-0.11833969637508977
3828,内蒙古,光伏,40.0,45.5232,119.5068,curtailment_only,False,False,False,False,False,False,0.4,1.3858361992384978,29.164567649866072,-0.06312529237105868,-0.06172223678276983,-0.05994688882225054
3829,内蒙古,光伏,50.0,44.5562,120.9115,curtailment_only,False,False,False,False,False,False,0.3,1.1939085943480108,27.558602166824176,-0.0369355901239008,-0.04460234872274031,-0.04438042433519093
383,安徽,光伏,100.0,31.7834,115.8998,curtailment_only,False,False,False,False,False,False,0.4,1.1365214421445584,11.514892794621895,-0.14911689383302548,-0.09686233599167277,-0.08803196975680637
3835,内蒙古,光伏,380.0,40.395,109.341,curtailment_only,False,False,False,False,False,False,0.03,1.1202287445548509,27.924572068591964,-0.019839856943120696,-0.03456774974438725,-0.03546974948007002
3836,内蒙古,光伏,20.0,44.5562,120.9112,curtailment_only,False,False,False,False,False,False,0.6,1.1115366141481222,21.701400113845615,-0.0627064614261531,-0.055475821721493776,-0.053148837618372795
3838,内蒙古,光伏,30.0,40.358,111.3224,curtailment_only,False,False,False,False,False,False,0.4,1.340241746306853,27.656300740357437,-0.0649166551648069,-0.06164487105301782,-0.05964077926201904
384,安徽,光伏,20.0,31.4907,115.8192,curtailment_only,False,False,False,False,False,False,0.95,1.0780742218736337,4.853468484299018,-0.1927649107204879,-0.11550422768353422,-0.10320100453334947
3840,内蒙古,光伏,50.0,43.4493,121.5181,curtailment_only,False,False,False,False,False,False,0.3,1.0886899782316268,25.94889890126531,-0.027840406556454044,-0.03777629477036834,-0.03801024437380787
3841,江苏,光伏,100.0,31.6053,119.6449,curtailment_only,False,False,False,False,False,False,0.6,1.0490891079076188,7.131464944571006,-0.167192821931896,-0.10303564896286646,-0.09262456595829695
3844,内蒙古,光伏,39.0,45.376,121.5862,curtailment_only,False,False,False,False,False,False,0.4,1.2688908836372008,27.978222490033335,-0.04863640949266183,-0.05202913288025058,-0.05109108879173699
3845,内蒙古,光伏,100.0,39.6888,106.7612,curtailment_only,False,False,False,False,False,False,0.2,1.9598030680778213,46.765734278016104,-0.049678866575811824,-0.0678285226385571,-0.06828461051505667
3847,江西,光伏,50.0,27.4484,115.0865,curtailment_only,False,False,False,False,False,False,0.7,1.0891342963509967,6.922081470443342,-0.17763727834903237,-0.1088337613554845,-0.09771416081328439
3848,内蒙古,光伏,20.0,43.6026,121.3054,curtailment_only,False,False,False,False,False,False,0.6,1.057821510724854,20.49090458706835,-0.0608619189108457,-0.05335712445667698,-0.05105267280021509
385,安徽,光伏,100.0,31.7541,116.0393,curtailment_only,False,False,False,False,False,False,0.4,1.104223268670592,11.47481042010777,-0.1424574425208064,-0.09299147948499963,-0.08459722827151248
3851,江苏,光伏,80.0,31.3496,119.8173,curtailment_only,False,False,False,False,False,False,0.7,1.0379888799962536,6.606034990985089,-0.16923516377434472,-0.10369571024115859,-0.09310292282951439
3853,内蒙古,光伏,30.0,39.644,103.9955,curtailment_only,False,False,False,False,False,False,0.4,1.078309734559544,25.092430480635965,-0.03191248610992477,-0.03957073562967672,-0.03947861576844933
3854,内蒙古,光伏,25.0,45.3819,121.5897,curtailment_only,False,False,False,False,False,False,0.5,1.0696842422878012,22.366465792926725,-0.0497353503754184,-0.04815967208831173,-0.046714694298648406
3856,内蒙古,光伏,100.0,40.4509,109.6145,curtailment_only,False,False,False,False,False,False,0.2,2.026471770307235,47.98115369356078,-0.05406045305391176,-0.07145888751302444,-0.07172880488616375
3857,内蒙古,光伏,60.0,40.137,110.2747,curtailment_only,False,False,False,False,False,False,0.2,1.2451339642976738,29.384072390220247,-0.03390966810478412,-0.04425040493084347,-0.04436447250010891
3859,内蒙古,光伏,50.0,43.9819,121.8524,curtailment_only,False,False,False,False,False,False,0.3,1.0710307519398352,25.895641603366784,-0.024769124193054323,-0.03586335577509104,-0.0362891539565591
386,安徽,光伏,150.0,31.765,115.9163,curtailment_only,False,False,False,False,False,False,0.3,1.1728891418002103,13.108696894485915,-0.14354281671863195,-0.09519131597060003,-0.08686970975360092
3862,江西,光伏,20.0,29.7015,115.9231,curtailment_only,False,False,False,False,False,False,0.99,1.1221183086856603,3.3814568874265682,-0.21479635693506505,-0.12672121238506642,-0.11283119487756496
3863,内蒙古,光伏,50.0,43.9819,121.8524,curtailment_only,False,False,False,False,False,False,0.3,1.0710307519398352,25.895641603366784,-0.024769124193054323,-0.03586335577509104,-0.0362891539565591
3864,内蒙古,光伏,20.0,38.8942,105.6528,curtailment_only,False,False,False,False,False,False,0.5,1.0610230651430081,23.4296742864138,-0.04043886636423316,-0.043377323583092556,-0.042609381928632686
387,安徽,光伏,20.0,31.029,117.2994,curtailment_only,False,False,False,False,False,False,0.95,1.0721285562559084,4.875862568372781,-0.19128406489483438,-0.11467603978192067,-0.10247268874952657
3870,江苏,光伏,20.0,32.3267,121.1875,curtailment_only,False,False,False,False,False,False,0.01,0.0024783826521515635,0.02533375478635696,-0.0003232128544664699,-0.00021039399291298685,-0.0001912913789131755
3871,内蒙古,光伏,100.0,41.6864,110.4217,curtailment_only,False,False,False,False,False,False,0.2,1.868085113668328,44.93775865571914,-0.044776102127966434,-0.0633811678071789,-0.06400875972887417
3872,内蒙古,光伏,200.0,45.4076,121.6597,curtailment_only,False,False,False,False,False,False,0.1,1.435802768188639,36.80705710860641,-0.018215452999166517,-0.04070486370265377,-0.0423985926540452
3873,内蒙古,光伏,60.0,43.9375,122.7522,curtailment_only,False,False,False,False,False,False,0.3,1.2662876686269364,30.217301864918635,-0.03214764781164593,-0.04380840539517821,-0.04409729234253468
3874,内蒙古,光伏,20.0,41.6541,109.888,curtailment_only,False,False,False,False,False,False,0.5,1.1213734452852429,22.04310311168223,-0.06219041550751917,-0.05543889736691891,-0.05317149465316399
3875,内蒙古,光伏,20.0,40.3794,110.8317,curtailment_only,False,False,False,False,False,False,0.5,1.1564440292965092,23.04586062228893,-0.06187391091999966,-0.05607307491642219,-0.05390483327150465
3879,江苏,光伏,20.0,33.0179,119.0227,curtailment_only,False,False,False,False,False,False,0.01,0.002694766078010119,0.026299030327656087,-0.00036195234776810687,-0.0002336151667244225,-0.00021204009573351658
388,安徽,光伏,100.0,32.1477,116.7733,curtailment_only,False,False,False,False,False,False,0.4,1.1610049454956575,11.754361097304885,-0.15239789195144363,-0.0989827627866969,-0.08995701616554806
3882,江西,光伏,250.0,29.3202,116.6484,curtailment_only,False,False,False,False,False,False,0.3,1.579195587949176,15.759051454726105,-0.20920844449209833,-0.13552842170104,-0.12310536331656992
3883,江西,光伏,80.0,27.3274,114.6418,curtailment_only,False,False,False,False,False,False,0.5,1.0220963260716405,7.821213501854661,-0.15550032030739616,-0.09697655363182565,-0.0873986457042167
3884,内蒙古,光伏,30.0,46.0708,122.0698,curtailment_only,False,False,False,False,False,False,0.5,1.293774227811262,26.65582876903271,-0.06299678050293682,-0.0596443332826671,-0.05768359405157938
3885,内蒙古,光伏,2000.0,40.582,108.435,curtailment_only,False,False,False,False,False,False,0.01,1.8139559440285082,47.20545464848015,-0.01794962772297154,-0.048947641336961556,-0.051467419851039226
3886,江西,光伏,20.0,30.0337,116.7136,curtailment_only,False,False,False,False,False,False,0.99,1.15918208706117,3.37648193181173,-0.2228802951724347,-0.13136070975313516,-0.11693613727566747
3887,内蒙古,光伏,35.0,40.8939,112.5778,curtailment_only,False,False,False,False,False,False,0.3,1.0815312997156148,24.37021697220097,-0.03771256545909442,-0.042500925651512735,-0.041981481992731697
3888,江苏,光伏,35.0,31.3919,119.3218,curtailment_only,False,False,False,False,False,False,0.99,1.167479091908917,3.5473311812708306,-0.2232391829421169,-0.13173460651670202,-0.11730153494979581
3889,江西,光伏,20.0,28.5859,118.0932,curtailment_only,False,False,False,False,False,False,0.99,1.0957517750052324,3.3539343582355916,-0.20930852567395347,-0.12354163244123649,-0.11001175876811509
389,安徽,光伏,50.0,33.6883,117.1596,curtailment_only,False,False,False,False,False,False,0.6,1.033423580842815,9.152331585420134,-0.14671971879115728,-0.0932068020893529,-0.08432613207922779
3890,江西,光伏,30.0,28.9327,115.5655,curtailment_only,False,False,False,False,False,False,0.9,1.0882765690944076,4.957267242849113,-0.19409464004814975,-0.11637205225996014,-0.10399034945725098
3891,宁夏,光伏,30.0,39.3371,106.7307,curtailment_only,False,False,False,False,False,False,0.4,1.1122870099321258,21.50766174715548,-0.06404848431845703,-0.05620337263419114,-0.05378008039550269
3892,内蒙古,光伏,200.0,43.2443,114.3252,curtailment_only,False,False,False,False,False,False,0.1,1.46109933600665,38.322352444231285,-0.012376109040794156,-0.03835182150310299,-0.040534782024258316
3894,江苏,光伏,20.0,31.2607,119.2943,curtailment_only,False,False,False,False,False,False,0.01,0.0024206690543996435,0.024418727935330755,-0.00031842879125530373,-0.00020675999903251344,-0.0001878924883457015
3895,江西,光伏,150.0,28.3144,117.7121,curtailment_only,False,False,False,False,False,False,0.3,1.0161944065431467,9.393314866542713,-0.1409315993807262,-0.09012131908013413,-0.08164477460416215
3898,内蒙古,光伏,20.0,44.0086,116.1779,curtailment_only,False,False,False,False,False,False,0.5,1.056814900009791,19.357259133357445,-0.06875634482260516,-0.05723827073715044,-0.05434142203253352
390,安徽,光伏,120.0,33.8911,117.6346,curtailment_only,False,False,False,False,False,False,0.3,1.039058809547675,11.535317463240792,-0.12781000682311305,-0.08463273813970043,-0.07721149510592124
3901,内蒙古,光伏,20.0,38.8942,105.6528,curtailment_only,False,False,False,False,False,False,0.5,1.0610230651430081,23.4296742864138,-0.04043886636423316,-0.043377323583092556,-0.042609381928632686
3902,内蒙古,光伏,200.0,43.2443,114.3252,curtailment_only,False,False,False,False,False,False,0.1,1.46109933600665,38.322352444231285,-0.012376109040794156,-0.03835182150310299,-0.040534782024258316
3903,内蒙古,光伏,20.0,40.6549,109.8345,curtailment_only,False,False,False,False,False,False,0.5,1.1583232714510978,23.698457171117415,-0.05755827618946883,-0.05399853848742654,-0.05215794249457214
3904,内蒙古,光伏,40.0,39.2049,104.5811,curtailment_only,False,False,False,False,False,False,0.3,1.0462104113777695,25.680937251083105,-0.021430504645065317,-0.03367473778246596,-0.0342978941069595
3905,江苏,光伏,20.0,32.0647,118.8167,curtailment_only,False,False,False,False,False,False,0.01,0.0023788011217397193,0.024704536060635943,-0.0003069477820931476,-0.00020042728257340067,-0.00018234290613756228
3906,江西,光伏,30.0,25.9288,114.2857,curtailment_only,False,False,False,False,False,False,0.9,1.1115711149794256,4.827376529855676,-0.20024379027199757,-0.11978168694470247,-0.10698234431433266
3907,江苏,光伏,70.0,33.2201,119.5195,curtailment_only,False,False,False,False,False,False,0.8,1.2228777558443933,6.969614827444841,-0.20626209375798005,-0.12532935921871602,-0.11232285196855898
391,安徽,光伏,70.0,33.573,117.134,curtailment_only,False,False,False,False,False,False,0.5,1.096526071725142,10.754262419111992,-0.14686036509599934,-0.09483815636949995,-0.08609000580671906
3910,内蒙古,光伏,1000.0,40.4023,110.0469,curtailment_only,False,False,False,False,False,False,0.02,1.887828057819078,48.03274295367921,-0.026488768852107953,-0.054812403231344384,-0.05685147047158774
3913,江西,光伏,20.0,26.3111,116.3324,curtailment_only,False,False,False,False,False,False,0.99,1.1710798387860109,3.5148841813576257,-0.224285149215027,-0.1323056481501282,-0.11780071703348989
3914,江西,光伏,30.0,29.7306,116.0474,curtailment_only,False,False,False,False,False,False,0.9,1.0323284039270593,5.184978035704913,-0.18003052387246288,-0.10851152619160535,-0.09707916301067682
3915,江苏,光伏,30.0,33.2165,119.4302,curtailment_only,False,False,False,False,False,False,1.0,1.20639794921875,3.2289296372493372,-0.23438568537525695,-0.13782402305190242,-0.1226259714999553
3919,内蒙古,光伏,80.0,41.883,109.883,curtailment_only,False,False,False,False,False,False,0.2,1.4687651674062365,36.16482527764667,-0.029256451794120893,-0.04689126454975025,-0.047829490664115085
392,安徽,光伏,80.0,32.6514,119.2012,curtailment_only,False,False,False,False,False,False,0.4,1.0090242398890146,10.138242662791795,-0.13309160306328216,-0.08632776231241732,-0.07843458669571089
3921,江西,光伏,60.0,26.2901,116.2787,curtailment_only,False,False,False,False,False,False,0.6,1.0423676189118722,7.794831057612644,-0.16011523190892474,-0.0996066835939133,-0.0897217635835171
3922,江西,光伏,20.0,28.8869,117.3048,curtailment_only,False,False,False,False,False,False,0.99,1.087250461132023,3.3673293005176803,-0.2073503487692517,-0.12242980542687854,-0.1090305073912804
3923,内蒙古,光伏,29.1,41.2823,112.6265,curtailment_only,False,False,False,False,False,False,0.4,1.2624685772133895,26.076341735068628,-0.06098749407598265,-0.05797490039012761,-0.05609857259492318
3924,内蒙古,光伏,20.0,40.8578,108.9195,curtailment_only,False,False,False,False,False,False,0.5,1.1870970310528561,23.858193117520518,-0.06205699804290795,-0.05685326282436596,-0.05473724009223168
3925,江苏,光伏,30.0,33.3219,119.577,curtailment_only,False,False,False,False,False,False,1.0,1.2306148681640625,3.1061205292513243,-0.24068090001298975,-0.14132039542010372,-0.1256954639827206
3926,江西,光伏,30.0,28.9951,117.3362,curtailment_only,False,False,False,False,False,False,0.9,1.0211181861877443,5.047391485192702,-0.1787595595991173,-0.10764984608373736,-0.096289366836804
3928,江西,光伏,30.0,27.7643,116.0566,curtailment_only,False,False,False,False,False,False,0.9,1.1279531927757567,5.005206546433045,-0.20229438576217348,-0.12113160691973211,-0.1082125067664374
3936,江西,光伏,40.0,28.8958,117.3094,curtailment_only,False,False,False,False,False,False,0.8,1.033873255042182,6.148926975052354,-0.17219585270903356,-0.10495370203842438,-0.0941248758159708
3937,江西,光伏,130.0,27.7564,116.0713,curtailment_only,False,False,False,False,False,False,0.4,1.216454693273427,10.656859512519931,-0.17366539771771886,-0.11016915318494921,-0.09964273500288123
3939,江苏,光伏,263.0,34.819,116.9926,curtailment_only,False,False,False,False,False,False,0.3,1.2897652167738822,10.64574560699133,-0.18965464916695673,-0.11936656148663895,-0.10778381825897408
3941,江西,光伏,21.0,26.3998,114.5991,curtailment_only,False,False,False,False,False,False,0.95,1.0177604213628977,3.5627386986484195,-0.19060976323596998,-0.11300795352006988,-0.10073238281668082
3943,江苏,光伏,33.0,31.885,120.5645,curtailment_only,False,False,False,False,False,False,0.99,1.064578838514403,3.4283317764941894,-0.2019214866820588,-0.1193705082463306,-0.10633529637201437
3946,内蒙古,光伏,20.0,41.8808,110.0635,curtailment_only,False,False,False,False,False,False,0.5,1.0964794701453104,22.068961979056915,-0.0571246151249006,-0.05239029987768093,-0.05044903182079422
3947,江苏,光伏,20.0,34.6699,117.0109,curtailment_only,False,False,False,False,False,False,0.01,0.002678948097048828,0.027408946457746806,-0.0003491570872459643,-0.00022732295318093635,-0.00020669068260324708
3948,江西,光伏,30.0,26.7103,114.8159,curtailment_only,False,False,False,False,False,False,0.9,1.148173523146297,5.099119025434968,-0.2058823127965172,-0.12328705797925828,-0.11013938894773811
395,安徽,光伏,100.0,31.4281,117.7462,curtailment_only,False,False,False,False,False,False,0.4,1.2288104772441126,11.884427251695726,-0.16599745496307847,-0.10692976616378974,-0.09701743191370277
3951,内蒙古,光伏,20.0,41.6975,110.4324,curtailment_only,False,False,False,False,False,False,0.5,1.1299206007841278,22.07567354965727,-0.06364912764933339,-0.05633456390152517,-0.05397553058335072
3953,江西,光伏,22.0,26.8931,115.0315,curtailment_only,False,False,False,False,False,False,0.95,1.018512016990808,3.9217898992246885,-0.18773476659991964,-0.11170425122269927,-0.0996504480848587
3955,内蒙古,光伏,20.0,41.7005,110.4347,curtailment_only,False,False,False,False,False,False,0.5,1.1215592933189165,22.021569319986895,-0.062382484012421295,-0.05553647318131448,-0.05325502575756223
3956,江西,光伏,90.0,28.8427,117.3034,curtailment_only,False,False,False,False,False,False,0.5,1.1318138136571696,9.106327999240811,-0.16842099286624465,-0.10565271958081264,-0.09533539590511632
3957,江西,光伏,35.0,28.7936,116.8294,curtailment_only,False,False,False,False,False,False,0.9,1.2359193152145067,6.152231038306916,-0.21599550347931132,-0.1301275601313197,-0.11640552963536127
3959,内蒙古,光伏,100.0,40.4506,106.9217,curtailment_only,False,False,False,False,False,False,0.2,2.01229322198517,48.05085613420872,-0.05074920435310967,-0.06953838801516093,-0.07002728686007528
396,安徽,光伏,100.0,31.1481,118.3251,curtailment_only,False,False,False,False,False,False,0.4,1.2061636207493507,11.419152899694947,-0.16501721389487722,-0.10591775826579683,-0.09602908253443052
3961,江西,光伏,80.0,28.2652,117.7541,curtailment_only,False,False,False,False,False,False,0.5,1.0822936503962626,8.152762864812669,-0.1657467646590793,-0.10319082401234612,-0.09296563481658401
3963,江苏,光伏,30.0,34.4863,117.6503,curtailment_only,False,False,False,False,False,False,1.0,1.223595703125,3.179614702674991,-0.2385370962172529,-0.1401594099960892,-0.12468260185612962
3966,江西,光伏,20.0,28.7966,116.8188,curtailment_only,False,False,False,False,False,False,0.99,1.094052189341269,3.5966914979056863,-0.20688129882081058,-0.12238537138890695,-0.10903753345911872
397,安徽,光伏,50.0,31.0094,117.683,curtailment_only,False,False,False,False,False,False,0.6,1.048380929807847,8.252399532868468,-0.15755478274665774,-0.09857569348631864,-0.0889002907212945
3970,内蒙古,光伏,100.0,40.6363,106.6367,curtailment_only,False,False,False,False,False,False,0.2,1.8932488714301705,45.025370635573246,-0.04903115927111525,-0.06607694899817586,-0.0664417960508559
3971,江苏,光伏,57.0,33.2255,119.6718,curtailment_only,False,False,False,False,False,False,0.8,1.024432495158781,5.7012425413801235,-0.1739520992650359,-0.10552571115326911,-0.09454095513308049
3972,内蒙古,光伏,20.0,40.513,106.6153,curtailment_only,False,False,False,False,False,False,0.5,1.047184266264441,22.410214070506132,-0.045000795454099074,-0.04533543140796918,-0.04419731264759286
3973,江西,光伏,20.0,27.8748,116.0337,curtailment_only,False,False,False,False,False,False,0.99,1.1211111008367565,3.409599433511671,-0.21433903809050436,-0.12648618976946666,-0.11262890478072085
3974,江西,光伏,100.0,28.5803,117.0173,curtailment_only,False,False,False,False,False,False,0.5,1.2839707634199298,10.147801303513287,-0.19260604860228542,-0.12056778417218705,-0.10874540024379124
3976,内蒙古,光伏,20.0,40.3292,107.0068,curtailment_only,False,False,False,False,False,False,0.5,1.1393379831113264,24.435271784688087,-0.04858651810246245,-0.04913701451611442,-0.04792658902885837
3979,江西,光伏,254.0,27.9363,116.307,curtailment_only,False,False,False,False,False,False,0.3,1.6411459789298992,15.84534911519081,-0.22191002175085078,-0.14291571800998895,-0.12966144982500807
398,安徽,光伏,30.0,31.0032,117.69,curtailment_only,False,False,False,False,False,False,0.8,1.0046813148601188,6.395055615075611,-0.1637835383489829,-0.10035716053341528,-0.09010583204128614
3981,江西,光伏,20.0,27.9363,116.307,curtailment_only,False,False,False,False,False,False,0.99,1.1480062699224054,3.427617355295726,-0.220021479157666,-0.1297687020955591,-0.11553759131599102
3986,江西,光伏,80.0,27.5309,113.7029,curtailment_only,False,False,False,False,False,False,0.6,1.3132140817439377,9.20882161294076,-0.20689412830889084,-0.12786760127484773,-0.11501806405864597
3987,江西,光伏,20.0,29.3118,116.0183,curtailment_only,False,False,False,False,False,False,0.99,1.10136765065976,3.3886910958164562,-0.2102340909705169,-0.1241062999568337,-0.11051831139100546
3988,江西,光伏,120.0,28.998,116.0697,curtailment_only,False,False,False,False,False,False,0.4,1.1014077017623143,10.184771351933861,-0.15272220918884627,-0.09766337480957259,-0.08847799411477128
3989,江西,光伏,80.0,28.9837,116.0602,curtailment_only,False,False,False,False,False,False,0.5,1.000531233448301,8.367733504669799,-0.14620668993967284,-0.09216059774352306,-0.0832448052143533
399,安徽,光伏,120.0,32.8215,116.3025,curtailment_only,False,False,False,False,False,False,0.4,1.3931507160401124,14.373539531807118,-0.18060742661251344,-0.117727245736647,-0.10706967222020311
3990,江西,光伏,20.0,28.3757,115.7169,curtailment_only,False,False,False,False,False,False,0.99,1.1417696135239894,3.307326199378259,-0.21968693710843698,-0.12945937092871027,-0.11523967628115905
3991,江西,光伏,20.0,28.1726,115.4831,curtailment_only,False,False,False,False,False,False,0.99,1.2168722980568225,3.301911498629574,-0.23602875683956817,-0.1388422036202142,-0.12354228182174602
3992,江西,光伏,35.0,27.7728,114.6402,curtailment_only,False,False,False,False,False,False,0.9,1.3127759047374292,5.578122311877487,-0.23753460011603814,-0.14194189642317528,-0.12674568991084822
3995,江西,光伏,20.0,27.6772,114.9195,curtailment_only,False,False,False,False,False,False,0.99,1.1852817658940944,3.3227245501171416,-0.22899899426064071,-0.13482326912380324,-0.1199896323000434
3996,江西,光伏,35.0,27.7693,114.6296,curtailment_only,False,False,False,False,False,False,0.9,1.3127759047374292,5.578122311877487,-0.23753460011603814,-0.14194189642317528,-0.12674568991084822
3999,江西,光伏,30.0,24.8582,115.6931,curtailment_only,False,False,False,False,False,False,0.9,1.1715016071775712,5.241350434643009,-0.2097429962812502,-0.12564121421066313,-0.11225097563125291
4,安徽,光伏,70.0,30.759,117.894,curtailment_only,False,False,False,False,False,False,0.5,1.1173884293520358,9.736151405372993,-0.15997682804546998,-0.10140301483096378,-0.0916989182929168
40,安徽,光伏,22.2,31.2239,118.2365,curtailment_only,False,False,False,False,False,False,0.95,1.1738149088971526,5.482607155812118,-0.20820622106226686,-0.12499091160140766,-0.1117235139569352
400,安徽,光伏,80.0,30.8592,117.4807,curtailment_only,False,False,False,False,False,False,0.5,1.289893880560557,11.169591932129896,-0.18526667505111247,-0.11732871924271504,-0.10608107837762497
